sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: risharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.173 | Public IP: 219.91.250.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 3d 2h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 3719469090 | Bytes Rx: 1810827525 | IP Addr: 10.150.244.173 | Public IP: 219.91.250.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:23 IST Mon Jun 22 2020 | Duration: 3d 2h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 3719469090 | Bytes Rx: 1810827525 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 47851 | Audit Session ID: 0a96cf690baeb0005ef03a33 | Security Group Tag: none | EasyVPN: 0 ||
Username: vishal.sharma | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.32 | Public IP: 202.179.76.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:27 IST Thu Jun 25 2020 | Duration: 2h:13m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 449681980 | Bytes Rx: 72656918 | IP Addr: 10.150.244.32 | Public IP: 202.179.76.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:27 IST Thu Jun 25 2020 | Duration: 2h:13m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 449681980 | Bytes Rx: 72656918 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60024 | Audit Session ID: 0a96cf690ea780005ef4332b | Security Group Tag: none | EasyVPN: 0 |Session ID: 60024 | Audit Session ID: 0a96cf690ea780005ef4332b | Security Group Tag: none | EasyVPN: 0 ||
Username: snawande | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.33 | Public IP: 157.33.229.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:43 IST Thu Jun 25 2020 | Duration: 2h:13m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 74137750 | Bytes Rx: 27757687 | IP Addr: 10.150.244.33 | Public IP: 157.33.229.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:43 IST Thu Jun 25 2020 | Duration: 2h:13m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 74137750 | Bytes Rx: 27757687 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60026 | Audit Session ID: 0a96cf690ea7a0005ef4333b | Security Group Tag: none | EasyVPN: 0 |Session ID: 60026 | Audit Session ID: 0a96cf690ea7a0005ef4333b | Security Group Tag: none | EasyVPN: 0 ||
Username: Kzawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.35 | Public IP: 49.35.29.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:48 IST Thu Jun 25 2020 | Duration: 2h:13m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 297582329 | Bytes Rx: 32997392 | IP Addr: 10.150.244.35 | Public IP: 49.35.29.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:48 IST Thu Jun 25 2020 | Duration: 2h:13m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 297582329 | Bytes Rx: 32997392 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60028 | Audit Session ID: 0a96cf690ea7c0005ef43340 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60028 | Audit Session ID: 0a96cf690ea7c0005ef43340 | Security Group Tag: none | EasyVPN: 0 ||
Username: CSavekar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.36 | Public IP: 103.252.52.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:58 IST Thu Jun 25 2020 | Duration: 2h:13m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1227249087 | Bytes Rx: 56443360 | IP Addr: 10.150.244.36 | Public IP: 103.252.52.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:58 IST Thu Jun 25 2020 | Duration: 2h:13m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 1227249087 | Bytes Rx: 56443360 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60030 | Audit Session ID: 0a96cf690ea7e0005ef4334a | Security Group Tag: none | EasyVPN: 0 |Session ID: 60030 | Audit Session ID: 0a96cf690ea7e0005ef4334a | Security Group Tag: none | EasyVPN: 0 ||
Username: skalseka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.234 | Public IP: 106.193.195.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:58 IST Thu Jun 25 2020 | Duration: 2h:13m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 47063268 | Bytes Rx: 77425934 | IP Addr: 10.150.237.234 | Public IP: 106.193.195.100 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:58 IST Thu Jun 25 2020 | Duration: 2h:13m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 47063268 | Bytes Rx: 77425934 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60031 | Audit Session ID: 0a96cf690ea7f0005ef4334a | Security Group Tag: none | EasyVPN: 0 |Session ID: 60031 | Audit Session ID: 0a96cf690ea7f0005ef4334a | Security Group Tag: none | EasyVPN: 0 ||
Username: DMahamun | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.194 | Public IP: 49.35.220.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:16 IST Thu Jun 25 2020 | Duration: 2h:13m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 666878892 | Bytes Rx: 35621947 | IP Addr: 10.150.237.194 | Public IP: 49.35.220.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:16 IST Thu Jun 25 2020 | Duration: 2h:13m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 666878892 | Bytes Rx: 35621947 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60035 | Audit Session ID: 0a96cf690ea830005ef4335c | Security Group Tag: none | EasyVPN: 0 |Session ID: 60035 | Audit Session ID: 0a96cf690ea830005ef4335c | Security Group Tag: none | EasyVPN: 0 ||
Username: SourJang | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.38 | Public IP: 103.199.116.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:41 IST Thu Jun 25 2020 | Duration: 2h:12m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 210999696 | Bytes Rx: 49340388 | IP Addr: 10.150.244.38 | Public IP: 103.199.116.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:41 IST Thu Jun 25 2020 | Duration: 2h:12m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 210999696 | Bytes Rx: 49340388 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60036 | Audit Session ID: 0a96cf690ea840005ef43375 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60036 | Audit Session ID: 0a96cf690ea840005ef43375 | Security Group Tag: none | EasyVPN: 0 ||
Username: vishgura | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.39 | Public IP: 110.5.74.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:41 IST Thu Jun 25 2020 | Duration: 2h:12m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 30482989 | Bytes Rx: 16886755 | IP Addr: 10.150.244.39 | Public IP: 110.5.74.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:41 IST Thu Jun 25 2020 | Duration: 2h:12m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 30482989 | Bytes Rx: 16886755 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60037 | Audit Session ID: 0a96cf690ea850005ef43375 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60037 | Audit Session ID: 0a96cf690ea850005ef43375 | Security Group Tag: none | EasyVPN: 0 ||
Username: sauswain | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.40 | Public IP: 157.35.86.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:58 IST Thu Jun 25 2020 | Duration: 2h:12m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 146575344 | Bytes Rx: 10100260 | IP Addr: 10.150.244.40 | Public IP: 157.35.86.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:58 IST Thu Jun 25 2020 | Duration: 2h:12m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 146575344 | Bytes Rx: 10100260 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60038 | Audit Session ID: 0a96cf690ea860005ef43386 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60038 | Audit Session ID: 0a96cf690ea860005ef43386 | Security Group Tag: none | EasyVPN: 0 ||
Username: VAgarwal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.42 | Public IP: 42.108.201.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:05 IST Thu Jun 25 2020 | Duration: 2h:12m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 110951017 | Bytes Rx: 29795104 | IP Addr: 10.150.244.42 | Public IP: 42.108.201.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:05 IST Thu Jun 25 2020 | Duration: 2h:12m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 110951017 | Bytes Rx: 29795104 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60039 | Audit Session ID: 0a96cf690ea870005ef4338d | Security Group Tag: none | EasyVPN: 0 |Session ID: 60039 | Audit Session ID: 0a96cf690ea870005ef4338d | Security Group Tag: none | EasyVPN: 0 ||
Username: prdukse | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.43 | Public IP: 157.33.162.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:10 IST Thu Jun 25 2020 | Duration: 2h:12m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 208270287 | Bytes Rx: 13587571 | IP Addr: 10.150.244.43 | Public IP: 157.33.162.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:10 IST Thu Jun 25 2020 | Duration: 2h:12m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 208270287 | Bytes Rx: 13587571 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60041 | Audit Session ID: 0a96cf690ea890005ef43392 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60041 | Audit Session ID: 0a96cf690ea890005ef43392 | Security Group Tag: none | EasyVPN: 0 ||
Username: VIGAIKWA | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.75 | Public IP: 49.35.218.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:18 IST Thu Jun 25 2020 | Duration: 2h:12m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 2098420562 | Bytes Rx: 90699431 | IP Addr: 10.150.236.75 | Public IP: 49.35.218.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:18 IST Thu Jun 25 2020 | Duration: 2h:12m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 2098420562 | Bytes Rx: 90699431 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60043 | Audit Session ID: 0a96cf690ea8b0005ef4339a | Security Group Tag: none | EasyVPN: 0 |Session ID: 60043 | Audit Session ID: 0a96cf690ea8b0005ef4339a | Security Group Tag: none | EasyVPN: 0 ||
Username: svishwa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.44 | Public IP: 106.193.84.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:23 IST Thu Jun 25 2020 | Duration: 2h:11m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 118576785 | Bytes Rx: 65037122 | IP Addr: 10.150.244.44 | Public IP: 106.193.84.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:23 IST Thu Jun 25 2020 | Duration: 2h:11m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 118576785 | Bytes Rx: 65037122 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60044 | Audit Session ID: 0a96cf690ea8c0005ef4339f | Security Group Tag: none | EasyVPN: 0 |Session ID: 60044 | Audit Session ID: 0a96cf690ea8c0005ef4339f | Security Group Tag: none | EasyVPN: 0 ||
Username: sagachau | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.45 | Public IP: 103.51.93.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:39 IST Thu Jun 25 2020 | Duration: 2h:11m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 179754784 | Bytes Rx: 29037333 | IP Addr: 10.150.244.45 | Public IP: 103.51.93.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:39 IST Thu Jun 25 2020 | Duration: 2h:11m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 179754784 | Bytes Rx: 29037333 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60046 | Audit Session ID: 0a96cf690ea8e0005ef433af | Security Group Tag: none | EasyVPN: 0 |Session ID: 60046 | Audit Session ID: 0a96cf690ea8e0005ef433af | Security Group Tag: none | EasyVPN: 0 ||
Username: harshita.choudhary | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.46 | Public IP: 182.68.135.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:40 IST Thu Jun 25 2020 | Duration: 2h:11m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 156363676 | Bytes Rx: 50450539 | IP Addr: 10.150.244.46 | Public IP: 182.68.135.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:40 IST Thu Jun 25 2020 | Duration: 2h:11m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 156363676 | Bytes Rx: 50450539 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60047 | Audit Session ID: 0a96cf690ea8f0005ef433b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60047 | Audit Session ID: 0a96cf690ea8f0005ef433b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: VMukade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.131 | Public IP: 106.76.102.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:54 IST Thu Jun 25 2020 | Duration: 2h:11m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 93731631 | Bytes Rx: 62743934 | IP Addr: 10.150.236.131 | Public IP: 106.76.102.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:54 IST Thu Jun 25 2020 | Duration: 2h:11m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 93731631 | Bytes Rx: 62743934 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60048 | Audit Session ID: 0a96cf690ea900005ef433be | Security Group Tag: none | EasyVPN: 0 |Session ID: 60048 | Audit Session ID: 0a96cf690ea900005ef433be | Security Group Tag: none | EasyVPN: 0 ||
Username: atkamble | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.47 | Public IP: 27.97.131.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:58 IST Thu Jun 25 2020 | Duration: 2h:11m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 108029496 | Bytes Rx: 120380970 | IP Addr: 10.150.244.47 | Public IP: 27.97.131.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:48:58 IST Thu Jun 25 2020 | Duration: 2h:11m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 108029496 | Bytes Rx: 120380970 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60049 | Audit Session ID: 0a96cf690ea910005ef433c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60049 | Audit Session ID: 0a96cf690ea910005ef433c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ManoGiri | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.198 | Public IP: 157.42.127.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:03 IST Thu Jun 25 2020 | Duration: 2h:08m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 44795747 | Bytes Rx: 25157332 | IP Addr: 10.150.236.198 | Public IP: 157.42.127.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:03 IST Thu Jun 25 2020 | Duration: 2h:08m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 44795747 | Bytes Rx: 25157332 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60055 | Audit Session ID: 0a96cf690ea970005ef4347b | Security Group Tag: none | EasyVPN: 0 |Session ID: 60055 | Audit Session ID: 0a96cf690ea970005ef4347b | Security Group Tag: none | EasyVPN: 0 ||
Username: kraval | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.52 | Public IP: 106.193.210.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:08 IST Thu Jun 25 2020 | Duration: 2h:08m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1911036750 | Bytes Rx: 70222508 | IP Addr: 10.150.237.52 | Public IP: 106.193.210.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:52:08 IST Thu Jun 25 2020 | Duration: 2h:08m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1911036750 | Bytes Rx: 70222508 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 60056 | Audit Session ID: 0a96cf690ea980005ef43480 | Security Group Tag: none | EasyVPN: 0 |Session ID: 60056 | Audit Session ID: 0a96cf690ea980005ef43480 | Security Group Tag: none | EasyVPN: 0 ||
