sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 0h:37m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 394614780 | Bytes Rx: 313256393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: DeSanaka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.219 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:08 IST Sun Jun 14 2020 | Duration: 3h:34m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 274174703 | Bytes Rx: 54336981 | IP Addr: 10.149.233.219 | Public IP: 49.206.220.219 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:08 IST Sun Jun 14 2020 | Duration: 3h:34m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 274174703 | Bytes Rx: 54336981 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151146 | Audit Session ID: 0a95072a24e6a0005ee5e010 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151146 | Audit Session ID: 0a95072a24e6a0005ee5e010 | Security Group Tag: none | EasyVPN: 0 ||
Username: nghare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 49.32.6.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:16 IST Sun Jun 14 2020 | Duration: 3h:34m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 37079225 | Bytes Rx: 15210545 | IP Addr: 10.149.233.221 | Public IP: 49.32.6.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:16 IST Sun Jun 14 2020 | Duration: 3h:34m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 37079225 | Bytes Rx: 15210545 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151148 | Audit Session ID: 0a95072a24e6c0005ee5e018 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151148 | Audit Session ID: 0a95072a24e6c0005ee5e018 | Security Group Tag: none | EasyVPN: 0 ||
Username: ebinjohn | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.222 | Public IP: 106.208.73.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:18 IST Sun Jun 14 2020 | Duration: 3h:34m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 185425593 | Bytes Rx: 65351397 | IP Addr: 10.149.233.222 | Public IP: 106.208.73.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:00:18 IST Sun Jun 14 2020 | Duration: 3h:34m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 185425593 | Bytes Rx: 65351397 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151149 | Audit Session ID: 0a95072a24e6d0005ee5e01a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151149 | Audit Session ID: 0a95072a24e6d0005ee5e01a | Security Group Tag: none | EasyVPN: 0 ||
Username: jmali | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.223 | Public IP: 106.220.138.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:01:41 IST Sun Jun 14 2020 | Duration: 3h:33m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 88829321 | Bytes Rx: 51968475 | IP Addr: 10.149.233.223 | Public IP: 106.220.138.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:01:41 IST Sun Jun 14 2020 | Duration: 3h:33m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 88829321 | Bytes Rx: 51968475 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151150 | Audit Session ID: 0a95072a24e6e0005ee5e06d | Security Group Tag: none | EasyVPN: 0 |Session ID: 151150 | Audit Session ID: 0a95072a24e6e0005ee5e06d | Security Group Tag: none | EasyVPN: 0 ||
Username: Spuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:12:35 IST Sun Jun 14 2020 | Duration: 3h:22m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2365514289 | Bytes Rx: 180684403 | IP Addr: 10.149.233.71 | Public IP: 103.114.224.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:12:35 IST Sun Jun 14 2020 | Duration: 3h:22m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 2365514289 | Bytes Rx: 180684403 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151152 | Audit Session ID: 0a95072a24e700005ee5e2fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 151152 | Audit Session ID: 0a95072a24e700005ee5e2fb | Security Group Tag: none | EasyVPN: 0 ||
Username: sivnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC6 | IP Addr: 10.149.248.102 | Public IP: 157.50.179.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:07 IST Sun Jun 14 2020 | Duration: 3h:20m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 237761225 | Bytes Rx: 121869806 | IP Addr: 10.149.248.102 | Public IP: 157.50.179.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:07 IST Sun Jun 14 2020 | Duration: 3h:20m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 237761225 | Bytes Rx: 121869806 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151153 | Audit Session ID: 0a95072a24e710005ee5e357 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151153 | Audit Session ID: 0a95072a24e710005ee5e357 | Security Group Tag: none | EasyVPN: 0 ||
Username: hravva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.156 | Public IP: 157.44.230.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:47 IST Sun Jun 14 2020 | Duration: 3h:20m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 374081665 | Bytes Rx: 65705166 | IP Addr: 10.149.233.156 | Public IP: 157.44.230.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:47 IST Sun Jun 14 2020 | Duration: 3h:20m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 374081665 | Bytes Rx: 65705166 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151155 | Audit Session ID: 0a95072a24e730005ee5e37f | Security Group Tag: none | EasyVPN: 0 |Session ID: 151155 | Audit Session ID: 0a95072a24e730005ee5e37f | Security Group Tag: none | EasyVPN: 0 ||
Username: hemdutta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.157 | Public IP: 106.200.150.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:02 IST Sun Jun 14 2020 | Duration: 3h:18m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 162821509 | Bytes Rx: 97457348 | IP Addr: 10.149.233.157 | Public IP: 106.200.150.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:02 IST Sun Jun 14 2020 | Duration: 3h:18m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 162821509 | Bytes Rx: 97457348 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151156 | Audit Session ID: 0a95072a24e740005ee5e3ca | Security Group Tag: none | EasyVPN: 0 |Session ID: 151156 | Audit Session ID: 0a95072a24e740005ee5e3ca | Security Group Tag: none | EasyVPN: 0 ||
Username: Kragotha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 157.50.66.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:17:04 IST Sun Jun 14 2020 | Duration: 3h:17m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 230695998 | Bytes Rx: 103850758 | IP Addr: 10.149.233.214 | Public IP: 157.50.66.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:17:04 IST Sun Jun 14 2020 | Duration: 3h:17m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 230695998 | Bytes Rx: 103850758 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151158 | Audit Session ID: 0a95072a24e760005ee5e408 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151158 | Audit Session ID: 0a95072a24e760005ee5e408 | Security Group Tag: none | EasyVPN: 0 ||
Username: dsathya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.179 | Public IP: 106.208.26.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:36:29 IST Sun Jun 14 2020 | Duration: 2h:58m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 191853159 | Bytes Rx: 20526818 | IP Addr: 10.149.233.179 | Public IP: 106.208.26.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:36:29 IST Sun Jun 14 2020 | Duration: 2h:58m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 191853159 | Bytes Rx: 20526818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151167 | Audit Session ID: 0a95072a24e7f0005ee5e895 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151167 | Audit Session ID: 0a95072a24e7f0005ee5e895 | Security Group Tag: none | EasyVPN: 0 ||
Username: abonda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.183 | Public IP: 59.96.223.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:36:51 IST Sun Jun 14 2020 | Duration: 2h:57m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 175901036 | Bytes Rx: 67530903 | IP Addr: 10.149.233.183 | Public IP: 59.96.223.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:36:51 IST Sun Jun 14 2020 | Duration: 2h:57m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 175901036 | Bytes Rx: 67530903 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151168 | Audit Session ID: 0a95072a24e800005ee5e8ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 151168 | Audit Session ID: 0a95072a24e800005ee5e8ab | Security Group Tag: none | EasyVPN: 0 ||
Username: JAravint | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.200 | Public IP: 36.255.87.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:04 IST Sun Jun 14 2020 | Duration: 2h:52m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 85993101 | Bytes Rx: 26946729 | IP Addr: 10.149.233.200 | Public IP: 36.255.87.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:04 IST Sun Jun 14 2020 | Duration: 2h:52m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 85993101 | Bytes Rx: 26946729 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151172 | Audit Session ID: 0a95072a24e840005ee5e9e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151172 | Audit Session ID: 0a95072a24e840005ee5e9e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: anursin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.154 | Public IP: 171.76.200.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:49 IST Sun Jun 14 2020 | Duration: 2h:52m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1187497901 | Bytes Rx: 72422336 | IP Addr: 10.149.233.154 | Public IP: 171.76.200.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:49 IST Sun Jun 14 2020 | Duration: 2h:52m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 1187497901 | Bytes Rx: 72422336 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151173 | Audit Session ID: 0a95072a24e850005ee5ea11 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151173 | Audit Session ID: 0a95072a24e850005ee5ea11 | Security Group Tag: none | EasyVPN: 0 ||
Username: atbhavar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.160 | Public IP: 42.106.213.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:43:31 IST Sun Jun 14 2020 | Duration: 2h:51m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 302425712 | Bytes Rx: 68036334 | IP Addr: 10.149.233.160 | Public IP: 42.106.213.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:43:31 IST Sun Jun 14 2020 | Duration: 2h:51m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 302425712 | Bytes Rx: 68036334 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151174 | Audit Session ID: 0a95072a24e860005ee5ea3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 151174 | Audit Session ID: 0a95072a24e860005ee5ea3b | Security Group Tag: none | EasyVPN: 0 ||
Username: gesamina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC1 | IP Addr: 10.149.248.97 | Public IP: 106.203.3.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:40 IST Sun Jun 14 2020 | Duration: 2h:42m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 286279085 | Bytes Rx: 63724029 | IP Addr: 10.149.248.97 | Public IP: 106.203.3.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:40 IST Sun Jun 14 2020 | Duration: 2h:42m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 286279085 | Bytes Rx: 63724029 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151177 | Audit Session ID: 0a95072a24e890005ee5ec60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151177 | Audit Session ID: 0a95072a24e890005ee5ec60 | Security Group Tag: none | EasyVPN: 0 ||
Username: MoJadhav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.151 | Public IP: 49.36.54.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:56:11 IST Sun Jun 14 2020 | Duration: 2h:38m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1163394785 | Bytes Rx: 36115909 | IP Addr: 10.149.233.151 | Public IP: 49.36.54.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:56:11 IST Sun Jun 14 2020 | Duration: 2h:38m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 1163394785 | Bytes Rx: 36115909 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151181 | Audit Session ID: 0a95072a24e8d0005ee5ed33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151181 | Audit Session ID: 0a95072a24e8d0005ee5ed33 | Security Group Tag: none | EasyVPN: 0 ||
Username: rpradev | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.224 | Public IP: 27.5.95.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:08:54 IST Sun Jun 14 2020 | Duration: 2h:25m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 230133569 | Bytes Rx: 85310312 | IP Addr: 10.149.233.224 | Public IP: 27.5.95.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:08:54 IST Sun Jun 14 2020 | Duration: 2h:25m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 230133569 | Bytes Rx: 85310312 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151186 | Audit Session ID: 0a95072a24e920005ee5f02e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151186 | Audit Session ID: 0a95072a24e920005ee5f02e | Security Group Tag: none | EasyVPN: 0 ||
Username: GRaghusa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.140 | Public IP: 27.62.74.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:15:11 IST Sun Jun 14 2020 | Duration: 2h:19m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 82247245 | Bytes Rx: 18113523 | IP Addr: 10.149.233.140 | Public IP: 27.62.74.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:15:11 IST Sun Jun 14 2020 | Duration: 2h:19m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 82247245 | Bytes Rx: 18113523 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151188 | Audit Session ID: 0a95072a24e940005ee5f1a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151188 | Audit Session ID: 0a95072a24e940005ee5f1a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: kvellaiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.163 | Public IP: 49.207.135.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:28:32 IST Sun Jun 14 2020 | Duration: 2h:06m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 61453135 | Bytes Rx: 17116092 | IP Addr: 10.149.233.163 | Public IP: 49.207.135.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:28:32 IST Sun Jun 14 2020 | Duration: 2h:06m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 61453135 | Bytes Rx: 17116092 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151192 | Audit Session ID: 0a95072a24e980005ee5f4c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151192 | Audit Session ID: 0a95072a24e980005ee5f4c8 | Security Group Tag: none | EasyVPN: 0 ||
