sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 7h:11m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 246716992 | Bytes Rx: 121292409 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 ||
Username: draju | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.191 | Public IP: 157.50.202.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:43 IST Sun Jun 7 2020 | Duration: 4h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 83338607 | Bytes Rx: 13341583 | IP Addr: 10.149.233.191 | Public IP: 157.50.202.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:43 IST Sun Jun 7 2020 | Duration: 4h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 83338607 | Bytes Rx: 13341583 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137953 | Audit Session ID: 0a95072a21ae10005edc9f5f | Security Group Tag: none | EasyVPN: 0 |Session ID: 137953 | Audit Session ID: 0a95072a21ae10005edc9f5f | Security Group Tag: none | EasyVPN: 0 ||
Username: Jsheeba | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.63 | Public IP: 157.50.40.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:40:47 IST Sun Jun 7 2020 | Duration: 3h:53m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 283600904 | Bytes Rx: 50978799 | IP Addr: 10.149.232.63 | Public IP: 157.50.40.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:40:47 IST Sun Jun 7 2020 | Duration: 3h:53m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 283600904 | Bytes Rx: 50978799 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137960 | Audit Session ID: 0a95072a21ae80005edca107 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137960 | Audit Session ID: 0a95072a21ae80005edca107 | Security Group Tag: none | EasyVPN: 0 ||
Username: skarn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.13 | Public IP: 49.207.136.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:41:57 IST Sun Jun 7 2020 | Duration: 3h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 240907216 | Bytes Rx: 90168803 | IP Addr: 10.149.232.13 | Public IP: 49.207.136.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:41:57 IST Sun Jun 7 2020 | Duration: 3h:51m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 240907216 | Bytes Rx: 90168803 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137961 | Audit Session ID: 0a95072a21ae90005edca14d | Security Group Tag: none | EasyVPN: 0 |Session ID: 137961 | Audit Session ID: 0a95072a21ae90005edca14d | Security Group Tag: none | EasyVPN: 0 ||
Username: swayal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.65 | Public IP: 157.47.22.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:50:36 IST Sun Jun 7 2020 | Duration: 3h:43m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 113559065 | Bytes Rx: 48287358 | IP Addr: 10.149.232.65 | Public IP: 157.47.22.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:50:36 IST Sun Jun 7 2020 | Duration: 3h:43m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 113559065 | Bytes Rx: 48287358 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137972 | Audit Session ID: 0a95072a21af40005edca354 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137972 | Audit Session ID: 0a95072a21af40005edca354 | Security Group Tag: none | EasyVPN: 0 ||
Username: DeSanaka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.37 | Public IP: 49.206.210.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:51:05 IST Sun Jun 7 2020 | Duration: 3h:42m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 855696817 | Bytes Rx: 75969679 | IP Addr: 10.149.232.37 | Public IP: 49.206.210.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:51:05 IST Sun Jun 7 2020 | Duration: 3h:42m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 855696817 | Bytes Rx: 75969679 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137973 | Audit Session ID: 0a95072a21af50005edca371 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137973 | Audit Session ID: 0a95072a21af50005edca371 | Security Group Tag: none | EasyVPN: 0 ||
Username: sgodhala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.20 | Public IP: 43.225.26.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:55:38 IST Sun Jun 7 2020 | Duration: 3h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 476694193 | Bytes Rx: 58652073 | IP Addr: 10.149.232.20 | Public IP: 43.225.26.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:55:38 IST Sun Jun 7 2020 | Duration: 3h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 476694193 | Bytes Rx: 58652073 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137976 | Audit Session ID: 0a95072a21af80005edca482 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137976 | Audit Session ID: 0a95072a21af80005edca482 | Security Group Tag: none | EasyVPN: 0 ||
Username: cprabu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.24 | Public IP: 182.65.64.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:04 IST Sun Jun 7 2020 | Duration: 3h:37m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 619275774 | Bytes Rx: 136950126 | IP Addr: 10.149.232.24 | Public IP: 182.65.64.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:04 IST Sun Jun 7 2020 | Duration: 3h:37m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 619275774 | Bytes Rx: 136950126 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137977 | Audit Session ID: 0a95072a21af90005edca49c | Security Group Tag: none | EasyVPN: 0 |Session ID: 137977 | Audit Session ID: 0a95072a21af90005edca49c | Security Group Tag: none | EasyVPN: 0 ||
Username: suselang | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.31 | Public IP: 157.51.239.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:30 IST Sun Jun 7 2020 | Duration: 3h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 712838957 | Bytes Rx: 68323056 | IP Addr: 10.149.232.31 | Public IP: 157.51.239.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:30 IST Sun Jun 7 2020 | Duration: 3h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 712838957 | Bytes Rx: 68323056 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137979 | Audit Session ID: 0a95072a21afb0005edca4b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137979 | Audit Session ID: 0a95072a21afb0005edca4b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: hravva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.32 | Public IP: 157.44.225.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:40 IST Sun Jun 7 2020 | Duration: 3h:37m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 245044789 | Bytes Rx: 51145320 | IP Addr: 10.149.232.32 | Public IP: 157.44.225.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:40 IST Sun Jun 7 2020 | Duration: 3h:37m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 245044789 | Bytes Rx: 51145320 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137982 | Audit Session ID: 0a95072a21afe0005edca4c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137982 | Audit Session ID: 0a95072a21afe0005edca4c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: NiroshaK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.64 | Public IP: 157.51.93.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:15:07 IST Sun Jun 7 2020 | Duration: 3h:18m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 97760309 | Bytes Rx: 23579983 | IP Addr: 10.149.232.64 | Public IP: 157.51.93.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:15:07 IST Sun Jun 7 2020 | Duration: 3h:18m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 97760309 | Bytes Rx: 23579983 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137988 | Audit Session ID: 0a95072a21b040005edca913 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137988 | Audit Session ID: 0a95072a21b040005edca913 | Security Group Tag: none | EasyVPN: 0 ||
Username: jestinch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.72 | Public IP: 137.97.80.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:23 IST Sun Jun 7 2020 | Duration: 3h:17m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 446968807 | Bytes Rx: 64812369 | IP Addr: 10.149.232.72 | Public IP: 137.97.80.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:23 IST Sun Jun 7 2020 | Duration: 3h:17m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 446968807 | Bytes Rx: 64812369 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137992 | Audit Session ID: 0a95072a21b080005edca95f | Security Group Tag: none | EasyVPN: 0 |Session ID: 137992 | Audit Session ID: 0a95072a21b080005edca95f | Security Group Tag: none | EasyVPN: 0 ||
Username: supriya.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 115.97.45.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:14 IST Sun Jun 7 2020 | Duration: 3h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 89976448 | Bytes Rx: 26463393 | IP Addr: 10.149.233.213 | Public IP: 115.97.45.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:14 IST Sun Jun 7 2020 | Duration: 3h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 89976448 | Bytes Rx: 26463393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137998 | Audit Session ID: 0a95072a21b0e0005edcab72 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137998 | Audit Session ID: 0a95072a21b0e0005edcab72 | Security Group Tag: none | EasyVPN: 0 ||
Username: kavimada | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 157.46.32.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:22 IST Sun Jun 7 2020 | Duration: 3h:08m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 32134676 | Bytes Rx: 18527556 | IP Addr: 10.149.233.215 | Public IP: 157.46.32.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:22 IST Sun Jun 7 2020 | Duration: 3h:08m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 32134676 | Bytes Rx: 18527556 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137999 | Audit Session ID: 0a95072a21b0f0005edcab7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 137999 | Audit Session ID: 0a95072a21b0f0005edcab7a | Security Group Tag: none | EasyVPN: 0 ||
Username: velmurugan.c | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.253 | Public IP: 182.65.45.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:26 IST Sun Jun 7 2020 | Duration: 2h:59m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 63481049 | Bytes Rx: 27104855 | IP Addr: 10.149.233.253 | Public IP: 182.65.45.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:26 IST Sun Jun 7 2020 | Duration: 2h:59m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 63481049 | Bytes Rx: 27104855 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138014 | Audit Session ID: 0a95072a21b1e0005edcad9a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138014 | Audit Session ID: 0a95072a21b1e0005edcad9a | Security Group Tag: none | EasyVPN: 0 ||
Username: rajac | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.16 | Public IP: 42.111.130.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:57 IST Sun Jun 7 2020 | Duration: 2h:58m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1107139501 | Bytes Rx: 87842210 | IP Addr: 10.149.232.16 | Public IP: 42.111.130.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:57 IST Sun Jun 7 2020 | Duration: 2h:58m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 1107139501 | Bytes Rx: 87842210 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138016 | Audit Session ID: 0a95072a21b200005edcadb9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138016 | Audit Session ID: 0a95072a21b200005edcadb9 | Security Group Tag: none | EasyVPN: 0 ||
Username: anvarghe | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.200 | Public IP: 27.62.98.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:40:39 IST Sun Jun 7 2020 | Duration: 2h:53m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 37832827 | Bytes Rx: 29311736 | IP Addr: 10.149.233.200 | Public IP: 27.62.98.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:40:39 IST Sun Jun 7 2020 | Duration: 2h:53m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 37832827 | Bytes Rx: 29311736 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138021 | Audit Session ID: 0a95072a21b250005edcaf0f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138021 | Audit Session ID: 0a95072a21b250005edcaf0f | Security Group Tag: none | EasyVPN: 0 ||
Username: sarmurug | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.4 | Public IP: 157.46.48.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:44:40 IST Sun Jun 7 2020 | Duration: 2h:49m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 21973407 | Bytes Rx: 18412391 | IP Addr: 10.149.232.4 | Public IP: 157.46.48.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:44:40 IST Sun Jun 7 2020 | Duration: 2h:49m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 21973407 | Bytes Rx: 18412391 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138023 | Audit Session ID: 0a95072a21b270005edcb000 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138023 | Audit Session ID: 0a95072a21b270005edcb000 | Security Group Tag: none | EasyVPN: 0 ||
Username: bbalasur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.60 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:45:22 IST Sun Jun 7 2020 | Duration: 2h:48m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 15678959 | Bytes Rx: 17204450 | IP Addr: 10.149.232.60 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:45:22 IST Sun Jun 7 2020 | Duration: 2h:48m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 15678959 | Bytes Rx: 17204450 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138025 | Audit Session ID: 0a95072a21b290005edcb02a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138025 | Audit Session ID: 0a95072a21b290005edcb02a | Security Group Tag: none | EasyVPN: 0 ||
Username: dimples | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.216 | Public IP: 112.133.236.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:55:38 IST Sun Jun 7 2020 | Duration: 2h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 654347483 | Bytes Rx: 362692700 | IP Addr: 10.149.233.216 | Public IP: 112.133.236.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:55:38 IST Sun Jun 7 2020 | Duration: 2h:38m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 654347483 | Bytes Rx: 362692700 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138032 | Audit Session ID: 0a95072a21b300005edcb292 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138032 | Audit Session ID: 0a95072a21b300005edcb292 | Security Group Tag: none | EasyVPN: 0 ||
Username: yomagesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.238 | Public IP: 60.243.76.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:30 IST Sun Jun 7 2020 | Duration: 2h:35m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 854580863 | Bytes Rx: 112465480 | IP Addr: 10.149.233.238 | Public IP: 60.243.76.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:30 IST Sun Jun 7 2020 | Duration: 2h:35m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 854580863 | Bytes Rx: 112465480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138034 | Audit Session ID: 0a95072a21b320005edcb33e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138034 | Audit Session ID: 0a95072a21b320005edcb33e | Security Group Tag: none | EasyVPN: 0 ||
