sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 23h:27m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 6033550882 | Bytes Rx: 1919201772 | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 8d 23h:27m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 6033550882 | Bytes Rx: 1919201772 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 ||
Username: SwThorat | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.210 | Public IP: 49.35.76.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:53:07 UTC Sat May 30 2020 | Duration: 5h:07m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 357149854 | Bytes Rx: 87299901 | IP Addr: 10.145.232.210 | Public IP: 49.35.76.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 02:53:07 UTC Sat May 30 2020 | Duration: 5h:07m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 357149854 | Bytes Rx: 87299901 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78023 | Audit Session ID: 0a910728130c70005ed1ca93 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78023 | Audit Session ID: 0a910728130c70005ed1ca93 | Security Group Tag: none | EasyVPN: 0 ||
Username: surajend | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.212 | Public IP: 42.111.129.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:13:20 UTC Sat May 30 2020 | Duration: 4h:46m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 744585157 | Bytes Rx: 87051723 | IP Addr: 10.145.232.212 | Public IP: 42.111.129.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:13:20 UTC Sat May 30 2020 | Duration: 4h:46m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 744585157 | Bytes Rx: 87051723 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78025 | Audit Session ID: 0a910728130c90005ed1cf50 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78025 | Audit Session ID: 0a910728130c90005ed1cf50 | Security Group Tag: none | EasyVPN: 0 ||
Username: pprakash | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.214 | Public IP: 49.35.70.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:11:32 UTC Sat May 30 2020 | Duration: 3h:48m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 56776291 | Bytes Rx: 24298616 | IP Addr: 10.145.232.214 | Public IP: 49.35.70.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:11:32 UTC Sat May 30 2020 | Duration: 3h:48m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 56776291 | Bytes Rx: 24298616 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78032 | Audit Session ID: 0a910728130d00005ed1dcf4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78032 | Audit Session ID: 0a910728130d00005ed1dcf4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vgarkar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.215 | Public IP: 157.33.172.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:30:45 UTC Sat May 30 2020 | Duration: 3h:29m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 240243375 | Bytes Rx: 84218452 | IP Addr: 10.145.232.215 | Public IP: 157.33.172.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:30:45 UTC Sat May 30 2020 | Duration: 3h:29m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 240243375 | Bytes Rx: 84218452 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78038 | Audit Session ID: 0a910728130d60005ed1e175 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78038 | Audit Session ID: 0a910728130d60005ed1e175 | Security Group Tag: none | EasyVPN: 0 ||
Username: govind.singh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.217 | Public IP: 45.113.249.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:43:16 UTC Sat May 30 2020 | Duration: 3h:17m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 299407798 | Bytes Rx: 52170022 | IP Addr: 10.145.232.217 | Public IP: 45.113.249.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:43:16 UTC Sat May 30 2020 | Duration: 3h:17m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 299407798 | Bytes Rx: 52170022 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78039 | Audit Session ID: 0a910728130d70005ed1e464 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78039 | Audit Session ID: 0a910728130d70005ed1e464 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.nieto | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.220 | Public IP: 109.208.28.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:54:15 UTC Sat May 30 2020 | Duration: 2h:06m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 47141501 | Bytes Rx: 6663395 | IP Addr: 10.145.232.220 | Public IP: 109.208.28.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:54:15 UTC Sat May 30 2020 | Duration: 2h:06m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 47141501 | Bytes Rx: 6663395 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78055 | Audit Session ID: 0a910728130e70005ed1f507 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78055 | Audit Session ID: 0a910728130e70005ed1f507 | Security Group Tag: none | EasyVPN: 0 ||
Username: kchaskar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.221 | Public IP: 106.77.14.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:22 UTC Sat May 30 2020 | Duration: 1h:59m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 133395693 | Bytes Rx: 33443286 | IP Addr: 10.145.232.221 | Public IP: 106.77.14.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:00:22 UTC Sat May 30 2020 | Duration: 1h:59m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 133395693 | Bytes Rx: 33443286 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78056 | Audit Session ID: 0a910728130e80005ed1f676 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78056 | Audit Session ID: 0a910728130e80005ed1f676 | Security Group Tag: none | EasyVPN: 0 ||
Username: vellur | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.223 | Public IP: 112.79.50.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:29:56 UTC Sat May 30 2020 | Duration: 1h:30m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 36436958 | Bytes Rx: 36475580 | IP Addr: 10.145.232.223 | Public IP: 112.79.50.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:29:56 UTC Sat May 30 2020 | Duration: 1h:30m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 36436958 | Bytes Rx: 36475580 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78063 | Audit Session ID: 0a910728130ef0005ed1fd64 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78063 | Audit Session ID: 0a910728130ef0005ed1fd64 | Security Group Tag: none | EasyVPN: 0 ||
Username: rgajleka | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.229 | Public IP: 106.66.231.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:35 UTC Sat May 30 2020 | Duration: 1h:23m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 55826767 | Bytes Rx: 18775414 | IP Addr: 10.145.232.229 | Public IP: 106.66.231.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:35 UTC Sat May 30 2020 | Duration: 1h:23m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 55826767 | Bytes Rx: 18775414 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78065 | Audit Session ID: 0a910728130f10005ed1fef3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78065 | Audit Session ID: 0a910728130f10005ed1fef3 | Security Group Tag: none | EasyVPN: 0 ||
Username: devindsi | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.211 | Public IP: 182.77.30.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:19 UTC Sat May 30 2020 | Duration: 1h:06m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 101774946 | Bytes Rx: 27958026 | IP Addr: 10.145.232.211 | Public IP: 182.77.30.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:19 UTC Sat May 30 2020 | Duration: 1h:06m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 101774946 | Bytes Rx: 27958026 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78067 | Audit Session ID: 0a910728130f30005ed2031b | Security Group Tag: none | EasyVPN: 0 |Session ID: 78067 | Audit Session ID: 0a910728130f30005ed2031b | Security Group Tag: none | EasyVPN: 0 ||
Username: bkdesai | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.230 | Public IP: 85.211.156.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:00 UTC Sat May 30 2020 | Duration: 0h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 57426342 | Bytes Rx: 16605840 | IP Addr: 10.145.232.230 | Public IP: 85.211.156.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:00 UTC Sat May 30 2020 | Duration: 0h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 57426342 | Bytes Rx: 16605840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78071 | Audit Session ID: 0a910728130f70005ed20a4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 78071 | Audit Session ID: 0a910728130f70005ed20a4c | Security Group Tag: none | EasyVPN: 0 ||
Username: ShSawant | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.222 | Public IP: 106.220.166.128 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:44:12 UTC Sat May 30 2020 | Duration: 0h:16m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 8040702 | Bytes Rx: 2045130 | IP Addr: 10.145.232.222 | Public IP: 106.220.166.128 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:44:12 UTC Sat May 30 2020 | Duration: 0h:16m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 8040702 | Bytes Rx: 2045130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78073 | Audit Session ID: 0a910728130f90005ed20ecc | Security Group Tag: none | EasyVPN: 0 |Session ID: 78073 | Audit Session ID: 0a910728130f90005ed20ecc | Security Group Tag: none | EasyVPN: 0 ||
Username: Rsangwan | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.224 | Public IP: 157.36.118.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:03 UTC Sat May 30 2020 | Duration: 0h:03m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 583216 | Bytes Rx: 472254 | IP Addr: 10.145.232.224 | Public IP: 157.36.118.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:03 UTC Sat May 30 2020 | Duration: 0h:03m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 583216 | Bytes Rx: 472254 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78074 | Audit Session ID: 0a910728130fa0005ed211cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 78074 | Audit Session ID: 0a910728130fa0005ed211cf | Security Group Tag: none | EasyVPN: 0 ||
Username: drajendr | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.225 | Public IP: 49.206.11.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:17 UTC Sat May 30 2020 | Duration: 0h:01m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 276919 | Bytes Rx: 200507 | IP Addr: 10.145.232.225 | Public IP: 49.206.11.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:17 UTC Sat May 30 2020 | Duration: 0h:01m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 276919 | Bytes Rx: 200507 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78075 | Audit Session ID: 0a910728130fb0005ed21255 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78075 | Audit Session ID: 0a910728130fb0005ed21255 | Security Group Tag: none | EasyVPN: 0 ||
ukl78vpn01a# 
