sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ayshanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.49 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:00 IST Mon Jun 22 2020 | Duration: 1d 22h:53m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 658135521 | Bytes Rx: 167088784 | IP Addr: 10.149.232.49 | Public IP: 203.81.240.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:40:00 IST Mon Jun 22 2020 | Duration: 1d 22h:53m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 658135521 | Bytes Rx: 167088784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 165421 | Audit Session ID: 0a95072a2862d0005ef02f18 | Security Group Tag: none | EasyVPN: 0 |Session ID: 165421 | Audit Session ID: 0a95072a2862d0005ef02f18 | Security Group Tag: none | EasyVPN: 0 ||
Username: BGanesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.171 | Public IP: 106.201.130.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:53 IST Wed Jun 24 2020 | Duration: 0h:59m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 53986575 | Bytes Rx: 12351718 | IP Addr: 10.149.232.171 | Public IP: 106.201.130.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:53 IST Wed Jun 24 2020 | Duration: 0h:59m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 53986575 | Bytes Rx: 12351718 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169882 | Audit Session ID: 0a95072a2979a0005ef2b489 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169882 | Audit Session ID: 0a95072a2979a0005ef2b489 | Security Group Tag: none | EasyVPN: 0 ||
Username: sramamoo | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.172 | Public IP: 49.207.129.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:34:25 IST Wed Jun 24 2020 | Duration: 0h:58m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 30133051 | Bytes Rx: 8517816 | IP Addr: 10.149.232.172 | Public IP: 49.207.129.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:34:25 IST Wed Jun 24 2020 | Duration: 0h:58m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 30133051 | Bytes Rx: 8517816 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169883 | Audit Session ID: 0a95072a2979b0005ef2b4a9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169883 | Audit Session ID: 0a95072a2979b0005ef2b4a9 | Security Group Tag: none | EasyVPN: 0 ||
Username: lkalaska | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.174 | Public IP: 106.193.130.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:56 IST Wed Jun 24 2020 | Duration: 0h:57m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 51769754 | Bytes Rx: 17385404 | IP Addr: 10.149.232.174 | Public IP: 106.193.130.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:56 IST Wed Jun 24 2020 | Duration: 0h:57m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 51769754 | Bytes Rx: 17385404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169885 | Audit Session ID: 0a95072a2979d0005ef2b504 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169885 | Audit Session ID: 0a95072a2979d0005ef2b504 | Security Group Tag: none | EasyVPN: 0 ||
Username: santospa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.219 | Public IP: 49.35.122.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:12 IST Wed Jun 24 2020 | Duration: 0h:56m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 134776811 | Bytes Rx: 20906424 | IP Addr: 10.149.233.219 | Public IP: 49.35.122.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:12 IST Wed Jun 24 2020 | Duration: 0h:56m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 134776811 | Bytes Rx: 20906424 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169887 | Audit Session ID: 0a95072a2979f0005ef2b550 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169887 | Audit Session ID: 0a95072a2979f0005ef2b550 | Security Group Tag: none | EasyVPN: 0 ||
Username: srinivas.p | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.220 | Public IP: 171.78.170.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:47 IST Wed Jun 24 2020 | Duration: 0h:55m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 33579318 | Bytes Rx: 11198404 | IP Addr: 10.149.233.220 | Public IP: 171.78.170.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:37:47 IST Wed Jun 24 2020 | Duration: 0h:55m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 33579318 | Bytes Rx: 11198404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169888 | Audit Session ID: 0a95072a297a00005ef2b573 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169888 | Audit Session ID: 0a95072a297a00005ef2b573 | Security Group Tag: none | EasyVPN: 0 ||
Username: kasreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.222 | Public IP: 223.238.74.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:05 IST Wed Jun 24 2020 | Duration: 0h:55m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 81871860 | Bytes Rx: 16390647 | IP Addr: 10.149.233.222 | Public IP: 223.238.74.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:05 IST Wed Jun 24 2020 | Duration: 0h:55m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 81871860 | Bytes Rx: 16390647 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169889 | Audit Session ID: 0a95072a297a10005ef2b585 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169889 | Audit Session ID: 0a95072a297a10005ef2b585 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivaprasad.y | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:56 IST Wed Jun 24 2020 | Duration: 0h:54m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 77100473 | Bytes Rx: 20635461 | IP Addr: 10.149.233.221 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:56 IST Wed Jun 24 2020 | Duration: 0h:54m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 77100473 | Bytes Rx: 20635461 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169892 | Audit Session ID: 0a95072a297a40005ef2b5b8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169892 | Audit Session ID: 0a95072a297a40005ef2b5b8 | Security Group Tag: none | EasyVPN: 0 ||
Username: kirupala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.153 | Public IP: 103.92.202.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:12 IST Wed Jun 24 2020 | Duration: 0h:51m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 46536662 | Bytes Rx: 12085130 | IP Addr: 10.149.232.153 | Public IP: 103.92.202.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:12 IST Wed Jun 24 2020 | Duration: 0h:51m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 46536662 | Bytes Rx: 12085130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169893 | Audit Session ID: 0a95072a297a50005ef2b67c | Security Group Tag: none | EasyVPN: 0 |Session ID: 169893 | Audit Session ID: 0a95072a297a50005ef2b67c | Security Group Tag: none | EasyVPN: 0 ||
Username: surajend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 42.111.151.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:38 IST Wed Jun 24 2020 | Duration: 0h:49m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 350687586 | Bytes Rx: 43656158 | IP Addr: 10.149.232.154 | Public IP: 42.111.151.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:43:38 IST Wed Jun 24 2020 | Duration: 0h:49m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 350687586 | Bytes Rx: 43656158 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169894 | Audit Session ID: 0a95072a297a60005ef2b6d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169894 | Audit Session ID: 0a95072a297a60005ef2b6d2 | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.178 | Public IP: 171.76.131.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:33 IST Wed Jun 24 2020 | Duration: 0h:48m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 27122576 | Bytes Rx: 20098947 | IP Addr: 10.149.232.178 | Public IP: 171.76.131.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:33 IST Wed Jun 24 2020 | Duration: 0h:48m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 27122576 | Bytes Rx: 20098947 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169896 | Audit Session ID: 0a95072a297a80005ef2b709 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169896 | Audit Session ID: 0a95072a297a80005ef2b709 | Security Group Tag: none | EasyVPN: 0 ||
Username: rajesg r | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.179 | Public IP: 157.45.195.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:49 IST Wed Jun 24 2020 | Duration: 0h:47m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 41584900 | Bytes Rx: 6523544 | IP Addr: 10.149.232.179 | Public IP: 157.45.195.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:49 IST Wed Jun 24 2020 | Duration: 0h:47m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 41584900 | Bytes Rx: 6523544 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169897 | Audit Session ID: 0a95072a297a90005ef2b755 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169897 | Audit Session ID: 0a95072a297a90005ef2b755 | Security Group Tag: none | EasyVPN: 0 ||
Username: digvisin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.180 | Public IP: 106.215.152.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:27 IST Wed Jun 24 2020 | Duration: 0h:46m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5591606 | Bytes Rx: 2098321 | IP Addr: 10.149.232.180 | Public IP: 106.215.152.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:27 IST Wed Jun 24 2020 | Duration: 0h:46m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 5591606 | Bytes Rx: 2098321 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169899 | Audit Session ID: 0a95072a297ab0005ef2b77b | Security Group Tag: none | EasyVPN: 0 |Session ID: 169899 | Audit Session ID: 0a95072a297ab0005ef2b77b | Security Group Tag: none | EasyVPN: 0 ||
Username: narakale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.183 | Public IP: 157.45.248.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:49 IST Wed Jun 24 2020 | Duration: 0h:46m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 14321368 | Bytes Rx: 7532438 | IP Addr: 10.149.232.183 | Public IP: 157.45.248.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:49 IST Wed Jun 24 2020 | Duration: 0h:46m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 14321368 | Bytes Rx: 7532438 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169901 | Audit Session ID: 0a95072a297ad0005ef2b791 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169901 | Audit Session ID: 0a95072a297ad0005ef2b791 | Security Group Tag: none | EasyVPN: 0 ||
Username: kkumarb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.181 | Public IP: 49.205.78.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:55 IST Wed Jun 24 2020 | Duration: 0h:46m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 224201513 | Bytes Rx: 19680122 | IP Addr: 10.149.232.181 | Public IP: 49.205.78.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:55 IST Wed Jun 24 2020 | Duration: 0h:46m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 224201513 | Bytes Rx: 19680122 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169902 | Audit Session ID: 0a95072a297ae0005ef2b797 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169902 | Audit Session ID: 0a95072a297ae0005ef2b797 | Security Group Tag: none | EasyVPN: 0 ||
Username: MJagenat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.182 | Public IP: 122.164.230.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:06 IST Wed Jun 24 2020 | Duration: 0h:46m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 8626868 | Bytes Rx: 3474045 | IP Addr: 10.149.232.182 | Public IP: 122.164.230.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:06 IST Wed Jun 24 2020 | Duration: 0h:46m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 8626868 | Bytes Rx: 3474045 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169903 | Audit Session ID: 0a95072a297af0005ef2b7a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169903 | Audit Session ID: 0a95072a297af0005ef2b7a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: akashjh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.184 | Public IP: 157.49.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:12 IST Wed Jun 24 2020 | Duration: 0h:46m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 115050820 | Bytes Rx: 21895886 | IP Addr: 10.149.232.184 | Public IP: 157.49.172.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:12 IST Wed Jun 24 2020 | Duration: 0h:46m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 115050820 | Bytes Rx: 21895886 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169904 | Audit Session ID: 0a95072a297b00005ef2b7a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169904 | Audit Session ID: 0a95072a297b00005ef2b7a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.singhal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.185 | Public IP: 42.106.195.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:41 IST Wed Jun 24 2020 | Duration: 0h:45m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 104345826 | Bytes Rx: 64248056 | IP Addr: 10.149.232.185 | Public IP: 42.106.195.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:47:41 IST Wed Jun 24 2020 | Duration: 0h:45m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 104345826 | Bytes Rx: 64248056 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169905 | Audit Session ID: 0a95072a297b10005ef2b7c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169905 | Audit Session ID: 0a95072a297b10005ef2b7c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: dinesdin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.186 | Public IP: 106.203.18.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:21 IST Wed Jun 24 2020 | Duration: 0h:44m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 60266419 | Bytes Rx: 8333271 | IP Addr: 10.149.232.186 | Public IP: 106.203.18.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:21 IST Wed Jun 24 2020 | Duration: 0h:44m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 60266419 | Bytes Rx: 8333271 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169906 | Audit Session ID: 0a95072a297b20005ef2b7ed | Security Group Tag: none | EasyVPN: 0 |Session ID: 169906 | Audit Session ID: 0a95072a297b20005ef2b7ed | Security Group Tag: none | EasyVPN: 0 ||
Username: pdhanala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.187 | Public IP: 115.98.145.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Wed Jun 24 2020 | Duration: 0h:43m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 101426962 | Bytes Rx: 10896187 | IP Addr: 10.149.232.187 | Public IP: 115.98.145.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:50:17 IST Wed Jun 24 2020 | Duration: 0h:43m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 101426962 | Bytes Rx: 10896187 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 169907 | Audit Session ID: 0a95072a297b30005ef2b861 | Security Group Tag: none | EasyVPN: 0 |Session ID: 169907 | Audit Session ID: 0a95072a297b30005ef2b861 | Security Group Tag: none | EasyVPN: 0 ||
