sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: umaboga | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.102 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:25 IST Thu Jun 18 2020 | Duration: 2d 20h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 3340526402 | Bytes Rx: 2477008470 | IP Addr: 10.150.236.102 | Public IP: 124.123.182.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 17:24:25 IST Thu Jun 18 2020 | Duration: 2d 20h:07m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 3340526402 | Bytes Rx: 2477008470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 36537 | Audit Session ID: 0a96cf6908eb90005eeb55f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 36537 | Audit Session ID: 0a96cf6908eb90005eeb55f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: gvikas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.175 | Public IP: 14.102.8.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:32:46 IST Sun Jun 21 2020 | Duration: 2h:59m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 990077798 | Bytes Rx: 56221834 | IP Addr: 10.150.237.175 | Public IP: 14.102.8.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:32:46 IST Sun Jun 21 2020 | Duration: 2h:59m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 990077798 | Bytes Rx: 56221834 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45374 | Audit Session ID: 0a96cf690b13e0005eeee9f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45374 | Audit Session ID: 0a96cf690b13e0005eeee9f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssadavar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.177 | Public IP: 223.178.150.46 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:34:24 IST Sun Jun 21 2020 | Duration: 2h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 480832722 | Bytes Rx: 201058839 | IP Addr: 10.150.237.177 | Public IP: 223.178.150.46 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:34:24 IST Sun Jun 21 2020 | Duration: 2h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 480832722 | Bytes Rx: 201058839 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45377 | Audit Session ID: 0a96cf690b1410005eeeea58 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45377 | Audit Session ID: 0a96cf690b1410005eeeea58 | Security Group Tag: none | EasyVPN: 0 ||
Username: svishwa | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.30 | Public IP: 106.220.71.86 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:39:47 IST Sun Jun 21 2020 | Duration: 2h:52m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 118007466 | Bytes Rx: 68793297 | IP Addr: 10.150.237.30 | Public IP: 106.220.71.86 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:39:47 IST Sun Jun 21 2020 | Duration: 2h:52m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 118007466 | Bytes Rx: 68793297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45386 | Audit Session ID: 0a96cf690b14a0005eeeeb9b | Security Group Tag: none | EasyVPN: 0 |Session ID: 45386 | Audit Session ID: 0a96cf690b14a0005eeeeb9b | Security Group Tag: none | EasyVPN: 0 ||
Username: nuppu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.42 | Public IP: 157.47.64.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:12 IST Sun Jun 21 2020 | Duration: 2h:51m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 23212194 | Bytes Rx: 12176743 | IP Addr: 10.150.237.42 | Public IP: 157.47.64.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:12 IST Sun Jun 21 2020 | Duration: 2h:51m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 23212194 | Bytes Rx: 12176743 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45387 | Audit Session ID: 0a96cf690b14b0005eeeebb4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45387 | Audit Session ID: 0a96cf690b14b0005eeeebb4 | Security Group Tag: none | EasyVPN: 0 ||
Username: geetrdho | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.173 | Public IP: 49.35.69.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:16 IST Sun Jun 21 2020 | Duration: 2h:45m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 414218275 | Bytes Rx: 65474672 | IP Addr: 10.150.237.173 | Public IP: 49.35.69.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:16 IST Sun Jun 21 2020 | Duration: 2h:45m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 414218275 | Bytes Rx: 65474672 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45406 | Audit Session ID: 0a96cf690b15e0005eeeed20 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45406 | Audit Session ID: 0a96cf690b15e0005eeeed20 | Security Group Tag: none | EasyVPN: 0 ||
Username: sgholave | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.184 | Public IP: 103.133.64.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:32 IST Sun Jun 21 2020 | Duration: 2h:45m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2629464009 | Bytes Rx: 73027465 | IP Addr: 10.150.237.184 | Public IP: 103.133.64.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:46:32 IST Sun Jun 21 2020 | Duration: 2h:45m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 2629464009 | Bytes Rx: 73027465 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45409 | Audit Session ID: 0a96cf690b1610005eeeed30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45409 | Audit Session ID: 0a96cf690b1610005eeeed30 | Security Group Tag: none | EasyVPN: 0 ||
Username: BharShad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.174 | Public IP: 106.206.87.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:25 IST Sun Jun 21 2020 | Duration: 2h:44m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 486196665 | Bytes Rx: 33338620 | IP Addr: 10.150.236.174 | Public IP: 106.206.87.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:47:25 IST Sun Jun 21 2020 | Duration: 2h:44m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 486196665 | Bytes Rx: 33338620 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45411 | Audit Session ID: 0a96cf690b1630005eeeed65 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45411 | Audit Session ID: 0a96cf690b1630005eeeed65 | Security Group Tag: none | EasyVPN: 0 ||
Username: kishor.gaikhe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.175 | Public IP: 103.57.71.22 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:47:37 IST Sun Jun 21 2020 | Duration: 2h:44m:22s | Inactivity:  0h:06m:19s | Bytes Tx: 562000843 | Bytes Rx: 58795796 | IP Addr: 10.150.236.175 | Public IP: 103.57.71.22 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:47:37 IST Sun Jun 21 2020 | Duration: 2h:44m:22s | Inactivity:  0h:06m:19s | Bytes Tx: 562000843 | Bytes Rx: 58795796 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45412 | Audit Session ID: 0a96cf690b1640005eeeed71 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45412 | Audit Session ID: 0a96cf690b1640005eeeed71 | Security Group Tag: none | EasyVPN: 0 ||
Username: gljose | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.176 | Public IP: 103.148.21.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:40 IST Sun Jun 21 2020 | Duration: 2h:42m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 59935980 | Bytes Rx: 22522335 | IP Addr: 10.150.236.176 | Public IP: 103.148.21.181 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:49:40 IST Sun Jun 21 2020 | Duration: 2h:42m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 59935980 | Bytes Rx: 22522335 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45414 | Audit Session ID: 0a96cf690b1660005eeeedec | Security Group Tag: none | EasyVPN: 0 |Session ID: 45414 | Audit Session ID: 0a96cf690b1660005eeeedec | Security Group Tag: none | EasyVPN: 0 ||
Username: SParjane | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.126 | Public IP: 157.33.194.228 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:53:15 IST Sun Jun 21 2020 | Duration: 2h:38m:44s | Inactivity:  0h:10m:51s | Bytes Tx: 2134641365 | Bytes Rx: 227301730 | IP Addr: 10.150.236.126 | Public IP: 157.33.194.228 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:53:15 IST Sun Jun 21 2020 | Duration: 2h:38m:44s | Inactivity:  0h:10m:51s | Bytes Tx: 2134641365 | Bytes Rx: 227301730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45416 | Audit Session ID: 0a96cf690b1680005eeeeec3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45416 | Audit Session ID: 0a96cf690b1680005eeeeec3 | Security Group Tag: none | EasyVPN: 0 ||
Username: vaibhav.agrawal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.120 | Public IP: 103.133.64.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:15 IST Sun Jun 21 2020 | Duration: 2h:38m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 604121947 | Bytes Rx: 34916904 | IP Addr: 10.150.236.120 | Public IP: 103.133.64.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:53:15 IST Sun Jun 21 2020 | Duration: 2h:38m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 604121947 | Bytes Rx: 34916904 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45417 | Audit Session ID: 0a96cf690b1690005eeeeec3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45417 | Audit Session ID: 0a96cf690b1690005eeeeec3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sganjale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.33 | Public IP: 183.87.152.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:54:46 IST Sun Jun 21 2020 | Duration: 2h:37m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1927716699 | Bytes Rx: 90258328 | IP Addr: 10.150.237.33 | Public IP: 183.87.152.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:54:46 IST Sun Jun 21 2020 | Duration: 2h:37m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 1927716699 | Bytes Rx: 90258328 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45418 | Audit Session ID: 0a96cf690b16a0005eeeef1e | Security Group Tag: none | EasyVPN: 0 |Session ID: 45418 | Audit Session ID: 0a96cf690b16a0005eeeef1e | Security Group Tag: none | EasyVPN: 0 ||
Username: DPansare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.53 | Public IP: 106.220.220.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:54:51 IST Sun Jun 21 2020 | Duration: 2h:37m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 333121375 | Bytes Rx: 26561839 | IP Addr: 10.150.237.53 | Public IP: 106.220.220.203 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:54:51 IST Sun Jun 21 2020 | Duration: 2h:37m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 333121375 | Bytes Rx: 26561839 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45419 | Audit Session ID: 0a96cf690b16b0005eeeef23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45419 | Audit Session ID: 0a96cf690b16b0005eeeef23 | Security Group Tag: none | EasyVPN: 0 ||
Username: afshaikh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.160 | Public IP: 1.39.31.27 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:02:37 IST Sun Jun 21 2020 | Duration: 2h:29m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 67396216 | Bytes Rx: 29652794 | IP Addr: 10.150.236.160 | Public IP: 1.39.31.27 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:02:37 IST Sun Jun 21 2020 | Duration: 2h:29m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 67396216 | Bytes Rx: 29652794 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45428 | Audit Session ID: 0a96cf690b1740005eeef0f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45428 | Audit Session ID: 0a96cf690b1740005eeef0f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: MoBansal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.117 | Public IP: 1.39.218.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:03:03 IST Sun Jun 21 2020 | Duration: 2h:28m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 64451526 | Bytes Rx: 42871510 | IP Addr: 10.150.236.117 | Public IP: 1.39.218.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:03:03 IST Sun Jun 21 2020 | Duration: 2h:28m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 64451526 | Bytes Rx: 42871510 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45429 | Audit Session ID: 0a96cf690b1750005eeef10f | Security Group Tag: none | EasyVPN: 0 |Session ID: 45429 | Audit Session ID: 0a96cf690b1750005eeef10f | Security Group Tag: none | EasyVPN: 0 ||
Username: ranjanku | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.167 | Public IP: 47.30.206.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:03:49 IST Sun Jun 21 2020 | Duration: 2h:28m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 49518669 | Bytes Rx: 8788062 | IP Addr: 10.150.236.167 | Public IP: 47.30.206.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:03:49 IST Sun Jun 21 2020 | Duration: 2h:28m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 49518669 | Bytes Rx: 8788062 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45431 | Audit Session ID: 0a96cf690b1770005eeef13d | Security Group Tag: none | EasyVPN: 0 |Session ID: 45431 | Audit Session ID: 0a96cf690b1770005eeef13d | Security Group Tag: none | EasyVPN: 0 ||
Username: k.butti | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.169 | Public IP: 103.121.153.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:03:54 IST Sun Jun 21 2020 | Duration: 2h:28m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2891574160 | Bytes Rx: 121647197 | IP Addr: 10.150.236.169 | Public IP: 103.121.153.57 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:03:54 IST Sun Jun 21 2020 | Duration: 2h:28m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 2891574160 | Bytes Rx: 121647197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45432 | Audit Session ID: 0a96cf690b1780005eeef142 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45432 | Audit Session ID: 0a96cf690b1780005eeef142 | Security Group Tag: none | EasyVPN: 0 ||
Username: RKHATOD | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.183 | Public IP: 106.210.191.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:05:57 IST Sun Jun 21 2020 | Duration: 2h:26m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 54715044 | Bytes Rx: 6560978 | IP Addr: 10.150.237.183 | Public IP: 106.210.191.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:05:57 IST Sun Jun 21 2020 | Duration: 2h:26m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 54715044 | Bytes Rx: 6560978 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45433 | Audit Session ID: 0a96cf690b1790005eeef1bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 45433 | Audit Session ID: 0a96cf690b1790005eeef1bd | Security Group Tag: none | EasyVPN: 0 ||
Username: DDambare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.187 | Public IP: 106.210.211.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:06:57 IST Sun Jun 21 2020 | Duration: 2h:25m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 213708021 | Bytes Rx: 27271422 | IP Addr: 10.150.237.187 | Public IP: 106.210.211.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:06:57 IST Sun Jun 21 2020 | Duration: 2h:25m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 213708021 | Bytes Rx: 27271422 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45438 | Audit Session ID: 0a96cf690b17e0005eeef1f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45438 | Audit Session ID: 0a96cf690b17e0005eeef1f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: rahul.joshi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.177 | Public IP: 117.195.11.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:29 IST Sun Jun 21 2020 | Duration: 2h:23m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 172313169 | Bytes Rx: 22331014 | IP Addr: 10.150.236.177 | Public IP: 117.195.11.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:08:29 IST Sun Jun 21 2020 | Duration: 2h:23m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 172313169 | Bytes Rx: 22331014 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 45440 | Audit Session ID: 0a96cf690b1800005eeef255 | Security Group Tag: none | EasyVPN: 0 |Session ID: 45440 | Audit Session ID: 0a96cf690b1800005eeef255 | Security Group Tag: none | EasyVPN: 0 ||
