sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mcox | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 1d 0h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 287210075 | Bytes Rx: 73103665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 ||
Username: Vcheruka | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.93 | Public IP: 42.109.149.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:04:04 UTC Fri Jun 26 2020 | Duration: 1h:58m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 51505261 | Bytes Rx: 14688012 | IP Addr: 10.145.232.93 | Public IP: 42.109.149.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:04:04 UTC Fri Jun 26 2020 | Duration: 1h:58m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 51505261 | Bytes Rx: 14688012 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 441 | Audit Session ID: 0a910728001b90005ef58fd4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 441 | Audit Session ID: 0a910728001b90005ef58fd4 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanketa | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.99 | Public IP: 106.193.115.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:13 UTC Fri Jun 26 2020 | Duration: 1h:56m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 119031051 | Bytes Rx: 88846746 | IP Addr: 10.145.232.99 | Public IP: 106.193.115.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:06:13 UTC Fri Jun 26 2020 | Duration: 1h:56m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 119031051 | Bytes Rx: 88846746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 442 | Audit Session ID: 0a910728001ba0005ef59055 | Security Group Tag: none | EasyVPN: 0 |Session ID: 442 | Audit Session ID: 0a910728001ba0005ef59055 | Security Group Tag: none | EasyVPN: 0 ||
Username: sankshin | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.108 | Public IP: 103.210.200.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:34 UTC Fri Jun 26 2020 | Duration: 1h:53m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1037671304 | Bytes Rx: 77759288 | IP Addr: 10.145.232.108 | Public IP: 103.210.200.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:34 UTC Fri Jun 26 2020 | Duration: 1h:53m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 1037671304 | Bytes Rx: 77759288 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 444 | Audit Session ID: 0a910728001bc0005ef590e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 444 | Audit Session ID: 0a910728001bc0005ef590e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: talhak | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.210 | Public IP: 1.38.244.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:15 UTC Fri Jun 26 2020 | Duration: 1h:48m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 282038820 | Bytes Rx: 53485202 | IP Addr: 10.145.232.210 | Public IP: 1.38.244.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:14:15 UTC Fri Jun 26 2020 | Duration: 1h:48m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 282038820 | Bytes Rx: 53485202 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 448 | Audit Session ID: 0a910728001c00005ef59237 | Security Group Tag: none | EasyVPN: 0 |Session ID: 448 | Audit Session ID: 0a910728001c00005ef59237 | Security Group Tag: none | EasyVPN: 0 ||
Username: ngorboto | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.213 | Public IP: 62.105.140.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:22:48 UTC Fri Jun 26 2020 | Duration: 1h:39m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 90185550 | Bytes Rx: 29202709 | IP Addr: 10.145.232.213 | Public IP: 62.105.140.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:22:48 UTC Fri Jun 26 2020 | Duration: 1h:39m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 90185550 | Bytes Rx: 29202709 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 454 | Audit Session ID: 0a910728001c60005ef59438 | Security Group Tag: none | EasyVPN: 0 |Session ID: 454 | Audit Session ID: 0a910728001c60005ef59438 | Security Group Tag: none | EasyVPN: 0 ||
Username: farhaan.maqba | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.214 | Public IP: 94.211.0.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:37 UTC Fri Jun 26 2020 | Duration: 1h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 24947840 | Bytes Rx: 19231488 | IP Addr: 10.145.232.214 | Public IP: 94.211.0.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:24:37 UTC Fri Jun 26 2020 | Duration: 1h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 24947840 | Bytes Rx: 19231488 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 455 | Audit Session ID: 0a910728001c70005ef594a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 455 | Audit Session ID: 0a910728001c70005ef594a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: SarikaS | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.183 | Public IP: 42.111.10.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:02 UTC Fri Jun 26 2020 | Duration: 1h:25m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 221023051 | Bytes Rx: 19820527 | IP Addr: 10.145.232.183 | Public IP: 42.111.10.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:37:02 UTC Fri Jun 26 2020 | Duration: 1h:25m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 221023051 | Bytes Rx: 19820527 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 457 | Audit Session ID: 0a910728001c90005ef5978e | Security Group Tag: none | EasyVPN: 0 |Session ID: 457 | Audit Session ID: 0a910728001c90005ef5978e | Security Group Tag: none | EasyVPN: 0 ||
Username: chayan.saha | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.192 | Public IP: 1.38.55.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 UTC Fri Jun 26 2020 | Duration: 1h:22m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 305208482 | Bytes Rx: 33789042 | IP Addr: 10.145.232.192 | Public IP: 1.38.55.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:39:21 UTC Fri Jun 26 2020 | Duration: 1h:22m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 305208482 | Bytes Rx: 33789042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 458 | Audit Session ID: 0a910728001ca0005ef59819 | Security Group Tag: none | EasyVPN: 0 |Session ID: 458 | Audit Session ID: 0a910728001ca0005ef59819 | Security Group Tag: none | EasyVPN: 0 ||
Username: leelvelu | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.194 | Public IP: 106.208.56.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:23 UTC Fri Jun 26 2020 | Duration: 1h:15m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 36719118 | Bytes Rx: 14754886 | IP Addr: 10.145.232.194 | Public IP: 106.208.56.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:46:23 UTC Fri Jun 26 2020 | Duration: 1h:15m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 36719118 | Bytes Rx: 14754886 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 462 | Audit Session ID: 0a910728001ce0005ef599bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 462 | Audit Session ID: 0a910728001ce0005ef599bf | Security Group Tag: none | EasyVPN: 0 ||
Username: sulverma | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.195 | Public IP: 1.38.44.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:16 UTC Fri Jun 26 2020 | Duration: 1h:13m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 45815783 | Bytes Rx: 21081097 | IP Addr: 10.145.232.195 | Public IP: 1.38.44.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:48:16 UTC Fri Jun 26 2020 | Duration: 1h:13m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 45815783 | Bytes Rx: 21081097 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 464 | Audit Session ID: 0a910728001d00005ef59a30 | Security Group Tag: none | EasyVPN: 0 |Session ID: 464 | Audit Session ID: 0a910728001d00005ef59a30 | Security Group Tag: none | EasyVPN: 0 ||
Username: larumuga | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.197 | Public IP: 27.5.191.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:46 UTC Fri Jun 26 2020 | Duration: 1h:12m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 41857136 | Bytes Rx: 12145941 | IP Addr: 10.145.232.197 | Public IP: 27.5.191.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:49:46 UTC Fri Jun 26 2020 | Duration: 1h:12m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 41857136 | Bytes Rx: 12145941 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 465 | Audit Session ID: 0a910728001d10005ef59a8a | Security Group Tag: none | EasyVPN: 0 |Session ID: 465 | Audit Session ID: 0a910728001d10005ef59a8a | Security Group Tag: none | EasyVPN: 0 ||
Username: mansmatt | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.199 | Public IP: 95.149.109.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:40 UTC Fri Jun 26 2020 | Duration: 1h:08m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 324378135 | Bytes Rx: 1962335018 | IP Addr: 10.145.232.199 | Public IP: 95.149.109.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:40 UTC Fri Jun 26 2020 | Duration: 1h:08m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 324378135 | Bytes Rx: 1962335018 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 467 | Audit Session ID: 0a910728001d30005ef59b74 | Security Group Tag: none | EasyVPN: 0 |Session ID: 467 | Audit Session ID: 0a910728001d30005ef59b74 | Security Group Tag: none | EasyVPN: 0 ||
Username: mohbouab | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.124 | Public IP: 92.0.83.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:48 UTC Fri Jun 26 2020 | Duration: 1h:08m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 125008794 | Bytes Rx: 35218736 | IP Addr: 10.145.248.124 | Public IP: 92.0.83.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:53:48 UTC Fri Jun 26 2020 | Duration: 1h:08m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 125008794 | Bytes Rx: 35218736 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 468 | Audit Session ID: 0a910728001d40005ef59b7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 468 | Audit Session ID: 0a910728001d40005ef59b7c | Security Group Tag: none | EasyVPN: 0 ||
Username: B.Geethamenon | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.201 | Public IP: 27.97.189.220 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:57:26 UTC Fri Jun 26 2020 | Duration: 1h:04m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 196988981 | Bytes Rx: 23857931 | IP Addr: 10.145.232.201 | Public IP: 27.97.189.220 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 06:57:26 UTC Fri Jun 26 2020 | Duration: 1h:04m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 196988981 | Bytes Rx: 23857931 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 469 | Audit Session ID: 0a910728001d50005ef59c56 | Security Group Tag: none | EasyVPN: 0 |Session ID: 469 | Audit Session ID: 0a910728001d50005ef59c56 | Security Group Tag: none | EasyVPN: 0 ||
Username: sgajend | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.77 | Public IP: 42.111.145.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:26 UTC Fri Jun 26 2020 | Duration: 1h:03m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 81309237 | Bytes Rx: 21943556 | IP Addr: 10.145.232.77 | Public IP: 42.111.145.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:58:26 UTC Fri Jun 26 2020 | Duration: 1h:03m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 81309237 | Bytes Rx: 21943556 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 470 | Audit Session ID: 0a910728001d60005ef59c92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 470 | Audit Session ID: 0a910728001d60005ef59c92 | Security Group Tag: none | EasyVPN: 0 ||
Username: umkadam | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.193 | Public IP: 106.77.32.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:07 UTC Fri Jun 26 2020 | Duration: 1h:02m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 187068047 | Bytes Rx: 39060302 | IP Addr: 10.145.232.193 | Public IP: 106.77.32.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:07 UTC Fri Jun 26 2020 | Duration: 1h:02m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 187068047 | Bytes Rx: 39060302 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 471 | Audit Session ID: 0a910728001d70005ef59cf7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 471 | Audit Session ID: 0a910728001d70005ef59cf7 | Security Group Tag: none | EasyVPN: 0 ||
Username: aausten | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.88 | Public IP: 95.222.193.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:12 UTC Fri Jun 26 2020 | Duration: 1h:00m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 112204900 | Bytes Rx: 23330320 | IP Addr: 10.145.232.88 | Public IP: 95.222.193.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:02:12 UTC Fri Jun 26 2020 | Duration: 1h:00m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 112204900 | Bytes Rx: 23330320 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 473 | Audit Session ID: 0a910728001d90005ef59d74 | Security Group Tag: none | EasyVPN: 0 |Session ID: 473 | Audit Session ID: 0a910728001d90005ef59d74 | Security Group Tag: none | EasyVPN: 0 ||
Username: sksmore | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.107 | Public IP: 1.39.31.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:16 UTC Fri Jun 26 2020 | Duration: 0h:58m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 322679379 | Bytes Rx: 15280880 | IP Addr: 10.145.232.107 | Public IP: 1.39.31.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:03:16 UTC Fri Jun 26 2020 | Duration: 0h:58m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 322679379 | Bytes Rx: 15280880 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 474 | Audit Session ID: 0a910728001da0005ef59db4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 474 | Audit Session ID: 0a910728001da0005ef59db4 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkuttata | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.125 | Public IP: 86.141.115.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:01 UTC Fri Jun 26 2020 | Duration: 0h:58m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 101241619 | Bytes Rx: 32632167 | IP Addr: 10.145.248.125 | Public IP: 86.141.115.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:04:01 UTC Fri Jun 26 2020 | Duration: 0h:58m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 101241619 | Bytes Rx: 32632167 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 475 | Audit Session ID: 0a910728001db0005ef59de1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 475 | Audit Session ID: 0a910728001db0005ef59de1 | Security Group Tag: none | EasyVPN: 0 ||
Username: micotton | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.86 | Public IP: 90.201.5.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:52 UTC Fri Jun 26 2020 | Duration: 0h:53m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 87138044 | Bytes Rx: 11600748 | IP Addr: 10.145.232.86 | Public IP: 90.201.5.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:08:52 UTC Fri Jun 26 2020 | Duration: 0h:53m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 87138044 | Bytes Rx: 11600748 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 476 | Audit Session ID: 0a910728001dc0005ef59f04 | Security Group Tag: none | EasyVPN: 0 |Session ID: 476 | Audit Session ID: 0a910728001dc0005ef59f04 | Security Group Tag: none | EasyVPN: 0 ||
