sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | IP Addr: 10.149.233.67 | Public IP: 27.5.169.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:57:36 IST Sat Jun 13 2020 | Duration: 1d 1h:07m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 434139905 | Bytes Rx: 323614673 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 |Session ID: 150604 | Audit Session ID: 0a95072a24c4c0005ee4b828 | Security Group Tag: none | EasyVPN: 0 ||
Username: dsathya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.179 | Public IP: 106.208.26.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:36:29 IST Sun Jun 14 2020 | Duration: 3h:28m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 207008827 | Bytes Rx: 21778863 | IP Addr: 10.149.233.179 | Public IP: 106.208.26.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:36:29 IST Sun Jun 14 2020 | Duration: 3h:28m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 207008827 | Bytes Rx: 21778863 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151167 | Audit Session ID: 0a95072a24e7f0005ee5e895 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151167 | Audit Session ID: 0a95072a24e7f0005ee5e895 | Security Group Tag: none | EasyVPN: 0 ||
Username: JAravint | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.200 | Public IP: 36.255.87.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:04 IST Sun Jun 14 2020 | Duration: 3h:22m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 90601135 | Bytes Rx: 30207183 | IP Addr: 10.149.233.200 | Public IP: 36.255.87.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:04 IST Sun Jun 14 2020 | Duration: 3h:22m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 90601135 | Bytes Rx: 30207183 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151172 | Audit Session ID: 0a95072a24e840005ee5e9e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151172 | Audit Session ID: 0a95072a24e840005ee5e9e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: anursin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.154 | Public IP: 171.76.200.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:49 IST Sun Jun 14 2020 | Duration: 3h:21m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 1200400957 | Bytes Rx: 75905643 | IP Addr: 10.149.233.154 | Public IP: 171.76.200.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:42:49 IST Sun Jun 14 2020 | Duration: 3h:21m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 1200400957 | Bytes Rx: 75905643 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151173 | Audit Session ID: 0a95072a24e850005ee5ea11 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151173 | Audit Session ID: 0a95072a24e850005ee5ea11 | Security Group Tag: none | EasyVPN: 0 ||
Username: atbhavar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.160 | Public IP: 42.106.200.45 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:43:31 IST Sun Jun 14 2020 | Duration: 3h:21m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 339409038 | Bytes Rx: 77197337 | IP Addr: 10.149.233.160 | Public IP: 42.106.200.45 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:43:31 IST Sun Jun 14 2020 | Duration: 3h:21m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 339409038 | Bytes Rx: 77197337 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151174 | Audit Session ID: 0a95072a24e860005ee5ea3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 151174 | Audit Session ID: 0a95072a24e860005ee5ea3b | Security Group Tag: none | EasyVPN: 0 ||
Username: gesamina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC1 | IP Addr: 10.149.248.97 | Public IP: 106.197.162.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:40 IST Sun Jun 14 2020 | Duration: 3h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 342499916 | Bytes Rx: 77237061 | IP Addr: 10.149.248.97 | Public IP: 106.197.162.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:52:40 IST Sun Jun 14 2020 | Duration: 3h:11m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 342499916 | Bytes Rx: 77237061 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151177 | Audit Session ID: 0a95072a24e890005ee5ec60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151177 | Audit Session ID: 0a95072a24e890005ee5ec60 | Security Group Tag: none | EasyVPN: 0 ||
Username: MoJadhav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.151 | Public IP: 49.36.54.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:56:11 IST Sun Jun 14 2020 | Duration: 3h:08m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1315452001 | Bytes Rx: 40073393 | IP Addr: 10.149.233.151 | Public IP: 49.36.54.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:56:11 IST Sun Jun 14 2020 | Duration: 3h:08m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 1315452001 | Bytes Rx: 40073393 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151181 | Audit Session ID: 0a95072a24e8d0005ee5ed33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151181 | Audit Session ID: 0a95072a24e8d0005ee5ed33 | Security Group Tag: none | EasyVPN: 0 ||
Username: rpradev | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.224 | Public IP: 27.5.95.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:08:54 IST Sun Jun 14 2020 | Duration: 2h:55m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 480157307 | Bytes Rx: 167190386 | IP Addr: 10.149.233.224 | Public IP: 27.5.95.207 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:08:54 IST Sun Jun 14 2020 | Duration: 2h:55m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 480157307 | Bytes Rx: 167190386 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151186 | Audit Session ID: 0a95072a24e920005ee5f02e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151186 | Audit Session ID: 0a95072a24e920005ee5f02e | Security Group Tag: none | EasyVPN: 0 ||
Username: GRaghusa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.140 | Public IP: 27.62.74.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:15:11 IST Sun Jun 14 2020 | Duration: 2h:49m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 83098847 | Bytes Rx: 18566658 | IP Addr: 10.149.233.140 | Public IP: 27.62.74.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:15:11 IST Sun Jun 14 2020 | Duration: 2h:49m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 83098847 | Bytes Rx: 18566658 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151188 | Audit Session ID: 0a95072a24e940005ee5f1a7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151188 | Audit Session ID: 0a95072a24e940005ee5f1a7 | Security Group Tag: none | EasyVPN: 0 ||
Username: kvellaiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.163 | Public IP: 49.207.135.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:28:32 IST Sun Jun 14 2020 | Duration: 2h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 62072589 | Bytes Rx: 17983417 | IP Addr: 10.149.233.163 | Public IP: 49.207.135.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:28:32 IST Sun Jun 14 2020 | Duration: 2h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 62072589 | Bytes Rx: 17983417 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151192 | Audit Session ID: 0a95072a24e980005ee5f4c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151192 | Audit Session ID: 0a95072a24e980005ee5f4c8 | Security Group Tag: none | EasyVPN: 0 ||
Username: aghodpag | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.201 | Public IP: 42.107.136.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:24 IST Sun Jun 14 2020 | Duration: 2h:32m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 55191483 | Bytes Rx: 28629306 | IP Addr: 10.149.233.201 | Public IP: 42.107.136.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:24 IST Sun Jun 14 2020 | Duration: 2h:32m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 55191483 | Bytes Rx: 28629306 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151195 | Audit Session ID: 0a95072a24e9b0005ee5f5b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151195 | Audit Session ID: 0a95072a24e9b0005ee5f5b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangeetha.thiagaraja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 157.50.45.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:45 IST Sun Jun 14 2020 | Duration: 2h:31m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 74399790 | Bytes Rx: 17656111 | IP Addr: 10.149.233.202 | Public IP: 157.50.45.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:32:45 IST Sun Jun 14 2020 | Duration: 2h:31m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 74399790 | Bytes Rx: 17656111 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151196 | Audit Session ID: 0a95072a24e9c0005ee5f5c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151196 | Audit Session ID: 0a95072a24e9c0005ee5f5c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: SanjGaik | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.203 | Public IP: 106.77.21.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:33:12 IST Sun Jun 14 2020 | Duration: 2h:31m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 88900510 | Bytes Rx: 42205781 | IP Addr: 10.149.233.203 | Public IP: 106.77.21.241 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:33:12 IST Sun Jun 14 2020 | Duration: 2h:31m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 88900510 | Bytes Rx: 42205781 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151197 | Audit Session ID: 0a95072a24e9d0005ee5f5e0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151197 | Audit Session ID: 0a95072a24e9d0005ee5f5e0 | Security Group Tag: none | EasyVPN: 0 ||
Username: KImmacul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.136 | Public IP: 106.208.25.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:44:42 IST Sun Jun 14 2020 | Duration: 2h:19m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 134135356 | Bytes Rx: 41719139 | IP Addr: 10.149.233.136 | Public IP: 106.208.25.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:44:42 IST Sun Jun 14 2020 | Duration: 2h:19m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 134135356 | Bytes Rx: 41719139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151205 | Audit Session ID: 0a95072a24ea50005ee5f892 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151205 | Audit Session ID: 0a95072a24ea50005ee5f892 | Security Group Tag: none | EasyVPN: 0 ||
Username: rosojwal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.147 | Public IP: 157.50.105.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:02 IST Sun Jun 14 2020 | Duration: 2h:18m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 317191711 | Bytes Rx: 29220322 | IP Addr: 10.149.233.147 | Public IP: 157.50.105.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:46:02 IST Sun Jun 14 2020 | Duration: 2h:18m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 317191711 | Bytes Rx: 29220322 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151208 | Audit Session ID: 0a95072a24ea80005ee5f8e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151208 | Audit Session ID: 0a95072a24ea80005ee5f8e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: manreddy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 157.48.40.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:51:10 IST Sun Jun 14 2020 | Duration: 2h:13m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 29019872 | Bytes Rx: 10316419 | IP Addr: 10.149.233.210 | Public IP: 157.48.40.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:51:10 IST Sun Jun 14 2020 | Duration: 2h:13m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 29019872 | Bytes Rx: 10316419 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151209 | Audit Session ID: 0a95072a24ea90005ee5fa16 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151209 | Audit Session ID: 0a95072a24ea90005ee5fa16 | Security Group Tag: none | EasyVPN: 0 ||
Username: LAbraham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.217 | Public IP: 171.60.202.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:36 IST Sun Jun 14 2020 | Duration: 1h:48m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 169123665 | Bytes Rx: 24363354 | IP Addr: 10.149.233.217 | Public IP: 171.60.202.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:36 IST Sun Jun 14 2020 | Duration: 1h:48m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 169123665 | Bytes Rx: 24363354 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151217 | Audit Session ID: 0a95072a24eb10005ee6000c | Security Group Tag: none | EasyVPN: 0 |Session ID: 151217 | Audit Session ID: 0a95072a24eb10005ee6000c | Security Group Tag: none | EasyVPN: 0 ||
Username: VISHNUGA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.141 | Public IP: 106.77.44.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:52 IST Sun Jun 14 2020 | Duration: 1h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 85721156 | Bytes Rx: 37114181 | IP Addr: 10.149.233.141 | Public IP: 106.77.44.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:16:52 IST Sun Jun 14 2020 | Duration: 1h:47m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 85721156 | Bytes Rx: 37114181 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151219 | Audit Session ID: 0a95072a24eb30005ee6001c | Security Group Tag: none | EasyVPN: 0 |Session ID: 151219 | Audit Session ID: 0a95072a24eb30005ee6001c | Security Group Tag: none | EasyVPN: 0 ||
Username: poojdhor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.174 | Public IP: 106.193.235.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:20:30 IST Sun Jun 14 2020 | Duration: 1h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1418331781 | Bytes Rx: 93689820 | IP Addr: 10.149.233.174 | Public IP: 106.193.235.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:20:30 IST Sun Jun 14 2020 | Duration: 1h:44m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 1418331781 | Bytes Rx: 93689820 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151222 | Audit Session ID: 0a95072a24eb60005ee600f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151222 | Audit Session ID: 0a95072a24eb60005ee600f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: kulbisht | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.204 | Public IP: 43.247.40.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:22:57 IST Sun Jun 14 2020 | Duration: 1h:41m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 60485783 | Bytes Rx: 4274470 | IP Addr: 10.149.233.204 | Public IP: 43.247.40.220 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:22:57 IST Sun Jun 14 2020 | Duration: 1h:41m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 60485783 | Bytes Rx: 4274470 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151224 | Audit Session ID: 0a95072a24eb80005ee60189 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151224 | Audit Session ID: 0a95072a24eb80005ee60189 | Security Group Tag: none | EasyVPN: 0 ||
Username: Ayubsidd | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.145 | Public IP: 49.32.54.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:21 IST Sun Jun 14 2020 | Duration: 1h:28m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 390168832 | Bytes Rx: 30127230 | IP Addr: 10.149.233.145 | Public IP: 49.32.54.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 16:36:21 IST Sun Jun 14 2020 | Duration: 1h:28m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 390168832 | Bytes Rx: 30127230 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151229 | Audit Session ID: 0a95072a24ebd0005ee604ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 151229 | Audit Session ID: 0a95072a24ebd0005ee604ad | Security Group Tag: none | EasyVPN: 0 ||
