sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: divykaru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.144 | Public IP: 171.61.236.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:55 IST Mon Jun 8 2020 | Duration: 1d 1h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 977115056 | Bytes Rx: 1002127857 | IP Addr: 10.149.233.144 | Public IP: 171.61.236.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:55 IST Mon Jun 8 2020 | Duration: 1d 1h:00m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 977115056 | Bytes Rx: 1002127857 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139344 | Audit Session ID: 0a95072a220500005eddd3db | Security Group Tag: none | EasyVPN: 0 |Session ID: 139344 | Audit Session ID: 0a95072a220500005eddd3db | Security Group Tag: none | EasyVPN: 0 ||
Username: kvellaiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.164 | Public IP: 49.207.135.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:01 IST Tue Jun 9 2020 | Duration: 2h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 148623039 | Bytes Rx: 26991675 | IP Addr: 10.149.233.164 | Public IP: 49.207.135.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:01 IST Tue Jun 9 2020 | Duration: 2h:07m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 148623039 | Bytes Rx: 26991675 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141521 | Audit Session ID: 0a95072a228d10005edf15ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 141521 | Audit Session ID: 0a95072a228d10005edf15ad | Security Group Tag: none | EasyVPN: 0 ||
Username: rkiran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.198 | Public IP: 49.206.213.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:18 IST Tue Jun 9 2020 | Duration: 2h:07m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 132004809 | Bytes Rx: 29467496 | IP Addr: 10.149.233.198 | Public IP: 49.206.213.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:18 IST Tue Jun 9 2020 | Duration: 2h:07m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 132004809 | Bytes Rx: 29467496 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141522 | Audit Session ID: 0a95072a228d20005edf15be | Security Group Tag: none | EasyVPN: 0 |Session ID: 141522 | Audit Session ID: 0a95072a228d20005edf15be | Security Group Tag: none | EasyVPN: 0 ||
Username: smohanan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.238 | Public IP: 157.51.169.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:29 IST Tue Jun 9 2020 | Duration: 2h:06m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 127989210 | Bytes Rx: 24096362 | IP Addr: 10.149.233.238 | Public IP: 157.51.169.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:29 IST Tue Jun 9 2020 | Duration: 2h:06m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 127989210 | Bytes Rx: 24096362 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141523 | Audit Session ID: 0a95072a228d30005edf15c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141523 | Audit Session ID: 0a95072a228d30005edf15c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: LathaN | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.240 | Public IP: 117.211.17.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:31 IST Tue Jun 9 2020 | Duration: 2h:06m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 124383346 | Bytes Rx: 41775381 | IP Addr: 10.149.233.240 | Public IP: 117.211.17.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:31 IST Tue Jun 9 2020 | Duration: 2h:06m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 124383346 | Bytes Rx: 41775381 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141524 | Audit Session ID: 0a95072a228d40005edf15cb | Security Group Tag: none | EasyVPN: 0 |Session ID: 141524 | Audit Session ID: 0a95072a228d40005edf15cb | Security Group Tag: none | EasyVPN: 0 ||
Username: kvadivel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.239 | Public IP: 157.46.2.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:32 IST Tue Jun 9 2020 | Duration: 2h:06m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 38685578 | Bytes Rx: 14778847 | IP Addr: 10.149.233.239 | Public IP: 157.46.2.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:32 IST Tue Jun 9 2020 | Duration: 2h:06m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 38685578 | Bytes Rx: 14778847 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141525 | Audit Session ID: 0a95072a228d50005edf15cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 141525 | Audit Session ID: 0a95072a228d50005edf15cc | Security Group Tag: none | EasyVPN: 0 ||
Username: hsamant | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.241 | Public IP: 223.189.11.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:36 IST Tue Jun 9 2020 | Duration: 2h:06m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 40044391 | Bytes Rx: 28870053 | IP Addr: 10.149.233.241 | Public IP: 223.189.11.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:36 IST Tue Jun 9 2020 | Duration: 2h:06m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 40044391 | Bytes Rx: 28870053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141526 | Audit Session ID: 0a95072a228d60005edf15d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141526 | Audit Session ID: 0a95072a228d60005edf15d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: suresh.nasina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.242 | Public IP: 124.123.77.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:44 IST Tue Jun 9 2020 | Duration: 2h:06m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 271845591 | Bytes Rx: 90914003 | IP Addr: 10.149.233.242 | Public IP: 124.123.77.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:44 IST Tue Jun 9 2020 | Duration: 2h:06m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 271845591 | Bytes Rx: 90914003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141527 | Audit Session ID: 0a95072a228d70005edf15d8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141527 | Audit Session ID: 0a95072a228d70005edf15d8 | Security Group Tag: none | EasyVPN: 0 ||
Username: prsinha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.243 | Public IP: 124.123.29.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:46 IST Tue Jun 9 2020 | Duration: 2h:06m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 82615702 | Bytes Rx: 351959992 | IP Addr: 10.149.233.243 | Public IP: 124.123.29.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:46 IST Tue Jun 9 2020 | Duration: 2h:06m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 82615702 | Bytes Rx: 351959992 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141528 | Audit Session ID: 0a95072a228d80005edf15da | Security Group Tag: none | EasyVPN: 0 |Session ID: 141528 | Audit Session ID: 0a95072a228d80005edf15da | Security Group Tag: none | EasyVPN: 0 ||
Username: sivshanm | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.244 | Public IP: 103.88.76.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:52 IST Tue Jun 9 2020 | Duration: 2h:03m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 196645152 | Bytes Rx: 51855475 | IP Addr: 10.149.233.244 | Public IP: 103.88.76.11 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:52 IST Tue Jun 9 2020 | Duration: 2h:03m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 196645152 | Bytes Rx: 51855475 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141529 | Audit Session ID: 0a95072a228d90005edf1694 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141529 | Audit Session ID: 0a95072a228d90005edf1694 | Security Group Tag: none | EasyVPN: 0 ||
Username: kgangapatla | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.245 | Public IP: 115.98.48.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:05 IST Tue Jun 9 2020 | Duration: 2h:03m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 39449650 | Bytes Rx: 10150189 | IP Addr: 10.149.233.245 | Public IP: 115.98.48.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:05 IST Tue Jun 9 2020 | Duration: 2h:03m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 39449650 | Bytes Rx: 10150189 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141530 | Audit Session ID: 0a95072a228da0005edf16a1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141530 | Audit Session ID: 0a95072a228da0005edf16a1 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsharma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.248 | Public IP: 103.219.229.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:32 IST Tue Jun 9 2020 | Duration: 2h:02m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 224746944 | Bytes Rx: 70915167 | IP Addr: 10.149.233.248 | Public IP: 103.219.229.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:32 IST Tue Jun 9 2020 | Duration: 2h:02m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 224746944 | Bytes Rx: 70915167 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141533 | Audit Session ID: 0a95072a228dd0005edf16bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 141533 | Audit Session ID: 0a95072a228dd0005edf16bc | Security Group Tag: none | EasyVPN: 0 ||
Username: k.mariappan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.12 | Public IP: 27.62.106.203 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:28:18 IST Tue Jun 9 2020 | Duration: 2h:02m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1609599031 | Bytes Rx: 158885398 | IP Addr: 10.149.232.12 | Public IP: 27.62.106.203 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:28:18 IST Tue Jun 9 2020 | Duration: 2h:02m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1609599031 | Bytes Rx: 158885398 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141534 | Audit Session ID: 0a95072a228de0005edf16ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 141534 | Audit Session ID: 0a95072a228de0005edf16ea | Security Group Tag: none | EasyVPN: 0 ||
Username: Iyakanna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.8 | Public IP: 157.44.87.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:44 IST Tue Jun 9 2020 | Duration: 2h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 58646701 | Bytes Rx: 20561621 | IP Addr: 10.149.233.8 | Public IP: 157.44.87.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:28:44 IST Tue Jun 9 2020 | Duration: 2h:01m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 58646701 | Bytes Rx: 20561621 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141536 | Audit Session ID: 0a95072a228e00005edf1704 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141536 | Audit Session ID: 0a95072a228e00005edf1704 | Security Group Tag: none | EasyVPN: 0 ||
Username: lokumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.51 | Public IP: 49.205.78.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:15 IST Tue Jun 9 2020 | Duration: 2h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 466930497 | Bytes Rx: 24187625 | IP Addr: 10.149.233.51 | Public IP: 49.205.78.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:15 IST Tue Jun 9 2020 | Duration: 2h:01m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 466930497 | Bytes Rx: 24187625 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141538 | Audit Session ID: 0a95072a228e20005edf1723 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141538 | Audit Session ID: 0a95072a228e20005edf1723 | Security Group Tag: none | EasyVPN: 0 ||
Username: MRashidS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.249 | Public IP: 103.213.195.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:20 IST Tue Jun 9 2020 | Duration: 2h:01m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 78856344 | Bytes Rx: 207472383 | IP Addr: 10.149.233.249 | Public IP: 103.213.195.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:20 IST Tue Jun 9 2020 | Duration: 2h:01m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 78856344 | Bytes Rx: 207472383 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141539 | Audit Session ID: 0a95072a228e30005edf1728 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141539 | Audit Session ID: 0a95072a228e30005edf1728 | Security Group Tag: none | EasyVPN: 0 ||
Username: kavidevu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.250 | Public IP: 106.200.190.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:29 IST Tue Jun 9 2020 | Duration: 2h:00m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 545685245 | Bytes Rx: 50528668 | IP Addr: 10.149.233.250 | Public IP: 106.200.190.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:29 IST Tue Jun 9 2020 | Duration: 2h:00m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 545685245 | Bytes Rx: 50528668 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141540 | Audit Session ID: 0a95072a228e40005edf1731 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141540 | Audit Session ID: 0a95072a228e40005edf1731 | Security Group Tag: none | EasyVPN: 0 ||
Username: pkhorne | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.252 | Public IP: 27.97.86.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:45 IST Tue Jun 9 2020 | Duration: 2h:00m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 586375691 | Bytes Rx: 80578893 | IP Addr: 10.149.233.252 | Public IP: 27.97.86.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:29:45 IST Tue Jun 9 2020 | Duration: 2h:00m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 586375691 | Bytes Rx: 80578893 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141542 | Audit Session ID: 0a95072a228e60005edf1741 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141542 | Audit Session ID: 0a95072a228e60005edf1741 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkumaran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.253 | Public IP: 106.198.22.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:02 IST Tue Jun 9 2020 | Duration: 2h:00m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 135712894 | Bytes Rx: 46549324 | IP Addr: 10.149.233.253 | Public IP: 106.198.22.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:02 IST Tue Jun 9 2020 | Duration: 2h:00m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 135712894 | Bytes Rx: 46549324 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141544 | Audit Session ID: 0a95072a228e80005edf1752 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141544 | Audit Session ID: 0a95072a228e80005edf1752 | Security Group Tag: none | EasyVPN: 0 ||
Username: keerguru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.1 | Public IP: 106.198.32.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:05 IST Tue Jun 9 2020 | Duration: 2h:00m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 128341973 | Bytes Rx: 32826581 | IP Addr: 10.149.232.1 | Public IP: 106.198.32.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:05 IST Tue Jun 9 2020 | Duration: 2h:00m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 128341973 | Bytes Rx: 32826581 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141545 | Audit Session ID: 0a95072a228e90005edf1755 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141545 | Audit Session ID: 0a95072a228e90005edf1755 | Security Group Tag: none | EasyVPN: 0 ||
Username: bsukumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.2 | Public IP: 49.37.196.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:10 IST Tue Jun 9 2020 | Duration: 2h:00m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 68444877 | Bytes Rx: 13480986 | IP Addr: 10.149.232.2 | Public IP: 49.37.196.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:30:10 IST Tue Jun 9 2020 | Duration: 2h:00m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 68444877 | Bytes Rx: 13480986 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141546 | Audit Session ID: 0a95072a228ea0005edf175a | Security Group Tag: none | EasyVPN: 0 |Session ID: 141546 | Audit Session ID: 0a95072a228ea0005edf175a | Security Group Tag: none | EasyVPN: 0 ||
