sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: JGosavi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC13 | IP Addr: 10.150.245.22 | Public IP: 106.193.107.177 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:03:24 IST Sun Jun 7 2020 | Duration: 7h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1827081740 | Bytes Rx: 360136124 | IP Addr: 10.150.245.22 | Public IP: 106.193.107.177 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 09:03:24 IST Sun Jun 7 2020 | Duration: 7h:57m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1827081740 | Bytes Rx: 360136124 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290949 | Audit Session ID: 0a96cf69470850005edc6004 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290949 | Audit Session ID: 0a96cf69470850005edc6004 | Security Group Tag: none | EasyVPN: 0 ||
Username: prpol | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.204 | Public IP: 1.23.48.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:18:18 IST Sun Jun 7 2020 | Duration: 2h:42m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 741434806 | Bytes Rx: 31358282 | IP Addr: 10.150.237.204 | Public IP: 1.23.48.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:18:18 IST Sun Jun 7 2020 | Duration: 2h:42m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 741434806 | Bytes Rx: 31358282 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291541 | Audit Session ID: 0a96cf69472d50005edca9d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291541 | Audit Session ID: 0a96cf69472d50005edca9d2 | Security Group Tag: none | EasyVPN: 0 ||
Username: vkhavale | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.232 | Public IP: 49.35.206.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:21:12 IST Sun Jun 7 2020 | Duration: 2h:39m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 369782588 | Bytes Rx: 60685633 | IP Addr: 10.150.237.232 | Public IP: 49.35.206.96 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:21:12 IST Sun Jun 7 2020 | Duration: 2h:39m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 369782588 | Bytes Rx: 60685633 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291550 | Audit Session ID: 0a96cf69472de0005edcaa80 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291550 | Audit Session ID: 0a96cf69472de0005edcaa80 | Security Group Tag: none | EasyVPN: 0 ||
Username: AlkaArya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.172 | Public IP: 49.35.81.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:21:52 IST Sun Jun 7 2020 | Duration: 2h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 101712674 | Bytes Rx: 39249473 | IP Addr: 10.150.237.172 | Public IP: 49.35.81.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:21:52 IST Sun Jun 7 2020 | Duration: 2h:39m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 101712674 | Bytes Rx: 39249473 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291552 | Audit Session ID: 0a96cf69472e00005edcaaa8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291552 | Audit Session ID: 0a96cf69472e00005edcaaa8 | Security Group Tag: none | EasyVPN: 0 ||
Username: rkshirsa | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.13 | Public IP: 116.75.6.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:30 IST Sun Jun 7 2020 | Duration: 2h:33m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 70234673 | Bytes Rx: 122269120 | IP Addr: 10.150.236.13 | Public IP: 116.75.6.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:27:30 IST Sun Jun 7 2020 | Duration: 2h:33m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 70234673 | Bytes Rx: 122269120 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291554 | Audit Session ID: 0a96cf69472e20005edcabfa | Security Group Tag: none | EasyVPN: 0 |Session ID: 291554 | Audit Session ID: 0a96cf69472e20005edcabfa | Security Group Tag: none | EasyVPN: 0 ||
Username: atulmat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.75 | Public IP: 103.221.72.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:28:19 IST Sun Jun 7 2020 | Duration: 2h:32m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 635553734 | Bytes Rx: 24484133 | IP Addr: 10.150.236.75 | Public IP: 103.221.72.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:28:19 IST Sun Jun 7 2020 | Duration: 2h:32m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 635553734 | Bytes Rx: 24484133 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291556 | Audit Session ID: 0a96cf69472e40005edcac2b | Security Group Tag: none | EasyVPN: 0 |Session ID: 291556 | Audit Session ID: 0a96cf69472e40005edcac2b | Security Group Tag: none | EasyVPN: 0 ||
Username: PShriwas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.168 | Public IP: 106.210.244.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:31 IST Sun Jun 7 2020 | Duration: 2h:26m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 281729534 | Bytes Rx: 195154017 | IP Addr: 10.150.237.168 | Public IP: 106.210.244.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:34:31 IST Sun Jun 7 2020 | Duration: 2h:26m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 281729534 | Bytes Rx: 195154017 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291566 | Audit Session ID: 0a96cf69472ee0005edcad9f | Security Group Tag: none | EasyVPN: 0 |Session ID: 291566 | Audit Session ID: 0a96cf69472ee0005edcad9f | Security Group Tag: none | EasyVPN: 0 ||
Username: VGorhe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.189 | Public IP: 150.107.25.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:37:18 IST Sun Jun 7 2020 | Duration: 2h:23m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 281405512 | Bytes Rx: 179796577 | IP Addr: 10.150.237.189 | Public IP: 150.107.25.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:37:18 IST Sun Jun 7 2020 | Duration: 2h:23m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 281405512 | Bytes Rx: 179796577 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291575 | Audit Session ID: 0a96cf69472f70005edcae46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291575 | Audit Session ID: 0a96cf69472f70005edcae46 | Security Group Tag: none | EasyVPN: 0 ||
Username: keschakk | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.194 | Public IP: 103.98.63.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:38:03 IST Sun Jun 7 2020 | Duration: 2h:22m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 61656678 | Bytes Rx: 42126896 | IP Addr: 10.150.237.194 | Public IP: 103.98.63.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:38:03 IST Sun Jun 7 2020 | Duration: 2h:22m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 61656678 | Bytes Rx: 42126896 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291578 | Audit Session ID: 0a96cf69472fa0005edcae73 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291578 | Audit Session ID: 0a96cf69472fa0005edcae73 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShivNaik | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.220 | Public IP: 157.33.145.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:39:35 IST Sun Jun 7 2020 | Duration: 2h:21m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 60297948 | Bytes Rx: 31452989 | IP Addr: 10.150.237.220 | Public IP: 157.33.145.24 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:39:35 IST Sun Jun 7 2020 | Duration: 2h:21m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 60297948 | Bytes Rx: 31452989 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291581 | Audit Session ID: 0a96cf69472fd0005edcaecf | Security Group Tag: none | EasyVPN: 0 |Session ID: 291581 | Audit Session ID: 0a96cf69472fd0005edcaecf | Security Group Tag: none | EasyVPN: 0 ||
Username: shehzad.sayed | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.233 | Public IP: 42.106.200.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:39:45 IST Sun Jun 7 2020 | Duration: 2h:21m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 139198240 | Bytes Rx: 50016277 | IP Addr: 10.150.237.233 | Public IP: 42.106.200.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:39:45 IST Sun Jun 7 2020 | Duration: 2h:21m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 139198240 | Bytes Rx: 50016277 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291582 | Audit Session ID: 0a96cf69472fe0005edcaed9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291582 | Audit Session ID: 0a96cf69472fe0005edcaed9 | Security Group Tag: none | EasyVPN: 0 ||
Username: raghunandan.singh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.247 | Public IP: 111.91.228.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:46:13 IST Sun Jun 7 2020 | Duration: 2h:14m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 14121140 | Bytes Rx: 5484934 | IP Addr: 10.150.237.247 | Public IP: 111.91.228.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:46:13 IST Sun Jun 7 2020 | Duration: 2h:14m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 14121140 | Bytes Rx: 5484934 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291589 | Audit Session ID: 0a96cf69473050005edcb05d | Security Group Tag: none | EasyVPN: 0 |Session ID: 291589 | Audit Session ID: 0a96cf69473050005edcb05d | Security Group Tag: none | EasyVPN: 0 ||
Username: BhumikaC | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.249 | Public IP: 183.87.246.237 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:46:18 IST Sun Jun 7 2020 | Duration: 2h:14m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 23456521 | Bytes Rx: 2911970 | IP Addr: 10.150.237.249 | Public IP: 183.87.246.237 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:46:18 IST Sun Jun 7 2020 | Duration: 2h:14m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 23456521 | Bytes Rx: 2911970 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291590 | Audit Session ID: 0a96cf69473060005edcb062 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291590 | Audit Session ID: 0a96cf69473060005edcb062 | Security Group Tag: none | EasyVPN: 0 ||
Username: SaumSonk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.8 | Public IP: 103.86.180.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:50:03 IST Sun Jun 7 2020 | Duration: 2h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 51914906 | Bytes Rx: 28599020 | IP Addr: 10.150.236.8 | Public IP: 103.86.180.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:50:03 IST Sun Jun 7 2020 | Duration: 2h:10m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 51914906 | Bytes Rx: 28599020 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291598 | Audit Session ID: 0a96cf694730e0005edcb143 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291598 | Audit Session ID: 0a96cf694730e0005edcb143 | Security Group Tag: none | EasyVPN: 0 ||
Username: mchinnak | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.190 | Public IP: 49.205.223.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:54:57 IST Sun Jun 7 2020 | Duration: 2h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 24508152 | Bytes Rx: 10583163 | IP Addr: 10.150.237.190 | Public IP: 49.205.223.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:54:57 IST Sun Jun 7 2020 | Duration: 2h:06m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 24508152 | Bytes Rx: 10583163 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291603 | Audit Session ID: 0a96cf69473130005edcb269 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291603 | Audit Session ID: 0a96cf69473130005edcb269 | Security Group Tag: none | EasyVPN: 0 ||
Username: KomalPat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.25 | Public IP: 117.195.69.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:56:41 IST Sun Jun 7 2020 | Duration: 2h:04m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 245720262 | Bytes Rx: 38835755 | IP Addr: 10.150.236.25 | Public IP: 117.195.69.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:56:41 IST Sun Jun 7 2020 | Duration: 2h:04m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 245720262 | Bytes Rx: 38835755 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291606 | Audit Session ID: 0a96cf69473160005edcb2d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291606 | Audit Session ID: 0a96cf69473160005edcb2d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: AEkal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.76 | Public IP: 49.35.35.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:58 IST Sun Jun 7 2020 | Duration: 2h:02m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 594333554 | Bytes Rx: 53062090 | IP Addr: 10.150.236.76 | Public IP: 49.35.35.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:58:58 IST Sun Jun 7 2020 | Duration: 2h:02m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 594333554 | Bytes Rx: 53062090 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291608 | Audit Session ID: 0a96cf69473180005edcb35a | Security Group Tag: none | EasyVPN: 0 |Session ID: 291608 | Audit Session ID: 0a96cf69473180005edcb35a | Security Group Tag: none | EasyVPN: 0 ||
Username: DDambare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.206 | Public IP: 106.220.193.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:04:39 IST Sun Jun 7 2020 | Duration: 1h:56m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 136810165 | Bytes Rx: 16782158 | IP Addr: 10.150.237.206 | Public IP: 106.220.193.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:04:39 IST Sun Jun 7 2020 | Duration: 1h:56m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 136810165 | Bytes Rx: 16782158 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291612 | Audit Session ID: 0a96cf694731c0005edcb4af | Security Group Tag: none | EasyVPN: 0 |Session ID: 291612 | Audit Session ID: 0a96cf694731c0005edcb4af | Security Group Tag: none | EasyVPN: 0 ||
Username: AnkuTaya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.230 | Public IP: 157.47.51.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:05:12 IST Sun Jun 7 2020 | Duration: 1h:55m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 91407253 | Bytes Rx: 28796247 | IP Addr: 10.150.237.230 | Public IP: 157.47.51.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:05:12 IST Sun Jun 7 2020 | Duration: 1h:55m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 91407253 | Bytes Rx: 28796247 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291614 | Audit Session ID: 0a96cf694731e0005edcb4d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291614 | Audit Session ID: 0a96cf694731e0005edcb4d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: abhished | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.254 | Public IP: 106.206.57.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:05:40 IST Sun Jun 7 2020 | Duration: 1h:55m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 113521692 | Bytes Rx: 19143679 | IP Addr: 10.150.237.254 | Public IP: 106.206.57.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:05:40 IST Sun Jun 7 2020 | Duration: 1h:55m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 113521692 | Bytes Rx: 19143679 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291615 | Audit Session ID: 0a96cf694731f0005edcb4ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 291615 | Audit Session ID: 0a96cf694731f0005edcb4ec | Security Group Tag: none | EasyVPN: 0 ||
Username: sakale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.5 | Public IP: 106.200.110.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:05:47 IST Sun Jun 7 2020 | Duration: 1h:55m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 129312165 | Bytes Rx: 42791395 | IP Addr: 10.150.236.5 | Public IP: 106.200.110.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 15:05:47 IST Sun Jun 7 2020 | Duration: 1h:55m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 129312165 | Bytes Rx: 42791395 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291616 | Audit Session ID: 0a96cf69473200005edcb4f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291616 | Audit Session ID: 0a96cf69473200005edcb4f3 | Security Group Tag: none | EasyVPN: 0 ||
