sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: pawarast | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.116 | Public IP: 42.111.24.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:36:36 UTC Thu Jun 25 2020 | Duration: 4h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 93742931 | Bytes Rx: 47397689 | IP Addr: 10.145.232.116 | Public IP: 42.111.24.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 05:36:36 UTC Thu Jun 25 2020 | Duration: 4h:53m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 93742931 | Bytes Rx: 47397689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5 | Audit Session ID: 0a910728000050005ef437e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5 | Audit Session ID: 0a910728000050005ef437e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: wsievert | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.124 | Public IP: 79.226.77.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:55 UTC Thu Jun 25 2020 | Duration: 3h:19m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 145602413 | Bytes Rx: 74766500 | IP Addr: 10.145.232.124 | Public IP: 79.226.77.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:10:55 UTC Thu Jun 25 2020 | Duration: 3h:19m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 145602413 | Bytes Rx: 74766500 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 86 | Audit Session ID: 0a910728000560005ef44dff | Security Group Tag: none | EasyVPN: 0 |Session ID: 86 | Audit Session ID: 0a910728000560005ef44dff | Security Group Tag: none | EasyVPN: 0 ||
Username: bkdesai | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: Jabber | IP Addr: 10.145.248.123 | Public IP: 85.211.146.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:21 UTC Thu Jun 25 2020 | Duration: 3h:17m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 394873279 | Bytes Rx: 129097412 | IP Addr: 10.145.248.123 | Public IP: 85.211.146.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:21 UTC Thu Jun 25 2020 | Duration: 3h:17m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 394873279 | Bytes Rx: 129097412 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 90 | Audit Session ID: 0a9107280005a0005ef44e91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 90 | Audit Session ID: 0a9107280005a0005ef44e91 | Security Group Tag: none | EasyVPN: 0 ||
Username: venkatachalam.s | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.157 | Public IP: 176.253.2.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:37 UTC Thu Jun 25 2020 | Duration: 3h:16m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 409121527 | Bytes Rx: 83173763 | IP Addr: 10.145.232.157 | Public IP: 176.253.2.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:13:37 UTC Thu Jun 25 2020 | Duration: 3h:16m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 409121527 | Bytes Rx: 83173763 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 91 | Audit Session ID: 0a9107280005b0005ef44ea1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 91 | Audit Session ID: 0a9107280005b0005ef44ea1 | Security Group Tag: none | EasyVPN: 0 ||
Username: mansmatt | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.158 | Public IP: 95.149.109.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:29 UTC Thu Jun 25 2020 | Duration: 3h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 635766166 | Bytes Rx: 187717721 | IP Addr: 10.145.232.158 | Public IP: 95.149.109.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:17:29 UTC Thu Jun 25 2020 | Duration: 3h:12m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 635766166 | Bytes Rx: 187717721 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 92 | Audit Session ID: 0a9107280005c0005ef44f89 | Security Group Tag: none | EasyVPN: 0 |Session ID: 92 | Audit Session ID: 0a9107280005c0005ef44f89 | Security Group Tag: none | EasyVPN: 0 ||
Username: DeepSwam | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.159 | Public IP: 42.111.148.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:04 UTC Thu Jun 25 2020 | Duration: 3h:12m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 52867568 | Bytes Rx: 26196554 | IP Addr: 10.145.232.159 | Public IP: 42.111.148.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:04 UTC Thu Jun 25 2020 | Duration: 3h:12m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 52867568 | Bytes Rx: 26196554 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 93 | Audit Session ID: 0a9107280005d0005ef44fac | Security Group Tag: none | EasyVPN: 0 |Session ID: 93 | Audit Session ID: 0a9107280005d0005ef44fac | Security Group Tag: none | EasyVPN: 0 ||
Username: zihaile | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.160 | Public IP: 188.96.143.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:16 UTC Thu Jun 25 2020 | Duration: 3h:12m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 180131023 | Bytes Rx: 138561222 | IP Addr: 10.145.232.160 | Public IP: 188.96.143.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:18:16 UTC Thu Jun 25 2020 | Duration: 3h:12m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 180131023 | Bytes Rx: 138561222 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 94 | Audit Session ID: 0a9107280005e0005ef44fb8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 94 | Audit Session ID: 0a9107280005e0005ef44fb8 | Security Group Tag: none | EasyVPN: 0 ||
Username: dpattie | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.161 | Public IP: 80.7.90.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:06 UTC Thu Jun 25 2020 | Duration: 3h:11m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 797404678 | Bytes Rx: 565442719 | IP Addr: 10.145.232.161 | Public IP: 80.7.90.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:19:06 UTC Thu Jun 25 2020 | Duration: 3h:11m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 797404678 | Bytes Rx: 565442719 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 95 | Audit Session ID: 0a9107280005f0005ef44fea | Security Group Tag: none | EasyVPN: 0 |Session ID: 95 | Audit Session ID: 0a9107280005f0005ef44fea | Security Group Tag: none | EasyVPN: 0 ||
Username: s.nieto | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.162 | Public IP: 84.14.45.132 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:20:22 UTC Thu Jun 25 2020 | Duration: 3h:10m:03s | Inactivity:  0h:06m:56s | Bytes Tx: 225944606 | Bytes Rx: 96002235 | IP Addr: 10.145.232.162 | Public IP: 84.14.45.132 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:20:22 UTC Thu Jun 25 2020 | Duration: 3h:10m:03s | Inactivity:  0h:06m:56s | Bytes Tx: 225944606 | Bytes Rx: 96002235 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 96 | Audit Session ID: 0a910728000600005ef45036 | Security Group Tag: none | EasyVPN: 0 |Session ID: 96 | Audit Session ID: 0a910728000600005ef45036 | Security Group Tag: none | EasyVPN: 0 ||
Username: archana.sanap | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.88 | Public IP: 90.197.30.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:35 UTC Thu Jun 25 2020 | Duration: 3h:09m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 133337761 | Bytes Rx: 34907595 | IP Addr: 10.145.232.88 | Public IP: 90.197.30.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:20:35 UTC Thu Jun 25 2020 | Duration: 3h:09m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 133337761 | Bytes Rx: 34907595 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 97 | Audit Session ID: 0a910728000610005ef45043 | Security Group Tag: none | EasyVPN: 0 |Session ID: 97 | Audit Session ID: 0a910728000610005ef45043 | Security Group Tag: none | EasyVPN: 0 ||
Username: mraczkie | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.163 | Public IP: 83.24.198.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:21 UTC Thu Jun 25 2020 | Duration: 3h:09m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1255652648 | Bytes Rx: 849200021 | IP Addr: 10.145.232.163 | Public IP: 83.24.198.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:21 UTC Thu Jun 25 2020 | Duration: 3h:09m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 1255652648 | Bytes Rx: 849200021 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 98 | Audit Session ID: 0a910728000620005ef45071 | Security Group Tag: none | EasyVPN: 0 |Session ID: 98 | Audit Session ID: 0a910728000620005ef45071 | Security Group Tag: none | EasyVPN: 0 ||
Username: Hdavies | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.164 | Public IP: 90.203.124.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:29 UTC Thu Jun 25 2020 | Duration: 3h:08m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 207861617 | Bytes Rx: 33520443 | IP Addr: 10.145.232.164 | Public IP: 90.203.124.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:29 UTC Thu Jun 25 2020 | Duration: 3h:08m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 207861617 | Bytes Rx: 33520443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 99 | Audit Session ID: 0a910728000630005ef45079 | Security Group Tag: none | EasyVPN: 0 |Session ID: 99 | Audit Session ID: 0a910728000630005ef45079 | Security Group Tag: none | EasyVPN: 0 ||
Username: sourishg | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.166 | Public IP: 42.108.233.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:44 UTC Thu Jun 25 2020 | Duration: 3h:08m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 379807342 | Bytes Rx: 72612029 | IP Addr: 10.145.232.166 | Public IP: 42.108.233.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:21:44 UTC Thu Jun 25 2020 | Duration: 3h:08m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 379807342 | Bytes Rx: 72612029 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 102 | Audit Session ID: 0a910728000660005ef45088 | Security Group Tag: none | EasyVPN: 0 |Session ID: 102 | Audit Session ID: 0a910728000660005ef45088 | Security Group Tag: none | EasyVPN: 0 ||
Username: AMCAMPOS | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.167 | Public IP: 78.94.155.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:46 UTC Thu Jun 25 2020 | Duration: 3h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 445506756 | Bytes Rx: 44412474 | IP Addr: 10.145.232.167 | Public IP: 78.94.155.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:24:46 UTC Thu Jun 25 2020 | Duration: 3h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 445506756 | Bytes Rx: 44412474 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 104 | Audit Session ID: 0a910728000680005ef4513e | Security Group Tag: none | EasyVPN: 0 |Session ID: 104 | Audit Session ID: 0a910728000680005ef4513e | Security Group Tag: none | EasyVPN: 0 ||
Username: jsachdev | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.168 | Public IP: 171.78.237.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:04 UTC Thu Jun 25 2020 | Duration: 3h:05m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 490426398 | Bytes Rx: 28585026 | IP Addr: 10.145.232.168 | Public IP: 171.78.237.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:25:04 UTC Thu Jun 25 2020 | Duration: 3h:05m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 490426398 | Bytes Rx: 28585026 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 105 | Audit Session ID: 0a910728000690005ef45150 | Security Group Tag: none | EasyVPN: 0 |Session ID: 105 | Audit Session ID: 0a910728000690005ef45150 | Security Group Tag: none | EasyVPN: 0 ||
Username: marmanzo | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.171 | Public IP: 93.43.203.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:49 UTC Thu Jun 25 2020 | Duration: 3h:01m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 126407963 | Bytes Rx: 43812777 | IP Addr: 10.145.232.171 | Public IP: 93.43.203.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:28:49 UTC Thu Jun 25 2020 | Duration: 3h:01m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 126407963 | Bytes Rx: 43812777 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 112 | Audit Session ID: 0a910728000700005ef45231 | Security Group Tag: none | EasyVPN: 0 |Session ID: 112 | Audit Session ID: 0a910728000700005ef45231 | Security Group Tag: none | EasyVPN: 0 ||
Username: anuno | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.172 | Public IP: 85.245.184.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:29:19 UTC Thu Jun 25 2020 | Duration: 3h:01m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 163074471 | Bytes Rx: 47744792 | IP Addr: 10.145.232.172 | Public IP: 85.245.184.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:29:19 UTC Thu Jun 25 2020 | Duration: 3h:01m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 163074471 | Bytes Rx: 47744792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 113 | Audit Session ID: 0a910728000710005ef4524f | Security Group Tag: none | EasyVPN: 0 |Session ID: 113 | Audit Session ID: 0a910728000710005ef4524f | Security Group Tag: none | EasyVPN: 0 ||
Username: bvenkate | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.100 | Public IP: 223.182.209.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:29 UTC Thu Jun 25 2020 | Duration: 2h:57m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 224804894 | Bytes Rx: 30212629 | IP Addr: 10.145.232.100 | Public IP: 223.182.209.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:29 UTC Thu Jun 25 2020 | Duration: 2h:57m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 224804894 | Bytes Rx: 30212629 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 114 | Audit Session ID: 0a910728000720005ef4530d | Security Group Tag: none | EasyVPN: 0 |Session ID: 114 | Audit Session ID: 0a910728000720005ef4530d | Security Group Tag: none | EasyVPN: 0 ||
Username: kjones | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.174 | Public IP: 82.42.251.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:06 UTC Thu Jun 25 2020 | Duration: 2h:55m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 88058151 | Bytes Rx: 45321921 | IP Addr: 10.145.232.174 | Public IP: 82.42.251.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:06 UTC Thu Jun 25 2020 | Duration: 2h:55m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 88058151 | Bytes Rx: 45321921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 116 | Audit Session ID: 0a910728000740005ef453aa | Security Group Tag: none | EasyVPN: 0 |Session ID: 116 | Audit Session ID: 0a910728000740005ef453aa | Security Group Tag: none | EasyVPN: 0 ||
Username: feiler | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.136 | Public IP: 77.180.134.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:58 UTC Thu Jun 25 2020 | Duration: 2h:45m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 121328881 | Bytes Rx: 61101990 | IP Addr: 10.145.232.136 | Public IP: 77.180.134.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:58 UTC Thu Jun 25 2020 | Duration: 2h:45m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 121328881 | Bytes Rx: 61101990 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 122 | Audit Session ID: 0a9107280007a0005ef455fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 122 | Audit Session ID: 0a9107280007a0005ef455fa | Security Group Tag: none | EasyVPN: 0 ||
Username: mcox | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 2h:36m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 91331167 | Bytes Rx: 18376473 | IP Addr: 10.145.232.169 | Public IP: 79.159.220.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:42 UTC Thu Jun 25 2020 | Duration: 2h:36m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 91331167 | Bytes Rx: 18376473 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125 | Audit Session ID: 0a9107280007d0005ef45806 | Security Group Tag: none | EasyVPN: 0 ||
