sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:31m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 18025393248 | Bytes Rx: 1542162480 | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:31m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 18025393248 | Bytes Rx: 1542162480 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 ||
Username: perumkri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.244 | Public IP: 60.243.29.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:34 IST Fri Jun 5 2020 | Duration: 3h:02m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 193205955 | Bytes Rx: 35938852 | IP Addr: 10.149.233.244 | Public IP: 60.243.29.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:34 IST Fri Jun 5 2020 | Duration: 3h:02m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 193205955 | Bytes Rx: 35938852 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135356 | Audit Session ID: 0a95072a210bc0005ed9e0ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 135356 | Audit Session ID: 0a95072a210bc0005ed9e0ea | Security Group Tag: none | EasyVPN: 0 ||
Username: jpalani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.11 | Public IP: 157.51.122.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:34 IST Fri Jun 5 2020 | Duration: 3h:02m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 149191247 | Bytes Rx: 53218239 | IP Addr: 10.149.232.11 | Public IP: 157.51.122.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:34 IST Fri Jun 5 2020 | Duration: 3h:02m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 149191247 | Bytes Rx: 53218239 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135357 | Audit Session ID: 0a95072a210bd0005ed9e0ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 135357 | Audit Session ID: 0a95072a210bd0005ed9e0ea | Security Group Tag: none | EasyVPN: 0 ||
Username: BhuvanaC | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.205 | Public IP: 157.51.206.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:40 IST Fri Jun 5 2020 | Duration: 3h:02m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 196871941 | Bytes Rx: 55019488 | IP Addr: 10.149.232.205 | Public IP: 157.51.206.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:40 IST Fri Jun 5 2020 | Duration: 3h:02m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 196871941 | Bytes Rx: 55019488 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135358 | Audit Session ID: 0a95072a210be0005ed9e0f0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135358 | Audit Session ID: 0a95072a210be0005ed9e0f0 | Security Group Tag: none | EasyVPN: 0 ||
Username: thanchit | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.206 | Public IP: 157.46.49.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:50 IST Fri Jun 5 2020 | Duration: 3h:01m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 75557909 | Bytes Rx: 37340997 | IP Addr: 10.149.232.206 | Public IP: 157.46.49.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:50 IST Fri Jun 5 2020 | Duration: 3h:01m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 75557909 | Bytes Rx: 37340997 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135360 | Audit Session ID: 0a95072a210c00005ed9e136 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135360 | Audit Session ID: 0a95072a210c00005ed9e136 | Security Group Tag: none | EasyVPN: 0 ||
Username: munirgov | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.140 | Public IP: 157.51.82.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:40:31 IST Fri Jun 5 2020 | Duration: 2h:58m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 84558554 | Bytes Rx: 40712494 | IP Addr: 10.149.233.140 | Public IP: 157.51.82.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:40:31 IST Fri Jun 5 2020 | Duration: 2h:58m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 84558554 | Bytes Rx: 40712494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135364 | Audit Session ID: 0a95072a210c40005ed9e1d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135364 | Audit Session ID: 0a95072a210c40005ed9e1d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: nkanagas | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.161 | Public IP: 157.51.242.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:04 IST Fri Jun 5 2020 | Duration: 2h:58m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 85060401 | Bytes Rx: 30656329 | IP Addr: 10.149.233.161 | Public IP: 157.51.242.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:04 IST Fri Jun 5 2020 | Duration: 2h:58m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 85060401 | Bytes Rx: 30656329 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135366 | Audit Session ID: 0a95072a210c60005ed9e1f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135366 | Audit Session ID: 0a95072a210c60005ed9e1f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: sboddu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.190 | Public IP: 27.59.194.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:10 IST Fri Jun 5 2020 | Duration: 2h:58m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 221165082 | Bytes Rx: 56248801 | IP Addr: 10.149.233.190 | Public IP: 27.59.194.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:10 IST Fri Jun 5 2020 | Duration: 2h:58m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 221165082 | Bytes Rx: 56248801 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135368 | Audit Session ID: 0a95072a210c80005ed9e1fe | Security Group Tag: none | EasyVPN: 0 |Session ID: 135368 | Audit Session ID: 0a95072a210c80005ed9e1fe | Security Group Tag: none | EasyVPN: 0 ||
Username: saravgun | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.199 | Public IP: 123.201.178.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:16 IST Fri Jun 5 2020 | Duration: 2h:58m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 344420619 | Bytes Rx: 127477236 | IP Addr: 10.149.233.199 | Public IP: 123.201.178.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:16 IST Fri Jun 5 2020 | Duration: 2h:58m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 344420619 | Bytes Rx: 127477236 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135369 | Audit Session ID: 0a95072a210c90005ed9e204 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135369 | Audit Session ID: 0a95072a210c90005ed9e204 | Security Group Tag: none | EasyVPN: 0 ||
Username: bhsriniv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.238 | Public IP: 27.5.233.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:19 IST Fri Jun 5 2020 | Duration: 2h:58m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 399649164 | Bytes Rx: 184689234 | IP Addr: 10.149.233.238 | Public IP: 27.5.233.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:19 IST Fri Jun 5 2020 | Duration: 2h:58m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 399649164 | Bytes Rx: 184689234 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135370 | Audit Session ID: 0a95072a210ca0005ed9e207 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135370 | Audit Session ID: 0a95072a210ca0005ed9e207 | Security Group Tag: none | EasyVPN: 0 ||
Username: Nithyav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.209 | Public IP: 103.98.63.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:39 IST Fri Jun 5 2020 | Duration: 2h:57m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 133215374 | Bytes Rx: 43996221 | IP Addr: 10.149.232.209 | Public IP: 103.98.63.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:41:39 IST Fri Jun 5 2020 | Duration: 2h:57m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 133215374 | Bytes Rx: 43996221 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135371 | Audit Session ID: 0a95072a210cb0005ed9e21b | Security Group Tag: none | EasyVPN: 0 |Session ID: 135371 | Audit Session ID: 0a95072a210cb0005ed9e21b | Security Group Tag: none | EasyVPN: 0 ||
Username: sremenon | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.55 | Public IP: 42.111.163.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:16 IST Fri Jun 5 2020 | Duration: 2h:54m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 263096306 | Bytes Rx: 49643629 | IP Addr: 10.149.232.55 | Public IP: 42.111.163.32 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:16 IST Fri Jun 5 2020 | Duration: 2h:54m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 263096306 | Bytes Rx: 49643629 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135373 | Audit Session ID: 0a95072a210cd0005ed9e2f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135373 | Audit Session ID: 0a95072a210cd0005ed9e2f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: girish.poojari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.208 | Public IP: 106.193.248.200 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:47:11 IST Fri Jun 5 2020 | Duration: 2h:52m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 147629231 | Bytes Rx: 51740184 | IP Addr: 10.149.232.208 | Public IP: 106.193.248.200 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:47:11 IST Fri Jun 5 2020 | Duration: 2h:52m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 147629231 | Bytes Rx: 51740184 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135379 | Audit Session ID: 0a95072a210d30005ed9e367 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135379 | Audit Session ID: 0a95072a210d30005ed9e367 | Security Group Tag: none | EasyVPN: 0 ||
Username: t.veerapathiran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.221 | Public IP: 157.46.70.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:47:18 IST Fri Jun 5 2020 | Duration: 2h:52m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 289372130 | Bytes Rx: 95419701 | IP Addr: 10.149.232.221 | Public IP: 157.46.70.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:47:18 IST Fri Jun 5 2020 | Duration: 2h:52m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 289372130 | Bytes Rx: 95419701 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135380 | Audit Session ID: 0a95072a210d40005ed9e36e | Security Group Tag: none | EasyVPN: 0 |Session ID: 135380 | Audit Session ID: 0a95072a210d40005ed9e36e | Security Group Tag: none | EasyVPN: 0 ||
Username: sachin.kajave | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.220 | Public IP: 106.193.131.73 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:01 IST Fri Jun 5 2020 | Duration: 2h:51m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 33167656 | Bytes Rx: 21504341 | IP Addr: 10.149.232.220 | Public IP: 106.193.131.73 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:48:01 IST Fri Jun 5 2020 | Duration: 2h:51m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 33167656 | Bytes Rx: 21504341 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135383 | Audit Session ID: 0a95072a210d70005ed9e399 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135383 | Audit Session ID: 0a95072a210d70005ed9e399 | Security Group Tag: none | EasyVPN: 0 ||
Username: prsinha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.222 | Public IP: 124.123.29.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:25 IST Fri Jun 5 2020 | Duration: 2h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 271085535 | Bytes Rx: 44878457 | IP Addr: 10.149.232.222 | Public IP: 124.123.29.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:25 IST Fri Jun 5 2020 | Duration: 2h:50m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 271085535 | Bytes Rx: 44878457 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135384 | Audit Session ID: 0a95072a210d80005ed9e3b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135384 | Audit Session ID: 0a95072a210d80005ed9e3b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sreeraj.k | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.223 | Public IP: 42.106.180.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:38 IST Fri Jun 5 2020 | Duration: 2h:50m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 89272899 | Bytes Rx: 46383784 | IP Addr: 10.149.232.223 | Public IP: 42.106.180.121 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:38 IST Fri Jun 5 2020 | Duration: 2h:50m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 89272899 | Bytes Rx: 46383784 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135385 | Audit Session ID: 0a95072a210d90005ed9e3be | Security Group Tag: none | EasyVPN: 0 |Session ID: 135385 | Audit Session ID: 0a95072a210d90005ed9e3be | Security Group Tag: none | EasyVPN: 0 ||
Username: prangise | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 157.44.64.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:43 IST Fri Jun 5 2020 | Duration: 2h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 53509525 | Bytes Rx: 18035779 | IP Addr: 10.149.232.224 | Public IP: 157.44.64.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:48:43 IST Fri Jun 5 2020 | Duration: 2h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 53509525 | Bytes Rx: 18035779 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135386 | Audit Session ID: 0a95072a210da0005ed9e3c3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135386 | Audit Session ID: 0a95072a210da0005ed9e3c3 | Security Group Tag: none | EasyVPN: 0 ||
Username: premelan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.171 | Public IP: 157.51.181.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:13 IST Fri Jun 5 2020 | Duration: 2h:49m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 68832837 | Bytes Rx: 36532599 | IP Addr: 10.149.232.171 | Public IP: 157.51.181.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:50:13 IST Fri Jun 5 2020 | Duration: 2h:49m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 68832837 | Bytes Rx: 36532599 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135389 | Audit Session ID: 0a95072a210dd0005ed9e41d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135389 | Audit Session ID: 0a95072a210dd0005ed9e41d | Security Group Tag: none | EasyVPN: 0 ||
Username: ashwnara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.156 | Public IP: 157.51.231.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:21 IST Fri Jun 5 2020 | Duration: 2h:47m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 336310063 | Bytes Rx: 27348647 | IP Addr: 10.149.232.156 | Public IP: 157.51.231.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:21 IST Fri Jun 5 2020 | Duration: 2h:47m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 336310063 | Bytes Rx: 27348647 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135397 | Audit Session ID: 0a95072a210e50005ed9e49d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135397 | Audit Session ID: 0a95072a210e50005ed9e49d | Security Group Tag: none | EasyVPN: 0 ||
Username: sathkuma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.231 | Public IP: 49.37.192.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:22 IST Fri Jun 5 2020 | Duration: 2h:47m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 61646982 | Bytes Rx: 80013381 | IP Addr: 10.149.232.231 | Public IP: 49.37.192.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:52:22 IST Fri Jun 5 2020 | Duration: 2h:47m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 61646982 | Bytes Rx: 80013381 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135398 | Audit Session ID: 0a95072a210e60005ed9e49e | Security Group Tag: none | EasyVPN: 0 |Session ID: 135398 | Audit Session ID: 0a95072a210e60005ed9e49e | Security Group Tag: none | EasyVPN: 0 ||
