sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: gsomalal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 2d 7h:20m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2718076145 | Bytes Rx: 645171624 | IP Addr: 10.149.234.181 | Public IP: 49.207.138.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:42:28 IST Wed Jun 24 2020 | Duration: 2d 7h:20m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 2718076145 | Bytes Rx: 645171624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 189086 | Audit Session ID: 0a95072b2e29e0005ef2e0bc | Security Group Tag: none | EasyVPN: 0 ||
Username: rdevi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.124 | Public IP: 157.46.49.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:32 IST Fri Jun 26 2020 | Duration: 4h:37m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 894718949 | Bytes Rx: 75416516 | IP Addr: 10.149.235.124 | Public IP: 157.46.49.160 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:32 IST Fri Jun 26 2020 | Duration: 4h:37m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 894718949 | Bytes Rx: 75416516 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194688 | Audit Session ID: 0a95072b2f8800005ef5a9f4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194688 | Audit Session ID: 0a95072b2f8800005ef5a9f4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Naving | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.13 | Public IP: 157.50.86.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:33 IST Fri Jun 26 2020 | Duration: 4h:37m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 285226302 | Bytes Rx: 63787029 | IP Addr: 10.149.234.13 | Public IP: 157.50.86.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:33 IST Fri Jun 26 2020 | Duration: 4h:37m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 285226302 | Bytes Rx: 63787029 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194689 | Audit Session ID: 0a95072b2f8810005ef5a9f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194689 | Audit Session ID: 0a95072b2f8810005ef5a9f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: pthangar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.173 | Public IP: 157.50.147.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:38 IST Fri Jun 26 2020 | Duration: 4h:37m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 160967917 | Bytes Rx: 51585915 | IP Addr: 10.149.234.173 | Public IP: 157.50.147.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:38 IST Fri Jun 26 2020 | Duration: 4h:37m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 160967917 | Bytes Rx: 51585915 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194691 | Audit Session ID: 0a95072b2f8830005ef5a9fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 194691 | Audit Session ID: 0a95072b2f8830005ef5a9fa | Security Group Tag: none | EasyVPN: 0 ||
Username: Jaysingh.thakur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.167 | Public IP: 45.126.169.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:00 IST Fri Jun 26 2020 | Duration: 4h:36m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 201892824 | Bytes Rx: 166480204 | IP Addr: 10.149.243.167 | Public IP: 45.126.169.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:00 IST Fri Jun 26 2020 | Duration: 4h:36m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 201892824 | Bytes Rx: 166480204 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194693 | Audit Session ID: 0a95072b2f8850005ef5aa10 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194693 | Audit Session ID: 0a95072b2f8850005ef5aa10 | Security Group Tag: none | EasyVPN: 0 ||
Username: SBellam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.168 | Public IP: 157.46.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:14 IST Fri Jun 26 2020 | Duration: 4h:36m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 291085587 | Bytes Rx: 81566594 | IP Addr: 10.149.243.168 | Public IP: 157.46.59.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:14 IST Fri Jun 26 2020 | Duration: 4h:36m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 291085587 | Bytes Rx: 81566594 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194694 | Audit Session ID: 0a95072b2f8860005ef5aa1e | Security Group Tag: none | EasyVPN: 0 |Session ID: 194694 | Audit Session ID: 0a95072b2f8860005ef5aa1e | Security Group Tag: none | EasyVPN: 0 ||
Username: Gangab | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.169 | Public IP: 122.164.107.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:20 IST Fri Jun 26 2020 | Duration: 4h:36m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 196476025 | Bytes Rx: 53559458 | IP Addr: 10.149.243.169 | Public IP: 122.164.107.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:20 IST Fri Jun 26 2020 | Duration: 4h:36m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 196476025 | Bytes Rx: 53559458 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194695 | Audit Session ID: 0a95072b2f8870005ef5aa24 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194695 | Audit Session ID: 0a95072b2f8870005ef5aa24 | Security Group Tag: none | EasyVPN: 0 ||
Username: surkarth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.24 | Public IP: 157.50.190.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:44 IST Fri Jun 26 2020 | Duration: 4h:35m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 116703880 | Bytes Rx: 50146591 | IP Addr: 10.149.234.24 | Public IP: 157.50.190.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:44 IST Fri Jun 26 2020 | Duration: 4h:35m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 116703880 | Bytes Rx: 50146591 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194696 | Audit Session ID: 0a95072b2f8880005ef5aa3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 194696 | Audit Session ID: 0a95072b2f8880005ef5aa3c | Security Group Tag: none | EasyVPN: 0 ||
Username: shylaja.v | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.103 | Public IP: 49.207.143.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:45 IST Fri Jun 26 2020 | Duration: 4h:35m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 63627558 | Bytes Rx: 18844246 | IP Addr: 10.149.234.103 | Public IP: 49.207.143.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:26:45 IST Fri Jun 26 2020 | Duration: 4h:35m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 63627558 | Bytes Rx: 18844246 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194697 | Audit Session ID: 0a95072b2f8890005ef5aa3d | Security Group Tag: none | EasyVPN: 0 |Session ID: 194697 | Audit Session ID: 0a95072b2f8890005ef5aa3d | Security Group Tag: none | EasyVPN: 0 ||
Username: kissamba | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.171 | Public IP: 157.50.163.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:27:07 IST Fri Jun 26 2020 | Duration: 4h:35m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 372533846 | Bytes Rx: 105408717 | IP Addr: 10.149.243.171 | Public IP: 157.50.163.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:27:07 IST Fri Jun 26 2020 | Duration: 4h:35m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 372533846 | Bytes Rx: 105408717 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194700 | Audit Session ID: 0a95072b2f88c0005ef5aa53 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194700 | Audit Session ID: 0a95072b2f88c0005ef5aa53 | Security Group Tag: none | EasyVPN: 0 ||
Username: kashok | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.165 | Public IP: 157.50.88.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:27:32 IST Fri Jun 26 2020 | Duration: 4h:35m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 172201005 | Bytes Rx: 70828460 | IP Addr: 10.149.243.165 | Public IP: 157.50.88.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:27:32 IST Fri Jun 26 2020 | Duration: 4h:35m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 172201005 | Bytes Rx: 70828460 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194704 | Audit Session ID: 0a95072b2f8900005ef5aa6c | Security Group Tag: none | EasyVPN: 0 |Session ID: 194704 | Audit Session ID: 0a95072b2f8900005ef5aa6c | Security Group Tag: none | EasyVPN: 0 ||
Username: sriparth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.198 | Public IP: 183.83.153.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:28:19 IST Fri Jun 26 2020 | Duration: 4h:34m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1151534381 | Bytes Rx: 111732428 | IP Addr: 10.149.242.198 | Public IP: 183.83.153.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:28:19 IST Fri Jun 26 2020 | Duration: 4h:34m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 1151534381 | Bytes Rx: 111732428 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194709 | Audit Session ID: 0a95072b2f8950005ef5aa9b | Security Group Tag: none | EasyVPN: 0 |Session ID: 194709 | Audit Session ID: 0a95072b2f8950005ef5aa9b | Security Group Tag: none | EasyVPN: 0 ||
Username: MRangana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.242.202 | Public IP: 157.50.96.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:28:23 IST Fri Jun 26 2020 | Duration: 4h:34m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 41373830 | Bytes Rx: 19103746 | IP Addr: 10.149.242.202 | Public IP: 157.50.96.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:28:23 IST Fri Jun 26 2020 | Duration: 4h:34m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 41373830 | Bytes Rx: 19103746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194710 | Audit Session ID: 0a95072b2f8960005ef5aa9f | Security Group Tag: none | EasyVPN: 0 |Session ID: 194710 | Audit Session ID: 0a95072b2f8960005ef5aa9f | Security Group Tag: none | EasyVPN: 0 ||
Username: yumani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.175 | Public IP: 157.50.176.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:29:10 IST Fri Jun 26 2020 | Duration: 4h:33m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 111236332 | Bytes Rx: 53892906 | IP Addr: 10.149.243.175 | Public IP: 157.50.176.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:29:10 IST Fri Jun 26 2020 | Duration: 4h:33m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 111236332 | Bytes Rx: 53892906 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194715 | Audit Session ID: 0a95072b2f89b0005ef5aace | Security Group Tag: none | EasyVPN: 0 |Session ID: 194715 | Audit Session ID: 0a95072b2f89b0005ef5aace | Security Group Tag: none | EasyVPN: 0 ||
Username: dhivykum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.93 | Public IP: 27.5.244.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:30:45 IST Fri Jun 26 2020 | Duration: 4h:31m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 184357164 | Bytes Rx: 53364773 | IP Addr: 10.149.235.93 | Public IP: 27.5.244.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:30:45 IST Fri Jun 26 2020 | Duration: 4h:31m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 184357164 | Bytes Rx: 53364773 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194720 | Audit Session ID: 0a95072b2f8a00005ef5ab2d | Security Group Tag: none | EasyVPN: 0 |Session ID: 194720 | Audit Session ID: 0a95072b2f8a00005ef5ab2d | Security Group Tag: none | EasyVPN: 0 ||
Username: priydhar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.234.136 | Public IP: 27.5.186.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:31:07 IST Fri Jun 26 2020 | Duration: 4h:31m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 617416430 | Bytes Rx: 172146283 | IP Addr: 10.149.234.136 | Public IP: 27.5.186.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:31:07 IST Fri Jun 26 2020 | Duration: 4h:31m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 617416430 | Bytes Rx: 172146283 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194721 | Audit Session ID: 0a95072b2f8a10005ef5ab43 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194721 | Audit Session ID: 0a95072b2f8a10005ef5ab43 | Security Group Tag: none | EasyVPN: 0 ||
Username: rekambar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.168 | Public IP: 103.98.63.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:31:41 IST Fri Jun 26 2020 | Duration: 4h:30m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 2584209854 | Bytes Rx: 133295706 | IP Addr: 10.149.235.168 | Public IP: 103.98.63.252 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:31:41 IST Fri Jun 26 2020 | Duration: 4h:30m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 2584209854 | Bytes Rx: 133295706 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194723 | Audit Session ID: 0a95072b2f8a30005ef5ab65 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194723 | Audit Session ID: 0a95072b2f8a30005ef5ab65 | Security Group Tag: none | EasyVPN: 0 ||
Username: ujwal.behere | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.35 | Public IP: 106.193.210.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:01 IST Fri Jun 26 2020 | Duration: 4h:30m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 940081603 | Bytes Rx: 251340674 | IP Addr: 10.149.243.35 | Public IP: 106.193.210.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:01 IST Fri Jun 26 2020 | Duration: 4h:30m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 940081603 | Bytes Rx: 251340674 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194724 | Audit Session ID: 0a95072b2f8a40005ef5ab79 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194724 | Audit Session ID: 0a95072b2f8a40005ef5ab79 | Security Group Tag: none | EasyVPN: 0 ||
Username: ksrimath | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.243.66 | Public IP: 122.174.120.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:16 IST Fri Jun 26 2020 | Duration: 4h:30m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 211471378 | Bytes Rx: 101773789 | IP Addr: 10.149.243.66 | Public IP: 122.174.120.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:32:16 IST Fri Jun 26 2020 | Duration: 4h:30m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 211471378 | Bytes Rx: 101773789 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194725 | Audit Session ID: 0a95072b2f8a50005ef5ab88 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194725 | Audit Session ID: 0a95072b2f8a50005ef5ab88 | Security Group Tag: none | EasyVPN: 0 ||
Username: jnagaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.235.249 | Public IP: 49.207.139.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:00 IST Fri Jun 26 2020 | Duration: 4h:29m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 1025881645 | Bytes Rx: 660588316 | IP Addr: 10.149.235.249 | Public IP: 49.207.139.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES-GCM-256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:00 IST Fri Jun 26 2020 | Duration: 4h:29m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 1025881645 | Bytes Rx: 660588316 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 194727 | Audit Session ID: 0a95072b2f8a70005ef5abb4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 194727 | Audit Session ID: 0a95072b2f8a70005ef5abb4 | Security Group Tag: none | EasyVPN: 0 ||
