sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 23h:09m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 629429311 | Bytes Rx: 284265125 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: saimani | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.114 | Public IP: 175.101.108.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:28 IST Wed Jun 24 2020 | Duration: 1h:44m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 26150351 | Bytes Rx: 10553971 | IP Addr: 10.149.233.114 | Public IP: 175.101.108.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:28 IST Wed Jun 24 2020 | Duration: 1h:44m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 26150351 | Bytes Rx: 10553971 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170257 | Audit Session ID: 0a95072a299110005ef2da68 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170257 | Audit Session ID: 0a95072a299110005ef2da68 | Security Group Tag: none | EasyVPN: 0 ||
Username: AnMohamm | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.205 | Public IP: 103.96.17.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:53 IST Wed Jun 24 2020 | Duration: 1h:42m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 157402437 | Bytes Rx: 19772626 | IP Addr: 10.149.232.205 | Public IP: 103.96.17.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:53 IST Wed Jun 24 2020 | Duration: 1h:42m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 157402437 | Bytes Rx: 19772626 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170258 | Audit Session ID: 0a95072a299120005ef2daf9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170258 | Audit Session ID: 0a95072a299120005ef2daf9 | Security Group Tag: none | EasyVPN: 0 ||
Username: pmurugan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.239 | Public IP: 49.207.134.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:06 IST Wed Jun 24 2020 | Duration: 1h:42m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 351016355 | Bytes Rx: 58578849 | IP Addr: 10.149.232.239 | Public IP: 49.207.134.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:06 IST Wed Jun 24 2020 | Duration: 1h:42m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 351016355 | Bytes Rx: 58578849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170259 | Audit Session ID: 0a95072a299130005ef2db06 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170259 | Audit Session ID: 0a95072a299130005ef2db06 | Security Group Tag: none | EasyVPN: 0 ||
Username: prparasu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.22 | Public IP: 59.93.234.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:14 IST Wed Jun 24 2020 | Duration: 1h:42m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 130058696 | Bytes Rx: 44589155 | IP Addr: 10.149.233.22 | Public IP: 59.93.234.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:14 IST Wed Jun 24 2020 | Duration: 1h:42m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 130058696 | Bytes Rx: 44589155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170260 | Audit Session ID: 0a95072a299140005ef2db0e | Security Group Tag: none | EasyVPN: 0 |Session ID: 170260 | Audit Session ID: 0a95072a299140005ef2db0e | Security Group Tag: none | EasyVPN: 0 ||
Username: sragunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 183.83.152.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:37 IST Wed Jun 24 2020 | Duration: 1h:41m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 335458564 | Bytes Rx: 50449882 | IP Addr: 10.149.232.177 | Public IP: 183.83.152.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:37 IST Wed Jun 24 2020 | Duration: 1h:41m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 335458564 | Bytes Rx: 50449882 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170261 | Audit Session ID: 0a95072a299150005ef2db25 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170261 | Audit Session ID: 0a95072a299150005ef2db25 | Security Group Tag: none | EasyVPN: 0 ||
Username: balajib | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.189 | Public IP: 223.182.209.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:59 IST Wed Jun 24 2020 | Duration: 1h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 273614351 | Bytes Rx: 24623795 | IP Addr: 10.149.232.189 | Public IP: 223.182.209.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:59 IST Wed Jun 24 2020 | Duration: 1h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 273614351 | Bytes Rx: 24623795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170262 | Audit Session ID: 0a95072a299160005ef2db3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 170262 | Audit Session ID: 0a95072a299160005ef2db3b | Security Group Tag: none | EasyVPN: 0 ||
Username: chateja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.79 | Public IP: 49.207.59.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:09 IST Wed Jun 24 2020 | Duration: 1h:41m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 173754091 | Bytes Rx: 34595141 | IP Addr: 10.149.233.79 | Public IP: 49.207.59.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:09 IST Wed Jun 24 2020 | Duration: 1h:41m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 173754091 | Bytes Rx: 34595141 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170263 | Audit Session ID: 0a95072a299170005ef2db45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170263 | Audit Session ID: 0a95072a299170005ef2db45 | Security Group Tag: none | EasyVPN: 0 ||
Username: schadala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.90 | Public IP: 106.51.166.226 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:19:30 IST Wed Jun 24 2020 | Duration: 1h:40m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 389061553 | Bytes Rx: 34255965 | IP Addr: 10.149.233.90 | Public IP: 106.51.166.226 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:19:30 IST Wed Jun 24 2020 | Duration: 1h:40m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 389061553 | Bytes Rx: 34255965 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170264 | Audit Session ID: 0a95072a299180005ef2db5a | Security Group Tag: none | EasyVPN: 0 |Session ID: 170264 | Audit Session ID: 0a95072a299180005ef2db5a | Security Group Tag: none | EasyVPN: 0 ||
Username: bhsriniv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.148 | Public IP: 27.5.146.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:31 IST Wed Jun 24 2020 | Duration: 1h:40m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 244515323 | Bytes Rx: 98404768 | IP Addr: 10.149.233.148 | Public IP: 27.5.146.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:31 IST Wed Jun 24 2020 | Duration: 1h:40m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 244515323 | Bytes Rx: 98404768 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170265 | Audit Session ID: 0a95072a299190005ef2db5b | Security Group Tag: none | EasyVPN: 0 |Session ID: 170265 | Audit Session ID: 0a95072a299190005ef2db5b | Security Group Tag: none | EasyVPN: 0 ||
Username: RYandala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.149 | Public IP: 103.81.238.238 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:19:52 IST Wed Jun 24 2020 | Duration: 1h:40m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 253170770 | Bytes Rx: 23343913 | IP Addr: 10.149.233.149 | Public IP: 103.81.238.238 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:19:52 IST Wed Jun 24 2020 | Duration: 1h:40m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 253170770 | Bytes Rx: 23343913 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170268 | Audit Session ID: 0a95072a2991c0005ef2db70 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170268 | Audit Session ID: 0a95072a2991c0005ef2db70 | Security Group Tag: none | EasyVPN: 0 ||
Username: DharArum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.151 | Public IP: 106.222.118.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:00 IST Wed Jun 24 2020 | Duration: 1h:40m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 528223497 | Bytes Rx: 76609030 | IP Addr: 10.149.233.151 | Public IP: 106.222.118.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:00 IST Wed Jun 24 2020 | Duration: 1h:40m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 528223497 | Bytes Rx: 76609030 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170269 | Audit Session ID: 0a95072a2991d0005ef2db78 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170269 | Audit Session ID: 0a95072a2991d0005ef2db78 | Security Group Tag: none | EasyVPN: 0 ||
Username: avinhapp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.152 | Public IP: 157.49.155.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:09 IST Wed Jun 24 2020 | Duration: 1h:40m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 266189525 | Bytes Rx: 21055701 | IP Addr: 10.149.233.152 | Public IP: 157.49.155.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:09 IST Wed Jun 24 2020 | Duration: 1h:40m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 266189525 | Bytes Rx: 21055701 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170270 | Audit Session ID: 0a95072a2991e0005ef2db81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170270 | Audit Session ID: 0a95072a2991e0005ef2db81 | Security Group Tag: none | EasyVPN: 0 ||
Username: leticiad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.154 | Public IP: 171.77.153.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:09 IST Wed Jun 24 2020 | Duration: 1h:40m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 124572051 | Bytes Rx: 29139813 | IP Addr: 10.149.233.154 | Public IP: 171.77.153.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:09 IST Wed Jun 24 2020 | Duration: 1h:40m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 124572051 | Bytes Rx: 29139813 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170271 | Audit Session ID: 0a95072a2991f0005ef2db81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170271 | Audit Session ID: 0a95072a2991f0005ef2db81 | Security Group Tag: none | EasyVPN: 0 ||
Username: BSekaran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.156 | Public IP: 157.46.34.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:23 IST Wed Jun 24 2020 | Duration: 1h:39m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 132884635 | Bytes Rx: 27386429 | IP Addr: 10.149.233.156 | Public IP: 157.46.34.74 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:23 IST Wed Jun 24 2020 | Duration: 1h:39m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 132884635 | Bytes Rx: 27386429 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170273 | Audit Session ID: 0a95072a299210005ef2db8f | Security Group Tag: none | EasyVPN: 0 |Session ID: 170273 | Audit Session ID: 0a95072a299210005ef2db8f | Security Group Tag: none | EasyVPN: 0 ||
Username: bbalasur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.155 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:33 IST Wed Jun 24 2020 | Duration: 1h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 88981432 | Bytes Rx: 25673970 | IP Addr: 10.149.233.155 | Public IP: 43.225.167.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:33 IST Wed Jun 24 2020 | Duration: 1h:39m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 88981432 | Bytes Rx: 25673970 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170274 | Audit Session ID: 0a95072a299220005ef2db99 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170274 | Audit Session ID: 0a95072a299220005ef2db99 | Security Group Tag: none | EasyVPN: 0 ||
Username: ramoorth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.157 | Public IP: 157.46.34.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:41 IST Wed Jun 24 2020 | Duration: 1h:39m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 417773059 | Bytes Rx: 27597404 | IP Addr: 10.149.233.157 | Public IP: 157.46.34.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:41 IST Wed Jun 24 2020 | Duration: 1h:39m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 417773059 | Bytes Rx: 27597404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170275 | Audit Session ID: 0a95072a299230005ef2dba1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170275 | Audit Session ID: 0a95072a299230005ef2dba1 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmoorthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.158 | Public IP: 27.5.226.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:45 IST Wed Jun 24 2020 | Duration: 1h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 48846502 | Bytes Rx: 38522239 | IP Addr: 10.149.233.158 | Public IP: 27.5.226.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:45 IST Wed Jun 24 2020 | Duration: 1h:39m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 48846502 | Bytes Rx: 38522239 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170276 | Audit Session ID: 0a95072a299240005ef2dba5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170276 | Audit Session ID: 0a95072a299240005ef2dba5 | Security Group Tag: none | EasyVPN: 0 ||
Username: malavram | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.159 | Public IP: 122.178.88.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:48 IST Wed Jun 24 2020 | Duration: 1h:39m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 182546027 | Bytes Rx: 2503173563 | IP Addr: 10.149.233.159 | Public IP: 122.178.88.55 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:48 IST Wed Jun 24 2020 | Duration: 1h:39m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 182546027 | Bytes Rx: 2503173563 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170278 | Audit Session ID: 0a95072a299260005ef2dba8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170278 | Audit Session ID: 0a95072a299260005ef2dba8 | Security Group Tag: none | EasyVPN: 0 ||
Username: muhammed.aslam | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.162 | Public IP: 42.106.212.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:59 IST Wed Jun 24 2020 | Duration: 1h:39m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 221971524 | Bytes Rx: 52179082 | IP Addr: 10.149.233.162 | Public IP: 42.106.212.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:20:59 IST Wed Jun 24 2020 | Duration: 1h:39m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 221971524 | Bytes Rx: 52179082 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170279 | Audit Session ID: 0a95072a299270005ef2dbb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170279 | Audit Session ID: 0a95072a299270005ef2dbb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: tseelam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.161 | Public IP: 223.227.111.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:00 IST Wed Jun 24 2020 | Duration: 1h:39m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 150082411 | Bytes Rx: 18217146 | IP Addr: 10.149.233.161 | Public IP: 223.227.111.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:21:00 IST Wed Jun 24 2020 | Duration: 1h:39m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 150082411 | Bytes Rx: 18217146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170280 | Audit Session ID: 0a95072a299280005ef2dbb4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170280 | Audit Session ID: 0a95072a299280005ef2dbb4 | Security Group Tag: none | EasyVPN: 0 ||
