sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: PrJhadav | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.208 | Public IP: 49.35.206.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:48 IST Sun Jun 7 2020 | Duration: 9h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 20248651583 | Bytes Rx: 1073771742 | IP Addr: 10.149.232.208 | Public IP: 49.35.206.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:19:48 IST Sun Jun 7 2020 | Duration: 9h:41m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 20248651583 | Bytes Rx: 1073771742 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138399 | Audit Session ID: 0a95072a21c9f0005edd28bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 138399 | Audit Session ID: 0a95072a21c9f0005edd28bc | Security Group Tag: none | EasyVPN: 0 ||
Username: PratapY | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.49 | Public IP: 49.35.17.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:54 IST Mon Jun 8 2020 | Duration: 0h:58m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 205859899 | Bytes Rx: 30980426 | IP Addr: 10.149.232.49 | Public IP: 49.35.17.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:02:54 IST Mon Jun 8 2020 | Duration: 0h:58m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 205859899 | Bytes Rx: 30980426 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138550 | Audit Session ID: 0a95072a21d360005edda356 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138550 | Audit Session ID: 0a95072a21d360005edda356 | Security Group Tag: none | EasyVPN: 0 ||
Username: venkatre | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.50 | Public IP: 27.59.197.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:09 IST Mon Jun 8 2020 | Duration: 0h:57m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 47607918 | Bytes Rx: 242413971 | IP Addr: 10.149.232.50 | Public IP: 27.59.197.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:03:09 IST Mon Jun 8 2020 | Duration: 0h:57m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 47607918 | Bytes Rx: 242413971 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138552 | Audit Session ID: 0a95072a21d380005edda365 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138552 | Audit Session ID: 0a95072a21d380005edda365 | Security Group Tag: none | EasyVPN: 0 ||
Username: dkrishna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.211 | Public IP: 157.50.127.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:56 IST Mon Jun 8 2020 | Duration: 0h:55m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 730564921 | Bytes Rx: 54998597 | IP Addr: 10.149.233.211 | Public IP: 157.50.127.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:05:56 IST Mon Jun 8 2020 | Duration: 0h:55m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 730564921 | Bytes Rx: 54998597 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138555 | Audit Session ID: 0a95072a21d3b0005edda40c | Security Group Tag: none | EasyVPN: 0 |Session ID: 138555 | Audit Session ID: 0a95072a21d3b0005edda40c | Security Group Tag: none | EasyVPN: 0 ||
Username: amitjha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.212 | Public IP: 106.193.88.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:12 IST Mon Jun 8 2020 | Duration: 0h:54m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 36396917 | Bytes Rx: 8907868 | IP Addr: 10.149.233.212 | Public IP: 106.193.88.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:12 IST Mon Jun 8 2020 | Duration: 0h:54m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 36396917 | Bytes Rx: 8907868 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138556 | Audit Session ID: 0a95072a21d3c0005edda41c | Security Group Tag: none | EasyVPN: 0 |Session ID: 138556 | Audit Session ID: 0a95072a21d3c0005edda41c | Security Group Tag: none | EasyVPN: 0 ||
Username: s.manimaran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 42.111.130.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:09 IST Mon Jun 8 2020 | Duration: 0h:52m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 12670904 | Bytes Rx: 5971952 | IP Addr: 10.149.233.215 | Public IP: 42.111.130.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:09 IST Mon Jun 8 2020 | Duration: 0h:52m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 12670904 | Bytes Rx: 5971952 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138559 | Audit Session ID: 0a95072a21d3f0005edda491 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138559 | Audit Session ID: 0a95072a21d3f0005edda491 | Security Group Tag: none | EasyVPN: 0 ||
Username: mpichika | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.223 | Public IP: 115.98.249.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:56 IST Mon Jun 8 2020 | Duration: 0h:52m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 37572410 | Bytes Rx: 9593092 | IP Addr: 10.149.233.223 | Public IP: 115.98.249.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:08:56 IST Mon Jun 8 2020 | Duration: 0h:52m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 37572410 | Bytes Rx: 9593092 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138562 | Audit Session ID: 0a95072a21d420005edda4c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138562 | Audit Session ID: 0a95072a21d420005edda4c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: RoyG | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.224 | Public IP: 183.87.50.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:09:38 IST Mon Jun 8 2020 | Duration: 0h:51m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 138747503 | Bytes Rx: 25883329 | IP Addr: 10.149.233.224 | Public IP: 183.87.50.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:09:38 IST Mon Jun 8 2020 | Duration: 0h:51m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 138747503 | Bytes Rx: 25883329 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138563 | Audit Session ID: 0a95072a21d430005edda4ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 138563 | Audit Session ID: 0a95072a21d430005edda4ea | Security Group Tag: none | EasyVPN: 0 ||
Username: pvictor | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 157.51.80.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:12:29 IST Mon Jun 8 2020 | Duration: 0h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20290712 | Bytes Rx: 10984108 | IP Addr: 10.149.233.210 | Public IP: 157.51.80.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:12:29 IST Mon Jun 8 2020 | Duration: 0h:48m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20290712 | Bytes Rx: 10984108 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138564 | Audit Session ID: 0a95072a21d440005edda595 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138564 | Audit Session ID: 0a95072a21d440005edda595 | Security Group Tag: none | EasyVPN: 0 ||
Username: nandinip | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.216 | Public IP: 122.171.176.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:12:44 IST Mon Jun 8 2020 | Duration: 0h:48m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 16926830 | Bytes Rx: 5378318 | IP Addr: 10.149.233.216 | Public IP: 122.171.176.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:12:44 IST Mon Jun 8 2020 | Duration: 0h:48m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 16926830 | Bytes Rx: 5378318 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138565 | Audit Session ID: 0a95072a21d450005edda5a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138565 | Audit Session ID: 0a95072a21d450005edda5a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: srinivas.p | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.209 | Public IP: 27.57.56.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:47 IST Mon Jun 8 2020 | Duration: 0h:47m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 30510110 | Bytes Rx: 10817733 | IP Addr: 10.149.232.209 | Public IP: 27.57.56.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:47 IST Mon Jun 8 2020 | Duration: 0h:47m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 30510110 | Bytes Rx: 10817733 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138571 | Audit Session ID: 0a95072a21d4b0005edda5e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138571 | Audit Session ID: 0a95072a21d4b0005edda5e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: satramak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.186 | Public IP: 171.76.42.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:19:30 IST Mon Jun 8 2020 | Duration: 0h:41m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 175095938 | Bytes Rx: 25413089 | IP Addr: 10.149.232.186 | Public IP: 171.76.42.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:19:30 IST Mon Jun 8 2020 | Duration: 0h:41m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 175095938 | Bytes Rx: 25413089 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138574 | Audit Session ID: 0a95072a21d4e0005edda73a | Security Group Tag: none | EasyVPN: 0 |Session ID: 138574 | Audit Session ID: 0a95072a21d4e0005edda73a | Security Group Tag: none | EasyVPN: 0 ||
Username: PrafulG | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.188 | Public IP: 106.51.234.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:29 IST Mon Jun 8 2020 | Duration: 0h:40m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 55004879 | Bytes Rx: 10907649 | IP Addr: 10.149.232.188 | Public IP: 106.51.234.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:29 IST Mon Jun 8 2020 | Duration: 0h:40m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 55004879 | Bytes Rx: 10907649 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138577 | Audit Session ID: 0a95072a21d510005edda775 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138577 | Audit Session ID: 0a95072a21d510005edda775 | Security Group Tag: none | EasyVPN: 0 ||
Username: SGugulot | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.190 | Public IP: 106.208.47.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:39 IST Mon Jun 8 2020 | Duration: 0h:40m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 53501084 | Bytes Rx: 21543646 | IP Addr: 10.149.232.190 | Public IP: 106.208.47.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:39 IST Mon Jun 8 2020 | Duration: 0h:40m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 53501084 | Bytes Rx: 21543646 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138578 | Audit Session ID: 0a95072a21d520005edda77f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138578 | Audit Session ID: 0a95072a21d520005edda77f | Security Group Tag: none | EasyVPN: 0 ||
Username: sivaprasad.y | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.189 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:41 IST Mon Jun 8 2020 | Duration: 0h:40m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 18261603 | Bytes Rx: 14039605 | IP Addr: 10.149.232.189 | Public IP: 49.37.137.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:41 IST Mon Jun 8 2020 | Duration: 0h:40m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 18261603 | Bytes Rx: 14039605 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138579 | Audit Session ID: 0a95072a21d530005edda781 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138579 | Audit Session ID: 0a95072a21d530005edda781 | Security Group Tag: none | EasyVPN: 0 ||
Username: SGujar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.191 | Public IP: 157.33.162.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:46 IST Mon Jun 8 2020 | Duration: 0h:40m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 54334278 | Bytes Rx: 15332155 | IP Addr: 10.149.232.191 | Public IP: 157.33.162.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:46 IST Mon Jun 8 2020 | Duration: 0h:40m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 54334278 | Bytes Rx: 15332155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138580 | Audit Session ID: 0a95072a21d540005edda786 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138580 | Audit Session ID: 0a95072a21d540005edda786 | Security Group Tag: none | EasyVPN: 0 ||
Username: VGanesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.192 | Public IP: 106.208.65.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:21:24 IST Mon Jun 8 2020 | Duration: 0h:39m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 19587339 | Bytes Rx: 3772920 | IP Addr: 10.149.232.192 | Public IP: 106.208.65.214 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:21:24 IST Mon Jun 8 2020 | Duration: 0h:39m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 19587339 | Bytes Rx: 3772920 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138581 | Audit Session ID: 0a95072a21d550005edda7ac | Security Group Tag: none | EasyVPN: 0 |Session ID: 138581 | Audit Session ID: 0a95072a21d550005edda7ac | Security Group Tag: none | EasyVPN: 0 ||
Username: jharikri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 27.5.249.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:23:12 IST Mon Jun 8 2020 | Duration: 0h:37m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 75794583 | Bytes Rx: 22506737 | IP Addr: 10.149.233.214 | Public IP: 27.5.249.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:23:12 IST Mon Jun 8 2020 | Duration: 0h:37m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 75794583 | Bytes Rx: 22506737 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138583 | Audit Session ID: 0a95072a21d570005edda818 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138583 | Audit Session ID: 0a95072a21d570005edda818 | Security Group Tag: none | EasyVPN: 0 ||
Username: shyv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.59 | Public IP: 112.133.236.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:59 IST Mon Jun 8 2020 | Duration: 0h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 25364270 | Bytes Rx: 2483246 | IP Addr: 10.149.232.59 | Public IP: 112.133.236.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:59 IST Mon Jun 8 2020 | Duration: 0h:36m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 25364270 | Bytes Rx: 2483246 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138584 | Audit Session ID: 0a95072a21d580005edda883 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138584 | Audit Session ID: 0a95072a21d580005edda883 | Security Group Tag: none | EasyVPN: 0 ||
Username: varapras | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.61 | Public IP: 124.123.78.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:30 IST Mon Jun 8 2020 | Duration: 0h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 6907553 | Bytes Rx: 2967196 | IP Addr: 10.149.232.61 | Public IP: 124.123.78.42 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:30 IST Mon Jun 8 2020 | Duration: 0h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 6907553 | Bytes Rx: 2967196 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138585 | Audit Session ID: 0a95072a21d590005edda8a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138585 | Audit Session ID: 0a95072a21d590005edda8a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: suresh.nasina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.63 | Public IP: 49.204.177.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:45 IST Mon Jun 8 2020 | Duration: 0h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 7694740 | Bytes Rx: 6681389 | IP Addr: 10.149.232.63 | Public IP: 49.204.177.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:45 IST Mon Jun 8 2020 | Duration: 0h:35m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 7694740 | Bytes Rx: 6681389 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138586 | Audit Session ID: 0a95072a21d5a0005edda8b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138586 | Audit Session ID: 0a95072a21d5a0005edda8b1 | Security Group Tag: none | EasyVPN: 0 ||
