sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ABMALAVE | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 22h:11m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 588751828 | Bytes Rx: 270550921 | IP Addr: 10.149.232.175 | Public IP: 183.87.54.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:50:33 IST Tue Jun 23 2020 | Duration: 22h:11m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 588751828 | Bytes Rx: 270550921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 |Session ID: 168585 | Audit Session ID: 0a95072a292890005ef1ad41 | Security Group Tag: none | EasyVPN: 0 ||
Username: gseenipa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.138 | Public IP: 122.164.27.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:00 IST Wed Jun 24 2020 | Duration: 0h:49m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 27208293 | Bytes Rx: 12815302 | IP Addr: 10.149.233.138 | Public IP: 122.164.27.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:00 IST Wed Jun 24 2020 | Duration: 0h:49m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 27208293 | Bytes Rx: 12815302 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170238 | Audit Session ID: 0a95072a298fe0005ef2d9d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170238 | Audit Session ID: 0a95072a298fe0005ef2d9d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: nnagaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.139 | Public IP: 27.62.141.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:01 IST Wed Jun 24 2020 | Duration: 0h:49m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 35462100 | Bytes Rx: 13969840 | IP Addr: 10.149.233.139 | Public IP: 27.62.141.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:01 IST Wed Jun 24 2020 | Duration: 0h:49m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 35462100 | Bytes Rx: 13969840 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170239 | Audit Session ID: 0a95072a298ff0005ef2d9d5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170239 | Audit Session ID: 0a95072a298ff0005ef2d9d5 | Security Group Tag: none | EasyVPN: 0 ||
Username: arjukuma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.140 | Public IP: 115.97.21.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:08 IST Wed Jun 24 2020 | Duration: 0h:49m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 40307340 | Bytes Rx: 25390494 | IP Addr: 10.149.233.140 | Public IP: 115.97.21.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:08 IST Wed Jun 24 2020 | Duration: 0h:49m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 40307340 | Bytes Rx: 25390494 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170240 | Audit Session ID: 0a95072a299000005ef2d9dc | Security Group Tag: none | EasyVPN: 0 |Session ID: 170240 | Audit Session ID: 0a95072a299000005ef2d9dc | Security Group Tag: none | EasyVPN: 0 ||
Username: santosh.shinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.141 | Public IP: 106.200.115.91 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:13:09 IST Wed Jun 24 2020 | Duration: 0h:49m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 194587320 | Bytes Rx: 47760187 | IP Addr: 10.149.233.141 | Public IP: 106.200.115.91 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:13:09 IST Wed Jun 24 2020 | Duration: 0h:49m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 194587320 | Bytes Rx: 47760187 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170241 | Audit Session ID: 0a95072a299010005ef2d9dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 170241 | Audit Session ID: 0a95072a299010005ef2d9dd | Security Group Tag: none | EasyVPN: 0 ||
Username: stharmar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.237 | Public IP: 106.198.5.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:17 IST Wed Jun 24 2020 | Duration: 0h:49m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 106693483 | Bytes Rx: 37446734 | IP Addr: 10.149.232.237 | Public IP: 106.198.5.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:17 IST Wed Jun 24 2020 | Duration: 0h:49m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 106693483 | Bytes Rx: 37446734 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170242 | Audit Session ID: 0a95072a299020005ef2d9e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170242 | Audit Session ID: 0a95072a299020005ef2d9e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: Aritram | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.180 | Public IP: 42.110.166.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:27 IST Wed Jun 24 2020 | Duration: 0h:48m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 282950486 | Bytes Rx: 30537147 | IP Addr: 10.149.232.180 | Public IP: 42.110.166.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:27 IST Wed Jun 24 2020 | Duration: 0h:48m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 282950486 | Bytes Rx: 30537147 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170243 | Audit Session ID: 0a95072a299030005ef2d9ef | Security Group Tag: none | EasyVPN: 0 |Session ID: 170243 | Audit Session ID: 0a95072a299030005ef2d9ef | Security Group Tag: none | EasyVPN: 0 ||
Username: jesarava | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.186 | Public IP: 157.50.61.21 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:13:29 IST Wed Jun 24 2020 | Duration: 0h:48m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 89687450 | Bytes Rx: 35539342 | IP Addr: 10.149.232.186 | Public IP: 157.50.61.21 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:13:29 IST Wed Jun 24 2020 | Duration: 0h:48m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 89687450 | Bytes Rx: 35539342 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170245 | Audit Session ID: 0a95072a299050005ef2d9f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170245 | Audit Session ID: 0a95072a299050005ef2d9f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: jestinch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.188 | Public IP: 137.97.120.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Wed Jun 24 2020 | Duration: 0h:48m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 117430541 | Bytes Rx: 32154755 | IP Addr: 10.149.232.188 | Public IP: 137.97.120.209 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:29 IST Wed Jun 24 2020 | Duration: 0h:48m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 117430541 | Bytes Rx: 32154755 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170246 | Audit Session ID: 0a95072a299060005ef2d9f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170246 | Audit Session ID: 0a95072a299060005ef2d9f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: KRamaS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.192 | Public IP: 171.49.205.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:33 IST Wed Jun 24 2020 | Duration: 0h:48m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 153138749 | Bytes Rx: 16849033 | IP Addr: 10.149.232.192 | Public IP: 171.49.205.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:33 IST Wed Jun 24 2020 | Duration: 0h:48m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 153138749 | Bytes Rx: 16849033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170247 | Audit Session ID: 0a95072a299070005ef2d9f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170247 | Audit Session ID: 0a95072a299070005ef2d9f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: knauber | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.143 | Public IP: 115.97.250.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:57 IST Wed Jun 24 2020 | Duration: 0h:48m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 25870995 | Bytes Rx: 10002343 | IP Addr: 10.149.233.143 | Public IP: 115.97.250.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:13:57 IST Wed Jun 24 2020 | Duration: 0h:48m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 25870995 | Bytes Rx: 10002343 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170249 | Audit Session ID: 0a95072a299090005ef2da0d | Security Group Tag: none | EasyVPN: 0 |Session ID: 170249 | Audit Session ID: 0a95072a299090005ef2da0d | Security Group Tag: none | EasyVPN: 0 ||
Username: sdhargav | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.145 | Public IP: 106.209.234.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:30 IST Wed Jun 24 2020 | Duration: 0h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 126863374 | Bytes Rx: 27203775 | IP Addr: 10.149.233.145 | Public IP: 106.209.234.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:30 IST Wed Jun 24 2020 | Duration: 0h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 126863374 | Bytes Rx: 27203775 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170253 | Audit Session ID: 0a95072a2990d0005ef2da2e | Security Group Tag: none | EasyVPN: 0 |Session ID: 170253 | Audit Session ID: 0a95072a2990d0005ef2da2e | Security Group Tag: none | EasyVPN: 0 ||
Username: DVenkatr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.146 | Public IP: 27.5.72.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:44 IST Wed Jun 24 2020 | Duration: 0h:47m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 183113973 | Bytes Rx: 39434884 | IP Addr: 10.149.233.146 | Public IP: 27.5.72.69 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:44 IST Wed Jun 24 2020 | Duration: 0h:47m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 183113973 | Bytes Rx: 39434884 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170255 | Audit Session ID: 0a95072a2990f0005ef2da3c | Security Group Tag: none | EasyVPN: 0 |Session ID: 170255 | Audit Session ID: 0a95072a2990f0005ef2da3c | Security Group Tag: none | EasyVPN: 0 ||
Username: shilbhuj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.147 | Public IP: 103.221.72.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:48 IST Wed Jun 24 2020 | Duration: 0h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 39279645 | Bytes Rx: 12435009 | IP Addr: 10.149.233.147 | Public IP: 103.221.72.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:14:48 IST Wed Jun 24 2020 | Duration: 0h:47m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 39279645 | Bytes Rx: 12435009 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170256 | Audit Session ID: 0a95072a299100005ef2da40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170256 | Audit Session ID: 0a95072a299100005ef2da40 | Security Group Tag: none | EasyVPN: 0 ||
Username: saimani | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.114 | Public IP: 175.101.108.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:28 IST Wed Jun 24 2020 | Duration: 0h:46m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 14222278 | Bytes Rx: 4312129 | IP Addr: 10.149.233.114 | Public IP: 175.101.108.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:15:28 IST Wed Jun 24 2020 | Duration: 0h:46m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 14222278 | Bytes Rx: 4312129 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170257 | Audit Session ID: 0a95072a299110005ef2da68 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170257 | Audit Session ID: 0a95072a299110005ef2da68 | Security Group Tag: none | EasyVPN: 0 ||
Username: AnMohamm | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.205 | Public IP: 103.96.17.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:53 IST Wed Jun 24 2020 | Duration: 0h:44m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 42062497 | Bytes Rx: 10235218 | IP Addr: 10.149.232.205 | Public IP: 103.96.17.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:17:53 IST Wed Jun 24 2020 | Duration: 0h:44m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 42062497 | Bytes Rx: 10235218 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170258 | Audit Session ID: 0a95072a299120005ef2daf9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170258 | Audit Session ID: 0a95072a299120005ef2daf9 | Security Group Tag: none | EasyVPN: 0 ||
Username: pmurugan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.239 | Public IP: 49.207.134.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:06 IST Wed Jun 24 2020 | Duration: 0h:44m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 104995286 | Bytes Rx: 15815827 | IP Addr: 10.149.232.239 | Public IP: 49.207.134.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:06 IST Wed Jun 24 2020 | Duration: 0h:44m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 104995286 | Bytes Rx: 15815827 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170259 | Audit Session ID: 0a95072a299130005ef2db06 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170259 | Audit Session ID: 0a95072a299130005ef2db06 | Security Group Tag: none | EasyVPN: 0 ||
Username: prparasu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.22 | Public IP: 59.88.248.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:14 IST Wed Jun 24 2020 | Duration: 0h:44m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 71954516 | Bytes Rx: 20301306 | IP Addr: 10.149.233.22 | Public IP: 59.88.248.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:14 IST Wed Jun 24 2020 | Duration: 0h:44m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 71954516 | Bytes Rx: 20301306 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170260 | Audit Session ID: 0a95072a299140005ef2db0e | Security Group Tag: none | EasyVPN: 0 |Session ID: 170260 | Audit Session ID: 0a95072a299140005ef2db0e | Security Group Tag: none | EasyVPN: 0 ||
Username: sragunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.177 | Public IP: 183.83.152.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:37 IST Wed Jun 24 2020 | Duration: 0h:43m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 155407047 | Bytes Rx: 13041453 | IP Addr: 10.149.232.177 | Public IP: 183.83.152.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:37 IST Wed Jun 24 2020 | Duration: 0h:43m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 155407047 | Bytes Rx: 13041453 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170261 | Audit Session ID: 0a95072a299150005ef2db25 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170261 | Audit Session ID: 0a95072a299150005ef2db25 | Security Group Tag: none | EasyVPN: 0 ||
Username: balajib | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.189 | Public IP: 223.182.209.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:59 IST Wed Jun 24 2020 | Duration: 0h:43m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 18012534 | Bytes Rx: 6470327 | IP Addr: 10.149.232.189 | Public IP: 223.182.209.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:18:59 IST Wed Jun 24 2020 | Duration: 0h:43m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 18012534 | Bytes Rx: 6470327 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170262 | Audit Session ID: 0a95072a299160005ef2db3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 170262 | Audit Session ID: 0a95072a299160005ef2db3b | Security Group Tag: none | EasyVPN: 0 ||
Username: chateja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.79 | Public IP: 49.207.59.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:09 IST Wed Jun 24 2020 | Duration: 0h:43m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 19402519 | Bytes Rx: 11008617 | IP Addr: 10.149.233.79 | Public IP: 49.207.59.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:19:09 IST Wed Jun 24 2020 | Duration: 0h:43m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 19402519 | Bytes Rx: 11008617 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 170263 | Audit Session ID: 0a95072a299170005ef2db45 | Security Group Tag: none | EasyVPN: 0 |Session ID: 170263 | Audit Session ID: 0a95072a299170005ef2db45 | Security Group Tag: none | EasyVPN: 0 ||
