sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: s.bennett | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 9d 1h:27m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 6071193111 | Bytes Rx: 1931137526 | IP Addr: 10.145.233.97 | Public IP: 90.251.72.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:32:29 UTC Thu May 21 2020 | Duration: 9d 1h:27m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 6071193111 | Bytes Rx: 1931137526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 |Session ID: 74952 | Audit Session ID: 0a910728124c80005ec63c9d | Security Group Tag: none | EasyVPN: 0 ||
Username: pprakash | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.214 | Public IP: 49.35.70.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:11:32 UTC Sat May 30 2020 | Duration: 5h:48m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 88131681 | Bytes Rx: 36217197 | IP Addr: 10.145.232.214 | Public IP: 49.35.70.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:11:32 UTC Sat May 30 2020 | Duration: 5h:48m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 88131681 | Bytes Rx: 36217197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78032 | Audit Session ID: 0a910728130d00005ed1dcf4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78032 | Audit Session ID: 0a910728130d00005ed1dcf4 | Security Group Tag: none | EasyVPN: 0 ||
Username: vgarkar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.215 | Public IP: 157.33.172.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:30:45 UTC Sat May 30 2020 | Duration: 5h:29m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 540809003 | Bytes Rx: 218094717 | IP Addr: 10.145.232.215 | Public IP: 157.33.172.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:30:45 UTC Sat May 30 2020 | Duration: 5h:29m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 540809003 | Bytes Rx: 218094717 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78038 | Audit Session ID: 0a910728130d60005ed1e175 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78038 | Audit Session ID: 0a910728130d60005ed1e175 | Security Group Tag: none | EasyVPN: 0 ||
Username: govind.singh | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.217 | Public IP: 45.113.249.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:43:16 UTC Sat May 30 2020 | Duration: 5h:17m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 801126723 | Bytes Rx: 155825730 | IP Addr: 10.145.232.217 | Public IP: 45.113.249.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:43:16 UTC Sat May 30 2020 | Duration: 5h:17m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 801126723 | Bytes Rx: 155825730 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78039 | Audit Session ID: 0a910728130d70005ed1e464 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78039 | Audit Session ID: 0a910728130d70005ed1e464 | Security Group Tag: none | EasyVPN: 0 ||
Username: rgajleka | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.229 | Public IP: 106.66.236.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:35 UTC Sat May 30 2020 | Duration: 3h:23m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 400768315 | Bytes Rx: 47066145 | IP Addr: 10.145.232.229 | Public IP: 106.66.236.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:36:35 UTC Sat May 30 2020 | Duration: 3h:23m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 400768315 | Bytes Rx: 47066145 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78065 | Audit Session ID: 0a910728130f10005ed1fef3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78065 | Audit Session ID: 0a910728130f10005ed1fef3 | Security Group Tag: none | EasyVPN: 0 ||
Username: devindsi | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.211 | Public IP: 182.77.30.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:19 UTC Sat May 30 2020 | Duration: 3h:06m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 225150204 | Bytes Rx: 142400367 | IP Addr: 10.145.232.211 | Public IP: 182.77.30.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:54:19 UTC Sat May 30 2020 | Duration: 3h:06m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 225150204 | Bytes Rx: 142400367 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78067 | Audit Session ID: 0a910728130f30005ed2031b | Security Group Tag: none | EasyVPN: 0 |Session ID: 78067 | Audit Session ID: 0a910728130f30005ed2031b | Security Group Tag: none | EasyVPN: 0 ||
Username: drajendr | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.225 | Public IP: 49.206.11.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:17 UTC Sat May 30 2020 | Duration: 2h:01m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 74404229 | Bytes Rx: 30315469 | IP Addr: 10.145.232.225 | Public IP: 49.206.11.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:17 UTC Sat May 30 2020 | Duration: 2h:01m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 74404229 | Bytes Rx: 30315469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78075 | Audit Session ID: 0a910728130fb0005ed21255 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78075 | Audit Session ID: 0a910728130fb0005ed21255 | Security Group Tag: none | EasyVPN: 0 ||
Username: BGanesan | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.231 | Public IP: 42.111.139.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:13 UTC Sat May 30 2020 | Duration: 1h:47m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 69655356 | Bytes Rx: 19672973 | IP Addr: 10.145.232.231 | Public IP: 42.111.139.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:13:13 UTC Sat May 30 2020 | Duration: 1h:47m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 69655356 | Bytes Rx: 19672973 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78081 | Audit Session ID: 0a910728131010005ed21599 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78081 | Audit Session ID: 0a910728131010005ed21599 | Security Group Tag: none | EasyVPN: 0 ||
Username: pramodku | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.232 | Public IP: 42.111.22.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:23:51 UTC Sat May 30 2020 | Duration: 1h:36m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 3233381591 | Bytes Rx: 112686624 | IP Addr: 10.145.232.232 | Public IP: 42.111.22.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:23:51 UTC Sat May 30 2020 | Duration: 1h:36m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 3233381591 | Bytes Rx: 112686624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78085 | Audit Session ID: 0a910728131050005ed21817 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78085 | Audit Session ID: 0a910728131050005ed21817 | Security Group Tag: none | EasyVPN: 0 ||
Username: kthomaid | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.219 | Public IP: 84.190.206.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:02 UTC Sat May 30 2020 | Duration: 1h:10m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 73489612 | Bytes Rx: 12224761 | IP Addr: 10.145.232.219 | Public IP: 84.190.206.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:50:02 UTC Sat May 30 2020 | Duration: 1h:10m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 73489612 | Bytes Rx: 12224761 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78091 | Audit Session ID: 0a9107281310b0005ed21e3a | Security Group Tag: none | EasyVPN: 0 |Session ID: 78091 | Audit Session ID: 0a9107281310b0005ed21e3a | Security Group Tag: none | EasyVPN: 0 ||
Username: cogale | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.216 | Public IP: 103.137.50.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:41 UTC Sat May 30 2020 | Duration: 0h:53m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 24506454 | Bytes Rx: 7439222 | IP Addr: 10.145.232.216 | Public IP: 103.137.50.107 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:06:41 UTC Sat May 30 2020 | Duration: 0h:53m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 24506454 | Bytes Rx: 7439222 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78092 | Audit Session ID: 0a9107281310c0005ed22221 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78092 | Audit Session ID: 0a9107281310c0005ed22221 | Security Group Tag: none | EasyVPN: 0 ||
Username: opisal | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.226 | Public IP: 49.35.20.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:39 UTC Sat May 30 2020 | Duration: 0h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 106948472 | Bytes Rx: 62619811 | IP Addr: 10.145.232.226 | Public IP: 49.35.20.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:08:39 UTC Sat May 30 2020 | Duration: 0h:51m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 106948472 | Bytes Rx: 62619811 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78093 | Audit Session ID: 0a9107281310d0005ed22297 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78093 | Audit Session ID: 0a9107281310d0005ed22297 | Security Group Tag: none | EasyVPN: 0 ||
Username: mheeley | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.228 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:02 UTC Sat May 30 2020 | Duration: 0h:44m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 9327288 | Bytes Rx: 2230162 | IP Addr: 10.145.232.228 | Public IP: 5.65.65.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:16:02 UTC Sat May 30 2020 | Duration: 0h:44m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 9327288 | Bytes Rx: 2230162 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78094 | Audit Session ID: 0a9107281310e0005ed22452 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78094 | Audit Session ID: 0a9107281310e0005ed22452 | Security Group Tag: none | EasyVPN: 0 ||
Username: VAIBCHAV | Group: Mac_Test | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.145.232.233 | Public IP: 106.193.129.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:24 UTC Sat May 30 2020 | Duration: 0h:33m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 29373799 | Bytes Rx: 12541945 | IP Addr: 10.145.232.233 | Public IP: 106.193.129.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:24 UTC Sat May 30 2020 | Duration: 0h:33m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 29373799 | Bytes Rx: 12541945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78099 | Audit Session ID: 0a910728131130005ed226c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78099 | Audit Session ID: 0a910728131130005ed226c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: ilkanell | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.223 | Public IP: 89.202.36.4 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:29:31 UTC Sat May 30 2020 | Duration: 0h:30m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 15626427 | Bytes Rx: 11475678 | IP Addr: 10.145.232.223 | Public IP: 89.202.36.4 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:29:31 UTC Sat May 30 2020 | Duration: 0h:30m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 15626427 | Bytes Rx: 11475678 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78102 | Audit Session ID: 0a910728131160005ed2277b | Security Group Tag: none | EasyVPN: 0 |Session ID: 78102 | Audit Session ID: 0a910728131160005ed2277b | Security Group Tag: none | EasyVPN: 0 ||
Username: PLAO | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.209 | Public IP: 86.246.180.177 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:30:19 UTC Sat May 30 2020 | Duration: 0h:30m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 159490727 | Bytes Rx: 41655690 | IP Addr: 10.145.232.209 | Public IP: 86.246.180.177 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:30:19 UTC Sat May 30 2020 | Duration: 0h:30m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 159490727 | Bytes Rx: 41655690 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78104 | Audit Session ID: 0a910728131180005ed227ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 78104 | Audit Session ID: 0a910728131180005ed227ab | Security Group Tag: none | EasyVPN: 0 ||
Username: vellur | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.221 | Public IP: 112.79.49.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:38 UTC Sat May 30 2020 | Duration: 0h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 10842997 | Bytes Rx: 7134341 | IP Addr: 10.145.232.221 | Public IP: 112.79.49.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:38 UTC Sat May 30 2020 | Duration: 0h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 10842997 | Bytes Rx: 7134341 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78107 | Audit Session ID: 0a9107281311b0005ed22836 | Security Group Tag: none | EasyVPN: 0 |Session ID: 78107 | Audit Session ID: 0a9107281311b0005ed22836 | Security Group Tag: none | EasyVPN: 0 ||
Username: kchaskar | Group: TCL_UK_Normal_Grp_Policy | Tunnel Group: TCL-SecureAuth-OTP-Profile | IP Addr: 10.145.232.234 | Public IP: 106.77.42.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:22 UTC Sat May 30 2020 | Duration: 0h:21m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 4658058 | Bytes Rx: 1221314 | IP Addr: 10.145.232.234 | Public IP: 106.77.42.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:22 UTC Sat May 30 2020 | Duration: 0h:21m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 4658058 | Bytes Rx: 1221314 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 78109 | Audit Session ID: 0a9107281311d0005ed2298e | Security Group Tag: none | EasyVPN: 0 |Session ID: 78109 | Audit Session ID: 0a9107281311d0005ed2298e | Security Group Tag: none | EasyVPN: 0 ||
ukl78vpn01a# 
