sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: ksubbiah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.44 | Public IP: 49.207.132.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:11 IST Thu Jun 25 2020 | Duration: 21h:35m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 717394639 | Bytes Rx: 245197236 | IP Addr: 10.149.233.44 | Public IP: 49.207.132.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:58:11 IST Thu Jun 25 2020 | Duration: 21h:35m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 717394639 | Bytes Rx: 245197236 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172728 | Audit Session ID: 0a95072a2a2b80005ef435eb | Security Group Tag: none | EasyVPN: 0 |Session ID: 172728 | Audit Session ID: 0a95072a2a2b80005ef435eb | Security Group Tag: none | EasyVPN: 0 ||
Username: ChetanP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.200 | Public IP: 103.140.27.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:31:32 IST Fri Jun 26 2020 | Duration: 1h:01m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 117612143 | Bytes Rx: 22259638 | IP Addr: 10.149.233.200 | Public IP: 103.140.27.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:31:32 IST Fri Jun 26 2020 | Duration: 1h:01m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 117612143 | Bytes Rx: 22259638 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174538 | Audit Session ID: 0a95072a2a9ca0005ef556fc | Security Group Tag: none | EasyVPN: 0 |Session ID: 174538 | Audit Session ID: 0a95072a2a9ca0005ef556fc | Security Group Tag: none | EasyVPN: 0 ||
Username: rajasekaran.m | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.201 | Public IP: 171.60.199.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:05 IST Fri Jun 26 2020 | Duration: 1h:01m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 47329646 | Bytes Rx: 9020813 | IP Addr: 10.149.233.201 | Public IP: 171.60.199.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:05 IST Fri Jun 26 2020 | Duration: 1h:01m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 47329646 | Bytes Rx: 9020813 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174539 | Audit Session ID: 0a95072a2a9cb0005ef5571d | Security Group Tag: none | EasyVPN: 0 |Session ID: 174539 | Audit Session ID: 0a95072a2a9cb0005ef5571d | Security Group Tag: none | EasyVPN: 0 ||
Username: sydhic.mp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 137.97.175.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:18 IST Fri Jun 26 2020 | Duration: 1h:01m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 63101096 | Bytes Rx: 27745778 | IP Addr: 10.149.233.202 | Public IP: 137.97.175.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:32:18 IST Fri Jun 26 2020 | Duration: 1h:01m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 63101096 | Bytes Rx: 27745778 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174541 | Audit Session ID: 0a95072a2a9cd0005ef5572a | Security Group Tag: none | EasyVPN: 0 |Session ID: 174541 | Audit Session ID: 0a95072a2a9cd0005ef5572a | Security Group Tag: none | EasyVPN: 0 ||
Username: hmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.204 | Public IP: 157.50.138.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:18 IST Fri Jun 26 2020 | Duration: 1h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 27602676 | Bytes Rx: 9194479 | IP Addr: 10.149.233.204 | Public IP: 157.50.138.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:33:18 IST Fri Jun 26 2020 | Duration: 1h:00m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 27602676 | Bytes Rx: 9194479 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174542 | Audit Session ID: 0a95072a2a9ce0005ef55766 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174542 | Audit Session ID: 0a95072a2a9ce0005ef55766 | Security Group Tag: none | EasyVPN: 0 ||
Username: dnanda | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.205 | Public IP: 106.209.163.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:34:37 IST Fri Jun 26 2020 | Duration: 0h:58m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 103324351 | Bytes Rx: 12151483 | IP Addr: 10.149.233.205 | Public IP: 106.209.163.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:34:37 IST Fri Jun 26 2020 | Duration: 0h:58m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 103324351 | Bytes Rx: 12151483 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174543 | Audit Session ID: 0a95072a2a9cf0005ef557b5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174543 | Audit Session ID: 0a95072a2a9cf0005ef557b5 | Security Group Tag: none | EasyVPN: 0 ||
Username: tushhaja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.207 | Public IP: 157.33.154.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:42 IST Fri Jun 26 2020 | Duration: 0h:57m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 63121017 | Bytes Rx: 26412373 | IP Addr: 10.149.233.207 | Public IP: 157.33.154.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:35:42 IST Fri Jun 26 2020 | Duration: 0h:57m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 63121017 | Bytes Rx: 26412373 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174545 | Audit Session ID: 0a95072a2a9d10005ef557f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174545 | Audit Session ID: 0a95072a2a9d10005ef557f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: yamunat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.7 | Public IP: 106.208.122.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:08 IST Fri Jun 26 2020 | Duration: 0h:55m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 23700650 | Bytes Rx: 8923556 | IP Addr: 10.149.232.7 | Public IP: 106.208.122.36 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:38:08 IST Fri Jun 26 2020 | Duration: 0h:55m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 23700650 | Bytes Rx: 8923556 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174548 | Audit Session ID: 0a95072a2a9d40005ef55888 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174548 | Audit Session ID: 0a95072a2a9d40005ef55888 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashgangi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.15 | Public IP: 183.83.227.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:15 IST Fri Jun 26 2020 | Duration: 0h:53m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 46570345 | Bytes Rx: 18882549 | IP Addr: 10.149.232.15 | Public IP: 183.83.227.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:40:15 IST Fri Jun 26 2020 | Duration: 0h:53m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 46570345 | Bytes Rx: 18882549 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174551 | Audit Session ID: 0a95072a2a9d70005ef55907 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174551 | Audit Session ID: 0a95072a2a9d70005ef55907 | Security Group Tag: none | EasyVPN: 0 ||
Username: santosh.shinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 106.200.114.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:24 IST Fri Jun 26 2020 | Duration: 0h:49m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 83010038 | Bytes Rx: 5476753 | IP Addr: 10.149.233.197 | Public IP: 106.200.114.34 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:24 IST Fri Jun 26 2020 | Duration: 0h:49m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 83010038 | Bytes Rx: 5476753 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174552 | Audit Session ID: 0a95072a2a9d80005ef55a00 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174552 | Audit Session ID: 0a95072a2a9d80005ef55a00 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgowda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.14 | Public IP: 223.186.126.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:34 IST Fri Jun 26 2020 | Duration: 0h:47m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 29084967 | Bytes Rx: 5138931 | IP Addr: 10.149.232.14 | Public IP: 223.186.126.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:45:34 IST Fri Jun 26 2020 | Duration: 0h:47m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 29084967 | Bytes Rx: 5138931 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174554 | Audit Session ID: 0a95072a2a9da0005ef55a46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174554 | Audit Session ID: 0a95072a2a9da0005ef55a46 | Security Group Tag: none | EasyVPN: 0 ||
Username: nsankara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.16 | Public IP: 157.45.134.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:30 IST Fri Jun 26 2020 | Duration: 0h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 174808654 | Bytes Rx: 33807713 | IP Addr: 10.149.232.16 | Public IP: 157.45.134.131 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:30 IST Fri Jun 26 2020 | Duration: 0h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 174808654 | Bytes Rx: 33807713 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174555 | Audit Session ID: 0a95072a2a9db0005ef55a7e | Security Group Tag: none | EasyVPN: 0 |Session ID: 174555 | Audit Session ID: 0a95072a2a9db0005ef55a7e | Security Group Tag: none | EasyVPN: 0 ||
Username: gnanavel.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.208 | Public IP: 42.111.131.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:18 IST Fri Jun 26 2020 | Duration: 0h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 16870066 | Bytes Rx: 8569249 | IP Addr: 10.149.233.208 | Public IP: 42.111.131.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:53:18 IST Fri Jun 26 2020 | Duration: 0h:40m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 16870066 | Bytes Rx: 8569249 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174558 | Audit Session ID: 0a95072a2a9de0005ef55c16 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174558 | Audit Session ID: 0a95072a2a9de0005ef55c16 | Security Group Tag: none | EasyVPN: 0 ||
Username: mkiruban | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.209 | Public IP: 103.98.63.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:28 IST Fri Jun 26 2020 | Duration: 0h:38m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 9954778 | Bytes Rx: 3441447 | IP Addr: 10.149.233.209 | Public IP: 103.98.63.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:54:28 IST Fri Jun 26 2020 | Duration: 0h:38m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 9954778 | Bytes Rx: 3441447 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174563 | Audit Session ID: 0a95072a2a9e30005ef55c5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 174563 | Audit Session ID: 0a95072a2a9e30005ef55c5c | Security Group Tag: none | EasyVPN: 0 ||
Username: ramakg | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 106.208.18.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:59 IST Fri Jun 26 2020 | Duration: 0h:37m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 7178479 | Bytes Rx: 5331199 | IP Addr: 10.149.233.210 | Public IP: 106.208.18.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:55:59 IST Fri Jun 26 2020 | Duration: 0h:37m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 7178479 | Bytes Rx: 5331199 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174565 | Audit Session ID: 0a95072a2a9e50005ef55cb7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174565 | Audit Session ID: 0a95072a2a9e50005ef55cb7 | Security Group Tag: none | EasyVPN: 0 ||
Username: RMalamel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.211 | Public IP: 111.92.79.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:25 IST Fri Jun 26 2020 | Duration: 0h:36m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 16585740 | Bytes Rx: 4955369 | IP Addr: 10.149.233.211 | Public IP: 111.92.79.167 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:25 IST Fri Jun 26 2020 | Duration: 0h:36m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 16585740 | Bytes Rx: 4955369 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174566 | Audit Session ID: 0a95072a2a9e60005ef55cd1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174566 | Audit Session ID: 0a95072a2a9e60005ef55cd1 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangnair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.212 | Public IP: 106.201.162.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:55 IST Fri Jun 26 2020 | Duration: 0h:36m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 33126413 | Bytes Rx: 16952163 | IP Addr: 10.149.233.212 | Public IP: 106.201.162.40 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:55 IST Fri Jun 26 2020 | Duration: 0h:36m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 33126413 | Bytes Rx: 16952163 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174567 | Audit Session ID: 0a95072a2a9e70005ef55cef | Security Group Tag: none | EasyVPN: 0 |Session ID: 174567 | Audit Session ID: 0a95072a2a9e70005ef55cef | Security Group Tag: none | EasyVPN: 0 ||
Username: dessures | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 157.44.110.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:04 IST Fri Jun 26 2020 | Duration: 0h:36m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 19911666 | Bytes Rx: 13895078 | IP Addr: 10.149.233.213 | Public IP: 157.44.110.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:04 IST Fri Jun 26 2020 | Duration: 0h:36m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 19911666 | Bytes Rx: 13895078 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174569 | Audit Session ID: 0a95072a2a9e90005ef55cf8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174569 | Audit Session ID: 0a95072a2a9e90005ef55cf8 | Security Group Tag: none | EasyVPN: 0 ||
Username: skarn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 157.42.113.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:16 IST Fri Jun 26 2020 | Duration: 0h:36m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 30343010 | Bytes Rx: 9024972 | IP Addr: 10.149.233.214 | Public IP: 157.42.113.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:16 IST Fri Jun 26 2020 | Duration: 0h:36m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 30343010 | Bytes Rx: 9024972 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174571 | Audit Session ID: 0a95072a2a9eb0005ef55d04 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174571 | Audit Session ID: 0a95072a2a9eb0005ef55d04 | Security Group Tag: none | EasyVPN: 0 ||
Username: durai.raj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.216 | Public IP: 157.50.189.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:22 IST Fri Jun 26 2020 | Duration: 0h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 24964377 | Bytes Rx: 7342408 | IP Addr: 10.149.233.216 | Public IP: 157.50.189.156 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:22 IST Fri Jun 26 2020 | Duration: 0h:35m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 24964377 | Bytes Rx: 7342408 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 174574 | Audit Session ID: 0a95072a2a9ee0005ef55d46 | Security Group Tag: none | EasyVPN: 0 |Session ID: 174574 | Audit Session ID: 0a95072a2a9ee0005ef55d46 | Security Group Tag: none | EasyVPN: 0 ||
