sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: JinsonA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | IP Addr: 10.149.232.2 | Public IP: 122.169.79.137 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:05:54 IST Sun Jun 14 2020 | Duration: 12h:54m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 277150589 | Bytes Rx: 145720250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 |Session ID: 151394 | Audit Session ID: 0a95072a24f620005ee643da | Security Group Tag: none | EasyVPN: 0 ||
Username: jvijayva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.52 | Public IP: 106.193.203.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:40 IST Mon Jun 15 2020 | Duration: 0h:32m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 18401229 | Bytes Rx: 8941898 | IP Addr: 10.149.232.52 | Public IP: 106.193.203.93 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:40 IST Mon Jun 15 2020 | Duration: 0h:32m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 18401229 | Bytes Rx: 8941898 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151679 | Audit Session ID: 0a95072a2507f0005ee6f1b4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151679 | Audit Session ID: 0a95072a2507f0005ee6f1b4 | Security Group Tag: none | EasyVPN: 0 ||
Username: MohitLok | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.51 | Public IP: 103.195.203.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:40 IST Mon Jun 15 2020 | Duration: 0h:32m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 39466509 | Bytes Rx: 18399817 | IP Addr: 10.149.232.51 | Public IP: 103.195.203.218 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:40 IST Mon Jun 15 2020 | Duration: 0h:32m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 39466509 | Bytes Rx: 18399817 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151681 | Audit Session ID: 0a95072a250810005ee6f1b4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151681 | Audit Session ID: 0a95072a250810005ee6f1b4 | Security Group Tag: none | EasyVPN: 0 ||
Username: nandinip | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.53 | Public IP: 122.179.59.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:44 IST Mon Jun 15 2020 | Duration: 0h:32m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 70318407 | Bytes Rx: 11031989 | IP Addr: 10.149.232.53 | Public IP: 122.179.59.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:44 IST Mon Jun 15 2020 | Duration: 0h:32m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 70318407 | Bytes Rx: 11031989 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151682 | Audit Session ID: 0a95072a250820005ee6f1b8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151682 | Audit Session ID: 0a95072a250820005ee6f1b8 | Security Group Tag: none | EasyVPN: 0 ||
Username: satnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.54 | Public IP: 27.5.157.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:06 IST Mon Jun 15 2020 | Duration: 0h:32m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 32425960 | Bytes Rx: 17729616 | IP Addr: 10.149.232.54 | Public IP: 27.5.157.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:06 IST Mon Jun 15 2020 | Duration: 0h:32m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 32425960 | Bytes Rx: 17729616 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151683 | Audit Session ID: 0a95072a250830005ee6f1ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 151683 | Audit Session ID: 0a95072a250830005ee6f1ce | Security Group Tag: none | EasyVPN: 0 ||
Username: srlakshm | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.55 | Public IP: 103.98.63.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:41 IST Mon Jun 15 2020 | Duration: 0h:31m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 28211115 | Bytes Rx: 4150229 | IP Addr: 10.149.232.55 | Public IP: 103.98.63.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:41 IST Mon Jun 15 2020 | Duration: 0h:31m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 28211115 | Bytes Rx: 4150229 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151684 | Audit Session ID: 0a95072a250840005ee6f1f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151684 | Audit Session ID: 0a95072a250840005ee6f1f1 | Security Group Tag: none | EasyVPN: 0 ||
Username: aravinth | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.56 | Public IP: 115.97.77.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:46 IST Mon Jun 15 2020 | Duration: 0h:31m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20818027 | Bytes Rx: 7034455 | IP Addr: 10.149.232.56 | Public IP: 115.97.77.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:46 IST Mon Jun 15 2020 | Duration: 0h:31m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 20818027 | Bytes Rx: 7034455 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151685 | Audit Session ID: 0a95072a250850005ee6f1f6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151685 | Audit Session ID: 0a95072a250850005ee6f1f6 | Security Group Tag: none | EasyVPN: 0 ||
Username: NJaffer | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr:  | Public IP: 157.50.218.239 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:31:51 IST Mon Jun 15 2020 | Duration: 0h:28m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | IP Addr:  | Public IP: 157.50.218.239 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:31:51 IST Mon Jun 15 2020 | Duration: 0h:28m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 0 | Bytes Rx: 0 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151686 | Audit Session ID: 0a95072a250860005ee6f2af | Security Group Tag: none | EasyVPN: 0 |Session ID: 151686 | Audit Session ID: 0a95072a250860005ee6f2af | Security Group Tag: none | EasyVPN: 0 ||
Username: shankar.ms | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.177 | Public IP: 123.136.223.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:08 IST Mon Jun 15 2020 | Duration: 0h:28m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 530225422 | Bytes Rx: 56779384 | IP Addr: 10.149.233.177 | Public IP: 123.136.223.87 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:08 IST Mon Jun 15 2020 | Duration: 0h:28m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 530225422 | Bytes Rx: 56779384 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151687 | Audit Session ID: 0a95072a250870005ee6f2c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151687 | Audit Session ID: 0a95072a250870005ee6f2c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: srinivas.p | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.57 | Public IP: 171.60.213.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:16 IST Mon Jun 15 2020 | Duration: 0h:28m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 78472826 | Bytes Rx: 11466064 | IP Addr: 10.149.232.57 | Public IP: 171.60.213.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:16 IST Mon Jun 15 2020 | Duration: 0h:28m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 78472826 | Bytes Rx: 11466064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151688 | Audit Session ID: 0a95072a250880005ee6f2c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151688 | Audit Session ID: 0a95072a250880005ee6f2c8 | Security Group Tag: none | EasyVPN: 0 ||
Username: t.veerapathiran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.58 | Public IP: 103.91.218.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:23 IST Mon Jun 15 2020 | Duration: 0h:27m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 24942016 | Bytes Rx: 8482751 | IP Addr: 10.149.232.58 | Public IP: 103.91.218.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:23 IST Mon Jun 15 2020 | Duration: 0h:27m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 24942016 | Bytes Rx: 8482751 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151689 | Audit Session ID: 0a95072a250890005ee6f2cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 151689 | Audit Session ID: 0a95072a250890005ee6f2cf | Security Group Tag: none | EasyVPN: 0 ||
Username: dhykotha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.59 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:48 IST Mon Jun 15 2020 | Duration: 0h:27m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 15977751 | Bytes Rx: 13290709 | IP Addr: 10.149.232.59 | Public IP: 103.86.182.161 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:48 IST Mon Jun 15 2020 | Duration: 0h:27m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 15977751 | Bytes Rx: 13290709 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151690 | Audit Session ID: 0a95072a2508a0005ee6f2e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151690 | Audit Session ID: 0a95072a2508a0005ee6f2e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: anksingh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.64 | Public IP: 103.30.143.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:54 IST Mon Jun 15 2020 | Duration: 0h:27m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 51646114 | Bytes Rx: 21646004 | IP Addr: 10.149.232.64 | Public IP: 103.30.143.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:54 IST Mon Jun 15 2020 | Duration: 0h:27m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 51646114 | Bytes Rx: 21646004 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151691 | Audit Session ID: 0a95072a2508b0005ee6f2ee | Security Group Tag: none | EasyVPN: 0 |Session ID: 151691 | Audit Session ID: 0a95072a2508b0005ee6f2ee | Security Group Tag: none | EasyVPN: 0 ||
Username: vrajaraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.60 | Public IP: 117.213.76.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:05 IST Mon Jun 15 2020 | Duration: 0h:27m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 14156666 | Bytes Rx: 4711444 | IP Addr: 10.149.232.60 | Public IP: 117.213.76.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:05 IST Mon Jun 15 2020 | Duration: 0h:27m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 14156666 | Bytes Rx: 4711444 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151692 | Audit Session ID: 0a95072a2508c0005ee6f2f9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151692 | Audit Session ID: 0a95072a2508c0005ee6f2f9 | Security Group Tag: none | EasyVPN: 0 ||
Username: rawasthi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.61 | Public IP: 182.68.214.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:15 IST Mon Jun 15 2020 | Duration: 0h:27m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 68975268 | Bytes Rx: 15057267 | IP Addr: 10.149.232.61 | Public IP: 182.68.214.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:15 IST Mon Jun 15 2020 | Duration: 0h:27m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 68975268 | Bytes Rx: 15057267 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151693 | Audit Session ID: 0a95072a2508d0005ee6f303 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151693 | Audit Session ID: 0a95072a2508d0005ee6f303 | Security Group Tag: none | EasyVPN: 0 ||
Username: BPatel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.63 | Public IP: 157.32.82.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:22 IST Mon Jun 15 2020 | Duration: 0h:26m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 15980872 | Bytes Rx: 4003423 | IP Addr: 10.149.232.63 | Public IP: 157.32.82.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:22 IST Mon Jun 15 2020 | Duration: 0h:26m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 15980872 | Bytes Rx: 4003423 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151695 | Audit Session ID: 0a95072a2508f0005ee6f30a | Security Group Tag: none | EasyVPN: 0 |Session ID: 151695 | Audit Session ID: 0a95072a2508f0005ee6f30a | Security Group Tag: none | EasyVPN: 0 ||
Username: satramak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.65 | Public IP: 171.78.170.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:26 IST Mon Jun 15 2020 | Duration: 0h:26m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 220885128 | Bytes Rx: 16062033 | IP Addr: 10.149.232.65 | Public IP: 171.78.170.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:26 IST Mon Jun 15 2020 | Duration: 0h:26m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 220885128 | Bytes Rx: 16062033 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151696 | Audit Session ID: 0a95072a250900005ee6f30e | Security Group Tag: none | EasyVPN: 0 |Session ID: 151696 | Audit Session ID: 0a95072a250900005ee6f30e | Security Group Tag: none | EasyVPN: 0 ||
Username: Gullsrin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.66 | Public IP: 27.6.68.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:45 IST Mon Jun 15 2020 | Duration: 0h:26m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 17598067 | Bytes Rx: 5218617 | IP Addr: 10.149.232.66 | Public IP: 27.6.68.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:45 IST Mon Jun 15 2020 | Duration: 0h:26m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 17598067 | Bytes Rx: 5218617 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151698 | Audit Session ID: 0a95072a250920005ee6f321 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151698 | Audit Session ID: 0a95072a250920005ee6f321 | Security Group Tag: none | EasyVPN: 0 ||
Username: nishant.budhani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.67 | Public IP: 103.86.182.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:00 IST Mon Jun 15 2020 | Duration: 0h:26m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 78646209 | Bytes Rx: 10100593 | IP Addr: 10.149.232.67 | Public IP: 103.86.182.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:00 IST Mon Jun 15 2020 | Duration: 0h:26m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 78646209 | Bytes Rx: 10100593 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151699 | Audit Session ID: 0a95072a250930005ee6f330 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151699 | Audit Session ID: 0a95072a250930005ee6f330 | Security Group Tag: none | EasyVPN: 0 ||
Username: bhsriniv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.68 | Public IP: 60.243.83.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:12 IST Mon Jun 15 2020 | Duration: 0h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 77894737 | Bytes Rx: 42423267 | IP Addr: 10.149.232.68 | Public IP: 60.243.83.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:12 IST Mon Jun 15 2020 | Duration: 0h:26m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 77894737 | Bytes Rx: 42423267 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151700 | Audit Session ID: 0a95072a250940005ee6f33c | Security Group Tag: none | EasyVPN: 0 |Session ID: 151700 | Audit Session ID: 0a95072a250940005ee6f33c | Security Group Tag: none | EasyVPN: 0 ||
Username: sdandapa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 122.171.81.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:33 IST Mon Jun 15 2020 | Duration: 0h:25m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 13548485 | Bytes Rx: 6335764 | IP Addr: 10.149.232.69 | Public IP: 122.171.81.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:33 IST Mon Jun 15 2020 | Duration: 0h:25m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 13548485 | Bytes Rx: 6335764 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151701 | Audit Session ID: 0a95072a250950005ee6f351 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151701 | Audit Session ID: 0a95072a250950005ee6f351 | Security Group Tag: none | EasyVPN: 0 ||
