sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 2h:43m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 789998748 | Bytes Rx: 361704251 | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 2h:43m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 789998748 | Bytes Rx: 361704251 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 |Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 ||
Username: priyalag | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.240.232 | Public IP: 103.231.216.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:38 IST Fri Jun 12 2020 | Duration: 3h:13m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 93293623 | Bytes Rx: 25433985 | IP Addr: 10.149.240.232 | Public IP: 103.231.216.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:38 IST Fri Jun 12 2020 | Duration: 3h:13m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 93293623 | Bytes Rx: 25433985 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148782 | Audit Session ID: 0a95072a2452e0005ee32df2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148782 | Audit Session ID: 0a95072a2452e0005ee32df2 | Security Group Tag: none | EasyVPN: 0 ||
Username: shimjus | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.231 | Public IP: 157.46.215.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:39 IST Fri Jun 12 2020 | Duration: 3h:13m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 395746955 | Bytes Rx: 153945170 | IP Addr: 10.149.240.231 | Public IP: 157.46.215.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:39 IST Fri Jun 12 2020 | Duration: 3h:13m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 395746955 | Bytes Rx: 153945170 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148783 | Audit Session ID: 0a95072a2452f0005ee32df3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148783 | Audit Session ID: 0a95072a2452f0005ee32df3 | Security Group Tag: none | EasyVPN: 0 ||
Username: MSahana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.233 | Public IP: 157.44.174.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:50 IST Fri Jun 12 2020 | Duration: 3h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 79826204 | Bytes Rx: 29315384 | IP Addr: 10.149.240.233 | Public IP: 157.44.174.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:50 IST Fri Jun 12 2020 | Duration: 3h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 79826204 | Bytes Rx: 29315384 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148784 | Audit Session ID: 0a95072a245300005ee32dfe | Security Group Tag: none | EasyVPN: 0 |Session ID: 148784 | Audit Session ID: 0a95072a245300005ee32dfe | Security Group Tag: none | EasyVPN: 0 ||
Username: ABanu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.234 | Public IP: 49.37.198.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:56 IST Fri Jun 12 2020 | Duration: 3h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 14591884 | Bytes Rx: 8422386 | IP Addr: 10.149.240.234 | Public IP: 49.37.198.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:55:56 IST Fri Jun 12 2020 | Duration: 3h:12m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 14591884 | Bytes Rx: 8422386 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148785 | Audit Session ID: 0a95072a245310005ee32e04 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148785 | Audit Session ID: 0a95072a245310005ee32e04 | Security Group Tag: none | EasyVPN: 0 ||
Username: srsreeni | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.235 | Public IP: 117.193.246.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:00 IST Fri Jun 12 2020 | Duration: 3h:12m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 76232168 | Bytes Rx: 29488428 | IP Addr: 10.149.240.235 | Public IP: 117.193.246.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:00 IST Fri Jun 12 2020 | Duration: 3h:12m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 76232168 | Bytes Rx: 29488428 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148786 | Audit Session ID: 0a95072a245320005ee32e08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148786 | Audit Session ID: 0a95072a245320005ee32e08 | Security Group Tag: none | EasyVPN: 0 ||
Username: skanteti | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.150 | Public IP: 157.44.123.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:09 IST Fri Jun 12 2020 | Duration: 3h:12m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 50723972 | Bytes Rx: 24818370 | IP Addr: 10.149.233.150 | Public IP: 157.44.123.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:09 IST Fri Jun 12 2020 | Duration: 3h:12m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 50723972 | Bytes Rx: 24818370 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148787 | Audit Session ID: 0a95072a245330005ee32e11 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148787 | Audit Session ID: 0a95072a245330005ee32e11 | Security Group Tag: none | EasyVPN: 0 ||
Username: pandmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.66 | Public IP: 157.46.3.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:09 IST Fri Jun 12 2020 | Duration: 3h:12m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 375229257 | Bytes Rx: 190189422 | IP Addr: 10.149.232.66 | Public IP: 157.46.3.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:09 IST Fri Jun 12 2020 | Duration: 3h:12m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 375229257 | Bytes Rx: 190189422 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148788 | Audit Session ID: 0a95072a245340005ee32e11 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148788 | Audit Session ID: 0a95072a245340005ee32e11 | Security Group Tag: none | EasyVPN: 0 ||
Username: swselvar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.97 | Public IP: 106.203.99.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:15 IST Fri Jun 12 2020 | Duration: 3h:12m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 818077916 | Bytes Rx: 37008120 | IP Addr: 10.149.232.97 | Public IP: 106.203.99.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:15 IST Fri Jun 12 2020 | Duration: 3h:12m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 818077916 | Bytes Rx: 37008120 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148789 | Audit Session ID: 0a95072a245350005ee32e17 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148789 | Audit Session ID: 0a95072a245350005ee32e17 | Security Group Tag: none | EasyVPN: 0 ||
Username: anupabra | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.240.237 | Public IP: 157.51.72.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:47 IST Fri Jun 12 2020 | Duration: 3h:12m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 111639135 | Bytes Rx: 41108172 | IP Addr: 10.149.240.237 | Public IP: 157.51.72.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:56:47 IST Fri Jun 12 2020 | Duration: 3h:12m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 111639135 | Bytes Rx: 41108172 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148791 | Audit Session ID: 0a95072a245370005ee32e37 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148791 | Audit Session ID: 0a95072a245370005ee32e37 | Security Group Tag: none | EasyVPN: 0 ||
Username: senguttuvan.p | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.174 | Public IP: 157.51.200.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:18 IST Fri Jun 12 2020 | Duration: 3h:09m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 119961112 | Bytes Rx: 75602487 | IP Addr: 10.149.232.174 | Public IP: 157.51.200.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:18 IST Fri Jun 12 2020 | Duration: 3h:09m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 119961112 | Bytes Rx: 75602487 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148793 | Audit Session ID: 0a95072a245390005ee32ece | Security Group Tag: none | EasyVPN: 0 |Session ID: 148793 | Audit Session ID: 0a95072a245390005ee32ece | Security Group Tag: none | EasyVPN: 0 ||
Username: hramired | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.186 | Public IP: 157.45.187.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:22 IST Fri Jun 12 2020 | Duration: 3h:09m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 154990422 | Bytes Rx: 56133141 | IP Addr: 10.149.233.186 | Public IP: 157.45.187.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:22 IST Fri Jun 12 2020 | Duration: 3h:09m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 154990422 | Bytes Rx: 56133141 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148794 | Audit Session ID: 0a95072a2453a0005ee32ed2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148794 | Audit Session ID: 0a95072a2453a0005ee32ed2 | Security Group Tag: none | EasyVPN: 0 ||
Username: VijaySel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.239 | Public IP: 157.51.141.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:31 IST Fri Jun 12 2020 | Duration: 3h:09m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 92357403 | Bytes Rx: 50804040 | IP Addr: 10.149.240.239 | Public IP: 157.51.141.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:31 IST Fri Jun 12 2020 | Duration: 3h:09m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 92357403 | Bytes Rx: 50804040 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148795 | Audit Session ID: 0a95072a2453b0005ee32edb | Security Group Tag: none | EasyVPN: 0 |Session ID: 148795 | Audit Session ID: 0a95072a2453b0005ee32edb | Security Group Tag: none | EasyVPN: 0 ||
Username: UBattula | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.241 | Public IP: 157.48.63.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:33 IST Fri Jun 12 2020 | Duration: 3h:09m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 64561082 | Bytes Rx: 20450003 | IP Addr: 10.149.240.241 | Public IP: 157.48.63.76 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:33 IST Fri Jun 12 2020 | Duration: 3h:09m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 64561082 | Bytes Rx: 20450003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148796 | Audit Session ID: 0a95072a2453c0005ee32edd | Security Group Tag: none | EasyVPN: 0 |Session ID: 148796 | Audit Session ID: 0a95072a2453c0005ee32edd | Security Group Tag: none | EasyVPN: 0 ||
Username: mkiruban | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.238 | Public IP: 103.98.63.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:40 IST Fri Jun 12 2020 | Duration: 3h:09m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 104767993 | Bytes Rx: 41606436 | IP Addr: 10.149.240.238 | Public IP: 103.98.63.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:40 IST Fri Jun 12 2020 | Duration: 3h:09m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 104767993 | Bytes Rx: 41606436 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148798 | Audit Session ID: 0a95072a2453e0005ee32ee4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148798 | Audit Session ID: 0a95072a2453e0005ee32ee4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Jayapraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.240 | Public IP: 49.207.139.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:44 IST Fri Jun 12 2020 | Duration: 3h:09m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 37460742 | Bytes Rx: 18207826 | IP Addr: 10.149.240.240 | Public IP: 49.207.139.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:44 IST Fri Jun 12 2020 | Duration: 3h:09m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 37460742 | Bytes Rx: 18207826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148800 | Audit Session ID: 0a95072a245400005ee32ee8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148800 | Audit Session ID: 0a95072a245400005ee32ee8 | Security Group Tag: none | EasyVPN: 0 ||
Username: dkrishna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.242 | Public IP: 27.62.41.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:56 IST Fri Jun 12 2020 | Duration: 3h:08m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 86657236 | Bytes Rx: 20988200 | IP Addr: 10.149.240.242 | Public IP: 27.62.41.176 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:59:56 IST Fri Jun 12 2020 | Duration: 3h:08m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 86657236 | Bytes Rx: 20988200 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148801 | Audit Session ID: 0a95072a245410005ee32ef4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148801 | Audit Session ID: 0a95072a245410005ee32ef4 | Security Group Tag: none | EasyVPN: 0 ||
Username: bprabhak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.243 | Public IP: 106.208.96.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:14 IST Fri Jun 12 2020 | Duration: 3h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 55308420 | Bytes Rx: 33435028 | IP Addr: 10.149.240.243 | Public IP: 106.208.96.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:14 IST Fri Jun 12 2020 | Duration: 3h:08m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 55308420 | Bytes Rx: 33435028 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148802 | Audit Session ID: 0a95072a245420005ee32f06 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148802 | Audit Session ID: 0a95072a245420005ee32f06 | Security Group Tag: none | EasyVPN: 0 ||
Username: pramakri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.245 | Public IP: 106.208.49.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:18 IST Fri Jun 12 2020 | Duration: 3h:08m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 58974390 | Bytes Rx: 155364822 | IP Addr: 10.149.240.245 | Public IP: 106.208.49.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:18 IST Fri Jun 12 2020 | Duration: 3h:08m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 58974390 | Bytes Rx: 155364822 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148804 | Audit Session ID: 0a95072a245440005ee32f0a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148804 | Audit Session ID: 0a95072a245440005ee32f0a | Security Group Tag: none | EasyVPN: 0 ||
Username: vmidde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.247 | Public IP: 106.206.10.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:26 IST Fri Jun 12 2020 | Duration: 3h:08m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 48282245 | Bytes Rx: 21475135 | IP Addr: 10.149.240.247 | Public IP: 106.206.10.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:26 IST Fri Jun 12 2020 | Duration: 3h:08m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 48282245 | Bytes Rx: 21475135 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148805 | Audit Session ID: 0a95072a245450005ee32f12 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148805 | Audit Session ID: 0a95072a245450005ee32f12 | Security Group Tag: none | EasyVPN: 0 ||
Username: CHDHEEP | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.248 | Public IP: 157.50.141.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:33 IST Fri Jun 12 2020 | Duration: 3h:08m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 53398938 | Bytes Rx: 22128174 | IP Addr: 10.149.240.248 | Public IP: 157.50.141.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:00:33 IST Fri Jun 12 2020 | Duration: 3h:08m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 53398938 | Bytes Rx: 22128174 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148807 | Audit Session ID: 0a95072a245470005ee32f19 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148807 | Audit Session ID: 0a95072a245470005ee32f19 | Security Group Tag: none | EasyVPN: 0 ||
