sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 5h:30m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 2625615195 | Bytes Rx: 388314323 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: mangesh.chawhan | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.188 | Public IP: 111.125.228.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:44 IST Tue Jun 9 2020 | Duration: 1h:56m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1105566866 | Bytes Rx: 70537725 | IP Addr: 10.150.244.188 | Public IP: 111.125.228.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:44 IST Tue Jun 9 2020 | Duration: 1h:56m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1105566866 | Bytes Rx: 70537725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5143 | Audit Session ID: 0a96cf69014170005edf1830 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5143 | Audit Session ID: 0a96cf69014170005edf1830 | Security Group Tag: none | EasyVPN: 0 ||
Username: sreenivasarao.v | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.189 | Public IP: 45.127.44.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:45 IST Tue Jun 9 2020 | Duration: 1h:56m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 65072605 | Bytes Rx: 20485995 | IP Addr: 10.150.244.189 | Public IP: 45.127.44.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:45 IST Tue Jun 9 2020 | Duration: 1h:56m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 65072605 | Bytes Rx: 20485995 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5144 | Audit Session ID: 0a96cf69014180005edf1831 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5144 | Audit Session ID: 0a96cf69014180005edf1831 | Security Group Tag: none | EasyVPN: 0 ||
Username: amroy | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.191 | Public IP: 171.61.184.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:47 IST Tue Jun 9 2020 | Duration: 1h:56m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 58452448 | Bytes Rx: 43377186 | IP Addr: 10.150.244.191 | Public IP: 171.61.184.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:47 IST Tue Jun 9 2020 | Duration: 1h:56m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 58452448 | Bytes Rx: 43377186 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5145 | Audit Session ID: 0a96cf69014190005edf1833 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5145 | Audit Session ID: 0a96cf69014190005edf1833 | Security Group Tag: none | EasyVPN: 0 ||
Username: sumitks | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.192 | Public IP: 139.167.67.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:52 IST Tue Jun 9 2020 | Duration: 1h:56m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 454664590 | Bytes Rx: 31072770 | IP Addr: 10.150.244.192 | Public IP: 139.167.67.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:33:52 IST Tue Jun 9 2020 | Duration: 1h:56m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 454664590 | Bytes Rx: 31072770 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5146 | Audit Session ID: 0a96cf690141a0005edf1838 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5146 | Audit Session ID: 0a96cf690141a0005edf1838 | Security Group Tag: none | EasyVPN: 0 ||
Username: KartPand | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.193 | Public IP: 106.210.166.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:33 IST Tue Jun 9 2020 | Duration: 1h:55m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 582458902 | Bytes Rx: 96099892 | IP Addr: 10.150.244.193 | Public IP: 106.210.166.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:34:33 IST Tue Jun 9 2020 | Duration: 1h:55m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 582458902 | Bytes Rx: 96099892 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5149 | Audit Session ID: 0a96cf690141d0005edf1861 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5149 | Audit Session ID: 0a96cf690141d0005edf1861 | Security Group Tag: none | EasyVPN: 0 ||
Username: shkadlag | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.194 | Public IP: 106.193.210.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:35:49 IST Tue Jun 9 2020 | Duration: 1h:54m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1201085769 | Bytes Rx: 45037191 | IP Addr: 10.150.244.194 | Public IP: 106.193.210.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:35:49 IST Tue Jun 9 2020 | Duration: 1h:54m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 1201085769 | Bytes Rx: 45037191 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5150 | Audit Session ID: 0a96cf690141e0005edf18ad | Security Group Tag: none | EasyVPN: 0 |Session ID: 5150 | Audit Session ID: 0a96cf690141e0005edf18ad | Security Group Tag: none | EasyVPN: 0 ||
Username: swatib | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.25 | Public IP: 14.96.101.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:37:48 IST Tue Jun 9 2020 | Duration: 1h:52m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 587629167 | Bytes Rx: 36440046 | IP Addr: 10.150.236.25 | Public IP: 14.96.101.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:37:48 IST Tue Jun 9 2020 | Duration: 1h:52m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 587629167 | Bytes Rx: 36440046 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5153 | Audit Session ID: 0a96cf69014210005edf1924 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5153 | Audit Session ID: 0a96cf69014210005edf1924 | Security Group Tag: none | EasyVPN: 0 ||
Username: astshriv | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.59 | Public IP: 152.57.36.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:37:55 IST Tue Jun 9 2020 | Duration: 1h:52m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 139142651 | Bytes Rx: 16267304 | IP Addr: 10.150.237.59 | Public IP: 152.57.36.201 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:37:55 IST Tue Jun 9 2020 | Duration: 1h:52m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 139142651 | Bytes Rx: 16267304 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5155 | Audit Session ID: 0a96cf69014230005edf192b | Security Group Tag: none | EasyVPN: 0 |Session ID: 5155 | Audit Session ID: 0a96cf69014230005edf192b | Security Group Tag: none | EasyVPN: 0 ||
Username: sandong | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.204 | Public IP: 49.35.70.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:15 IST Tue Jun 9 2020 | Duration: 1h:52m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 118580040 | Bytes Rx: 44886999 | IP Addr: 10.150.237.204 | Public IP: 49.35.70.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:15 IST Tue Jun 9 2020 | Duration: 1h:52m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 118580040 | Bytes Rx: 44886999 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5156 | Audit Session ID: 0a96cf69014240005edf193f | Security Group Tag: none | EasyVPN: 0 |Session ID: 5156 | Audit Session ID: 0a96cf69014240005edf193f | Security Group Tag: none | EasyVPN: 0 ||
Username: Rahulkam | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.195 | Public IP: 49.35.205.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:40 IST Tue Jun 9 2020 | Duration: 1h:51m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 469466164 | Bytes Rx: 30605778 | IP Addr: 10.150.244.195 | Public IP: 49.35.205.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:40 IST Tue Jun 9 2020 | Duration: 1h:51m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 469466164 | Bytes Rx: 30605778 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5159 | Audit Session ID: 0a96cf69014270005edf1958 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5159 | Audit Session ID: 0a96cf69014270005edf1958 | Security Group Tag: none | EasyVPN: 0 ||
Username: rshewale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.196 | Public IP: 106.210.231.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:47 IST Tue Jun 9 2020 | Duration: 1h:51m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 710681678 | Bytes Rx: 57853220 | IP Addr: 10.150.244.196 | Public IP: 106.210.231.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:47 IST Tue Jun 9 2020 | Duration: 1h:51m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 710681678 | Bytes Rx: 57853220 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5161 | Audit Session ID: 0a96cf69014290005edf195f | Security Group Tag: none | EasyVPN: 0 |Session ID: 5161 | Audit Session ID: 0a96cf69014290005edf195f | Security Group Tag: none | EasyVPN: 0 ||
Username: nramamur | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.197 | Public IP: 49.207.50.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:52 IST Tue Jun 9 2020 | Duration: 1h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 803897942 | Bytes Rx: 31807130 | IP Addr: 10.150.244.197 | Public IP: 49.207.50.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:38:52 IST Tue Jun 9 2020 | Duration: 1h:51m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 803897942 | Bytes Rx: 31807130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5162 | Audit Session ID: 0a96cf690142a0005edf1964 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5162 | Audit Session ID: 0a96cf690142a0005edf1964 | Security Group Tag: none | EasyVPN: 0 ||
Username: awdhesh.singh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.174 | Public IP: 45.119.132.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:10 IST Tue Jun 9 2020 | Duration: 1h:51m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 223311984 | Bytes Rx: 170352574 | IP Addr: 10.150.244.174 | Public IP: 45.119.132.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:10 IST Tue Jun 9 2020 | Duration: 1h:51m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 223311984 | Bytes Rx: 170352574 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5163 | Audit Session ID: 0a96cf690142b0005edf1976 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5163 | Audit Session ID: 0a96cf690142b0005edf1976 | Security Group Tag: none | EasyVPN: 0 ||
Username: panjadha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: ETAC4 | IP Addr: 10.150.245.251 | Public IP: 103.101.68.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:45 IST Tue Jun 9 2020 | Duration: 1h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 412311492 | Bytes Rx: 411638293 | IP Addr: 10.150.245.251 | Public IP: 103.101.68.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:45 IST Tue Jun 9 2020 | Duration: 1h:50m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 412311492 | Bytes Rx: 411638293 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5165 | Audit Session ID: 0a96cf690142d0005edf1999 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5165 | Audit Session ID: 0a96cf690142d0005edf1999 | Security Group Tag: none | EasyVPN: 0 ||
Username: navdeepk | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.198 | Public IP: 120.138.125.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:47 IST Tue Jun 9 2020 | Duration: 1h:50m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 71043183 | Bytes Rx: 50637591 | IP Addr: 10.150.244.198 | Public IP: 120.138.125.229 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:47 IST Tue Jun 9 2020 | Duration: 1h:50m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 71043183 | Bytes Rx: 50637591 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5166 | Audit Session ID: 0a96cf690142e0005edf199b | Security Group Tag: none | EasyVPN: 0 |Session ID: 5166 | Audit Session ID: 0a96cf690142e0005edf199b | Security Group Tag: none | EasyVPN: 0 ||
Username: KAravint | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.204 | Public IP: 157.51.238.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:51 IST Tue Jun 9 2020 | Duration: 1h:50m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 110747419 | Bytes Rx: 66169975 | IP Addr: 10.150.244.204 | Public IP: 157.51.238.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:39:51 IST Tue Jun 9 2020 | Duration: 1h:50m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 110747419 | Bytes Rx: 66169975 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5167 | Audit Session ID: 0a96cf690142f0005edf199f | Security Group Tag: none | EasyVPN: 0 |Session ID: 5167 | Audit Session ID: 0a96cf690142f0005edf199f | Security Group Tag: none | EasyVPN: 0 ||
Username: rajranja | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.199 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:03 IST Tue Jun 9 2020 | Duration: 1h:50m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 586768364 | Bytes Rx: 133516404 | IP Addr: 10.150.244.199 | Public IP: 103.110.242.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:03 IST Tue Jun 9 2020 | Duration: 1h:50m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 586768364 | Bytes Rx: 133516404 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5168 | Audit Session ID: 0a96cf69014300005edf19ab | Security Group Tag: none | EasyVPN: 0 |Session ID: 5168 | Audit Session ID: 0a96cf69014300005edf19ab | Security Group Tag: none | EasyVPN: 0 ||
Username: abhikash | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.176 | Public IP: 103.27.48.67 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:40:07 IST Tue Jun 9 2020 | Duration: 1h:50m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 653372758 | Bytes Rx: 1000566381 | IP Addr: 10.150.237.176 | Public IP: 103.27.48.67 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:40:07 IST Tue Jun 9 2020 | Duration: 1h:50m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 653372758 | Bytes Rx: 1000566381 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5172 | Audit Session ID: 0a96cf69014340005edf19af | Security Group Tag: none | EasyVPN: 0 |Session ID: 5172 | Audit Session ID: 0a96cf69014340005edf19af | Security Group Tag: none | EasyVPN: 0 ||
Username: vmarbhal | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.202 | Public IP: 103.226.241.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:10 IST Tue Jun 9 2020 | Duration: 1h:50m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 58574451 | Bytes Rx: 11399803 | IP Addr: 10.150.244.202 | Public IP: 103.226.241.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:10 IST Tue Jun 9 2020 | Duration: 1h:50m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 58574451 | Bytes Rx: 11399803 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5173 | Audit Session ID: 0a96cf69014350005edf19b2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 5173 | Audit Session ID: 0a96cf69014350005edf19b2 | Security Group Tag: none | EasyVPN: 0 ||
Username: ApSurase | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.203 | Public IP: 106.193.226.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:20 IST Tue Jun 9 2020 | Duration: 1h:50m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 80320613 | Bytes Rx: 14117177 | IP Addr: 10.150.244.203 | Public IP: 106.193.226.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:40:20 IST Tue Jun 9 2020 | Duration: 1h:50m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 80320613 | Bytes Rx: 14117177 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 5174 | Audit Session ID: 0a96cf69014360005edf19bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 5174 | Audit Session ID: 0a96cf69014360005edf19bc | Security Group Tag: none | EasyVPN: 0 ||
