sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: waitham | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:59m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 18069791266 | Bytes Rx: 1551369885 | IP Addr: 10.149.233.127 | Public IP: 180.129.45.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:07:40 IST Mon Jun 1 2020 | Duration: 4d 7h:59m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 18069791266 | Bytes Rx: 1551369885 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 125799 | Audit Session ID: 0a95072a1eb670005ed45be4 | Security Group Tag: none | EasyVPN: 0 ||
Username: saravana | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.248 | Public IP: 183.83.153.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:43:16 IST Fri Jun 5 2020 | Duration: 2h:23m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 53181139 | Bytes Rx: 22256687 | IP Addr: 10.149.233.248 | Public IP: 183.83.153.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:43:16 IST Fri Jun 5 2020 | Duration: 2h:23m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 53181139 | Bytes Rx: 22256687 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135562 | Audit Session ID: 0a95072a2118a0005ed9f08c | Security Group Tag: none | EasyVPN: 0 |Session ID: 135562 | Audit Session ID: 0a95072a2118a0005ed9f08c | Security Group Tag: none | EasyVPN: 0 ||
Username: leelvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.94 | Public IP: 106.208.134.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:07 IST Fri Jun 5 2020 | Duration: 2h:22m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 55201043 | Bytes Rx: 36337522 | IP Addr: 10.149.233.94 | Public IP: 106.208.134.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:07 IST Fri Jun 5 2020 | Duration: 2h:22m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 55201043 | Bytes Rx: 36337522 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135564 | Audit Session ID: 0a95072a2118c0005ed9f0bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 135564 | Audit Session ID: 0a95072a2118c0005ed9f0bf | Security Group Tag: none | EasyVPN: 0 ||
Username: jsaravan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.154 | Public IP: 106.208.57.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:22 IST Fri Jun 5 2020 | Duration: 2h:22m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 98838257 | Bytes Rx: 21860130 | IP Addr: 10.149.233.154 | Public IP: 106.208.57.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:22 IST Fri Jun 5 2020 | Duration: 2h:22m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 98838257 | Bytes Rx: 21860130 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135565 | Audit Session ID: 0a95072a2118d0005ed9f0ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 135565 | Audit Session ID: 0a95072a2118d0005ed9f0ce | Security Group Tag: none | EasyVPN: 0 ||
Username: rajsampa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.102 | Public IP: 115.97.74.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:24 IST Fri Jun 5 2020 | Duration: 2h:22m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 34624308 | Bytes Rx: 25823326 | IP Addr: 10.149.232.102 | Public IP: 115.97.74.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:24 IST Fri Jun 5 2020 | Duration: 2h:22m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 34624308 | Bytes Rx: 25823326 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135566 | Audit Session ID: 0a95072a2118e0005ed9f0d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135566 | Audit Session ID: 0a95072a2118e0005ed9f0d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: kmasanam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.210 | Public IP: 117.207.21.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:25 IST Fri Jun 5 2020 | Duration: 2h:22m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 55770245 | Bytes Rx: 30243087 | IP Addr: 10.149.241.210 | Public IP: 117.207.21.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:25 IST Fri Jun 5 2020 | Duration: 2h:22m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 55770245 | Bytes Rx: 30243087 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135567 | Audit Session ID: 0a95072a2118f0005ed9f0d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135567 | Audit Session ID: 0a95072a2118f0005ed9f0d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: skanteti | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.211 | Public IP: 27.59.133.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:26 IST Fri Jun 5 2020 | Duration: 2h:22m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 62580953 | Bytes Rx: 13202548 | IP Addr: 10.149.241.211 | Public IP: 27.59.133.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:26 IST Fri Jun 5 2020 | Duration: 2h:22m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 62580953 | Bytes Rx: 13202548 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135568 | Audit Session ID: 0a95072a211900005ed9f0d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135568 | Audit Session ID: 0a95072a211900005ed9f0d2 | Security Group Tag: none | EasyVPN: 0 ||
Username: JanakiT | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.212 | Public IP: 157.51.65.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:34 IST Fri Jun 5 2020 | Duration: 2h:22m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 48686136 | Bytes Rx: 17140548 | IP Addr: 10.149.241.212 | Public IP: 157.51.65.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:34 IST Fri Jun 5 2020 | Duration: 2h:22m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 48686136 | Bytes Rx: 17140548 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135569 | Audit Session ID: 0a95072a211910005ed9f0da | Security Group Tag: none | EasyVPN: 0 |Session ID: 135569 | Audit Session ID: 0a95072a211910005ed9f0da | Security Group Tag: none | EasyVPN: 0 ||
Username: pmangale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.214 | Public IP: 106.208.105.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:50 IST Fri Jun 5 2020 | Duration: 2h:22m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 134119204 | Bytes Rx: 26285680 | IP Addr: 10.149.241.214 | Public IP: 106.208.105.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:50 IST Fri Jun 5 2020 | Duration: 2h:22m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 134119204 | Bytes Rx: 26285680 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135572 | Audit Session ID: 0a95072a211940005ed9f0ea | Security Group Tag: none | EasyVPN: 0 |Session ID: 135572 | Audit Session ID: 0a95072a211940005ed9f0ea | Security Group Tag: none | EasyVPN: 0 ||
Username: aprathap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.213 | Public IP: 183.83.155.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:52 IST Fri Jun 5 2020 | Duration: 2h:22m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 61637993 | Bytes Rx: 23042155 | IP Addr: 10.149.241.213 | Public IP: 183.83.155.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:44:52 IST Fri Jun 5 2020 | Duration: 2h:22m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 61637993 | Bytes Rx: 23042155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135573 | Audit Session ID: 0a95072a211950005ed9f0ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 135573 | Audit Session ID: 0a95072a211950005ed9f0ec | Security Group Tag: none | EasyVPN: 0 ||
Username: ssardar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.151 | Public IP: 157.46.126.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:09 IST Fri Jun 5 2020 | Duration: 2h:21m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 90279884 | Bytes Rx: 32746566 | IP Addr: 10.149.233.151 | Public IP: 157.46.126.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:09 IST Fri Jun 5 2020 | Duration: 2h:21m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 90279884 | Bytes Rx: 32746566 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135575 | Audit Session ID: 0a95072a211970005ed9f0fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 135575 | Audit Session ID: 0a95072a211970005ed9f0fd | Security Group Tag: none | EasyVPN: 0 ||
Username: VanithaH | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.52 | Public IP: 49.206.127.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:11 IST Fri Jun 5 2020 | Duration: 2h:21m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 87673698 | Bytes Rx: 25865972 | IP Addr: 10.149.232.52 | Public IP: 49.206.127.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:11 IST Fri Jun 5 2020 | Duration: 2h:21m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 87673698 | Bytes Rx: 25865972 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135577 | Audit Session ID: 0a95072a211990005ed9f0ff | Security Group Tag: none | EasyVPN: 0 |Session ID: 135577 | Audit Session ID: 0a95072a211990005ed9f0ff | Security Group Tag: none | EasyVPN: 0 ||
Username: ssingasa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.217 | Public IP: 163.53.201.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:13 IST Fri Jun 5 2020 | Duration: 2h:21m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 142089571 | Bytes Rx: 173746685 | IP Addr: 10.149.241.217 | Public IP: 163.53.201.189 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:13 IST Fri Jun 5 2020 | Duration: 2h:21m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 142089571 | Bytes Rx: 173746685 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135578 | Audit Session ID: 0a95072a2119a0005ed9f101 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135578 | Audit Session ID: 0a95072a2119a0005ed9f101 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssurend | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.218 | Public IP: 49.207.137.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:18 IST Fri Jun 5 2020 | Duration: 2h:21m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 100346200 | Bytes Rx: 41170027 | IP Addr: 10.149.241.218 | Public IP: 49.207.137.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:18 IST Fri Jun 5 2020 | Duration: 2h:21m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 100346200 | Bytes Rx: 41170027 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135579 | Audit Session ID: 0a95072a2119b0005ed9f106 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135579 | Audit Session ID: 0a95072a2119b0005ed9f106 | Security Group Tag: none | EasyVPN: 0 ||
Username: devikbal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.219 | Public IP: 157.46.95.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:34 IST Fri Jun 5 2020 | Duration: 2h:21m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 131087203 | Bytes Rx: 54034427 | IP Addr: 10.149.241.219 | Public IP: 157.46.95.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:34 IST Fri Jun 5 2020 | Duration: 2h:21m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 131087203 | Bytes Rx: 54034427 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135580 | Audit Session ID: 0a95072a2119c0005ed9f116 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135580 | Audit Session ID: 0a95072a2119c0005ed9f116 | Security Group Tag: none | EasyVPN: 0 ||
Username: VDhayala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.223 | Public IP: 106.208.88.50 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:45:34 IST Fri Jun 5 2020 | Duration: 2h:21m:20s | Inactivity:  0h:08m:57s | Bytes Tx: 59053191 | Bytes Rx: 16877734 | IP Addr: 10.149.241.223 | Public IP: 106.208.88.50 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:45:34 IST Fri Jun 5 2020 | Duration: 2h:21m:20s | Inactivity:  0h:08m:57s | Bytes Tx: 59053191 | Bytes Rx: 16877734 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135581 | Audit Session ID: 0a95072a2119d0005ed9f116 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135581 | Audit Session ID: 0a95072a2119d0005ed9f116 | Security Group Tag: none | EasyVPN: 0 ||
Username: prrajan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.222 | Public IP: 157.51.178.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:41 IST Fri Jun 5 2020 | Duration: 2h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 61387231 | Bytes Rx: 16145572 | IP Addr: 10.149.241.222 | Public IP: 157.51.178.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:41 IST Fri Jun 5 2020 | Duration: 2h:21m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 61387231 | Bytes Rx: 16145572 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135582 | Audit Session ID: 0a95072a2119e0005ed9f11d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135582 | Audit Session ID: 0a95072a2119e0005ed9f11d | Security Group Tag: none | EasyVPN: 0 ||
Username: surradha | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.221 | Public IP: 106.208.73.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:42 IST Fri Jun 5 2020 | Duration: 2h:21m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 71769621 | Bytes Rx: 12992616 | IP Addr: 10.149.241.221 | Public IP: 106.208.73.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:45:42 IST Fri Jun 5 2020 | Duration: 2h:21m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 71769621 | Bytes Rx: 12992616 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135583 | Audit Session ID: 0a95072a2119f0005ed9f11e | Security Group Tag: none | EasyVPN: 0 |Session ID: 135583 | Audit Session ID: 0a95072a2119f0005ed9f11e | Security Group Tag: none | EasyVPN: 0 ||
Username: bkrishna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.18 | Public IP: 42.111.149.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:00 IST Fri Jun 5 2020 | Duration: 2h:20m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 161986559 | Bytes Rx: 224675156 | IP Addr: 10.149.232.18 | Public IP: 42.111.149.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:00 IST Fri Jun 5 2020 | Duration: 2h:20m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 161986559 | Bytes Rx: 224675156 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135585 | Audit Session ID: 0a95072a211a10005ed9f130 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135585 | Audit Session ID: 0a95072a211a10005ed9f130 | Security Group Tag: none | EasyVPN: 0 ||
Username: hgunasek | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.225 | Public IP: 171.78.184.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:06 IST Fri Jun 5 2020 | Duration: 2h:20m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 262525435 | Bytes Rx: 531856795 | IP Addr: 10.149.241.225 | Public IP: 171.78.184.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:06 IST Fri Jun 5 2020 | Duration: 2h:20m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 262525435 | Bytes Rx: 531856795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135586 | Audit Session ID: 0a95072a211a20005ed9f136 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135586 | Audit Session ID: 0a95072a211a20005ed9f136 | Security Group Tag: none | EasyVPN: 0 ||
Username: Jnaharat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.226 | Public IP: 157.50.27.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:08 IST Fri Jun 5 2020 | Duration: 2h:20m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 51500514 | Bytes Rx: 33199282 | IP Addr: 10.149.241.226 | Public IP: 157.50.27.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:08 IST Fri Jun 5 2020 | Duration: 2h:20m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 51500514 | Bytes Rx: 33199282 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135587 | Audit Session ID: 0a95072a211a30005ed9f138 | Security Group Tag: none | EasyVPN: 0 |Session ID: 135587 | Audit Session ID: 0a95072a211a30005ed9f138 | Security Group Tag: none | EasyVPN: 0 ||
