sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: jsathyam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.154 | Public IP: 106.208.24.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 3d 15h:00m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 55926688231 | Bytes Rx: 3159854350 | IP Addr: 10.149.232.154 | Public IP: 106.208.24.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 21:29:41 IST Tue Jun 16 2020 | Duration: 3d 15h:00m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 55926688231 | Bytes Rx: 3159854350 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 |Session ID: 156097 | Audit Session ID: 0a95072a261c10005ee8ec6d | Security Group Tag: none | EasyVPN: 0 ||
Username: bharathi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.133 | Public IP: 157.50.47.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:40 IST Sat Jun 20 2020 | Duration: 2h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 270346150 | Bytes Rx: 65715716 | IP Addr: 10.149.232.133 | Public IP: 157.50.47.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:49:40 IST Sat Jun 20 2020 | Duration: 2h:40m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 270346150 | Bytes Rx: 65715716 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163638 | Audit Session ID: 0a95072a27f360005eed8e5c | Security Group Tag: none | EasyVPN: 0 |Session ID: 163638 | Audit Session ID: 0a95072a27f360005eed8e5c | Security Group Tag: none | EasyVPN: 0 ||
Username: Anilnair | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.136 | Public IP: 137.97.187.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:42 IST Sat Jun 20 2020 | Duration: 2h:39m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 65233640 | Bytes Rx: 26829405 | IP Addr: 10.149.232.136 | Public IP: 137.97.187.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:50:42 IST Sat Jun 20 2020 | Duration: 2h:39m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 65233640 | Bytes Rx: 26829405 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163640 | Audit Session ID: 0a95072a27f380005eed8e9a | Security Group Tag: none | EasyVPN: 0 |Session ID: 163640 | Audit Session ID: 0a95072a27f380005eed8e9a | Security Group Tag: none | EasyVPN: 0 ||
Username: abshitol | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.137 | Public IP: 106.193.99.32 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:51:49 IST Sat Jun 20 2020 | Duration: 2h:38m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 173373995 | Bytes Rx: 101488139 | IP Addr: 10.149.232.137 | Public IP: 106.193.99.32 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:51:49 IST Sat Jun 20 2020 | Duration: 2h:38m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 173373995 | Bytes Rx: 101488139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163641 | Audit Session ID: 0a95072a27f390005eed8edd | Security Group Tag: none | EasyVPN: 0 |Session ID: 163641 | Audit Session ID: 0a95072a27f390005eed8edd | Security Group Tag: none | EasyVPN: 0 ||
Username: vmuddhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.142 | Public IP: 122.164.28.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:50 IST Sat Jun 20 2020 | Duration: 2h:33m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 353363114 | Bytes Rx: 35073187 | IP Addr: 10.149.232.142 | Public IP: 122.164.28.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:56:50 IST Sat Jun 20 2020 | Duration: 2h:33m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 353363114 | Bytes Rx: 35073187 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163644 | Audit Session ID: 0a95072a27f3c0005eed900a | Security Group Tag: none | EasyVPN: 0 |Session ID: 163644 | Audit Session ID: 0a95072a27f3c0005eed900a | Security Group Tag: none | EasyVPN: 0 ||
Username: UAtholi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.144 | Public IP: 43.229.88.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:22 IST Sat Jun 20 2020 | Duration: 2h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 79826673 | Bytes Rx: 28744855 | IP Addr: 10.149.232.144 | Public IP: 43.229.88.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:22 IST Sat Jun 20 2020 | Duration: 2h:30m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 79826673 | Bytes Rx: 28744855 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163646 | Audit Session ID: 0a95072a27f3e0005eed90a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163646 | Audit Session ID: 0a95072a27f3e0005eed90a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: srch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.145 | Public IP: 157.45.139.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:37 IST Sat Jun 20 2020 | Duration: 2h:30m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 120731034 | Bytes Rx: 44411972 | IP Addr: 10.149.232.145 | Public IP: 157.45.139.159 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:59:37 IST Sat Jun 20 2020 | Duration: 2h:30m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 120731034 | Bytes Rx: 44411972 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163647 | Audit Session ID: 0a95072a27f3f0005eed90b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163647 | Audit Session ID: 0a95072a27f3f0005eed90b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: uvenkate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.100 | Public IP: 157.45.155.227 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:01:06 IST Sat Jun 20 2020 | Duration: 2h:29m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 567127283 | Bytes Rx: 47808496 | IP Addr: 10.149.232.100 | Public IP: 157.45.155.227 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 10:01:06 IST Sat Jun 20 2020 | Duration: 2h:29m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 567127283 | Bytes Rx: 47808496 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163649 | Audit Session ID: 0a95072a27f410005eed910a | Security Group Tag: none | EasyVPN: 0 |Session ID: 163649 | Audit Session ID: 0a95072a27f410005eed910a | Security Group Tag: none | EasyVPN: 0 ||
Username: TArya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.148 | Public IP: 49.36.6.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:16 IST Sat Jun 20 2020 | Duration: 2h:27m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 93028112 | Bytes Rx: 137819211 | IP Addr: 10.149.232.148 | Public IP: 49.36.6.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:16 IST Sat Jun 20 2020 | Duration: 2h:27m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 93028112 | Bytes Rx: 137819211 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163655 | Audit Session ID: 0a95072a27f470005eed918c | Security Group Tag: none | EasyVPN: 0 |Session ID: 163655 | Audit Session ID: 0a95072a27f470005eed918c | Security Group Tag: none | EasyVPN: 0 ||
Username: vensunda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.110 | Public IP: 49.37.207.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:55 IST Sat Jun 20 2020 | Duration: 2h:13m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 302164800 | Bytes Rx: 60806771 | IP Addr: 10.149.232.110 | Public IP: 49.37.207.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:16:55 IST Sat Jun 20 2020 | Duration: 2h:13m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 302164800 | Bytes Rx: 60806771 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163667 | Audit Session ID: 0a95072a27f530005eed94bf | Security Group Tag: none | EasyVPN: 0 |Session ID: 163667 | Audit Session ID: 0a95072a27f530005eed94bf | Security Group Tag: none | EasyVPN: 0 ||
Username: karthike | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.157 | Public IP: 27.5.234.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:51 IST Sat Jun 20 2020 | Duration: 2h:07m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 400996323 | Bytes Rx: 29415812 | IP Addr: 10.149.232.157 | Public IP: 27.5.234.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:51 IST Sat Jun 20 2020 | Duration: 2h:07m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 400996323 | Bytes Rx: 29415812 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163670 | Audit Session ID: 0a95072a27f560005eed9623 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163670 | Audit Session ID: 0a95072a27f560005eed9623 | Security Group Tag: none | EasyVPN: 0 ||
Username: mazharud | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.158 | Public IP: 157.50.167.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:11 IST Sat Jun 20 2020 | Duration: 2h:07m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 42834616 | Bytes Rx: 12018016 | IP Addr: 10.149.232.158 | Public IP: 157.50.167.202 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:11 IST Sat Jun 20 2020 | Duration: 2h:07m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 42834616 | Bytes Rx: 12018016 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163671 | Audit Session ID: 0a95072a27f570005eed9637 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163671 | Audit Session ID: 0a95072a27f570005eed9637 | Security Group Tag: none | EasyVPN: 0 ||
Username: SHargude | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.159 | Public IP: 49.35.120.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:24 IST Sat Jun 20 2020 | Duration: 2h:06m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 654043327 | Bytes Rx: 143635849 | IP Addr: 10.149.232.159 | Public IP: 49.35.120.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:24 IST Sat Jun 20 2020 | Duration: 2h:06m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 654043327 | Bytes Rx: 143635849 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163672 | Audit Session ID: 0a95072a27f580005eed9644 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163672 | Audit Session ID: 0a95072a27f580005eed9644 | Security Group Tag: none | EasyVPN: 0 ||
Username: gowtmanr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.161 | Public IP: 115.97.6.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:51 IST Sat Jun 20 2020 | Duration: 2h:06m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 13741522 | Bytes Rx: 12444347 | IP Addr: 10.149.232.161 | Public IP: 115.97.6.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:23:51 IST Sat Jun 20 2020 | Duration: 2h:06m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 13741522 | Bytes Rx: 12444347 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163674 | Audit Session ID: 0a95072a27f5a0005eed965f | Security Group Tag: none | EasyVPN: 0 |Session ID: 163674 | Audit Session ID: 0a95072a27f5a0005eed965f | Security Group Tag: none | EasyVPN: 0 ||
Username: BharShah | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.138 | Public IP: 106.210.216.240 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:24:52 IST Sat Jun 20 2020 | Duration: 2h:05m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 38254543 | Bytes Rx: 91731385 | IP Addr: 10.149.232.138 | Public IP: 106.210.216.240 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 10:24:52 IST Sat Jun 20 2020 | Duration: 2h:05m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 38254543 | Bytes Rx: 91731385 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163676 | Audit Session ID: 0a95072a27f5c0005eed969c | Security Group Tag: none | EasyVPN: 0 |Session ID: 163676 | Audit Session ID: 0a95072a27f5c0005eed969c | Security Group Tag: none | EasyVPN: 0 ||
Username: niprabhu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.163 | Public IP: 49.206.127.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:25:04 IST Sat Jun 20 2020 | Duration: 2h:05m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1151510386 | Bytes Rx: 184328979 | IP Addr: 10.149.232.163 | Public IP: 49.206.127.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:25:04 IST Sat Jun 20 2020 | Duration: 2h:05m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1151510386 | Bytes Rx: 184328979 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163677 | Audit Session ID: 0a95072a27f5d0005eed96a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163677 | Audit Session ID: 0a95072a27f5d0005eed96a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: valchock | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.129 | Public IP: 182.65.222.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:25:44 IST Sat Jun 20 2020 | Duration: 2h:04m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 91438123 | Bytes Rx: 7887315 | IP Addr: 10.149.232.129 | Public IP: 182.65.222.230 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:25:44 IST Sat Jun 20 2020 | Duration: 2h:04m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 91438123 | Bytes Rx: 7887315 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163678 | Audit Session ID: 0a95072a27f5e0005eed96d0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163678 | Audit Session ID: 0a95072a27f5e0005eed96d0 | Security Group Tag: none | EasyVPN: 0 ||
Username: jagats | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.164 | Public IP: 47.247.214.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:48 IST Sat Jun 20 2020 | Duration: 2h:03m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 13322231 | Bytes Rx: 7600880 | IP Addr: 10.149.232.164 | Public IP: 47.247.214.72 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:48 IST Sat Jun 20 2020 | Duration: 2h:03m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 13322231 | Bytes Rx: 7600880 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163680 | Audit Session ID: 0a95072a27f600005eed9710 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163680 | Audit Session ID: 0a95072a27f600005eed9710 | Security Group Tag: none | EasyVPN: 0 ||
Username: sarmouli | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.165 | Public IP: 183.82.153.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:52 IST Sat Jun 20 2020 | Duration: 2h:03m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 207195637 | Bytes Rx: 53142374 | IP Addr: 10.149.232.165 | Public IP: 183.82.153.3 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:26:52 IST Sat Jun 20 2020 | Duration: 2h:03m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 207195637 | Bytes Rx: 53142374 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163681 | Audit Session ID: 0a95072a27f610005eed9714 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163681 | Audit Session ID: 0a95072a27f610005eed9714 | Security Group Tag: none | EasyVPN: 0 ||
Username: santbabu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.166 | Public IP: 157.50.210.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:08 IST Sat Jun 20 2020 | Duration: 2h:03m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 117687819 | Bytes Rx: 44594832 | IP Addr: 10.149.232.166 | Public IP: 157.50.210.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:08 IST Sat Jun 20 2020 | Duration: 2h:03m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 117687819 | Bytes Rx: 44594832 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163682 | Audit Session ID: 0a95072a27f620005eed9724 | Security Group Tag: none | EasyVPN: 0 |Session ID: 163682 | Audit Session ID: 0a95072a27f620005eed9724 | Security Group Tag: none | EasyVPN: 0 ||
Username: sathsamp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.168 | Public IP: 106.208.74.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:16 IST Sat Jun 20 2020 | Duration: 2h:03m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 62392026 | Bytes Rx: 29975392 | IP Addr: 10.149.232.168 | Public IP: 106.208.74.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:27:16 IST Sat Jun 20 2020 | Duration: 2h:03m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 62392026 | Bytes Rx: 29975392 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 163683 | Audit Session ID: 0a95072a27f630005eed972c | Security Group Tag: none | EasyVPN: 0 |Session ID: 163683 | Audit Session ID: 0a95072a27f630005eed972c | Security Group Tag: none | EasyVPN: 0 ||
