sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sloganat | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 1d 1h:14m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 832003970 | Bytes Rx: 197369597 | IP Addr: 10.149.232.13 | Public IP: 49.207.129.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:16 IST Fri May 29 2020 | Duration: 1d 1h:14m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 832003970 | Bytes Rx: 197369597 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 |Session ID: 122460 | Audit Session ID: 0a95072a1de5c0005ed0af7c | Security Group Tag: none | EasyVPN: 0 ||
Username: shyv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.226 | Public IP: 112.133.236.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:27 IST Sat May 30 2020 | Duration: 2h:14m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 155918414 | Bytes Rx: 46328434 | IP Addr: 10.149.232.226 | Public IP: 112.133.236.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:27 IST Sat May 30 2020 | Duration: 2h:14m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 155918414 | Bytes Rx: 46328434 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124118 | Audit Session ID: 0a95072a1e4d60005ed1f2f7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124118 | Audit Session ID: 0a95072a1e4d60005ed1f2f7 | Security Group Tag: none | EasyVPN: 0 ||
Username: Perumal.k | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.227 | Public IP: 42.111.139.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:48 IST Sat May 30 2020 | Duration: 2h:14m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 403572929 | Bytes Rx: 46392272 | IP Addr: 10.149.232.227 | Public IP: 42.111.139.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:15:48 IST Sat May 30 2020 | Duration: 2h:14m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 403572929 | Bytes Rx: 46392272 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124119 | Audit Session ID: 0a95072a1e4d70005ed1f30c | Security Group Tag: none | EasyVPN: 0 |Session ID: 124119 | Audit Session ID: 0a95072a1e4d70005ed1f30c | Security Group Tag: none | EasyVPN: 0 ||
Username: PraviPaw | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.162 | Public IP: 43.241.28.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:56 IST Sat May 30 2020 | Duration: 2h:12m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 310935032 | Bytes Rx: 48758921 | IP Addr: 10.149.233.162 | Public IP: 43.241.28.66 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:17:56 IST Sat May 30 2020 | Duration: 2h:12m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 310935032 | Bytes Rx: 48758921 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124122 | Audit Session ID: 0a95072a1e4da0005ed1f38c | Security Group Tag: none | EasyVPN: 0 |Session ID: 124122 | Audit Session ID: 0a95072a1e4da0005ed1f38c | Security Group Tag: none | EasyVPN: 0 ||
Username: sumit.dahale | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.204 | Public IP: 117.211.152.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:07 IST Sat May 30 2020 | Duration: 2h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 150845315 | Bytes Rx: 80424649 | IP Addr: 10.149.232.204 | Public IP: 117.211.152.180 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:18:07 IST Sat May 30 2020 | Duration: 2h:12m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 150845315 | Bytes Rx: 80424649 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124124 | Audit Session ID: 0a95072a1e4dc0005ed1f397 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124124 | Audit Session ID: 0a95072a1e4dc0005ed1f397 | Security Group Tag: none | EasyVPN: 0 ||
Username: aunayak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.176 | Public IP: 117.197.244.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:39 IST Sat May 30 2020 | Duration: 2h:10m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 871443681 | Bytes Rx: 50213851 | IP Addr: 10.149.232.176 | Public IP: 117.197.244.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:19:39 IST Sat May 30 2020 | Duration: 2h:10m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 871443681 | Bytes Rx: 50213851 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124127 | Audit Session ID: 0a95072a1e4df0005ed1f3f3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124127 | Audit Session ID: 0a95072a1e4df0005ed1f3f3 | Security Group Tag: none | EasyVPN: 0 ||
Username: sawalia | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.233 | Public IP: 157.44.3.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:21 IST Sat May 30 2020 | Duration: 2h:07m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 70365161 | Bytes Rx: 32710756 | IP Addr: 10.149.232.233 | Public IP: 157.44.3.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:21 IST Sat May 30 2020 | Duration: 2h:07m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 70365161 | Bytes Rx: 32710756 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124131 | Audit Session ID: 0a95072a1e4e30005ed1f495 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124131 | Audit Session ID: 0a95072a1e4e30005ed1f495 | Security Group Tag: none | EasyVPN: 0 ||
Username: ayshanka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.231 | Public IP: 203.81.240.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:42 IST Sat May 30 2020 | Duration: 2h:07m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 65595258 | Bytes Rx: 38436420 | IP Addr: 10.149.232.231 | Public IP: 203.81.240.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:22:42 IST Sat May 30 2020 | Duration: 2h:07m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 65595258 | Bytes Rx: 38436420 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124132 | Audit Session ID: 0a95072a1e4e40005ed1f4aa | Security Group Tag: none | EasyVPN: 0 |Session ID: 124132 | Audit Session ID: 0a95072a1e4e40005ed1f4aa | Security Group Tag: none | EasyVPN: 0 ||
Username: dnanda | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.238 | Public IP: 106.209.176.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:51 IST Sat May 30 2020 | Duration: 2h:05m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 216254275 | Bytes Rx: 30826783 | IP Addr: 10.149.232.238 | Public IP: 106.209.176.110 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:24:51 IST Sat May 30 2020 | Duration: 2h:05m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 216254275 | Bytes Rx: 30826783 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124137 | Audit Session ID: 0a95072a1e4e90005ed1f52b | Security Group Tag: none | EasyVPN: 0 |Session ID: 124137 | Audit Session ID: 0a95072a1e4e90005ed1f52b | Security Group Tag: none | EasyVPN: 0 ||
Username: SPathuri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.239 | Public IP: 157.48.47.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:11 IST Sat May 30 2020 | Duration: 2h:05m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 162838749 | Bytes Rx: 35312139 | IP Addr: 10.149.232.239 | Public IP: 157.48.47.104 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:11 IST Sat May 30 2020 | Duration: 2h:05m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 162838749 | Bytes Rx: 35312139 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124139 | Audit Session ID: 0a95072a1e4eb0005ed1f53f | Security Group Tag: none | EasyVPN: 0 |Session ID: 124139 | Audit Session ID: 0a95072a1e4eb0005ed1f53f | Security Group Tag: none | EasyVPN: 0 ||
Username: BatAshok | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.240 | Public IP: 103.214.62.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:14 IST Sat May 30 2020 | Duration: 2h:05m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 33489813 | Bytes Rx: 8398802 | IP Addr: 10.149.232.240 | Public IP: 103.214.62.103 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:25:14 IST Sat May 30 2020 | Duration: 2h:05m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 33489813 | Bytes Rx: 8398802 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124140 | Audit Session ID: 0a95072a1e4ec0005ed1f542 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124140 | Audit Session ID: 0a95072a1e4ec0005ed1f542 | Security Group Tag: none | EasyVPN: 0 ||
Username: chkumari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.183 | Public IP: 106.223.98.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:22 IST Sat May 30 2020 | Duration: 2h:02m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 26143921 | Bytes Rx: 15003366 | IP Addr: 10.149.233.183 | Public IP: 106.223.98.177 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:22 IST Sat May 30 2020 | Duration: 2h:02m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 26143921 | Bytes Rx: 15003366 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124142 | Audit Session ID: 0a95072a1e4ee0005ed1f5c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124142 | Audit Session ID: 0a95072a1e4ee0005ed1f5c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: cteliran | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.192 | Public IP: 49.33.132.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:29 IST Sat May 30 2020 | Duration: 2h:02m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 147368340 | Bytes Rx: 17075482 | IP Addr: 10.149.233.192 | Public IP: 49.33.132.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:29 IST Sat May 30 2020 | Duration: 2h:02m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 147368340 | Bytes Rx: 17075482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124143 | Audit Session ID: 0a95072a1e4ef0005ed1f5c9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124143 | Audit Session ID: 0a95072a1e4ef0005ed1f5c9 | Security Group Tag: none | EasyVPN: 0 ||
Username: krajanga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.193 | Public IP: 157.50.233.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:49 IST Sat May 30 2020 | Duration: 2h:02m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 166395248 | Bytes Rx: 39824819 | IP Addr: 10.149.233.193 | Public IP: 157.50.233.157 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:27:49 IST Sat May 30 2020 | Duration: 2h:02m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 166395248 | Bytes Rx: 39824819 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124144 | Audit Session ID: 0a95072a1e4f00005ed1f5dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 124144 | Audit Session ID: 0a95072a1e4f00005ed1f5dd | Security Group Tag: none | EasyVPN: 0 ||
Username: renmanik | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.195 | Public IP: 115.97.100.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:19 IST Sat May 30 2020 | Duration: 2h:01m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 314057566 | Bytes Rx: 31075497 | IP Addr: 10.149.233.195 | Public IP: 115.97.100.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:28:19 IST Sat May 30 2020 | Duration: 2h:01m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 314057566 | Bytes Rx: 31075497 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124146 | Audit Session ID: 0a95072a1e4f20005ed1f5fb | Security Group Tag: none | EasyVPN: 0 |Session ID: 124146 | Audit Session ID: 0a95072a1e4f20005ed1f5fb | Security Group Tag: none | EasyVPN: 0 ||
Username: akshata.chachad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.197 | Public IP: 223.184.199.210 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:29:55 IST Sat May 30 2020 | Duration: 2h:00m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 138528024 | Bytes Rx: 49179996 | IP Addr: 10.149.233.197 | Public IP: 223.184.199.210 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 11:29:55 IST Sat May 30 2020 | Duration: 2h:00m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 138528024 | Bytes Rx: 49179996 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124148 | Audit Session ID: 0a95072a1e4f40005ed1f65b | Security Group Tag: none | EasyVPN: 0 |Session ID: 124148 | Audit Session ID: 0a95072a1e4f40005ed1f65b | Security Group Tag: none | EasyVPN: 0 ||
Username: kgaur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.39 | Public IP: 223.225.98.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:59 IST Sat May 30 2020 | Duration: 1h:58m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 62308283 | Bytes Rx: 31243174 | IP Addr: 10.149.233.39 | Public IP: 223.225.98.44 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:59 IST Sat May 30 2020 | Duration: 1h:58m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 62308283 | Bytes Rx: 31243174 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124150 | Audit Session ID: 0a95072a1e4f60005ed1f6d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124150 | Audit Session ID: 0a95072a1e4f60005ed1f6d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: govindarajan.m | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.40 | Public IP: 157.50.115.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:37 IST Sat May 30 2020 | Duration: 1h:57m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 41407281 | Bytes Rx: 11292697 | IP Addr: 10.149.233.40 | Public IP: 157.50.115.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:37 IST Sat May 30 2020 | Duration: 1h:57m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 41407281 | Bytes Rx: 11292697 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124151 | Audit Session ID: 0a95072a1e4f70005ed1f6fd | Security Group Tag: none | EasyVPN: 0 |Session ID: 124151 | Audit Session ID: 0a95072a1e4f70005ed1f6fd | Security Group Tag: none | EasyVPN: 0 ||
Username: kegowri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.41 | Public IP: 60.243.108.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:48 IST Sat May 30 2020 | Duration: 1h:57m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 223895406 | Bytes Rx: 36814158 | IP Addr: 10.149.233.41 | Public IP: 60.243.108.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:48 IST Sat May 30 2020 | Duration: 1h:57m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 223895406 | Bytes Rx: 36814158 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124152 | Audit Session ID: 0a95072a1e4f80005ed1f708 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124152 | Audit Session ID: 0a95072a1e4f80005ed1f708 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanjoygi | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.191 | Public IP: 157.43.212.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:46 IST Sat May 30 2020 | Duration: 1h:46m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 61475760 | Bytes Rx: 21293204 | IP Addr: 10.149.233.191 | Public IP: 157.43.212.97 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:43:46 IST Sat May 30 2020 | Duration: 1h:46m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 61475760 | Bytes Rx: 21293204 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124160 | Audit Session ID: 0a95072a1e5000005ed1f99a | Security Group Tag: none | EasyVPN: 0 |Session ID: 124160 | Audit Session ID: 0a95072a1e5000005ed1f99a | Security Group Tag: none | EasyVPN: 0 ||
Username: santosh.shinde | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.189 | Public IP: 106.200.114.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:13 IST Sat May 30 2020 | Duration: 1h:45m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 314291243 | Bytes Rx: 29768499 | IP Addr: 10.149.233.189 | Public IP: 106.200.114.191 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:45:13 IST Sat May 30 2020 | Duration: 1h:45m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 314291243 | Bytes Rx: 29768499 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 124162 | Audit Session ID: 0a95072a1e5020005ed1f9f1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 124162 | Audit Session ID: 0a95072a1e5020005ed1f9f1 | Security Group Tag: none | EasyVPN: 0 ||
