sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: vvelu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | IP Addr: 10.149.232.224 | Public IP: 49.207.137.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:42 IST Thu Jun 25 2020 | Duration: 11h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 630940389 | Bytes Rx: 342783550 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 |Session ID: 172171 | Audit Session ID: 0a95072a2a08b0005ef3f212 | Security Group Tag: none | EasyVPN: 0 ||
Username: YuvaPeru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.142 | Public IP: 157.50.23.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:10:10 IST Thu Jun 25 2020 | Duration: 4h:50m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1841424663 | Bytes Rx: 90766448 | IP Addr: 10.149.241.142 | Public IP: 157.50.23.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:10:10 IST Thu Jun 25 2020 | Duration: 4h:50m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1841424663 | Bytes Rx: 90766448 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173329 | Audit Session ID: 0a95072a2a5110005ef454da | Security Group Tag: none | EasyVPN: 0 |Session ID: 173329 | Audit Session ID: 0a95072a2a5110005ef454da | Security Group Tag: none | EasyVPN: 0 ||
Username: ShafnaA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.240 | Public IP: 157.50.203.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:10:20 IST Thu Jun 25 2020 | Duration: 4h:50m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 261975594 | Bytes Rx: 143006131 | IP Addr: 10.149.241.240 | Public IP: 157.50.203.64 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:10:20 IST Thu Jun 25 2020 | Duration: 4h:50m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 261975594 | Bytes Rx: 143006131 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173331 | Audit Session ID: 0a95072a2a5130005ef454e4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173331 | Audit Session ID: 0a95072a2a5130005ef454e4 | Security Group Tag: none | EasyVPN: 0 ||
Username: Saradsan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.239 | Public IP: 106.208.105.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:10:21 IST Thu Jun 25 2020 | Duration: 4h:50m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 44688233 | Bytes Rx: 26232179 | IP Addr: 10.149.241.239 | Public IP: 106.208.105.13 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:10:21 IST Thu Jun 25 2020 | Duration: 4h:50m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 44688233 | Bytes Rx: 26232179 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173332 | Audit Session ID: 0a95072a2a5140005ef454e5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173332 | Audit Session ID: 0a95072a2a5140005ef454e5 | Security Group Tag: none | EasyVPN: 0 ||
Username: MuthJaya | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.146 | Public IP: 106.208.75.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:13 IST Thu Jun 25 2020 | Duration: 4h:49m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 66883514 | Bytes Rx: 21891233 | IP Addr: 10.149.241.146 | Public IP: 106.208.75.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:13 IST Thu Jun 25 2020 | Duration: 4h:49m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 66883514 | Bytes Rx: 21891233 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173336 | Audit Session ID: 0a95072a2a5180005ef45519 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173336 | Audit Session ID: 0a95072a2a5180005ef45519 | Security Group Tag: none | EasyVPN: 0 ||
Username: mohfazal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.243 | Public IP: 106.208.83.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:17 IST Thu Jun 25 2020 | Duration: 4h:49m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 155544565 | Bytes Rx: 70361965 | IP Addr: 10.149.241.243 | Public IP: 106.208.83.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:17 IST Thu Jun 25 2020 | Duration: 4h:49m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 155544565 | Bytes Rx: 70361965 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173337 | Audit Session ID: 0a95072a2a5190005ef4551d | Security Group Tag: none | EasyVPN: 0 |Session ID: 173337 | Audit Session ID: 0a95072a2a5190005ef4551d | Security Group Tag: none | EasyVPN: 0 ||
Username: logeshwb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.244 | Public IP: 157.50.36.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:33 IST Thu Jun 25 2020 | Duration: 4h:48m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 101472408 | Bytes Rx: 160870210 | IP Addr: 10.149.241.244 | Public IP: 157.50.36.139 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:33 IST Thu Jun 25 2020 | Duration: 4h:48m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 101472408 | Bytes Rx: 160870210 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173338 | Audit Session ID: 0a95072a2a51a0005ef4552d | Security Group Tag: none | EasyVPN: 0 |Session ID: 173338 | Audit Session ID: 0a95072a2a51a0005ef4552d | Security Group Tag: none | EasyVPN: 0 ||
Username: tsivasub | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.170 | Public IP: 157.50.136.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:35 IST Thu Jun 25 2020 | Duration: 4h:48m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 304027513 | Bytes Rx: 51836466 | IP Addr: 10.149.232.170 | Public IP: 157.50.136.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:35 IST Thu Jun 25 2020 | Duration: 4h:48m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 304027513 | Bytes Rx: 51836466 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173339 | Audit Session ID: 0a95072a2a51b0005ef4552f | Security Group Tag: none | EasyVPN: 0 |Session ID: 173339 | Audit Session ID: 0a95072a2a51b0005ef4552f | Security Group Tag: none | EasyVPN: 0 ||
Username: anuchand | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.245 | Public IP: 157.46.10.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:48 IST Thu Jun 25 2020 | Duration: 4h:48m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 92923129 | Bytes Rx: 42123913 | IP Addr: 10.149.241.245 | Public IP: 157.46.10.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:48 IST Thu Jun 25 2020 | Duration: 4h:48m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 92923129 | Bytes Rx: 42123913 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173340 | Audit Session ID: 0a95072a2a51c0005ef4553c | Security Group Tag: none | EasyVPN: 0 |Session ID: 173340 | Audit Session ID: 0a95072a2a51c0005ef4553c | Security Group Tag: none | EasyVPN: 0 ||
Username: lvenkate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.246 | Public IP: 157.50.27.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:54 IST Thu Jun 25 2020 | Duration: 4h:48m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 516003655 | Bytes Rx: 62123762 | IP Addr: 10.149.241.246 | Public IP: 157.50.27.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:11:54 IST Thu Jun 25 2020 | Duration: 4h:48m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 516003655 | Bytes Rx: 62123762 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173341 | Audit Session ID: 0a95072a2a51d0005ef45542 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173341 | Audit Session ID: 0a95072a2a51d0005ef45542 | Security Group Tag: none | EasyVPN: 0 ||
Username: SDhand | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.247 | Public IP: 27.5.212.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:12:07 IST Thu Jun 25 2020 | Duration: 4h:48m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 357037076 | Bytes Rx: 102187974 | IP Addr: 10.149.241.247 | Public IP: 27.5.212.226 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:12:07 IST Thu Jun 25 2020 | Duration: 4h:48m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 357037076 | Bytes Rx: 102187974 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173342 | Audit Session ID: 0a95072a2a51e0005ef4554f | Security Group Tag: none | EasyVPN: 0 |Session ID: 173342 | Audit Session ID: 0a95072a2a51e0005ef4554f | Security Group Tag: none | EasyVPN: 0 ||
Username: rajmarut | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.52 | Public IP: 106.208.27.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:08 IST Thu Jun 25 2020 | Duration: 4h:47m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 138266193 | Bytes Rx: 43200536 | IP Addr: 10.149.233.52 | Public IP: 106.208.27.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:08 IST Thu Jun 25 2020 | Duration: 4h:47m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 138266193 | Bytes Rx: 43200536 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173344 | Audit Session ID: 0a95072a2a5200005ef4558c | Security Group Tag: none | EasyVPN: 0 |Session ID: 173344 | Audit Session ID: 0a95072a2a5200005ef4558c | Security Group Tag: none | EasyVPN: 0 ||
Username: barmanim | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.226 | Public IP: 106.208.135.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:09 IST Thu Jun 25 2020 | Duration: 4h:47m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 33011210 | Bytes Rx: 21690744 | IP Addr: 10.149.241.226 | Public IP: 106.208.135.133 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:09 IST Thu Jun 25 2020 | Duration: 4h:47m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 33011210 | Bytes Rx: 21690744 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173345 | Audit Session ID: 0a95072a2a5210005ef4558d | Security Group Tag: none | EasyVPN: 0 |Session ID: 173345 | Audit Session ID: 0a95072a2a5210005ef4558d | Security Group Tag: none | EasyVPN: 0 ||
Username: anvaradh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.50 | Public IP: 103.231.217.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:12 IST Thu Jun 25 2020 | Duration: 4h:47m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 128023603 | Bytes Rx: 288771693 | IP Addr: 10.149.232.50 | Public IP: 103.231.217.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:12 IST Thu Jun 25 2020 | Duration: 4h:47m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 128023603 | Bytes Rx: 288771693 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173346 | Audit Session ID: 0a95072a2a5220005ef45590 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173346 | Audit Session ID: 0a95072a2a5220005ef45590 | Security Group Tag: none | EasyVPN: 0 ||
Username: Jaylaksh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.248 | Public IP: 157.47.87.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:30 IST Thu Jun 25 2020 | Duration: 4h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 134856706 | Bytes Rx: 87048607 | IP Addr: 10.149.241.248 | Public IP: 157.47.87.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:30 IST Thu Jun 25 2020 | Duration: 4h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 134856706 | Bytes Rx: 87048607 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173348 | Audit Session ID: 0a95072a2a5240005ef455a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173348 | Audit Session ID: 0a95072a2a5240005ef455a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sharanya.ci | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.249 | Public IP: 157.50.220.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:31 IST Thu Jun 25 2020 | Duration: 4h:46m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 540031538 | Bytes Rx: 39581116 | IP Addr: 10.149.241.249 | Public IP: 157.50.220.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:31 IST Thu Jun 25 2020 | Duration: 4h:46m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 540031538 | Bytes Rx: 39581116 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173349 | Audit Session ID: 0a95072a2a5250005ef455a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173349 | Audit Session ID: 0a95072a2a5250005ef455a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: DkumarS | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.250 | Public IP: 42.111.150.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:36 IST Thu Jun 25 2020 | Duration: 4h:46m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 378655619 | Bytes Rx: 94332875 | IP Addr: 10.149.241.250 | Public IP: 42.111.150.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:13:36 IST Thu Jun 25 2020 | Duration: 4h:46m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 378655619 | Bytes Rx: 94332875 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173350 | Audit Session ID: 0a95072a2a5260005ef455a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173350 | Audit Session ID: 0a95072a2a5260005ef455a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: brajendr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.251 | Public IP: 157.50.204.20 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:13:44 IST Thu Jun 25 2020 | Duration: 4h:46m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1002698015 | Bytes Rx: 67153146 | IP Addr: 10.149.241.251 | Public IP: 157.50.204.20 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:13:44 IST Thu Jun 25 2020 | Duration: 4h:46m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 1002698015 | Bytes Rx: 67153146 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173351 | Audit Session ID: 0a95072a2a5270005ef455b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173351 | Audit Session ID: 0a95072a2a5270005ef455b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: zaidms | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.241.252 | Public IP: 1.38.221.113 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:13:45 IST Thu Jun 25 2020 | Duration: 4h:46m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 273755584 | Bytes Rx: 112445745 | IP Addr: 10.149.241.252 | Public IP: 1.38.221.113 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 13:13:45 IST Thu Jun 25 2020 | Duration: 4h:46m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 273755584 | Bytes Rx: 112445745 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173352 | Audit Session ID: 0a95072a2a5280005ef455b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173352 | Audit Session ID: 0a95072a2a5280005ef455b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: Pthanga | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.2 | Public IP: 157.46.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:01 IST Thu Jun 25 2020 | Duration: 4h:46m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 705956994 | Bytes Rx: 58857104 | IP Addr: 10.149.240.2 | Public IP: 157.46.8.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:01 IST Thu Jun 25 2020 | Duration: 4h:46m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 705956994 | Bytes Rx: 58857104 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173356 | Audit Session ID: 0a95072a2a52c0005ef455c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 173356 | Audit Session ID: 0a95072a2a52c0005ef455c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: BuGupta | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.3 | Public IP: 157.46.23.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:10 IST Thu Jun 25 2020 | Duration: 4h:46m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1333842652 | Bytes Rx: 101957351 | IP Addr: 10.149.240.3 | Public IP: 157.46.23.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:14:10 IST Thu Jun 25 2020 | Duration: 4h:46m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 1333842652 | Bytes Rx: 101957351 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 173358 | Audit Session ID: 0a95072a2a52e0005ef455ca | Security Group Tag: none | EasyVPN: 0 |Session ID: 173358 | Audit Session ID: 0a95072a2a52e0005ef455ca | Security Group Tag: none | EasyVPN: 0 ||
