sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: dvinnako | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.47 | Public IP: 108.51.146.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:29:46 GMT Tue Jun 2 2020 | Duration: 20d 13h:00m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 57284944568 | Bytes Rx: 8425132430 | IP Addr: 10.144.233.47 | Public IP: 108.51.146.108 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:29:46 GMT Tue Jun 2 2020 | Duration: 20d 13h:00m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 57284944568 | Bytes Rx: 8425132430 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 65492 | Audit Session ID: 0a90076b0ffd40005ed67e7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 65492 | Audit Session ID: 0a90076b0ffd40005ed67e7a | Security Group Tag: none | EasyVPN: 0 ||
Username: habdul | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.126 | Public IP: 72.205.43.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:10:26 GMT Mon Jun 22 2020 | Duration: 15h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 223432373 | Bytes Rx: 139491568 | IP Addr: 10.144.232.126 | Public IP: 72.205.43.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:10:26 GMT Mon Jun 22 2020 | Duration: 15h:19m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 223432373 | Bytes Rx: 139491568 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72157 | Audit Session ID: 0a90076b119dd0005ef0bbd2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72157 | Audit Session ID: 0a90076b119dd0005ef0bbd2 | Security Group Tag: none | EasyVPN: 0 ||
Username: shishirg | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.78 | Public IP: 73.231.31.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:35:58 GMT Mon Jun 22 2020 | Duration: 14h:54m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 669179669 | Bytes Rx: 291378104 | IP Addr: 10.144.232.78 | Public IP: 73.231.31.235 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:35:58 GMT Mon Jun 22 2020 | Duration: 14h:54m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 669179669 | Bytes Rx: 291378104 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72166 | Audit Session ID: 0a90076b119e60005ef0c1ce | Security Group Tag: none | EasyVPN: 0 |Session ID: 72166 | Audit Session ID: 0a90076b119e60005ef0c1ce | Security Group Tag: none | EasyVPN: 0 ||
Username: hjaquez | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.35 | Public IP: 69.126.213.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:00:43 GMT Mon Jun 22 2020 | Duration: 14h:29m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 730901812 | Bytes Rx: 158158975 | IP Addr: 10.144.232.35 | Public IP: 69.126.213.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:00:43 GMT Mon Jun 22 2020 | Duration: 14h:29m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 730901812 | Bytes Rx: 158158975 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72179 | Audit Session ID: 0a90076b119f30005ef0c79b | Security Group Tag: none | EasyVPN: 0 |Session ID: 72179 | Audit Session ID: 0a90076b119f30005ef0c79b | Security Group Tag: none | EasyVPN: 0 ||
Username: mschneider | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.37 | Public IP: 67.168.104.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:01:14 GMT Mon Jun 22 2020 | Duration: 14h:29m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1262915180 | Bytes Rx: 337139791 | IP Addr: 10.144.232.37 | Public IP: 67.168.104.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:01:14 GMT Mon Jun 22 2020 | Duration: 14h:29m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1262915180 | Bytes Rx: 337139791 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72180 | Audit Session ID: 0a90076b119f40005ef0c7ba | Security Group Tag: none | EasyVPN: 0 |Session ID: 72180 | Audit Session ID: 0a90076b119f40005ef0c7ba | Security Group Tag: none | EasyVPN: 0 ||
Username: ivaillan | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.24 | Public IP: 74.59.213.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:05:43 GMT Mon Jun 22 2020 | Duration: 13h:24m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 61759171 | Bytes Rx: 33860930 | IP Addr: 10.144.232.24 | Public IP: 74.59.213.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:05:43 GMT Mon Jun 22 2020 | Duration: 13h:24m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 61759171 | Bytes Rx: 33860930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72205 | Audit Session ID: 0a90076b11a0d0005ef0d6d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72205 | Audit Session ID: 0a90076b11a0d0005ef0d6d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: trydzyns | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.79 | Public IP: 67.248.108.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:53:45 GMT Mon Jun 22 2020 | Duration: 11h:36m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 265246707 | Bytes Rx: 131471644 | IP Addr: 10.144.232.79 | Public IP: 67.248.108.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:53:45 GMT Mon Jun 22 2020 | Duration: 11h:36m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 265246707 | Bytes Rx: 131471644 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72236 | Audit Session ID: 0a90076b11a2c0005ef0f029 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72236 | Audit Session ID: 0a90076b11a2c0005ef0f029 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmandava | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.129 | Public IP: 73.198.47.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:31:17 GMT Mon Jun 22 2020 | Duration: 10h:59m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 201162647 | Bytes Rx: 98255370 | IP Addr: 10.144.233.129 | Public IP: 73.198.47.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:31:17 GMT Mon Jun 22 2020 | Duration: 10h:59m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 201162647 | Bytes Rx: 98255370 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72246 | Audit Session ID: 0a90076b11a360005ef0f8f5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72246 | Audit Session ID: 0a90076b11a360005ef0f8f5 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgelly | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.59 | Public IP: 73.229.46.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 20:50:40 GMT Mon Jun 22 2020 | Duration: 8h:39m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 473804995 | Bytes Rx: 65444857 | IP Addr: 10.144.232.59 | Public IP: 73.229.46.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 20:50:40 GMT Mon Jun 22 2020 | Duration: 8h:39m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 473804995 | Bytes Rx: 65444857 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72262 | Audit Session ID: 0a90076b11a460005ef119a0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72262 | Audit Session ID: 0a90076b11a460005ef119a0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sbechtol | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.56 | Public IP: 209.163.162.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:54:48 GMT Mon Jun 22 2020 | Duration: 7h:35m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 94491286 | Bytes Rx: 42119495 | IP Addr: 10.144.232.56 | Public IP: 209.163.162.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:54:48 GMT Mon Jun 22 2020 | Duration: 7h:35m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 94491286 | Bytes Rx: 42119495 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72268 | Audit Session ID: 0a90076b11a4c0005ef128a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72268 | Audit Session ID: 0a90076b11a4c0005ef128a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: prsomase | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.206 | Public IP: 157.47.38.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:45:05 GMT Tue Jun 23 2020 | Duration: 3h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 136705541 | Bytes Rx: 52725615 | IP Addr: 10.144.230.206 | Public IP: 157.47.38.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:45:05 GMT Tue Jun 23 2020 | Duration: 3h:45m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 136705541 | Bytes Rx: 52725615 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72300 | Audit Session ID: 0a90076b11a6c0005ef15ea1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72300 | Audit Session ID: 0a90076b11a6c0005ef15ea1 | Security Group Tag: none | EasyVPN: 0 ||
Username: SurajMah | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.84 | Public IP: 183.87.238.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:17:50 GMT Tue Jun 23 2020 | Duration: 3h:12m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 85947621 | Bytes Rx: 35704452 | IP Addr: 10.144.232.84 | Public IP: 183.87.238.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:17:50 GMT Tue Jun 23 2020 | Duration: 3h:12m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 85947621 | Bytes Rx: 35704452 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72303 | Audit Session ID: 0a90076b11a6f0005ef1664e | Security Group Tag: none | EasyVPN: 0 |Session ID: 72303 | Audit Session ID: 0a90076b11a6f0005ef1664e | Security Group Tag: none | EasyVPN: 0 ||
Username: abirchan | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.114 | Public IP: 106.198.28.45 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 02:21:25 GMT Tue Jun 23 2020 | Duration: 3h:08m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 107894490 | Bytes Rx: 29870373 | IP Addr: 10.144.232.114 | Public IP: 106.198.28.45 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 02:21:25 GMT Tue Jun 23 2020 | Duration: 3h:08m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 107894490 | Bytes Rx: 29870373 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72304 | Audit Session ID: 0a90076b11a700005ef16725 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72304 | Audit Session ID: 0a90076b11a700005ef16725 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssalaiva | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.111 | Public IP: 117.193.154.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:45:54 GMT Tue Jun 23 2020 | Duration: 2h:44m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 102723539 | Bytes Rx: 33992178 | IP Addr: 10.144.232.111 | Public IP: 117.193.154.148 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:45:54 GMT Tue Jun 23 2020 | Duration: 2h:44m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 102723539 | Bytes Rx: 33992178 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72307 | Audit Session ID: 0a90076b11a730005ef16ce2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72307 | Audit Session ID: 0a90076b11a730005ef16ce2 | Security Group Tag: none | EasyVPN: 0 ||
Username: NKumarS | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.208 | Public IP: 27.62.35.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:49:24 GMT Tue Jun 23 2020 | Duration: 2h:40m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 515319148 | Bytes Rx: 44859040 | IP Addr: 10.144.230.208 | Public IP: 27.62.35.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:49:24 GMT Tue Jun 23 2020 | Duration: 2h:40m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 515319148 | Bytes Rx: 44859040 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72308 | Audit Session ID: 0a90076b11a740005ef16db4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72308 | Audit Session ID: 0a90076b11a740005ef16db4 | Security Group Tag: none | EasyVPN: 0 ||
Username: divselva | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.83 | Public IP: 157.46.34.153 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 03:06:48 GMT Tue Jun 23 2020 | Duration: 2h:23m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 56663217 | Bytes Rx: 20164429 | IP Addr: 10.144.233.83 | Public IP: 157.46.34.153 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 03:06:48 GMT Tue Jun 23 2020 | Duration: 2h:23m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 56663217 | Bytes Rx: 20164429 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72311 | Audit Session ID: 0a90076b11a770005ef171c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72311 | Audit Session ID: 0a90076b11a770005ef171c8 | Security Group Tag: none | EasyVPN: 0 ||
Username: kthiruma | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.25 | Public IP: 71.168.146.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:14:44 GMT Tue Jun 23 2020 | Duration: 2h:15m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 128590600 | Bytes Rx: 14676455 | IP Addr: 10.144.232.25 | Public IP: 71.168.146.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:14:44 GMT Tue Jun 23 2020 | Duration: 2h:15m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 128590600 | Bytes Rx: 14676455 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72312 | Audit Session ID: 0a90076b11a780005ef173a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72312 | Audit Session ID: 0a90076b11a780005ef173a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.deogaonkar | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.207 | Public IP: 103.57.71.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:15:14 GMT Tue Jun 23 2020 | Duration: 2h:15m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 234615613 | Bytes Rx: 66159716 | IP Addr: 10.144.230.207 | Public IP: 103.57.71.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:15:14 GMT Tue Jun 23 2020 | Duration: 2h:15m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 234615613 | Bytes Rx: 66159716 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72313 | Audit Session ID: 0a90076b11a790005ef173c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72313 | Audit Session ID: 0a90076b11a790005ef173c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sanpande | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.85 | Public IP: 115.64.133.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:37:05 GMT Tue Jun 23 2020 | Duration: 1h:53m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 253948789 | Bytes Rx: 50588089 | IP Addr: 10.144.233.85 | Public IP: 115.64.133.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:37:05 GMT Tue Jun 23 2020 | Duration: 1h:53m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 253948789 | Bytes Rx: 50588089 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72317 | Audit Session ID: 0a90076b11a7d0005ef178e1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72317 | Audit Session ID: 0a90076b11a7d0005ef178e1 | Security Group Tag: none | EasyVPN: 0 ||
Username: vzalavad | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.210 | Public IP: 103.110.255.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:47:30 GMT Tue Jun 23 2020 | Duration: 1h:42m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 120685787 | Bytes Rx: 46189860 | IP Addr: 10.144.230.210 | Public IP: 103.110.255.188 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:47:30 GMT Tue Jun 23 2020 | Duration: 1h:42m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 120685787 | Bytes Rx: 46189860 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72320 | Audit Session ID: 0a90076b11a800005ef17b52 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72320 | Audit Session ID: 0a90076b11a800005ef17b52 | Security Group Tag: none | EasyVPN: 0 ||
Username: HriJoshi | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.209 | Public IP: 59.94.61.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:02:27 GMT Tue Jun 23 2020 | Duration: 1h:27m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 193478114 | Bytes Rx: 62515630 | IP Addr: 10.144.230.209 | Public IP: 59.94.61.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:02:27 GMT Tue Jun 23 2020 | Duration: 1h:27m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 193478114 | Bytes Rx: 62515630 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 72321 | Audit Session ID: 0a90076b11a810005ef17ed3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 72321 | Audit Session ID: 0a90076b11a810005ef17ed3 | Security Group Tag: none | EasyVPN: 0 ||
