sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: smaniyan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | IP Addr: 10.149.233.138 | Public IP: 157.51.115.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:18:47 IST Thu Jun 11 2020 | Duration: 22h:45m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 1032199894 | Bytes Rx: 299555119 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 146433 | Audit Session ID: 0a95072a23c010005ee1d3cf | Security Group Tag: none | EasyVPN: 0 ||
Username: monicaic | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.211 | Public IP: 103.144.232.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:42 IST Fri Jun 12 2020 | Duration: 1h:00m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 19629627 | Bytes Rx: 5942041 | IP Addr: 10.149.233.211 | Public IP: 103.144.232.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:42 IST Fri Jun 12 2020 | Duration: 1h:00m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 19629627 | Bytes Rx: 5942041 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148088 | Audit Session ID: 0a95072a242780005ee305a6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148088 | Audit Session ID: 0a95072a242780005ee305a6 | Security Group Tag: none | EasyVPN: 0 ||
Username: LathaN | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.212 | Public IP: 106.206.34.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:44 IST Fri Jun 12 2020 | Duration: 1h:00m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 44578885 | Bytes Rx: 10571407 | IP Addr: 10.149.233.212 | Public IP: 106.206.34.215 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:03:44 IST Fri Jun 12 2020 | Duration: 1h:00m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 44578885 | Bytes Rx: 10571407 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148089 | Audit Session ID: 0a95072a242790005ee305a8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148089 | Audit Session ID: 0a95072a242790005ee305a8 | Security Group Tag: none | EasyVPN: 0 ||
Username: mrutpabb | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.214 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:05 IST Fri Jun 12 2020 | Duration: 0h:59m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 508937174 | Bytes Rx: 22227684 | IP Addr: 10.149.233.214 | Public IP: 49.37.134.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:05 IST Fri Jun 12 2020 | Duration: 0h:59m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 508937174 | Bytes Rx: 22227684 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148091 | Audit Session ID: 0a95072a2427b0005ee305bd | Security Group Tag: none | EasyVPN: 0 |Session ID: 148091 | Audit Session ID: 0a95072a2427b0005ee305bd | Security Group Tag: none | EasyVPN: 0 ||
Username: amrutha.d | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.218 | Public IP: 106.208.18.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:26 IST Fri Jun 12 2020 | Duration: 0h:59m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 47125283 | Bytes Rx: 15528423 | IP Addr: 10.149.233.218 | Public IP: 106.208.18.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:26 IST Fri Jun 12 2020 | Duration: 0h:59m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 47125283 | Bytes Rx: 15528423 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148093 | Audit Session ID: 0a95072a2427d0005ee305d2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148093 | Audit Session ID: 0a95072a2427d0005ee305d2 | Security Group Tag: none | EasyVPN: 0 ||
Username: sangeetha.thiagaraja | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 157.46.2.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:27 IST Fri Jun 12 2020 | Duration: 0h:59m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 465219924 | Bytes Rx: 30025112 | IP Addr: 10.149.233.215 | Public IP: 157.46.2.26 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:27 IST Fri Jun 12 2020 | Duration: 0h:59m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 465219924 | Bytes Rx: 30025112 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148094 | Audit Session ID: 0a95072a2427e0005ee305d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148094 | Audit Session ID: 0a95072a2427e0005ee305d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: SDhanase | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.217 | Public IP: 157.50.65.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:31 IST Fri Jun 12 2020 | Duration: 0h:59m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 28987841 | Bytes Rx: 17647058 | IP Addr: 10.149.233.217 | Public IP: 157.50.65.255 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:31 IST Fri Jun 12 2020 | Duration: 0h:59m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 28987841 | Bytes Rx: 17647058 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148096 | Audit Session ID: 0a95072a242800005ee305d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148096 | Audit Session ID: 0a95072a242800005ee305d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: anujoshi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.219 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:34 IST Fri Jun 12 2020 | Duration: 0h:59m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 14225743 | Bytes Rx: 6770900 | IP Addr: 10.149.233.219 | Public IP: 103.86.180.216 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:34 IST Fri Jun 12 2020 | Duration: 0h:59m:29s | Inactivity:  0h:00m:00s | Bytes Tx: 14225743 | Bytes Rx: 6770900 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148097 | Audit Session ID: 0a95072a242810005ee305da | Security Group Tag: none | EasyVPN: 0 |Session ID: 148097 | Audit Session ID: 0a95072a242810005ee305da | Security Group Tag: none | EasyVPN: 0 ||
Username: Radhirad | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.220 | Public IP: 42.111.129.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:35 IST Fri Jun 12 2020 | Duration: 0h:59m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 83096541 | Bytes Rx: 54373883 | IP Addr: 10.149.233.220 | Public IP: 42.111.129.49 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:35 IST Fri Jun 12 2020 | Duration: 0h:59m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 83096541 | Bytes Rx: 54373883 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148098 | Audit Session ID: 0a95072a242820005ee305db | Security Group Tag: none | EasyVPN: 0 |Session ID: 148098 | Audit Session ID: 0a95072a242820005ee305db | Security Group Tag: none | EasyVPN: 0 ||
Username: NaKaveti | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.221 | Public IP: 157.44.132.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:41 IST Fri Jun 12 2020 | Duration: 0h:59m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 18227012 | Bytes Rx: 14089151 | IP Addr: 10.149.233.221 | Public IP: 157.44.132.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:41 IST Fri Jun 12 2020 | Duration: 0h:59m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 18227012 | Bytes Rx: 14089151 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148099 | Audit Session ID: 0a95072a242830005ee305e1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148099 | Audit Session ID: 0a95072a242830005ee305e1 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivaji.m | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.222 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:49 IST Fri Jun 12 2020 | Duration: 0h:59m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 31751789 | Bytes Rx: 15907973 | IP Addr: 10.149.233.222 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:04:49 IST Fri Jun 12 2020 | Duration: 0h:59m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 31751789 | Bytes Rx: 15907973 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148101 | Audit Session ID: 0a95072a242850005ee305e9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148101 | Audit Session ID: 0a95072a242850005ee305e9 | Security Group Tag: none | EasyVPN: 0 ||
Username: nghare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.223 | Public IP: 49.32.62.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:16 IST Fri Jun 12 2020 | Duration: 0h:58m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 38371165 | Bytes Rx: 13059618 | IP Addr: 10.149.233.223 | Public IP: 49.32.62.142 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:05:16 IST Fri Jun 12 2020 | Duration: 0h:58m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 38371165 | Bytes Rx: 13059618 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148104 | Audit Session ID: 0a95072a242880005ee30604 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148104 | Audit Session ID: 0a95072a242880005ee30604 | Security Group Tag: none | EasyVPN: 0 ||
Username: abhilasp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.127 | Public IP: 106.208.38.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:30 IST Fri Jun 12 2020 | Duration: 0h:54m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 37748681 | Bytes Rx: 17867963 | IP Addr: 10.149.233.127 | Public IP: 106.208.38.5 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:30 IST Fri Jun 12 2020 | Duration: 0h:54m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 37748681 | Bytes Rx: 17867963 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148105 | Audit Session ID: 0a95072a242890005ee30702 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148105 | Audit Session ID: 0a95072a242890005ee30702 | Security Group Tag: none | EasyVPN: 0 ||
Username: guruprasad.pai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.225 | Public IP: 137.97.235.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:42 IST Fri Jun 12 2020 | Duration: 0h:54m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 63528104 | Bytes Rx: 21965747 | IP Addr: 10.149.233.225 | Public IP: 137.97.235.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:09:42 IST Fri Jun 12 2020 | Duration: 0h:54m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 63528104 | Bytes Rx: 21965747 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148106 | Audit Session ID: 0a95072a2428a0005ee3070e | Security Group Tag: none | EasyVPN: 0 |Session ID: 148106 | Audit Session ID: 0a95072a2428a0005ee3070e | Security Group Tag: none | EasyVPN: 0 ||
Username: aksjawah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.147 | Public IP: 157.46.19.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:10 IST Fri Jun 12 2020 | Duration: 0h:53m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 37673050 | Bytes Rx: 89708410 | IP Addr: 10.149.233.147 | Public IP: 157.46.19.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:10 IST Fri Jun 12 2020 | Duration: 0h:53m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 37673050 | Bytes Rx: 89708410 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148107 | Audit Session ID: 0a95072a2428b0005ee3072a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148107 | Audit Session ID: 0a95072a2428b0005ee3072a | Security Group Tag: none | EasyVPN: 0 ||
Username: Nsundare | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.227 | Public IP: 157.50.200.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:33 IST Fri Jun 12 2020 | Duration: 0h:53m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 292031763 | Bytes Rx: 36594676 | IP Addr: 10.149.233.227 | Public IP: 157.50.200.124 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:33 IST Fri Jun 12 2020 | Duration: 0h:53m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 292031763 | Bytes Rx: 36594676 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148108 | Audit Session ID: 0a95072a2428c0005ee30741 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148108 | Audit Session ID: 0a95072a2428c0005ee30741 | Security Group Tag: none | EasyVPN: 0 ||
Username: FMOHAMMA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.226 | Public IP: 157.44.81.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:36 IST Fri Jun 12 2020 | Duration: 0h:53m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 178841556 | Bytes Rx: 24076945 | IP Addr: 10.149.233.226 | Public IP: 157.44.81.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:36 IST Fri Jun 12 2020 | Duration: 0h:53m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 178841556 | Bytes Rx: 24076945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148109 | Audit Session ID: 0a95072a2428d0005ee30744 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148109 | Audit Session ID: 0a95072a2428d0005ee30744 | Security Group Tag: none | EasyVPN: 0 ||
Username: BhupatBS | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.228 | Public IP: 183.83.144.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:47 IST Fri Jun 12 2020 | Duration: 0h:53m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 53742182 | Bytes Rx: 14775233 | IP Addr: 10.149.233.228 | Public IP: 183.83.144.227 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:10:47 IST Fri Jun 12 2020 | Duration: 0h:53m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 53742182 | Bytes Rx: 14775233 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148111 | Audit Session ID: 0a95072a2428f0005ee3074f | Security Group Tag: none | EasyVPN: 0 |Session ID: 148111 | Audit Session ID: 0a95072a2428f0005ee3074f | Security Group Tag: none | EasyVPN: 0 ||
Username: saravana.d | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.229 | Public IP: 157.51.216.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:17 IST Fri Jun 12 2020 | Duration: 0h:52m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 38470995 | Bytes Rx: 14395516 | IP Addr: 10.149.233.229 | Public IP: 157.51.216.86 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:17 IST Fri Jun 12 2020 | Duration: 0h:52m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 38470995 | Bytes Rx: 14395516 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148112 | Audit Session ID: 0a95072a242900005ee3076d | Security Group Tag: none | EasyVPN: 0 |Session ID: 148112 | Audit Session ID: 0a95072a242900005ee3076d | Security Group Tag: none | EasyVPN: 0 ||
Username: MoKodali | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.234 | Public IP: 175.101.67.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:26 IST Fri Jun 12 2020 | Duration: 0h:52m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 132872220 | Bytes Rx: 8943226 | IP Addr: 10.149.233.234 | Public IP: 175.101.67.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:26 IST Fri Jun 12 2020 | Duration: 0h:52m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 132872220 | Bytes Rx: 8943226 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148113 | Audit Session ID: 0a95072a242910005ee30776 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148113 | Audit Session ID: 0a95072a242910005ee30776 | Security Group Tag: none | EasyVPN: 0 ||
Username: ubabus | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.231 | Public IP: 122.175.67.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:48 IST Fri Jun 12 2020 | Duration: 0h:52m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 107819123 | Bytes Rx: 15290349 | IP Addr: 10.149.233.231 | Public IP: 122.175.67.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:11:48 IST Fri Jun 12 2020 | Duration: 0h:52m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 107819123 | Bytes Rx: 15290349 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148114 | Audit Session ID: 0a95072a242920005ee3078c | Security Group Tag: none | EasyVPN: 0 |Session ID: 148114 | Audit Session ID: 0a95072a242920005ee3078c | Security Group Tag: none | EasyVPN: 0 ||
