sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 6h:38m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 246196299 | Bytes Rx: 121011416 | IP Addr: 10.149.233.232 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 10:22:13 IST Fri Jun 5 2020 | Duration: 2d 6h:38m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 246196299 | Bytes Rx: 121011416 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 |Session ID: 135018 | Audit Session ID: 0a95072a20f6a0005ed9cf7d | Security Group Tag: none | EasyVPN: 0 ||
Username: ksmurthy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.14 | Public IP: 27.62.67.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:08:41 IST Sun Jun 7 2020 | Duration: 3h:52m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 733886793 | Bytes Rx: 51238354 | IP Addr: 10.149.232.14 | Public IP: 27.62.67.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:08:41 IST Sun Jun 7 2020 | Duration: 3h:52m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 733886793 | Bytes Rx: 51238354 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137929 | Audit Session ID: 0a95072a21ac90005edc9981 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137929 | Audit Session ID: 0a95072a21ac90005edc9981 | Security Group Tag: none | EasyVPN: 0 ||
Username: ShrKatka | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.26 | Public IP: 43.241.27.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:56 IST Sun Jun 7 2020 | Duration: 3h:40m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 66309671 | Bytes Rx: 34589765 | IP Addr: 10.149.232.26 | Public IP: 43.241.27.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:20:56 IST Sun Jun 7 2020 | Duration: 3h:40m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 66309671 | Bytes Rx: 34589765 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137933 | Audit Session ID: 0a95072a21acd0005edc9c60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137933 | Audit Session ID: 0a95072a21acd0005edc9c60 | Security Group Tag: none | EasyVPN: 0 ||
Username: kgopikum | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.70 | Public IP: 157.50.207.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:35 IST Sun Jun 7 2020 | Duration: 3h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 15975511 | Bytes Rx: 10252344 | IP Addr: 10.149.232.70 | Public IP: 157.50.207.119 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:22:35 IST Sun Jun 7 2020 | Duration: 3h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 15975511 | Bytes Rx: 10252344 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137934 | Audit Session ID: 0a95072a21ace0005edc9cc3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137934 | Audit Session ID: 0a95072a21ace0005edc9cc3 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdowlath | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.243 | Public IP: 157.46.11.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:24 IST Sun Jun 7 2020 | Duration: 3h:27m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 59468054 | Bytes Rx: 43495905 | IP Addr: 10.149.233.243 | Public IP: 157.46.11.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:24 IST Sun Jun 7 2020 | Duration: 3h:27m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 59468054 | Bytes Rx: 43495905 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137950 | Audit Session ID: 0a95072a21ade0005edc9f4c | Security Group Tag: none | EasyVPN: 0 |Session ID: 137950 | Audit Session ID: 0a95072a21ade0005edc9f4c | Security Group Tag: none | EasyVPN: 0 ||
Username: VenkaSri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.22 | Public IP: 157.51.236.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:26 IST Sun Jun 7 2020 | Duration: 3h:27m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 47161387 | Bytes Rx: 34605341 | IP Addr: 10.149.232.22 | Public IP: 157.51.236.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:26 IST Sun Jun 7 2020 | Duration: 3h:27m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 47161387 | Bytes Rx: 34605341 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137951 | Audit Session ID: 0a95072a21adf0005edc9f4e | Security Group Tag: none | EasyVPN: 0 |Session ID: 137951 | Audit Session ID: 0a95072a21adf0005edc9f4e | Security Group Tag: none | EasyVPN: 0 ||
Username: draju | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.191 | Public IP: 157.50.202.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:43 IST Sun Jun 7 2020 | Duration: 3h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 78536366 | Bytes Rx: 12253258 | IP Addr: 10.149.233.191 | Public IP: 157.50.202.200 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:33:43 IST Sun Jun 7 2020 | Duration: 3h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 78536366 | Bytes Rx: 12253258 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137953 | Audit Session ID: 0a95072a21ae10005edc9f5f | Security Group Tag: none | EasyVPN: 0 |Session ID: 137953 | Audit Session ID: 0a95072a21ae10005edc9f5f | Security Group Tag: none | EasyVPN: 0 ||
Username: Jsheeba | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.63 | Public IP: 157.50.40.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:40:47 IST Sun Jun 7 2020 | Duration: 3h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 281821391 | Bytes Rx: 50219331 | IP Addr: 10.149.232.63 | Public IP: 157.50.40.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:40:47 IST Sun Jun 7 2020 | Duration: 3h:20m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 281821391 | Bytes Rx: 50219331 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137960 | Audit Session ID: 0a95072a21ae80005edca107 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137960 | Audit Session ID: 0a95072a21ae80005edca107 | Security Group Tag: none | EasyVPN: 0 ||
Username: skarn | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.13 | Public IP: 49.207.136.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:41:57 IST Sun Jun 7 2020 | Duration: 3h:19m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 217450959 | Bytes Rx: 83970093 | IP Addr: 10.149.232.13 | Public IP: 49.207.136.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:41:57 IST Sun Jun 7 2020 | Duration: 3h:19m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 217450959 | Bytes Rx: 83970093 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137961 | Audit Session ID: 0a95072a21ae90005edca14d | Security Group Tag: none | EasyVPN: 0 |Session ID: 137961 | Audit Session ID: 0a95072a21ae90005edca14d | Security Group Tag: none | EasyVPN: 0 ||
Username: swayal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.65 | Public IP: 157.47.22.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:50:36 IST Sun Jun 7 2020 | Duration: 3h:10m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 103252541 | Bytes Rx: 42323676 | IP Addr: 10.149.232.65 | Public IP: 157.47.22.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:50:36 IST Sun Jun 7 2020 | Duration: 3h:10m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 103252541 | Bytes Rx: 42323676 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137972 | Audit Session ID: 0a95072a21af40005edca354 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137972 | Audit Session ID: 0a95072a21af40005edca354 | Security Group Tag: none | EasyVPN: 0 ||
Username: DeSanaka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.37 | Public IP: 49.206.210.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:51:05 IST Sun Jun 7 2020 | Duration: 3h:09m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 805693886 | Bytes Rx: 66802396 | IP Addr: 10.149.232.37 | Public IP: 49.206.210.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:51:05 IST Sun Jun 7 2020 | Duration: 3h:09m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 805693886 | Bytes Rx: 66802396 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137973 | Audit Session ID: 0a95072a21af50005edca371 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137973 | Audit Session ID: 0a95072a21af50005edca371 | Security Group Tag: none | EasyVPN: 0 ||
Username: sgodhala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.20 | Public IP: 43.225.26.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:55:38 IST Sun Jun 7 2020 | Duration: 3h:05m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 471923432 | Bytes Rx: 54921700 | IP Addr: 10.149.232.20 | Public IP: 43.225.26.130 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:55:38 IST Sun Jun 7 2020 | Duration: 3h:05m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 471923432 | Bytes Rx: 54921700 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137976 | Audit Session ID: 0a95072a21af80005edca482 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137976 | Audit Session ID: 0a95072a21af80005edca482 | Security Group Tag: none | EasyVPN: 0 ||
Username: cprabu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.24 | Public IP: 182.65.64.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:04 IST Sun Jun 7 2020 | Duration: 3h:04m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 518278228 | Bytes Rx: 102697100 | IP Addr: 10.149.232.24 | Public IP: 182.65.64.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:04 IST Sun Jun 7 2020 | Duration: 3h:04m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 518278228 | Bytes Rx: 102697100 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137977 | Audit Session ID: 0a95072a21af90005edca49c | Security Group Tag: none | EasyVPN: 0 |Session ID: 137977 | Audit Session ID: 0a95072a21af90005edca49c | Security Group Tag: none | EasyVPN: 0 ||
Username: suselang | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.31 | Public IP: 157.51.239.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:30 IST Sun Jun 7 2020 | Duration: 3h:04m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 703556303 | Bytes Rx: 63398759 | IP Addr: 10.149.232.31 | Public IP: 157.51.239.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:30 IST Sun Jun 7 2020 | Duration: 3h:04m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 703556303 | Bytes Rx: 63398759 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137979 | Audit Session ID: 0a95072a21afb0005edca4b6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137979 | Audit Session ID: 0a95072a21afb0005edca4b6 | Security Group Tag: none | EasyVPN: 0 ||
Username: hravva | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.32 | Public IP: 157.44.225.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:40 IST Sun Jun 7 2020 | Duration: 3h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 216809514 | Bytes Rx: 44075256 | IP Addr: 10.149.232.32 | Public IP: 157.44.225.18 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:56:40 IST Sun Jun 7 2020 | Duration: 3h:04m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 216809514 | Bytes Rx: 44075256 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137982 | Audit Session ID: 0a95072a21afe0005edca4c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137982 | Audit Session ID: 0a95072a21afe0005edca4c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: sivnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: GSMC6 | IP Addr: 10.149.248.102 | Public IP: 157.51.71.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:11 IST Sun Jun 7 2020 | Duration: 2h:46m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 252776053 | Bytes Rx: 156004976 | IP Addr: 10.149.248.102 | Public IP: 157.51.71.90 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:14:11 IST Sun Jun 7 2020 | Duration: 2h:46m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 252776053 | Bytes Rx: 156004976 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137986 | Audit Session ID: 0a95072a21b020005edca8db | Security Group Tag: none | EasyVPN: 0 |Session ID: 137986 | Audit Session ID: 0a95072a21b020005edca8db | Security Group Tag: none | EasyVPN: 0 ||
Username: NiroshaK | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.64 | Public IP: 157.51.93.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:15:07 IST Sun Jun 7 2020 | Duration: 2h:45m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 62585041 | Bytes Rx: 17479831 | IP Addr: 10.149.232.64 | Public IP: 157.51.93.14 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:15:07 IST Sun Jun 7 2020 | Duration: 2h:45m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 62585041 | Bytes Rx: 17479831 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137988 | Audit Session ID: 0a95072a21b040005edca913 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137988 | Audit Session ID: 0a95072a21b040005edca913 | Security Group Tag: none | EasyVPN: 0 ||
Username: manukuma | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.68 | Public IP: 106.215.147.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:15:52 IST Sun Jun 7 2020 | Duration: 2h:45m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 466169439 | Bytes Rx: 116909450 | IP Addr: 10.149.232.68 | Public IP: 106.215.147.247 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:15:52 IST Sun Jun 7 2020 | Duration: 2h:45m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 466169439 | Bytes Rx: 116909450 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137990 | Audit Session ID: 0a95072a21b060005edca940 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137990 | Audit Session ID: 0a95072a21b060005edca940 | Security Group Tag: none | EasyVPN: 0 ||
Username: jestinch | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.72 | Public IP: 137.97.80.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:23 IST Sun Jun 7 2020 | Duration: 2h:44m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 371984883 | Bytes Rx: 54196463 | IP Addr: 10.149.232.72 | Public IP: 137.97.80.37 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:16:23 IST Sun Jun 7 2020 | Duration: 2h:44m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 371984883 | Bytes Rx: 54196463 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137992 | Audit Session ID: 0a95072a21b080005edca95f | Security Group Tag: none | EasyVPN: 0 |Session ID: 137992 | Audit Session ID: 0a95072a21b080005edca95f | Security Group Tag: none | EasyVPN: 0 ||
Username: supriya.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.213 | Public IP: 115.97.45.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:14 IST Sun Jun 7 2020 | Duration: 2h:35m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 88034047 | Bytes Rx: 24552380 | IP Addr: 10.149.233.213 | Public IP: 115.97.45.213 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:14 IST Sun Jun 7 2020 | Duration: 2h:35m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 88034047 | Bytes Rx: 24552380 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137998 | Audit Session ID: 0a95072a21b0e0005edcab72 | Security Group Tag: none | EasyVPN: 0 |Session ID: 137998 | Audit Session ID: 0a95072a21b0e0005edcab72 | Security Group Tag: none | EasyVPN: 0 ||
Username: kavimada | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.215 | Public IP: 157.46.32.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:22 IST Sun Jun 7 2020 | Duration: 2h:35m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 29459603 | Bytes Rx: 16299767 | IP Addr: 10.149.233.215 | Public IP: 157.46.32.82 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 14:25:22 IST Sun Jun 7 2020 | Duration: 2h:35m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 29459603 | Bytes Rx: 16299767 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 137999 | Audit Session ID: 0a95072a21b0f0005edcab7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 137999 | Audit Session ID: 0a95072a21b0f0005edcab7a | Security Group Tag: none | EasyVPN: 0 ||
