sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | IP Addr: 10.150.236.10 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:00:11 IST Mon Jun 8 2020 | Duration: 1d 3h:00m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 2116793663 | Bytes Rx: 308082728 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 855 | Audit Session ID: 0a96cf69003570005edd94a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: susudan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.33 | Public IP: 122.162.160.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:23 IST Tue Jun 9 2020 | Duration: 0h:41m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 11025006 | Bytes Rx: 5062911 | IP Addr: 10.150.236.33 | Public IP: 122.162.160.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:23 IST Tue Jun 9 2020 | Duration: 0h:41m:00s | Inactivity:  0h:00m:00s | Bytes Tx: 11025006 | Bytes Rx: 5062911 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4616 | Audit Session ID: 0a96cf69012080005edf06c3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4616 | Audit Session ID: 0a96cf69012080005edf06c3 | Security Group Tag: none | EasyVPN: 0 ||
Username: skdesai | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.181 | Public IP: 123.201.72.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:35 IST Tue Jun 9 2020 | Duration: 0h:40m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 13220105 | Bytes Rx: 4220725 | IP Addr: 10.150.236.181 | Public IP: 123.201.72.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:35 IST Tue Jun 9 2020 | Duration: 0h:40m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 13220105 | Bytes Rx: 4220725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4619 | Audit Session ID: 0a96cf690120b0005edf06cf | Security Group Tag: none | EasyVPN: 0 |Session ID: 4619 | Audit Session ID: 0a96cf690120b0005edf06cf | Security Group Tag: none | EasyVPN: 0 ||
Username: ptripath | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.140 | Public IP: 183.87.28.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:37 IST Tue Jun 9 2020 | Duration: 0h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 7323533 | Bytes Rx: 1397274 | IP Addr: 10.150.236.140 | Public IP: 183.87.28.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:19:37 IST Tue Jun 9 2020 | Duration: 0h:40m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 7323533 | Bytes Rx: 1397274 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4620 | Audit Session ID: 0a96cf690120c0005edf06d1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4620 | Audit Session ID: 0a96cf690120c0005edf06d1 | Security Group Tag: none | EasyVPN: 0 ||
Username: mayhajar | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.182 | Public IP: 106.193.104.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:04 IST Tue Jun 9 2020 | Duration: 0h:40m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 26756676 | Bytes Rx: 6080563 | IP Addr: 10.150.236.182 | Public IP: 106.193.104.163 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:20:04 IST Tue Jun 9 2020 | Duration: 0h:40m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 26756676 | Bytes Rx: 6080563 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4622 | Audit Session ID: 0a96cf690120e0005edf06ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 4622 | Audit Session ID: 0a96cf690120e0005edf06ec | Security Group Tag: none | EasyVPN: 0 ||
Username: smmane | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.167 | Public IP: 106.210.167.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:58 IST Tue Jun 9 2020 | Duration: 0h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 296064627 | Bytes Rx: 27303813 | IP Addr: 10.150.236.167 | Public IP: 106.210.167.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:21:58 IST Tue Jun 9 2020 | Duration: 0h:38m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 296064627 | Bytes Rx: 27303813 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4624 | Audit Session ID: 0a96cf69012100005edf075e | Security Group Tag: none | EasyVPN: 0 |Session ID: 4624 | Audit Session ID: 0a96cf69012100005edf075e | Security Group Tag: none | EasyVPN: 0 ||
Username: afshaikh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.184 | Public IP: 42.108.231.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:21 IST Tue Jun 9 2020 | Duration: 0h:38m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 29883008 | Bytes Rx: 3859908 | IP Addr: 10.150.236.184 | Public IP: 42.108.231.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:21 IST Tue Jun 9 2020 | Duration: 0h:38m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 29883008 | Bytes Rx: 3859908 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4625 | Audit Session ID: 0a96cf69012110005edf0775 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4625 | Audit Session ID: 0a96cf69012110005edf0775 | Security Group Tag: none | EasyVPN: 0 ||
Username: Gurrajs | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.183 | Public IP: 103.217.116.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:24 IST Tue Jun 9 2020 | Duration: 0h:37m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 45508709 | Bytes Rx: 9772064 | IP Addr: 10.150.236.183 | Public IP: 103.217.116.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:24 IST Tue Jun 9 2020 | Duration: 0h:37m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 45508709 | Bytes Rx: 9772064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4626 | Audit Session ID: 0a96cf69012120005edf0778 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4626 | Audit Session ID: 0a96cf69012120005edf0778 | Security Group Tag: none | EasyVPN: 0 ||
Username: tlingaya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.185 | Public IP: 157.33.132.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:57 IST Tue Jun 9 2020 | Duration: 0h:37m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 33497884 | Bytes Rx: 12088951 | IP Addr: 10.150.236.185 | Public IP: 157.33.132.179 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:22:57 IST Tue Jun 9 2020 | Duration: 0h:37m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 33497884 | Bytes Rx: 12088951 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4627 | Audit Session ID: 0a96cf69012130005edf0799 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4627 | Audit Session ID: 0a96cf69012130005edf0799 | Security Group Tag: none | EasyVPN: 0 ||
Username: KGKadam | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.186 | Public IP: 106.76.70.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:18 IST Tue Jun 9 2020 | Duration: 0h:37m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 473971563 | Bytes Rx: 24752607 | IP Addr: 10.150.236.186 | Public IP: 106.76.70.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:18 IST Tue Jun 9 2020 | Duration: 0h:37m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 473971563 | Bytes Rx: 24752607 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4629 | Audit Session ID: 0a96cf69012150005edf07ae | Security Group Tag: none | EasyVPN: 0 |Session ID: 4629 | Audit Session ID: 0a96cf69012150005edf07ae | Security Group Tag: none | EasyVPN: 0 ||
Username: jarputha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.96 | Public IP: 49.207.128.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:24 IST Tue Jun 9 2020 | Duration: 0h:36m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 55548416 | Bytes Rx: 25953354 | IP Addr: 10.150.236.96 | Public IP: 49.207.128.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:24 IST Tue Jun 9 2020 | Duration: 0h:36m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 55548416 | Bytes Rx: 25953354 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4631 | Audit Session ID: 0a96cf69012170005edf07b4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4631 | Audit Session ID: 0a96cf69012170005edf07b4 | Security Group Tag: none | EasyVPN: 0 ||
Username: lalita.gupta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.187 | Public IP: 182.70.45.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:36 IST Tue Jun 9 2020 | Duration: 0h:36m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 62171041 | Bytes Rx: 30699944 | IP Addr: 10.150.236.187 | Public IP: 182.70.45.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:36 IST Tue Jun 9 2020 | Duration: 0h:36m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 62171041 | Bytes Rx: 30699944 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4633 | Audit Session ID: 0a96cf69012190005edf07c0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4633 | Audit Session ID: 0a96cf69012190005edf07c0 | Security Group Tag: none | EasyVPN: 0 ||
Username: parin.bheda | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.83 | Public IP: 203.212.220.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:46 IST Tue Jun 9 2020 | Duration: 0h:36m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 130319526 | Bytes Rx: 7900003 | IP Addr: 10.150.236.83 | Public IP: 203.212.220.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:46 IST Tue Jun 9 2020 | Duration: 0h:36m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 130319526 | Bytes Rx: 7900003 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4635 | Audit Session ID: 0a96cf690121b0005edf07ca | Security Group Tag: none | EasyVPN: 0 |Session ID: 4635 | Audit Session ID: 0a96cf690121b0005edf07ca | Security Group Tag: none | EasyVPN: 0 ||
Username: khumbare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.97 | Public IP: 106.200.103.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:58 IST Tue Jun 9 2020 | Duration: 0h:36m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 53652668 | Bytes Rx: 15483034 | IP Addr: 10.150.236.97 | Public IP: 106.200.103.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:58 IST Tue Jun 9 2020 | Duration: 0h:36m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 53652668 | Bytes Rx: 15483034 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4638 | Audit Session ID: 0a96cf690121e0005edf07d6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4638 | Audit Session ID: 0a96cf690121e0005edf07d6 | Security Group Tag: none | EasyVPN: 0 ||
Username: mdhurve | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.98 | Public IP: 103.252.171.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:15 IST Tue Jun 9 2020 | Duration: 0h:36m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 12807507 | Bytes Rx: 5513451 | IP Addr: 10.150.236.98 | Public IP: 103.252.171.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:15 IST Tue Jun 9 2020 | Duration: 0h:36m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 12807507 | Bytes Rx: 5513451 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4639 | Audit Session ID: 0a96cf690121f0005edf07e7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4639 | Audit Session ID: 0a96cf690121f0005edf07e7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sgaurav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.100 | Public IP: 163.53.202.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:16 IST Tue Jun 9 2020 | Duration: 0h:36m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 302199440 | Bytes Rx: 33581624 | IP Addr: 10.150.236.100 | Public IP: 163.53.202.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:16 IST Tue Jun 9 2020 | Duration: 0h:36m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 302199440 | Bytes Rx: 33581624 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4640 | Audit Session ID: 0a96cf69012200005edf07e8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4640 | Audit Session ID: 0a96cf69012200005edf07e8 | Security Group Tag: none | EasyVPN: 0 ||
Username: kishor.chaudhari | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.102 | Public IP: 106.193.209.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:17 IST Tue Jun 9 2020 | Duration: 0h:36m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 95340314 | Bytes Rx: 11548231 | IP Addr: 10.150.236.102 | Public IP: 106.193.209.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:17 IST Tue Jun 9 2020 | Duration: 0h:36m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 95340314 | Bytes Rx: 11548231 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4641 | Audit Session ID: 0a96cf69012210005edf07e9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4641 | Audit Session ID: 0a96cf69012210005edf07e9 | Security Group Tag: none | EasyVPN: 0 ||
Username: Hpathani | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.99 | Public IP: 223.178.144.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:17 IST Tue Jun 9 2020 | Duration: 0h:36m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 124537148 | Bytes Rx: 9529187 | IP Addr: 10.150.236.99 | Public IP: 223.178.144.68 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:17 IST Tue Jun 9 2020 | Duration: 0h:36m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 124537148 | Bytes Rx: 9529187 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4642 | Audit Session ID: 0a96cf69012220005edf07e9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4642 | Audit Session ID: 0a96cf69012220005edf07e9 | Security Group Tag: none | EasyVPN: 0 ||
Username: satish.gaikwad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.101 | Public IP: 223.229.171.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:20 IST Tue Jun 9 2020 | Duration: 0h:36m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 37832841 | Bytes Rx: 9533191 | IP Addr: 10.150.236.101 | Public IP: 223.229.171.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:20 IST Tue Jun 9 2020 | Duration: 0h:36m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 37832841 | Bytes Rx: 9533191 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4643 | Audit Session ID: 0a96cf69012230005edf07ec | Security Group Tag: none | EasyVPN: 0 |Session ID: 4643 | Audit Session ID: 0a96cf69012230005edf07ec | Security Group Tag: none | EasyVPN: 0 ||
Username: ANIMIRAJ | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.103 | Public IP: 157.47.54.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:44 IST Tue Jun 9 2020 | Duration: 0h:35m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 14670242 | Bytes Rx: 4732928 | IP Addr: 10.150.236.103 | Public IP: 157.47.54.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:44 IST Tue Jun 9 2020 | Duration: 0h:35m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 14670242 | Bytes Rx: 4732928 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4644 | Audit Session ID: 0a96cf69012240005edf0804 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4644 | Audit Session ID: 0a96cf69012240005edf0804 | Security Group Tag: none | EasyVPN: 0 ||
Username: ruswarpe | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.105 | Public IP: 106.193.131.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:49 IST Tue Jun 9 2020 | Duration: 0h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 53459111 | Bytes Rx: 9694745 | IP Addr: 10.150.236.105 | Public IP: 106.193.131.172 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:24:49 IST Tue Jun 9 2020 | Duration: 0h:35m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 53459111 | Bytes Rx: 9694745 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 4645 | Audit Session ID: 0a96cf69012250005edf0809 | Security Group Tag: none | EasyVPN: 0 |Session ID: 4645 | Audit Session ID: 0a96cf69012250005edf0809 | Security Group Tag: none | EasyVPN: 0 ||
