sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: srobinso | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.28 | Public IP: 70.48.80.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:01:04 GMT Mon Jul 13 2020 | Duration: 7d 3h:29m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2658936402 | Bytes Rx: 940742652 | IP Addr: 10.144.232.28 | Public IP: 70.48.80.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 01:01:04 GMT Mon Jul 13 2020 | Duration: 7d 3h:29m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 2658936402 | Bytes Rx: 940742652 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 151 | Audit Session ID: 0a90076b000970005f0bb250 | Security Group Tag: none | EasyVPN: 0 |Session ID: 151 | Audit Session ID: 0a90076b000970005f0bb250 | Security Group Tag: none | EasyVPN: 0 ||
Username: agilanvu | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.150 | Public IP: 103.122.14.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:37:20 GMT Mon Jul 20 2020 | Duration: 0h:52m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 20375484 | Bytes Rx: 5519217 | IP Addr: 10.144.232.150 | Public IP: 103.122.14.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:37:20 GMT Mon Jul 20 2020 | Duration: 0h:52m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 20375484 | Bytes Rx: 5519217 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2494 | Audit Session ID: 0a90076b009be0005f151170 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2494 | Audit Session ID: 0a90076b009be0005f151170 | Security Group Tag: none | EasyVPN: 0 ||
Username: saralas | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.156 | Public IP: 157.50.37.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:38:31 GMT Mon Jul 20 2020 | Duration: 0h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 24995350 | Bytes Rx: 2529028 | IP Addr: 10.144.232.156 | Public IP: 157.50.37.205 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:38:31 GMT Mon Jul 20 2020 | Duration: 0h:51m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 24995350 | Bytes Rx: 2529028 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2495 | Audit Session ID: 0a90076b009bf0005f1511b7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2495 | Audit Session ID: 0a90076b009bf0005f1511b7 | Security Group Tag: none | EasyVPN: 0 ||
Username: NKumarS | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.57 | Public IP: 27.62.2.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:46:44 GMT Mon Jul 20 2020 | Duration: 0h:43m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 20112088 | Bytes Rx: 5829504 | IP Addr: 10.144.230.57 | Public IP: 27.62.2.65 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:46:44 GMT Mon Jul 20 2020 | Duration: 0h:43m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 20112088 | Bytes Rx: 5829504 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2496 | Audit Session ID: 0a90076b009c00005f1513a4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2496 | Audit Session ID: 0a90076b009c00005f1513a4 | Security Group Tag: none | EasyVPN: 0 ||
Username: mgaikwad | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.92 | Public IP: 106.200.110.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:54:55 GMT Mon Jul 20 2020 | Duration: 0h:35m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 15324407 | Bytes Rx: 4976804 | IP Addr: 10.144.232.92 | Public IP: 106.200.110.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:54:55 GMT Mon Jul 20 2020 | Duration: 0h:35m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 15324407 | Bytes Rx: 4976804 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2497 | Audit Session ID: 0a90076b009c10005f15158f | Security Group Tag: none | EasyVPN: 0 |Session ID: 2497 | Audit Session ID: 0a90076b009c10005f15158f | Security Group Tag: none | EasyVPN: 0 ||
Username: shwsoma | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.93 | Public IP: 116.73.95.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:55:28 GMT Mon Jul 20 2020 | Duration: 0h:34m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 16310688 | Bytes Rx: 5767761 | IP Addr: 10.144.232.93 | Public IP: 116.73.95.154 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:55:28 GMT Mon Jul 20 2020 | Duration: 0h:34m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 16310688 | Bytes Rx: 5767761 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2498 | Audit Session ID: 0a90076b009c20005f1515b0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2498 | Audit Session ID: 0a90076b009c20005f1515b0 | Security Group Tag: none | EasyVPN: 0 ||
Username: PankajRP | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.58 | Public IP: 124.40.246.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:58:30 GMT Mon Jul 20 2020 | Duration: 0h:31m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 84204896 | Bytes Rx: 14666800 | IP Addr: 10.144.230.58 | Public IP: 124.40.246.80 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:58:30 GMT Mon Jul 20 2020 | Duration: 0h:31m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 84204896 | Bytes Rx: 14666800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2499 | Audit Session ID: 0a90076b009c30005f151666 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2499 | Audit Session ID: 0a90076b009c30005f151666 | Security Group Tag: none | EasyVPN: 0 ||
Username: ssaplaic | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.59 | Public IP: 92.153.236.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:17:14 GMT Mon Jul 20 2020 | Duration: 0h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 12040272 | Bytes Rx: 5334073 | IP Addr: 10.144.230.59 | Public IP: 92.153.236.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:17:14 GMT Mon Jul 20 2020 | Duration: 0h:12m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 12040272 | Bytes Rx: 5334073 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2502 | Audit Session ID: 0a90076b009c60005f151aca | Security Group Tag: none | EasyVPN: 0 |Session ID: 2502 | Audit Session ID: 0a90076b009c60005f151aca | Security Group Tag: none | EasyVPN: 0 ||
Username: e.garcia | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.60 | Public IP: 37.11.115.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:20:52 GMT Mon Jul 20 2020 | Duration: 0h:09m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 40943406 | Bytes Rx: 12492957 | IP Addr: 10.144.230.60 | Public IP: 37.11.115.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:20:52 GMT Mon Jul 20 2020 | Duration: 0h:09m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 40943406 | Bytes Rx: 12492957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2504 | Audit Session ID: 0a90076b009c80005f151ba4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2504 | Audit Session ID: 0a90076b009c80005f151ba4 | Security Group Tag: none | EasyVPN: 0 ||
Username: AnirShin | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.61 | Public IP: 202.136.70.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:22:31 GMT Mon Jul 20 2020 | Duration: 0h:07m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 16288677 | Bytes Rx: 3050917 | IP Addr: 10.144.230.61 | Public IP: 202.136.70.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:22:31 GMT Mon Jul 20 2020 | Duration: 0h:07m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 16288677 | Bytes Rx: 3050917 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2505 | Audit Session ID: 0a90076b009c90005f151c07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2505 | Audit Session ID: 0a90076b009c90005f151c07 | Security Group Tag: none | EasyVPN: 0 ||
Username: vzalavad | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.62 | Public IP: 106.193.192.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:24:25 GMT Mon Jul 20 2020 | Duration: 0h:05m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 3955528 | Bytes Rx: 1604090 | IP Addr: 10.144.230.62 | Public IP: 106.193.192.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:24:25 GMT Mon Jul 20 2020 | Duration: 0h:05m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 3955528 | Bytes Rx: 1604090 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2506 | Audit Session ID: 0a90076b009ca0005f151c79 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2506 | Audit Session ID: 0a90076b009ca0005f151c79 | Security Group Tag: none | EasyVPN: 0 ||
Username: rasaini | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.147 | Public IP: 106.220.84.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:25:24 GMT Mon Jul 20 2020 | Duration: 0h:04m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 12215784 | Bytes Rx: 1362202 | IP Addr: 10.144.232.147 | Public IP: 106.220.84.165 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:25:24 GMT Mon Jul 20 2020 | Duration: 0h:04m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 12215784 | Bytes Rx: 1362202 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2507 | Audit Session ID: 0a90076b009cb0005f151cb4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2507 | Audit Session ID: 0a90076b009cb0005f151cb4 | Security Group Tag: none | EasyVPN: 0 ||
Username: revathis | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.151 | Public IP: 60.243.37.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:25:46 GMT Mon Jul 20 2020 | Duration: 0h:04m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 3898103 | Bytes Rx: 2131581 | IP Addr: 10.144.232.151 | Public IP: 60.243.37.84 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:25:46 GMT Mon Jul 20 2020 | Duration: 0h:04m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 3898103 | Bytes Rx: 2131581 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2508 | Audit Session ID: 0a90076b009cc0005f151cca | Security Group Tag: none | EasyVPN: 0 |Session ID: 2508 | Audit Session ID: 0a90076b009cc0005f151cca | Security Group Tag: none | EasyVPN: 0 ||
Username: ankitaag | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.153 | Public IP: 157.33.229.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:25:53 GMT Mon Jul 20 2020 | Duration: 0h:04m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 7025488 | Bytes Rx: 1348084 | IP Addr: 10.144.232.153 | Public IP: 157.33.229.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:25:53 GMT Mon Jul 20 2020 | Duration: 0h:04m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 7025488 | Bytes Rx: 1348084 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 2509 | Audit Session ID: 0a90076b009cd0005f151cd1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 2509 | Audit Session ID: 0a90076b009cd0005f151cd1 | Security Group Tag: none | EasyVPN: 0 ||
USWV1VPN02# 
