sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: OnDeolan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.144 | Public IP: 49.35.34.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:12 IST Sun Jun 7 2020 | Duration: 0h:38m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 676629043 | Bytes Rx: 26216860 | IP Addr: 10.150.237.144 | Public IP: 49.35.34.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:12 IST Sun Jun 7 2020 | Duration: 0h:38m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 676629043 | Bytes Rx: 26216860 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290947 | Audit Session ID: 0a96cf69470830005edc5ff8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290947 | Audit Session ID: 0a96cf69470830005edc5ff8 | Security Group Tag: none | EasyVPN: 0 ||
Username: NilKumb | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.167 | Public IP: 106.220.189.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:11 IST Sun Jun 7 2020 | Duration: 0h:16m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 9262782 | Bytes Rx: 1767004 | IP Addr: 10.150.237.167 | Public IP: 106.220.189.129 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:25:11 IST Sun Jun 7 2020 | Duration: 0h:16m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 9262782 | Bytes Rx: 1767004 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290994 | Audit Session ID: 0a96cf69470b20005edc651f | Security Group Tag: none | EasyVPN: 0 |Session ID: 290994 | Audit Session ID: 0a96cf69470b20005edc651f | Security Group Tag: none | EasyVPN: 0 ||
Username: PranPati | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC8 | IP Addr: 10.150.245.17 | Public IP: 150.107.19.82 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:25:24 IST Sun Jun 7 2020 | Duration: 0h:15m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 14644826 | Bytes Rx: 8931570 | IP Addr: 10.150.245.17 | Public IP: 150.107.19.82 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:25:24 IST Sun Jun 7 2020 | Duration: 0h:15m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 14644826 | Bytes Rx: 8931570 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290995 | Audit Session ID: 0a96cf69470b30005edc652c | Security Group Tag: none | EasyVPN: 0 |Session ID: 290995 | Audit Session ID: 0a96cf69470b30005edc652c | Security Group Tag: none | EasyVPN: 0 ||
Username: bmirza | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.168 | Public IP: 103.122.235.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:02 IST Sun Jun 7 2020 | Duration: 0h:15m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 4167388 | Bytes Rx: 1621771 | IP Addr: 10.150.237.168 | Public IP: 103.122.235.22 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:02 IST Sun Jun 7 2020 | Duration: 0h:15m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 4167388 | Bytes Rx: 1621771 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290996 | Audit Session ID: 0a96cf69470b40005edc6552 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290996 | Audit Session ID: 0a96cf69470b40005edc6552 | Security Group Tag: none | EasyVPN: 0 ||
Username: rupesh.gurav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.169 | Public IP: 45.114.63.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:03 IST Sun Jun 7 2020 | Duration: 0h:15m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 141644263 | Bytes Rx: 19936144 | IP Addr: 10.150.237.169 | Public IP: 45.114.63.52 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:03 IST Sun Jun 7 2020 | Duration: 0h:15m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 141644263 | Bytes Rx: 19936144 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290997 | Audit Session ID: 0a96cf69470b50005edc6553 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290997 | Audit Session ID: 0a96cf69470b50005edc6553 | Security Group Tag: none | EasyVPN: 0 ||
Username: cnarkhed | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.170 | Public IP: 157.33.215.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:23 IST Sun Jun 7 2020 | Duration: 0h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 11719668 | Bytes Rx: 3516255 | IP Addr: 10.150.237.170 | Public IP: 157.33.215.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:23 IST Sun Jun 7 2020 | Duration: 0h:14m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 11719668 | Bytes Rx: 3516255 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 290999 | Audit Session ID: 0a96cf69470b70005edc6567 | Security Group Tag: none | EasyVPN: 0 |Session ID: 290999 | Audit Session ID: 0a96cf69470b70005edc6567 | Security Group Tag: none | EasyVPN: 0 ||
Username: AjaysY | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.171 | Public IP: 106.210.221.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:26 IST Sun Jun 7 2020 | Duration: 0h:14m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 22937983 | Bytes Rx: 13601817 | IP Addr: 10.150.237.171 | Public IP: 106.210.221.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:26 IST Sun Jun 7 2020 | Duration: 0h:14m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 22937983 | Bytes Rx: 13601817 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291000 | Audit Session ID: 0a96cf69470b80005edc656a | Security Group Tag: none | EasyVPN: 0 |Session ID: 291000 | Audit Session ID: 0a96cf69470b80005edc656a | Security Group Tag: none | EasyVPN: 0 ||
Username: Skumawat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.172 | Public IP: 157.37.161.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:28 IST Sun Jun 7 2020 | Duration: 0h:14m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 353847082 | Bytes Rx: 20650938 | IP Addr: 10.150.237.172 | Public IP: 157.37.161.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:28 IST Sun Jun 7 2020 | Duration: 0h:14m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 353847082 | Bytes Rx: 20650938 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291001 | Audit Session ID: 0a96cf69470b90005edc656c | Security Group Tag: none | EasyVPN: 0 |Session ID: 291001 | Audit Session ID: 0a96cf69470b90005edc656c | Security Group Tag: none | EasyVPN: 0 ||
Username: gpahal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.173 | Public IP: 106.202.104.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:45 IST Sun Jun 7 2020 | Duration: 0h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 34344298 | Bytes Rx: 21519746 | IP Addr: 10.150.237.173 | Public IP: 106.202.104.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:26:45 IST Sun Jun 7 2020 | Duration: 0h:14m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 34344298 | Bytes Rx: 21519746 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291002 | Audit Session ID: 0a96cf69470ba0005edc657d | Security Group Tag: none | EasyVPN: 0 |Session ID: 291002 | Audit Session ID: 0a96cf69470ba0005edc657d | Security Group Tag: none | EasyVPN: 0 ||
Username: aafukate | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC21 | IP Addr: 10.150.245.30 | Public IP: 103.112.35.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:42 IST Sun Jun 7 2020 | Duration: 0h:12m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 45901870 | Bytes Rx: 5691980 | IP Addr: 10.150.245.30 | Public IP: 103.112.35.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:42 IST Sun Jun 7 2020 | Duration: 0h:12m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 45901870 | Bytes Rx: 5691980 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291003 | Audit Session ID: 0a96cf69470bb0005edc65f2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291003 | Audit Session ID: 0a96cf69470bb0005edc65f2 | Security Group Tag: none | EasyVPN: 0 ||
Username: PriyaSP | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC32 | IP Addr: 10.150.245.41 | Public IP: 49.35.203.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:19 IST Sun Jun 7 2020 | Duration: 0h:11m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 14610789 | Bytes Rx: 4901080 | IP Addr: 10.150.245.41 | Public IP: 49.35.203.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:19 IST Sun Jun 7 2020 | Duration: 0h:11m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 14610789 | Bytes Rx: 4901080 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291006 | Audit Session ID: 0a96cf69470be0005edc6653 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291006 | Audit Session ID: 0a96cf69470be0005edc6653 | Security Group Tag: none | EasyVPN: 0 ||
Username: nitekale | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.175 | Public IP: 103.252.53.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:25 IST Sun Jun 7 2020 | Duration: 0h:05m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 4162802 | Bytes Rx: 1237014 | IP Addr: 10.150.237.175 | Public IP: 103.252.53.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:25 IST Sun Jun 7 2020 | Duration: 0h:05m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 4162802 | Bytes Rx: 1237014 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291011 | Audit Session ID: 0a96cf69470c30005edc6785 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291011 | Audit Session ID: 0a96cf69470c30005edc6785 | Security Group Tag: none | EasyVPN: 0 ||
Username: tlingaya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.174 | Public IP: 157.33.210.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:44 IST Sun Jun 7 2020 | Duration: 0h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 13099583 | Bytes Rx: 2303725 | IP Addr: 10.150.237.174 | Public IP: 157.33.210.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:44 IST Sun Jun 7 2020 | Duration: 0h:04m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 13099583 | Bytes Rx: 2303725 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291014 | Audit Session ID: 0a96cf69470c60005edc67d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291014 | Audit Session ID: 0a96cf69470c60005edc67d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: kmehta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.176 | Public IP: 103.86.183.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:53 IST Sun Jun 7 2020 | Duration: 0h:04m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 37029684 | Bytes Rx: 3705067 | IP Addr: 10.150.237.176 | Public IP: 103.86.183.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:53 IST Sun Jun 7 2020 | Duration: 0h:04m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 37029684 | Bytes Rx: 3705067 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291015 | Audit Session ID: 0a96cf69470c70005edc67dd | Security Group Tag: none | EasyVPN: 0 |Session ID: 291015 | Audit Session ID: 0a96cf69470c70005edc67dd | Security Group Tag: none | EasyVPN: 0 ||
Username: Sussahoo | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.177 | Public IP: 111.125.208.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:57 IST Sun Jun 7 2020 | Duration: 0h:04m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 5665559 | Bytes Rx: 735090 | IP Addr: 10.150.237.177 | Public IP: 111.125.208.91 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:57 IST Sun Jun 7 2020 | Duration: 0h:04m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 5665559 | Bytes Rx: 735090 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291016 | Audit Session ID: 0a96cf69470c80005edc67e1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291016 | Audit Session ID: 0a96cf69470c80005edc67e1 | Security Group Tag: none | EasyVPN: 0 ||
Username: SaBhagat | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.178 | Public IP: 157.33.216.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:30 IST Sun Jun 7 2020 | Duration: 0h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 7212110 | Bytes Rx: 2282183 | IP Addr: 10.150.237.178 | Public IP: 157.33.216.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:30 IST Sun Jun 7 2020 | Duration: 0h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 7212110 | Bytes Rx: 2282183 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291017 | Audit Session ID: 0a96cf69470c90005edc6802 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291017 | Audit Session ID: 0a96cf69470c90005edc6802 | Security Group Tag: none | EasyVPN: 0 ||
Username: svaidesw | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.179 | Public IP: 117.195.108.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:30 IST Sun Jun 7 2020 | Duration: 0h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 4240113 | Bytes Rx: 1563506 | IP Addr: 10.150.237.179 | Public IP: 117.195.108.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:30 IST Sun Jun 7 2020 | Duration: 0h:03m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 4240113 | Bytes Rx: 1563506 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291018 | Audit Session ID: 0a96cf69470ca0005edc6802 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291018 | Audit Session ID: 0a96cf69470ca0005edc6802 | Security Group Tag: none | EasyVPN: 0 ||
Username: awdhesh.singh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.180 | Public IP: 45.119.132.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:56 IST Sun Jun 7 2020 | Duration: 0h:03m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 13493077 | Bytes Rx: 4843109 | IP Addr: 10.150.237.180 | Public IP: 45.119.132.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:56 IST Sun Jun 7 2020 | Duration: 0h:03m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 13493077 | Bytes Rx: 4843109 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291020 | Audit Session ID: 0a96cf69470cc0005edc681c | Security Group Tag: none | EasyVPN: 0 |Session ID: 291020 | Audit Session ID: 0a96cf69470cc0005edc681c | Security Group Tag: none | EasyVPN: 0 ||
Username: pratisen | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.181 | Public IP: 106.210.138.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:58 IST Sun Jun 7 2020 | Duration: 0h:03m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 9764651 | Bytes Rx: 997689 | IP Addr: 10.150.237.181 | Public IP: 106.210.138.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:37:58 IST Sun Jun 7 2020 | Duration: 0h:03m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 9764651 | Bytes Rx: 997689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291021 | Audit Session ID: 0a96cf69470cd0005edc681e | Security Group Tag: none | EasyVPN: 0 |Session ID: 291021 | Audit Session ID: 0a96cf69470cd0005edc681e | Security Group Tag: none | EasyVPN: 0 ||
Username: AbhiMohi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC31 | IP Addr: 10.150.245.40 | Public IP: 110.227.199.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:50 IST Sun Jun 7 2020 | Duration: 0h:02m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 2219974 | Bytes Rx: 1102739 | IP Addr: 10.150.245.40 | Public IP: 110.227.199.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:38:50 IST Sun Jun 7 2020 | Duration: 0h:02m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 2219974 | Bytes Rx: 1102739 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291022 | Audit Session ID: 0a96cf69470ce0005edc6852 | Security Group Tag: none | EasyVPN: 0 |Session ID: 291022 | Audit Session ID: 0a96cf69470ce0005edc6852 | Security Group Tag: none | EasyVPN: 0 ||
Username: pritisha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC10 | IP Addr: 10.150.245.19 | Public IP: 103.133.65.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:17 IST Sun Jun 7 2020 | Duration: 0h:02m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 942412 | Bytes Rx: 1164955 | IP Addr: 10.150.245.19 | Public IP: 103.133.65.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:39:17 IST Sun Jun 7 2020 | Duration: 0h:02m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 942412 | Bytes Rx: 1164955 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 291023 | Audit Session ID: 0a96cf69470cf0005edc686d | Security Group Tag: none | EasyVPN: 0 |Session ID: 291023 | Audit Session ID: 0a96cf69470cf0005edc686d | Security Group Tag: none | EasyVPN: 0 ||
