sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: santhosh.am | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 0h:06m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 687725623 | Bytes Rx: 311036064 | IP Addr: 10.149.233.14 | Public IP: 27.5.155.71 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 13:25:30 IST Thu Jun 11 2020 | Duration: 1d 0h:06m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 687725623 | Bytes Rx: 311036064 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 |Session ID: 146746 | Audit Session ID: 0a95072a23d3a0005ee1e372 | Security Group Tag: none | EasyVPN: 0 ||
Username: ChetChau | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.112 | Public IP: 47.8.248.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:30 IST Fri Jun 12 2020 | Duration: 2h:02m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 51718987 | Bytes Rx: 71268309 | IP Addr: 10.149.232.112 | Public IP: 47.8.248.99 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:29:30 IST Fri Jun 12 2020 | Duration: 2h:02m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 51718987 | Bytes Rx: 71268309 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148440 | Audit Session ID: 0a95072a243d80005ee319c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148440 | Audit Session ID: 0a95072a243d80005ee319c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: arumaana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.113 | Public IP: 157.51.246.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:14 IST Fri Jun 12 2020 | Duration: 2h:00m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 366378395 | Bytes Rx: 40524292 | IP Addr: 10.149.232.113 | Public IP: 157.51.246.222 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:14 IST Fri Jun 12 2020 | Duration: 2h:00m:52s | Inactivity:  0h:00m:00s | Bytes Tx: 366378395 | Bytes Rx: 40524292 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148443 | Audit Session ID: 0a95072a243db0005ee31a2a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148443 | Audit Session ID: 0a95072a243db0005ee31a2a | Security Group Tag: none | EasyVPN: 0 ||
Username: JNair | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.243 | Public IP: 103.148.21.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:16 IST Fri Jun 12 2020 | Duration: 2h:00m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 105855201 | Bytes Rx: 51286633 | IP Addr: 10.149.232.243 | Public IP: 103.148.21.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:31:16 IST Fri Jun 12 2020 | Duration: 2h:00m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 105855201 | Bytes Rx: 51286633 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148444 | Audit Session ID: 0a95072a243dc0005ee31a2c | Security Group Tag: none | EasyVPN: 0 |Session ID: 148444 | Audit Session ID: 0a95072a243dc0005ee31a2c | Security Group Tag: none | EasyVPN: 0 ||
Username: lsingara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.54 | Public IP: 49.207.130.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:58 IST Fri Jun 12 2020 | Duration: 1h:59m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 396838810 | Bytes Rx: 41731106 | IP Addr: 10.149.233.54 | Public IP: 49.207.130.92 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:32:58 IST Fri Jun 12 2020 | Duration: 1h:59m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 396838810 | Bytes Rx: 41731106 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148452 | Audit Session ID: 0a95072a243e40005ee31a92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148452 | Audit Session ID: 0a95072a243e40005ee31a92 | Security Group Tag: none | EasyVPN: 0 ||
Username: ykarade | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.55 | Public IP: 106.209.138.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:04 IST Fri Jun 12 2020 | Duration: 1h:59m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 96694069 | Bytes Rx: 62485238 | IP Addr: 10.149.233.55 | Public IP: 106.209.138.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:04 IST Fri Jun 12 2020 | Duration: 1h:59m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 96694069 | Bytes Rx: 62485238 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148454 | Audit Session ID: 0a95072a243e60005ee31a98 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148454 | Audit Session ID: 0a95072a243e60005ee31a98 | Security Group Tag: none | EasyVPN: 0 ||
Username: apalani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.56 | Public IP: 157.46.13.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:20 IST Fri Jun 12 2020 | Duration: 1h:58m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 71517052 | Bytes Rx: 28093506 | IP Addr: 10.149.233.56 | Public IP: 157.46.13.225 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:20 IST Fri Jun 12 2020 | Duration: 1h:58m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 71517052 | Bytes Rx: 28093506 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148455 | Audit Session ID: 0a95072a243e70005ee31aa8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148455 | Audit Session ID: 0a95072a243e70005ee31aa8 | Security Group Tag: none | EasyVPN: 0 ||
Username: prabhu.arun | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.57 | Public IP: 42.109.132.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:33 IST Fri Jun 12 2020 | Duration: 1h:58m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 34547189 | Bytes Rx: 42464754 | IP Addr: 10.149.233.57 | Public IP: 42.109.132.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:33:33 IST Fri Jun 12 2020 | Duration: 1h:58m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 34547189 | Bytes Rx: 42464754 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148456 | Audit Session ID: 0a95072a243e80005ee31ab5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148456 | Audit Session ID: 0a95072a243e80005ee31ab5 | Security Group Tag: none | EasyVPN: 0 ||
Username: VipinDhi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.58 | Public IP: 106.76.68.243 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:33:49 IST Fri Jun 12 2020 | Duration: 1h:58m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 211390930 | Bytes Rx: 45968122 | IP Addr: 10.149.233.58 | Public IP: 106.76.68.243 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 11:33:49 IST Fri Jun 12 2020 | Duration: 1h:58m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 211390930 | Bytes Rx: 45968122 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148457 | Audit Session ID: 0a95072a243e90005ee31ac5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148457 | Audit Session ID: 0a95072a243e90005ee31ac5 | Security Group Tag: none | EasyVPN: 0 ||
Username: harisr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.249 | Public IP: 171.60.230.240 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:09 IST Fri Jun 12 2020 | Duration: 1h:57m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 468639181 | Bytes Rx: 55303197 | IP Addr: 10.149.232.249 | Public IP: 171.60.230.240 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:09 IST Fri Jun 12 2020 | Duration: 1h:57m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 468639181 | Bytes Rx: 55303197 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148458 | Audit Session ID: 0a95072a243ea0005ee31ad9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148458 | Audit Session ID: 0a95072a243ea0005ee31ad9 | Security Group Tag: none | EasyVPN: 0 ||
Username: TaariniC | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.125 | Public IP: 27.62.8.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:38 IST Fri Jun 12 2020 | Duration: 1h:57m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 714670048 | Bytes Rx: 361165729 | IP Addr: 10.149.232.125 | Public IP: 27.62.8.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:38 IST Fri Jun 12 2020 | Duration: 1h:57m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 714670048 | Bytes Rx: 361165729 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148460 | Audit Session ID: 0a95072a243ec0005ee31af6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148460 | Audit Session ID: 0a95072a243ec0005ee31af6 | Security Group Tag: none | EasyVPN: 0 ||
Username: sradhakr | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.60 | Public IP: 49.207.139.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:57 IST Fri Jun 12 2020 | Duration: 1h:57m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 40734933 | Bytes Rx: 26452560 | IP Addr: 10.149.233.60 | Public IP: 49.207.139.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:34:57 IST Fri Jun 12 2020 | Duration: 1h:57m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 40734933 | Bytes Rx: 26452560 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148462 | Audit Session ID: 0a95072a243ee0005ee31b09 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148462 | Audit Session ID: 0a95072a243ee0005ee31b09 | Security Group Tag: none | EasyVPN: 0 ||
Username: fhaneef | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.182 | Public IP: 137.97.111.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:10 IST Fri Jun 12 2020 | Duration: 1h:56m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 171515934 | Bytes Rx: 77883970 | IP Addr: 10.149.232.182 | Public IP: 137.97.111.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:10 IST Fri Jun 12 2020 | Duration: 1h:56m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 171515934 | Bytes Rx: 77883970 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148463 | Audit Session ID: 0a95072a243ef0005ee31b16 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148463 | Audit Session ID: 0a95072a243ef0005ee31b16 | Security Group Tag: none | EasyVPN: 0 ||
Username: DivPriya | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.61 | Public IP: 106.222.106.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:23 IST Fri Jun 12 2020 | Duration: 1h:56m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 332583920 | Bytes Rx: 41454764 | IP Addr: 10.149.233.61 | Public IP: 106.222.106.164 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:23 IST Fri Jun 12 2020 | Duration: 1h:56m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 332583920 | Bytes Rx: 41454764 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148464 | Audit Session ID: 0a95072a243f00005ee31b23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148464 | Audit Session ID: 0a95072a243f00005ee31b23 | Security Group Tag: none | EasyVPN: 0 ||
Username: upaul | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.62 | Public IP: 49.35.6.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:39 IST Fri Jun 12 2020 | Duration: 1h:56m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 24215605 | Bytes Rx: 7037443 | IP Addr: 10.149.233.62 | Public IP: 49.35.6.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:35:39 IST Fri Jun 12 2020 | Duration: 1h:56m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 24215605 | Bytes Rx: 7037443 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148466 | Audit Session ID: 0a95072a243f20005ee31b33 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148466 | Audit Session ID: 0a95072a243f20005ee31b33 | Security Group Tag: none | EasyVPN: 0 ||
Username: mukeshbk | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.64 | Public IP: 137.97.238.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:09 IST Fri Jun 12 2020 | Duration: 1h:55m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 136059313 | Bytes Rx: 18928389 | IP Addr: 10.149.233.64 | Public IP: 137.97.238.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:09 IST Fri Jun 12 2020 | Duration: 1h:55m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 136059313 | Bytes Rx: 18928389 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148468 | Audit Session ID: 0a95072a243f40005ee31b51 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148468 | Audit Session ID: 0a95072a243f40005ee31b51 | Security Group Tag: none | EasyVPN: 0 ||
Username: srinivas.p | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.79 | Public IP: 171.76.53.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:50 IST Fri Jun 12 2020 | Duration: 1h:55m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 46103187 | Bytes Rx: 27303528 | IP Addr: 10.149.232.79 | Public IP: 171.76.53.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:36:50 IST Fri Jun 12 2020 | Duration: 1h:55m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 46103187 | Bytes Rx: 27303528 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148472 | Audit Session ID: 0a95072a243f80005ee31b7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 148472 | Audit Session ID: 0a95072a243f80005ee31b7a | Security Group Tag: none | EasyVPN: 0 ||
Username: hnagraj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.68 | Public IP: 121.243.33.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:32 IST Fri Jun 12 2020 | Duration: 1h:54m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 57966597 | Bytes Rx: 26809960 | IP Addr: 10.149.233.68 | Public IP: 121.243.33.212 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:32 IST Fri Jun 12 2020 | Duration: 1h:54m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 57966597 | Bytes Rx: 26809960 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148478 | Audit Session ID: 0a95072a243fe0005ee31ba4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148478 | Audit Session ID: 0a95072a243fe0005ee31ba4 | Security Group Tag: none | EasyVPN: 0 ||
Username: SoumeeR | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.69 | Public IP: 182.76.215.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:58 IST Fri Jun 12 2020 | Duration: 1h:54m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 43833635 | Bytes Rx: 20255581 | IP Addr: 10.149.233.69 | Public IP: 182.76.215.250 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:37:58 IST Fri Jun 12 2020 | Duration: 1h:54m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 43833635 | Bytes Rx: 20255581 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148480 | Audit Session ID: 0a95072a244000005ee31bbe | Security Group Tag: none | EasyVPN: 0 |Session ID: 148480 | Audit Session ID: 0a95072a244000005ee31bbe | Security Group Tag: none | EasyVPN: 0 ||
Username: ssardar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.71 | Public IP: 157.51.210.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:38:44 IST Fri Jun 12 2020 | Duration: 1h:53m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 126436796 | Bytes Rx: 43131437 | IP Addr: 10.149.233.71 | Public IP: 157.51.210.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:38:44 IST Fri Jun 12 2020 | Duration: 1h:53m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 126436796 | Bytes Rx: 43131437 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148484 | Audit Session ID: 0a95072a244040005ee31bec | Security Group Tag: none | EasyVPN: 0 |Session ID: 148484 | Audit Session ID: 0a95072a244040005ee31bec | Security Group Tag: none | EasyVPN: 0 ||
Username: gowrikanthan.s | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.72 | Public IP: 171.78.190.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:39:11 IST Fri Jun 12 2020 | Duration: 1h:52m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 91176087 | Bytes Rx: 37754710 | IP Addr: 10.149.233.72 | Public IP: 171.78.190.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 11:39:11 IST Fri Jun 12 2020 | Duration: 1h:52m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 91176087 | Bytes Rx: 37754710 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 148486 | Audit Session ID: 0a95072a244060005ee31c07 | Security Group Tag: none | EasyVPN: 0 |Session ID: 148486 | Audit Session ID: 0a95072a244060005ee31c07 | Security Group Tag: none | EasyVPN: 0 ||
