sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: satviswa | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.202 | Public IP: 157.51.202.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 12h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2014756710 | Bytes Rx: 147794780 | IP Addr: 10.149.233.202 | Public IP: 157.51.202.144 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 20:12:25 IST Wed Jun 10 2020 | Duration: 12h:17m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 2014756710 | Bytes Rx: 147794780 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145351 | Audit Session ID: 0a95072a237c70005ee0f151 | Security Group Tag: none | EasyVPN: 0 ||
Username: viskalid | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.137 | Public IP: 117.233.87.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:39:08 IST Thu Jun 11 2020 | Duration: 0h:51m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 25313049 | Bytes Rx: 11518679 | IP Addr: 10.149.232.137 | Public IP: 117.233.87.125 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:39:08 IST Thu Jun 11 2020 | Duration: 0h:51m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 25313049 | Bytes Rx: 11518679 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145639 | Audit Session ID: 0a95072a238e70005ee19244 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145639 | Audit Session ID: 0a95072a238e70005ee19244 | Security Group Tag: none | EasyVPN: 0 ||
Username: KumVivek | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.135 | Public IP: 202.142.86.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:39:32 IST Thu Jun 11 2020 | Duration: 0h:50m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 35109000 | Bytes Rx: 6696603 | IP Addr: 10.149.232.135 | Public IP: 202.142.86.194 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:39:32 IST Thu Jun 11 2020 | Duration: 0h:50m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 35109000 | Bytes Rx: 6696603 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145641 | Audit Session ID: 0a95072a238e90005ee1925c | Security Group Tag: none | EasyVPN: 0 |Session ID: 145641 | Audit Session ID: 0a95072a238e90005ee1925c | Security Group Tag: none | EasyVPN: 0 ||
Username: rsalawan | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.136 | Public IP: 117.195.97.64 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:39:33 IST Thu Jun 11 2020 | Duration: 0h:50m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 20406425 | Bytes Rx: 19658632 | IP Addr: 10.149.232.136 | Public IP: 117.195.97.64 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 07:39:33 IST Thu Jun 11 2020 | Duration: 0h:50m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 20406425 | Bytes Rx: 19658632 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145642 | Audit Session ID: 0a95072a238ea0005ee1925d | Security Group Tag: none | EasyVPN: 0 |Session ID: 145642 | Audit Session ID: 0a95072a238ea0005ee1925d | Security Group Tag: none | EasyVPN: 0 ||
Username: mohan.kumar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.210 | Public IP: 157.45.196.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:31 IST Thu Jun 11 2020 | Duration: 0h:47m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 302105334 | Bytes Rx: 30950398 | IP Addr: 10.149.233.210 | Public IP: 157.45.196.246 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:31 IST Thu Jun 11 2020 | Duration: 0h:47m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 302105334 | Bytes Rx: 30950398 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145643 | Audit Session ID: 0a95072a238eb0005ee1930f | Security Group Tag: none | EasyVPN: 0 |Session ID: 145643 | Audit Session ID: 0a95072a238eb0005ee1930f | Security Group Tag: none | EasyVPN: 0 ||
Username: kvadivel | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.211 | Public IP: 42.111.130.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:46 IST Thu Jun 11 2020 | Duration: 0h:47m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 78403007 | Bytes Rx: 49037794 | IP Addr: 10.149.233.211 | Public IP: 42.111.130.134 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:42:46 IST Thu Jun 11 2020 | Duration: 0h:47m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 78403007 | Bytes Rx: 49037794 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145644 | Audit Session ID: 0a95072a238ec0005ee1931e | Security Group Tag: none | EasyVPN: 0 |Session ID: 145644 | Audit Session ID: 0a95072a238ec0005ee1931e | Security Group Tag: none | EasyVPN: 0 ||
Username: svemu | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.232 | Public IP: 183.83.139.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:24 IST Thu Jun 11 2020 | Duration: 0h:45m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1285475 | Bytes Rx: 882794 | IP Addr: 10.149.232.232 | Public IP: 183.83.139.51 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:44:24 IST Thu Jun 11 2020 | Duration: 0h:45m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 1285475 | Bytes Rx: 882794 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145646 | Audit Session ID: 0a95072a238ee0005ee19380 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145646 | Audit Session ID: 0a95072a238ee0005ee19380 | Security Group Tag: none | EasyVPN: 0 ||
Username: PRESWARA | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.239 | Public IP: 223.181.226.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:43 IST Thu Jun 11 2020 | Duration: 0h:43m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 154440094 | Bytes Rx: 47524556 | IP Addr: 10.149.232.239 | Public IP: 223.181.226.141 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:46:43 IST Thu Jun 11 2020 | Duration: 0h:43m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 154440094 | Bytes Rx: 47524556 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145649 | Audit Session ID: 0a95072a238f10005ee1940b | Security Group Tag: none | EasyVPN: 0 |Session ID: 145649 | Audit Session ID: 0a95072a238f10005ee1940b | Security Group Tag: none | EasyVPN: 0 ||
Username: JYarassi | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.240 | Public IP: 124.123.28.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:15 IST Thu Jun 11 2020 | Duration: 0h:42m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 50024855 | Bytes Rx: 16458611 | IP Addr: 10.149.232.240 | Public IP: 124.123.28.150 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:48:15 IST Thu Jun 11 2020 | Duration: 0h:42m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 50024855 | Bytes Rx: 16458611 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145650 | Audit Session ID: 0a95072a238f20005ee19467 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145650 | Audit Session ID: 0a95072a238f20005ee19467 | Security Group Tag: none | EasyVPN: 0 ||
Username: APaikrao | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.236 | Public IP: 42.106.116.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:06 IST Thu Jun 11 2020 | Duration: 0h:34m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 250957739 | Bytes Rx: 14987817 | IP Addr: 10.149.232.236 | Public IP: 42.106.116.8 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:56:06 IST Thu Jun 11 2020 | Duration: 0h:34m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 250957739 | Bytes Rx: 14987817 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145652 | Audit Session ID: 0a95072a238f40005ee1963e | Security Group Tag: none | EasyVPN: 0 |Session ID: 145652 | Audit Session ID: 0a95072a238f40005ee1963e | Security Group Tag: none | EasyVPN: 0 ||
Username: srinivas.p | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.241 | Public IP: 117.96.192.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:22 IST Thu Jun 11 2020 | Duration: 0h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 21409560 | Bytes Rx: 6245102 | IP Addr: 10.149.232.241 | Public IP: 117.96.192.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:57:22 IST Thu Jun 11 2020 | Duration: 0h:32m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 21409560 | Bytes Rx: 6245102 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145653 | Audit Session ID: 0a95072a238f50005ee1968a | Security Group Tag: none | EasyVPN: 0 |Session ID: 145653 | Audit Session ID: 0a95072a238f50005ee1968a | Security Group Tag: none | EasyVPN: 0 ||
Username: susubash | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.242 | Public IP: 117.241.90.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:21 IST Thu Jun 11 2020 | Duration: 0h:31m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 17381185 | Bytes Rx: 16162092 | IP Addr: 10.149.232.242 | Public IP: 117.241.90.248 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:58:21 IST Thu Jun 11 2020 | Duration: 0h:31m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 17381185 | Bytes Rx: 16162092 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145654 | Audit Session ID: 0a95072a238f60005ee196c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145654 | Audit Session ID: 0a95072a238f60005ee196c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: durai.raj | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.243 | Public IP: 27.62.18.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:47 IST Thu Jun 11 2020 | Duration: 0h:30m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 42964282 | Bytes Rx: 11883526 | IP Addr: 10.149.232.243 | Public IP: 27.62.18.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 07:59:47 IST Thu Jun 11 2020 | Duration: 0h:30m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 42964282 | Bytes Rx: 11883526 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145655 | Audit Session ID: 0a95072a238f70005ee1971b | Security Group Tag: none | EasyVPN: 0 |Session ID: 145655 | Audit Session ID: 0a95072a238f70005ee1971b | Security Group Tag: none | EasyVPN: 0 ||
Username: nandakishore.g | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.245 | Public IP: 49.206.201.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:17 IST Thu Jun 11 2020 | Duration: 0h:30m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 111869056 | Bytes Rx: 14896090 | IP Addr: 10.149.232.245 | Public IP: 49.206.201.112 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:00:17 IST Thu Jun 11 2020 | Duration: 0h:30m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 111869056 | Bytes Rx: 14896090 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145657 | Audit Session ID: 0a95072a238f90005ee19739 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145657 | Audit Session ID: 0a95072a238f90005ee19739 | Security Group Tag: none | EasyVPN: 0 ||
Username: shivaji.m | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.232.246 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:01:55 IST Thu Jun 11 2020 | Duration: 0h:28m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 20995155 | Bytes Rx: 7793896 | IP Addr: 10.149.232.246 | Public IP: 183.83.95.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:01:55 IST Thu Jun 11 2020 | Duration: 0h:28m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 20995155 | Bytes Rx: 7793896 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145658 | Audit Session ID: 0a95072a238fa0005ee1979b | Security Group Tag: none | EasyVPN: 0 |Session ID: 145658 | Audit Session ID: 0a95072a238fa0005ee1979b | Security Group Tag: none | EasyVPN: 0 ||
Username: pkarve | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.55 | Public IP: 27.106.96.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:15 IST Thu Jun 11 2020 | Duration: 0h:26m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 18427185 | Bytes Rx: 5921074 | IP Addr: 10.149.233.55 | Public IP: 27.106.96.4 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:15 IST Thu Jun 11 2020 | Duration: 0h:26m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 18427185 | Bytes Rx: 5921074 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145660 | Audit Session ID: 0a95072a238fc0005ee19827 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145660 | Audit Session ID: 0a95072a238fc0005ee19827 | Security Group Tag: none | EasyVPN: 0 ||
Username: ckurjeka | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.56 | Public IP: 183.83.147.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:29 IST Thu Jun 11 2020 | Duration: 0h:25m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 32778409 | Bytes Rx: 14754151 | IP Addr: 10.149.233.56 | Public IP: 183.83.147.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:29 IST Thu Jun 11 2020 | Duration: 0h:25m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 32778409 | Bytes Rx: 14754151 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145662 | Audit Session ID: 0a95072a238fe0005ee19835 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145662 | Audit Session ID: 0a95072a238fe0005ee19835 | Security Group Tag: none | EasyVPN: 0 ||
Username: dkrishna | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.57 | Public IP: 157.51.251.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:39 IST Thu Jun 11 2020 | Duration: 0h:25m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 33254989 | Bytes Rx: 13877449 | IP Addr: 10.149.233.57 | Public IP: 157.51.251.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:04:39 IST Thu Jun 11 2020 | Duration: 0h:25m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 33254989 | Bytes Rx: 13877449 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145663 | Audit Session ID: 0a95072a238ff0005ee1983f | Security Group Tag: none | EasyVPN: 0 |Session ID: 145663 | Audit Session ID: 0a95072a238ff0005ee1983f | Security Group Tag: none | EasyVPN: 0 ||
Username: pselote | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.58 | Public IP: 49.35.89.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:21 IST Thu Jun 11 2020 | Duration: 0h:23m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 129632666 | Bytes Rx: 12022101 | IP Addr: 10.149.233.58 | Public IP: 49.35.89.109 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:21 IST Thu Jun 11 2020 | Duration: 0h:23m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 129632666 | Bytes Rx: 12022101 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145664 | Audit Session ID: 0a95072a239000005ee198a5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145664 | Audit Session ID: 0a95072a239000005ee198a5 | Security Group Tag: none | EasyVPN: 0 ||
Username: aganesan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.59 | Public IP: 157.51.82.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:26 IST Thu Jun 11 2020 | Duration: 0h:23m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 5641991 | Bytes Rx: 3345365 | IP Addr: 10.149.233.59 | Public IP: 157.51.82.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:26 IST Thu Jun 11 2020 | Duration: 0h:23m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 5641991 | Bytes Rx: 3345365 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145665 | Audit Session ID: 0a95072a239010005ee198aa | Security Group Tag: none | EasyVPN: 0 |Session ID: 145665 | Audit Session ID: 0a95072a239010005ee198aa | Security Group Tag: none | EasyVPN: 0 ||
Username: UdMekala | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.60 | Public IP: 157.44.143.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:33 IST Thu Jun 11 2020 | Duration: 0h:23m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 9922508 | Bytes Rx: 6651390 | IP Addr: 10.149.233.60 | Public IP: 157.44.143.192 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:06:33 IST Thu Jun 11 2020 | Duration: 0h:23m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 9922508 | Bytes Rx: 6651390 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 145666 | Audit Session ID: 0a95072a239020005ee198b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 145666 | Audit Session ID: 0a95072a239020005ee198b1 | Security Group Tag: none | EasyVPN: 0 ||
