sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: rsingams | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | IP Addr: 10.149.232.12 | Public IP: 192.140.152.228 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:23:25 IST Mon Jun 8 2020 | Duration: 1d 0h:36m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 776095322 | Bytes Rx: 167129486 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138688 | Audit Session ID: 0a95072a21dc00005eddb635 | Security Group Tag: none | EasyVPN: 0 ||
Username: ARUSARAV | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.76 | Public IP: 115.97.96.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:09 IST Tue Jun 9 2020 | Duration: 0h:31m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 32467469 | Bytes Rx: 4971722 | IP Addr: 10.149.233.76 | Public IP: 115.97.96.28 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:09 IST Tue Jun 9 2020 | Duration: 0h:31m:14s | Inactivity:  0h:00m:00s | Bytes Tx: 32467469 | Bytes Rx: 4971722 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141285 | Audit Session ID: 0a95072a227e50005edf090d | Security Group Tag: none | EasyVPN: 0 |Session ID: 141285 | Audit Session ID: 0a95072a227e50005edf090d | Security Group Tag: none | EasyVPN: 0 ||
Username: ymuralid | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.36 | Public IP: 27.62.67.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:21 IST Tue Jun 9 2020 | Duration: 0h:31m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 41750383 | Bytes Rx: 8512208 | IP Addr: 10.149.233.36 | Public IP: 27.62.67.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:21 IST Tue Jun 9 2020 | Duration: 0h:31m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 41750383 | Bytes Rx: 8512208 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141286 | Audit Session ID: 0a95072a227e60005edf0919 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141286 | Audit Session ID: 0a95072a227e60005edf0919 | Security Group Tag: none | EasyVPN: 0 ||
Username: s.ponnalagu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.137 | Public IP: 171.60.206.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:56 IST Tue Jun 9 2020 | Duration: 0h:27m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 31023334 | Bytes Rx: 16627281 | IP Addr: 10.149.232.137 | Public IP: 171.60.206.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:32:56 IST Tue Jun 9 2020 | Duration: 0h:27m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 31023334 | Bytes Rx: 16627281 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141287 | Audit Session ID: 0a95072a227e70005edf09f0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141287 | Audit Session ID: 0a95072a227e70005edf09f0 | Security Group Tag: none | EasyVPN: 0 ||
Username: satnatar | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.151 | Public IP: 27.5.184.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:10 IST Tue Jun 9 2020 | Duration: 0h:27m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 32052173 | Bytes Rx: 6976832 | IP Addr: 10.149.232.151 | Public IP: 27.5.184.199 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:33:10 IST Tue Jun 9 2020 | Duration: 0h:27m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 32052173 | Bytes Rx: 6976832 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141289 | Audit Session ID: 0a95072a227e90005edf09fe | Security Group Tag: none | EasyVPN: 0 |Session ID: 141289 | Audit Session ID: 0a95072a227e90005edf09fe | Security Group Tag: none | EasyVPN: 0 ||
Username: ropratap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.160 | Public IP: 223.187.185.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:11 IST Tue Jun 9 2020 | Duration: 0h:26m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 25889683 | Bytes Rx: 11324606 | IP Addr: 10.149.232.160 | Public IP: 223.187.185.231 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:11 IST Tue Jun 9 2020 | Duration: 0h:26m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 25889683 | Bytes Rx: 11324606 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141290 | Audit Session ID: 0a95072a227ea0005edf0a3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141290 | Audit Session ID: 0a95072a227ea0005edf0a3b | Security Group Tag: none | EasyVPN: 0 ||
Username: jbasra | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.158 | Public IP: 124.123.31.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:16 IST Tue Jun 9 2020 | Duration: 0h:26m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 74076675 | Bytes Rx: 40830915 | IP Addr: 10.149.232.158 | Public IP: 124.123.31.81 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:16 IST Tue Jun 9 2020 | Duration: 0h:26m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 74076675 | Bytes Rx: 40830915 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141291 | Audit Session ID: 0a95072a227eb0005edf0a40 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141291 | Audit Session ID: 0a95072a227eb0005edf0a40 | Security Group Tag: none | EasyVPN: 0 ||
Username: shankar.ms | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.159 | Public IP: 1.23.174.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:25 IST Tue Jun 9 2020 | Duration: 0h:25m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 35783614 | Bytes Rx: 7475989 | IP Addr: 10.149.232.159 | Public IP: 1.23.174.50 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:25 IST Tue Jun 9 2020 | Duration: 0h:25m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 35783614 | Bytes Rx: 7475989 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141292 | Audit Session ID: 0a95072a227ec0005edf0a49 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141292 | Audit Session ID: 0a95072a227ec0005edf0a49 | Security Group Tag: none | EasyVPN: 0 ||
Username: sudkrish | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.163 | Public IP: 49.207.131.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:38 IST Tue Jun 9 2020 | Duration: 0h:25m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 397198204 | Bytes Rx: 18527431 | IP Addr: 10.149.232.163 | Public IP: 49.207.131.155 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:34:38 IST Tue Jun 9 2020 | Duration: 0h:25m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 397198204 | Bytes Rx: 18527431 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141294 | Audit Session ID: 0a95072a227ee0005edf0a56 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141294 | Audit Session ID: 0a95072a227ee0005edf0a56 | Security Group Tag: none | EasyVPN: 0 ||
Username: gowri.subburu | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.162 | Public IP: 223.227.34.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:00 IST Tue Jun 9 2020 | Duration: 0h:25m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 35466827 | Bytes Rx: 8289341 | IP Addr: 10.149.232.162 | Public IP: 223.227.34.232 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:00 IST Tue Jun 9 2020 | Duration: 0h:25m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 35466827 | Bytes Rx: 8289341 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141296 | Audit Session ID: 0a95072a227f00005edf0a6c | Security Group Tag: none | EasyVPN: 0 |Session ID: 141296 | Audit Session ID: 0a95072a227f00005edf0a6c | Security Group Tag: none | EasyVPN: 0 ||
Username: AThallap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.165 | Public IP: 117.98.208.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:13 IST Tue Jun 9 2020 | Duration: 0h:25m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 56340360 | Bytes Rx: 4615365 | IP Addr: 10.149.232.165 | Public IP: 117.98.208.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:13 IST Tue Jun 9 2020 | Duration: 0h:25m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 56340360 | Bytes Rx: 4615365 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141297 | Audit Session ID: 0a95072a227f10005edf0a79 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141297 | Audit Session ID: 0a95072a227f10005edf0a79 | Security Group Tag: none | EasyVPN: 0 ||
Username: SathThiy | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.164 | Public IP: 49.205.79.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:14 IST Tue Jun 9 2020 | Duration: 0h:25m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 254794171 | Bytes Rx: 18687359 | IP Addr: 10.149.232.164 | Public IP: 49.205.79.183 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:14 IST Tue Jun 9 2020 | Duration: 0h:25m:09s | Inactivity:  0h:00m:00s | Bytes Tx: 254794171 | Bytes Rx: 18687359 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141298 | Audit Session ID: 0a95072a227f20005edf0a7a | Security Group Tag: none | EasyVPN: 0 |Session ID: 141298 | Audit Session ID: 0a95072a227f20005edf0a7a | Security Group Tag: none | EasyVPN: 0 ||
Username: kchoudha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.44 | Public IP: 106.223.185.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:15 IST Tue Jun 9 2020 | Duration: 0h:25m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 60746069 | Bytes Rx: 7561541 | IP Addr: 10.149.233.44 | Public IP: 106.223.185.77 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:15 IST Tue Jun 9 2020 | Duration: 0h:25m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 60746069 | Bytes Rx: 7561541 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141299 | Audit Session ID: 0a95072a227f30005edf0a7b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141299 | Audit Session ID: 0a95072a227f30005edf0a7b | Security Group Tag: none | EasyVPN: 0 ||
Username: kavigane | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.166 | Public IP: 157.50.111.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:15 IST Tue Jun 9 2020 | Duration: 0h:25m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 8443498 | Bytes Rx: 5276134 | IP Addr: 10.149.232.166 | Public IP: 157.50.111.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:15 IST Tue Jun 9 2020 | Duration: 0h:25m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 8443498 | Bytes Rx: 5276134 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141300 | Audit Session ID: 0a95072a227f40005edf0a7b | Security Group Tag: none | EasyVPN: 0 |Session ID: 141300 | Audit Session ID: 0a95072a227f40005edf0a7b | Security Group Tag: none | EasyVPN: 0 ||
Username: JiBachha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.78 | Public IP: 157.33.128.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:38 IST Tue Jun 9 2020 | Duration: 0h:24m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 10314732 | Bytes Rx: 2679777 | IP Addr: 10.149.233.78 | Public IP: 157.33.128.7 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:35:38 IST Tue Jun 9 2020 | Duration: 0h:24m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 10314732 | Bytes Rx: 2679777 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141302 | Audit Session ID: 0a95072a227f60005edf0a92 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141302 | Audit Session ID: 0a95072a227f60005edf0a92 | Security Group Tag: none | EasyVPN: 0 ||
Username: bharathp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.79 | Public IP: 49.207.136.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:01 IST Tue Jun 9 2020 | Duration: 0h:24m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 53401742 | Bytes Rx: 7844156 | IP Addr: 10.149.233.79 | Public IP: 49.207.136.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:01 IST Tue Jun 9 2020 | Duration: 0h:24m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 53401742 | Bytes Rx: 7844156 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141303 | Audit Session ID: 0a95072a227f70005edf0aa9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141303 | Audit Session ID: 0a95072a227f70005edf0aa9 | Security Group Tag: none | EasyVPN: 0 ||
Username: ARRaut | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.81 | Public IP: 103.110.253.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:20 IST Tue Jun 9 2020 | Duration: 0h:24m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 20636017 | Bytes Rx: 7838347 | IP Addr: 10.149.233.81 | Public IP: 103.110.253.190 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:20 IST Tue Jun 9 2020 | Duration: 0h:24m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 20636017 | Bytes Rx: 7838347 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141305 | Audit Session ID: 0a95072a227f90005edf0abc | Security Group Tag: none | EasyVPN: 0 |Session ID: 141305 | Audit Session ID: 0a95072a227f90005edf0abc | Security Group Tag: none | EasyVPN: 0 ||
Username: sharpati | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.82 | Public IP: 106.220.220.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:29 IST Tue Jun 9 2020 | Duration: 0h:23m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 100168762 | Bytes Rx: 23495538 | IP Addr: 10.149.233.82 | Public IP: 106.220.220.168 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:29 IST Tue Jun 9 2020 | Duration: 0h:23m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 100168762 | Bytes Rx: 23495538 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141308 | Audit Session ID: 0a95072a227fc0005edf0ac5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141308 | Audit Session ID: 0a95072a227fc0005edf0ac5 | Security Group Tag: none | EasyVPN: 0 ||
Username: hmani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.83 | Public IP: 157.51.199.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:30 IST Tue Jun 9 2020 | Duration: 0h:23m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 30622229 | Bytes Rx: 11783920 | IP Addr: 10.149.233.83 | Public IP: 157.51.199.29 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:30 IST Tue Jun 9 2020 | Duration: 0h:23m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 30622229 | Bytes Rx: 11783920 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141309 | Audit Session ID: 0a95072a227fd0005edf0ac6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 141309 | Audit Session ID: 0a95072a227fd0005edf0ac6 | Security Group Tag: none | EasyVPN: 0 ||
Username: christop | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.84 | Public IP: 157.46.6.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:34 IST Tue Jun 9 2020 | Duration: 0h:23m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 16762843 | Bytes Rx: 2687038 | IP Addr: 10.149.233.84 | Public IP: 157.46.6.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:34 IST Tue Jun 9 2020 | Duration: 0h:23m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 16762843 | Bytes Rx: 2687038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141310 | Audit Session ID: 0a95072a227fe0005edf0aca | Security Group Tag: none | EasyVPN: 0 |Session ID: 141310 | Audit Session ID: 0a95072a227fe0005edf0aca | Security Group Tag: none | EasyVPN: 0 ||
Username: lurrajan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.85 | Public IP: 117.213.33.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:35 IST Tue Jun 9 2020 | Duration: 0h:23m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 12708758 | Bytes Rx: 3193072 | IP Addr: 10.149.233.85 | Public IP: 117.213.33.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:36:35 IST Tue Jun 9 2020 | Duration: 0h:23m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 12708758 | Bytes Rx: 3193072 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 141311 | Audit Session ID: 0a95072a227ff0005edf0acb | Security Group Tag: none | EasyVPN: 0 |Session ID: 141311 | Audit Session ID: 0a95072a227ff0005edf0acb | Security Group Tag: none | EasyVPN: 0 ||
