sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: sunaredi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 1d 21h:48m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 4696131399 | Bytes Rx: 1439914155 | IP Addr: 10.150.236.152 | Public IP: 182.70.34.85 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 19:45:28 IST Wed Jun 17 2020 | Duration: 1d 21h:48m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 4696131399 | Bytes Rx: 1439914155 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 |Session ID: 33317 | Audit Session ID: 0a96cf69082250005eea2580 | Security Group Tag: none | EasyVPN: 0 ||
Username: rohjagta | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.115 | Public IP: 157.47.59.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:19 IST Fri Jun 19 2020 | Duration: 5h:08m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 108761758 | Bytes Rx: 94826957 | IP Addr: 10.150.236.115 | Public IP: 157.47.59.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:19 IST Fri Jun 19 2020 | Duration: 5h:08m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 108761758 | Bytes Rx: 94826957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39154 | Audit Session ID: 0a96cf69098f20005eec6157 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39154 | Audit Session ID: 0a96cf69098f20005eec6157 | Security Group Tag: none | EasyVPN: 0 ||
Username: rchikna | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.126 | Public IP: 103.46.200.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:45 IST Fri Jun 19 2020 | Duration: 5h:08m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 388217604 | Bytes Rx: 109509337 | IP Addr: 10.150.244.126 | Public IP: 103.46.200.211 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:25:45 IST Fri Jun 19 2020 | Duration: 5h:08m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 388217604 | Bytes Rx: 109509337 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39158 | Audit Session ID: 0a96cf69098f60005eec6171 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39158 | Audit Session ID: 0a96cf69098f60005eec6171 | Security Group Tag: none | EasyVPN: 0 ||
Username: samisra | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.5 | Public IP: 103.121.153.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:27:16 IST Fri Jun 19 2020 | Duration: 5h:06m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1142430016 | Bytes Rx: 258809509 | IP Addr: 10.150.236.5 | Public IP: 103.121.153.98 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:27:16 IST Fri Jun 19 2020 | Duration: 5h:06m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 1142430016 | Bytes Rx: 258809509 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39159 | Audit Session ID: 0a96cf69098f70005eec61cc | Security Group Tag: none | EasyVPN: 0 |Session ID: 39159 | Audit Session ID: 0a96cf69098f70005eec61cc | Security Group Tag: none | EasyVPN: 0 ||
Username: yapooja | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.141 | Public IP: 49.35.45.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:27:23 IST Fri Jun 19 2020 | Duration: 5h:06m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 237778997 | Bytes Rx: 104742493 | IP Addr: 10.150.244.141 | Public IP: 49.35.45.223 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:27:23 IST Fri Jun 19 2020 | Duration: 5h:06m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 237778997 | Bytes Rx: 104742493 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39161 | Audit Session ID: 0a96cf69098f90005eec61d3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39161 | Audit Session ID: 0a96cf69098f90005eec61d3 | Security Group Tag: none | EasyVPN: 0 ||
Username: skhandge | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.142 | Public IP: 49.35.20.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:28:02 IST Fri Jun 19 2020 | Duration: 5h:06m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 245848217 | Bytes Rx: 94413667 | IP Addr: 10.150.244.142 | Public IP: 49.35.20.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:28:02 IST Fri Jun 19 2020 | Duration: 5h:06m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 245848217 | Bytes Rx: 94413667 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39164 | Audit Session ID: 0a96cf69098fc0005eec61fa | Security Group Tag: none | EasyVPN: 0 |Session ID: 39164 | Audit Session ID: 0a96cf69098fc0005eec61fa | Security Group Tag: none | EasyVPN: 0 ||
Username: suresh.babu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.168 | Public IP: 27.6.89.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:28:13 IST Fri Jun 19 2020 | Duration: 5h:05m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 896639245 | Bytes Rx: 225032297 | IP Addr: 10.150.244.168 | Public IP: 27.6.89.94 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:28:13 IST Fri Jun 19 2020 | Duration: 5h:05m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 896639245 | Bytes Rx: 225032297 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39166 | Audit Session ID: 0a96cf69098fe0005eec6205 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39166 | Audit Session ID: 0a96cf69098fe0005eec6205 | Security Group Tag: none | EasyVPN: 0 ||
Username: sipandit | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.170 | Public IP: 103.252.52.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:28:30 IST Fri Jun 19 2020 | Duration: 5h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 607310816 | Bytes Rx: 636959380 | IP Addr: 10.150.244.170 | Public IP: 103.252.52.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:28:30 IST Fri Jun 19 2020 | Duration: 5h:05m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 607310816 | Bytes Rx: 636959380 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39167 | Audit Session ID: 0a96cf69098ff0005eec6216 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39167 | Audit Session ID: 0a96cf69098ff0005eec6216 | Security Group Tag: none | EasyVPN: 0 ||
Username: TusharJ | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.245 | Public IP: 106.193.195.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:30:12 IST Fri Jun 19 2020 | Duration: 5h:03m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 819976189 | Bytes Rx: 42233821 | IP Addr: 10.150.236.245 | Public IP: 106.193.195.237 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:30:12 IST Fri Jun 19 2020 | Duration: 5h:03m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 819976189 | Bytes Rx: 42233821 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39172 | Audit Session ID: 0a96cf69099040005eec627c | Security Group Tag: none | EasyVPN: 0 |Session ID: 39172 | Audit Session ID: 0a96cf69099040005eec627c | Security Group Tag: none | EasyVPN: 0 ||
Username: jessiean | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.54 | Public IP: 157.50.48.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:36:45 IST Fri Jun 19 2020 | Duration: 4h:57m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 272153012 | Bytes Rx: 40081650 | IP Addr: 10.150.244.54 | Public IP: 157.50.48.33 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:36:45 IST Fri Jun 19 2020 | Duration: 4h:57m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 272153012 | Bytes Rx: 40081650 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39204 | Audit Session ID: 0a96cf69099240005eec6405 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39204 | Audit Session ID: 0a96cf69099240005eec6405 | Security Group Tag: none | EasyVPN: 0 ||
Username: dharmyad | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.218 | Public IP: 122.179.233.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:37:04 IST Fri Jun 19 2020 | Duration: 4h:57m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1870378373 | Bytes Rx: 482791562 | IP Addr: 10.150.237.218 | Public IP: 122.179.233.236 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:37:04 IST Fri Jun 19 2020 | Duration: 4h:57m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 1870378373 | Bytes Rx: 482791562 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39206 | Audit Session ID: 0a96cf69099260005eec6418 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39206 | Audit Session ID: 0a96cf69099260005eec6418 | Security Group Tag: none | EasyVPN: 0 ||
Username: kchoudha | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.19 | Public IP: 106.223.181.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:41:58 IST Fri Jun 19 2020 | Duration: 4h:52m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 914046292 | Bytes Rx: 85624995 | IP Addr: 10.150.237.19 | Public IP: 106.223.181.118 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:41:58 IST Fri Jun 19 2020 | Duration: 4h:52m:11s | Inactivity:  0h:00m:00s | Bytes Tx: 914046292 | Bytes Rx: 85624995 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39218 | Audit Session ID: 0a96cf69099320005eec653e | Security Group Tag: none | EasyVPN: 0 |Session ID: 39218 | Audit Session ID: 0a96cf69099320005eec653e | Security Group Tag: none | EasyVPN: 0 ||
Username: jarputha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.10 | Public IP: 60.243.31.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:42:23 IST Fri Jun 19 2020 | Duration: 4h:51m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 121173433 | Bytes Rx: 107378792 | IP Addr: 10.150.244.10 | Public IP: 60.243.31.47 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:42:23 IST Fri Jun 19 2020 | Duration: 4h:51m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 121173433 | Bytes Rx: 107378792 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39220 | Audit Session ID: 0a96cf69099340005eec6557 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39220 | Audit Session ID: 0a96cf69099340005eec6557 | Security Group Tag: none | EasyVPN: 0 ||
Username: Orane | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.156 | Public IP: 103.198.167.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:14 IST Fri Jun 19 2020 | Duration: 4h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 188946989 | Bytes Rx: 32126903 | IP Addr: 10.150.237.156 | Public IP: 103.198.167.54 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:14 IST Fri Jun 19 2020 | Duration: 4h:47m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 188946989 | Bytes Rx: 32126903 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39228 | Audit Session ID: 0a96cf690993c0005eec663e | Security Group Tag: none | EasyVPN: 0 |Session ID: 39228 | Audit Session ID: 0a96cf690993c0005eec663e | Security Group Tag: none | EasyVPN: 0 ||
Username: shreydha | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC27 | IP Addr: 10.150.245.36 | Public IP: 103.84.83.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:29 IST Fri Jun 19 2020 | Duration: 4h:47m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 776052553 | Bytes Rx: 139451611 | IP Addr: 10.150.245.36 | Public IP: 103.84.83.63 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:46:29 IST Fri Jun 19 2020 | Duration: 4h:47m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 776052553 | Bytes Rx: 139451611 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39229 | Audit Session ID: 0a96cf690993d0005eec664d | Security Group Tag: none | EasyVPN: 0 |Session ID: 39229 | Audit Session ID: 0a96cf690993d0005eec664d | Security Group Tag: none | EasyVPN: 0 ||
Username: shrpilla | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.12 | Public IP: 103.96.43.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:47:15 IST Fri Jun 19 2020 | Duration: 4h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 140608701 | Bytes Rx: 75871248 | IP Addr: 10.150.237.12 | Public IP: 103.96.43.249 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:47:15 IST Fri Jun 19 2020 | Duration: 4h:46m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 140608701 | Bytes Rx: 75871248 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39231 | Audit Session ID: 0a96cf690993f0005eec667b | Security Group Tag: none | EasyVPN: 0 |Session ID: 39231 | Audit Session ID: 0a96cf690993f0005eec667b | Security Group Tag: none | EasyVPN: 0 ||
Username: subhashi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.244.105 | Public IP: 121.243.33.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:48:04 IST Fri Jun 19 2020 | Duration: 4h:46m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 166507999 | Bytes Rx: 49086656 | IP Addr: 10.150.244.105 | Public IP: 121.243.33.212 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:48:04 IST Fri Jun 19 2020 | Duration: 4h:46m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 166507999 | Bytes Rx: 49086656 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39235 | Audit Session ID: 0a96cf69099430005eec66ac | Security Group Tag: none | EasyVPN: 0 |Session ID: 39235 | Audit Session ID: 0a96cf69099430005eec66ac | Security Group Tag: none | EasyVPN: 0 ||
Username: Tuskoul | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.189 | Public IP: 106.193.190.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:48:47 IST Fri Jun 19 2020 | Duration: 4h:45m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 205835922 | Bytes Rx: 85661689 | IP Addr: 10.147.96.189 | Public IP: 106.193.190.234 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:48:47 IST Fri Jun 19 2020 | Duration: 4h:45m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 205835922 | Bytes Rx: 85661689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39243 | Audit Session ID: 0a96cf690994b0005eec66d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39243 | Audit Session ID: 0a96cf690994b0005eec66d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: sohakhen | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.147.96.191 | Public IP: 202.136.69.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:48:51 IST Fri Jun 19 2020 | Duration: 4h:45m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 93386026 | Bytes Rx: 61995710 | IP Addr: 10.147.96.191 | Public IP: 202.136.69.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:48:51 IST Fri Jun 19 2020 | Duration: 4h:45m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 93386026 | Bytes Rx: 61995710 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39244 | Audit Session ID: 0a96cf690994c0005eec66db | Security Group Tag: none | EasyVPN: 0 |Session ID: 39244 | Audit Session ID: 0a96cf690994c0005eec66db | Security Group Tag: none | EasyVPN: 0 ||
Username: kumadeep | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.244.91 | Public IP: 157.33.131.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:48:59 IST Fri Jun 19 2020 | Duration: 4h:45m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 66782202 | Bytes Rx: 28717042 | IP Addr: 10.150.244.91 | Public IP: 157.33.131.12 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:48:59 IST Fri Jun 19 2020 | Duration: 4h:45m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 66782202 | Bytes Rx: 28717042 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39245 | Audit Session ID: 0a96cf690994d0005eec66e3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 39245 | Audit Session ID: 0a96cf690994d0005eec66e3 | Security Group Tag: none | EasyVPN: 0 ||
Username: EJadhav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC20 | IP Addr: 10.150.245.29 | Public IP: 1.23.209.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:49:39 IST Fri Jun 19 2020 | Duration: 4h:44m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 204050476 | Bytes Rx: 95216165 | IP Addr: 10.150.245.29 | Public IP: 1.23.209.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:49:39 IST Fri Jun 19 2020 | Duration: 4h:44m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 204050476 | Bytes Rx: 95216165 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 39247 | Audit Session ID: 0a96cf690994f0005eec670b | Security Group Tag: none | EasyVPN: 0 |Session ID: 39247 | Audit Session ID: 0a96cf690994f0005eec670b | Security Group Tag: none | EasyVPN: 0 ||
