sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: PratKamb | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.172 | Public IP: 49.35.83.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:09:09 IST Sat Jul 18 2020 | Duration: 1d 22h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2424107426 | Bytes Rx: 529072457 | IP Addr: 10.150.238.172 | Public IP: 49.35.83.115 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:09:09 IST Sat Jul 18 2020 | Duration: 1d 22h:20m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2424107426 | Bytes Rx: 529072457 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 128137 | Audit Session ID: 0a96cf6a1f4890005f12990d | Security Group Tag: none | EasyVPN: 0 |Session ID: 128137 | Audit Session ID: 0a96cf6a1f4890005f12990d | Security Group Tag: none | EasyVPN: 0 ||
Username: PMahabal | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.164 | Public IP: 183.87.235.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:09 IST Mon Jul 20 2020 | Duration: 1h:02m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 168099719 | Bytes Rx: 26896352 | IP Addr: 10.150.239.164 | Public IP: 183.87.235.0 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:09 IST Mon Jul 20 2020 | Duration: 1h:02m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 168099719 | Bytes Rx: 26896352 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131559 | Audit Session ID: 0a96cf6a201e70005f151615 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131559 | Audit Session ID: 0a96cf6a201e70005f151615 | Security Group Tag: none | EasyVPN: 0 ||
Username: PMishra | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.167 | Public IP: 47.8.48.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:28 IST Mon Jul 20 2020 | Duration: 1h:02m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 70542453 | Bytes Rx: 6914922 | IP Addr: 10.150.239.167 | Public IP: 47.8.48.30 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:28 IST Mon Jul 20 2020 | Duration: 1h:02m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 70542453 | Bytes Rx: 6914922 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131561 | Audit Session ID: 0a96cf6a201e90005f151628 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131561 | Audit Session ID: 0a96cf6a201e90005f151628 | Security Group Tag: none | EasyVPN: 0 ||
Username: amrutare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.168 | Public IP: 157.33.185.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:40 IST Mon Jul 20 2020 | Duration: 1h:02m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 216973600 | Bytes Rx: 22509214 | IP Addr: 10.150.239.168 | Public IP: 157.33.185.16 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:27:40 IST Mon Jul 20 2020 | Duration: 1h:02m:28s | Inactivity:  0h:00m:00s | Bytes Tx: 216973600 | Bytes Rx: 22509214 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131562 | Audit Session ID: 0a96cf6a201ea0005f151634 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131562 | Audit Session ID: 0a96cf6a201ea0005f151634 | Security Group Tag: none | EasyVPN: 0 ||
Username: k.polasani | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.239.169 | Public IP: 183.83.137.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:03 IST Mon Jul 20 2020 | Duration: 1h:02m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 64254021 | Bytes Rx: 20253756 | IP Addr: 10.150.239.169 | Public IP: 183.83.137.151 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:03 IST Mon Jul 20 2020 | Duration: 1h:02m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 64254021 | Bytes Rx: 20253756 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131564 | Audit Session ID: 0a96cf6a201ec0005f15164b | Security Group Tag: none | EasyVPN: 0 |Session ID: 131564 | Audit Session ID: 0a96cf6a201ec0005f15164b | Security Group Tag: none | EasyVPN: 0 ||
Username: mjuhily | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.170 | Public IP: 157.47.1.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:29 IST Mon Jul 20 2020 | Duration: 1h:01m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 19227786 | Bytes Rx: 5180992 | IP Addr: 10.150.239.170 | Public IP: 157.47.1.61 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:29 IST Mon Jul 20 2020 | Duration: 1h:01m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 19227786 | Bytes Rx: 5180992 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131566 | Audit Session ID: 0a96cf6a201ee0005f151665 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131566 | Audit Session ID: 0a96cf6a201ee0005f151665 | Security Group Tag: none | EasyVPN: 0 ||
Username: LTyagi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.172 | Public IP: 42.111.8.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:29 IST Mon Jul 20 2020 | Duration: 1h:01m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 51944172 | Bytes Rx: 29010350 | IP Addr: 10.150.239.172 | Public IP: 42.111.8.185 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:29 IST Mon Jul 20 2020 | Duration: 1h:01m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 51944172 | Bytes Rx: 29010350 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131567 | Audit Session ID: 0a96cf6a201ef0005f151665 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131567 | Audit Session ID: 0a96cf6a201ef0005f151665 | Security Group Tag: none | EasyVPN: 0 ||
Username: girish.poojari | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.173 | Public IP: 106.193.200.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:41 IST Mon Jul 20 2020 | Duration: 1h:01m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 74003920 | Bytes Rx: 35026878 | IP Addr: 10.150.239.173 | Public IP: 106.193.200.120 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:41 IST Mon Jul 20 2020 | Duration: 1h:01m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 74003920 | Bytes Rx: 35026878 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131570 | Audit Session ID: 0a96cf6a201f20005f151671 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131570 | Audit Session ID: 0a96cf6a201f20005f151671 | Security Group Tag: none | EasyVPN: 0 ||
Username: Kavkumar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.174 | Public IP: 223.187.190.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:45 IST Mon Jul 20 2020 | Duration: 1h:01m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 46265234 | Bytes Rx: 25932891 | IP Addr: 10.150.239.174 | Public IP: 223.187.190.186 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:45 IST Mon Jul 20 2020 | Duration: 1h:01m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 46265234 | Bytes Rx: 25932891 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131571 | Audit Session ID: 0a96cf6a201f30005f151675 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131571 | Audit Session ID: 0a96cf6a201f30005f151675 | Security Group Tag: none | EasyVPN: 0 ||
Username: vnaik | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.176 | Public IP: 103.86.180.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:48 IST Mon Jul 20 2020 | Duration: 1h:01m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 223678045 | Bytes Rx: 33957156 | IP Addr: 10.150.239.176 | Public IP: 103.86.180.210 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:48 IST Mon Jul 20 2020 | Duration: 1h:01m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 223678045 | Bytes Rx: 33957156 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131573 | Audit Session ID: 0a96cf6a201f50005f151678 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131573 | Audit Session ID: 0a96cf6a201f50005f151678 | Security Group Tag: none | EasyVPN: 0 ||
Username: agrover | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.177 | Public IP: 171.61.153.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:50 IST Mon Jul 20 2020 | Duration: 1h:01m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 299812219 | Bytes Rx: 108043250 | IP Addr: 10.150.239.177 | Public IP: 171.61.153.39 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:28:50 IST Mon Jul 20 2020 | Duration: 1h:01m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 299812219 | Bytes Rx: 108043250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131574 | Audit Session ID: 0a96cf6a201f60005f15167a | Security Group Tag: none | EasyVPN: 0 |Session ID: 131574 | Audit Session ID: 0a96cf6a201f60005f15167a | Security Group Tag: none | EasyVPN: 0 ||
Username: dtoshniw | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.181 | Public IP: 49.207.197.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:00 IST Mon Jul 20 2020 | Duration: 1h:01m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 207402415 | Bytes Rx: 15123795 | IP Addr: 10.150.239.181 | Public IP: 49.207.197.114 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:00 IST Mon Jul 20 2020 | Duration: 1h:01m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 207402415 | Bytes Rx: 15123795 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131576 | Audit Session ID: 0a96cf6a201f80005f151684 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131576 | Audit Session ID: 0a96cf6a201f80005f151684 | Security Group Tag: none | EasyVPN: 0 ||
Username: vkharban | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.182 | Public IP: 122.161.96.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:03 IST Mon Jul 20 2020 | Duration: 1h:01m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 26965878 | Bytes Rx: 13034945 | IP Addr: 10.150.239.182 | Public IP: 122.161.96.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:03 IST Mon Jul 20 2020 | Duration: 1h:01m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 26965878 | Bytes Rx: 13034945 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131577 | Audit Session ID: 0a96cf6a201f90005f151687 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131577 | Audit Session ID: 0a96cf6a201f90005f151687 | Security Group Tag: none | EasyVPN: 0 ||
Username: pragaval | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.184 | Public IP: 106.220.92.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:11 IST Mon Jul 20 2020 | Duration: 1h:00m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 258721118 | Bytes Rx: 23190244 | IP Addr: 10.150.239.184 | Public IP: 106.220.92.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:11 IST Mon Jul 20 2020 | Duration: 1h:00m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 258721118 | Bytes Rx: 23190244 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131579 | Audit Session ID: 0a96cf6a201fb0005f15168f | Security Group Tag: none | EasyVPN: 0 |Session ID: 131579 | Audit Session ID: 0a96cf6a201fb0005f15168f | Security Group Tag: none | EasyVPN: 0 ||
Username: hedayatu | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.239.185 | Public IP: 106.207.59.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:17 IST Mon Jul 20 2020 | Duration: 1h:00m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 33259556 | Bytes Rx: 16733105 | IP Addr: 10.150.239.185 | Public IP: 106.207.59.193 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:17 IST Mon Jul 20 2020 | Duration: 1h:00m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 33259556 | Bytes Rx: 16733105 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131580 | Audit Session ID: 0a96cf6a201fc0005f151695 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131580 | Audit Session ID: 0a96cf6a201fc0005f151695 | Security Group Tag: none | EasyVPN: 0 ||
Username: Ajayab.Gahlot | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.40 | Public IP: 103.114.227.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:21 IST Mon Jul 20 2020 | Duration: 1h:00m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 157466089 | Bytes Rx: 25198316 | IP Addr: 10.150.238.40 | Public IP: 103.114.227.116 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:21 IST Mon Jul 20 2020 | Duration: 1h:00m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 157466089 | Bytes Rx: 25198316 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131581 | Audit Session ID: 0a96cf6a201fd0005f151699 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131581 | Audit Session ID: 0a96cf6a201fd0005f151699 | Security Group Tag: none | EasyVPN: 0 ||
Username: asapre | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.42 | Public IP: 103.124.141.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:30 IST Mon Jul 20 2020 | Duration: 1h:00m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 50551800 | Bytes Rx: 12893095 | IP Addr: 10.150.238.42 | Public IP: 103.124.141.166 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:29:30 IST Mon Jul 20 2020 | Duration: 1h:00m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 50551800 | Bytes Rx: 12893095 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131583 | Audit Session ID: 0a96cf6a201ff0005f1516a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131583 | Audit Session ID: 0a96cf6a201ff0005f1516a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: jnalavad | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.43 | Public IP: 223.189.51.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:01 IST Mon Jul 20 2020 | Duration: 1h:00m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 41856937 | Bytes Rx: 20472280 | IP Addr: 10.150.238.43 | Public IP: 223.189.51.59 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:01 IST Mon Jul 20 2020 | Duration: 1h:00m:07s | Inactivity:  0h:00m:00s | Bytes Tx: 41856937 | Bytes Rx: 20472280 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131584 | Audit Session ID: 0a96cf6a202000005f1516c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131584 | Audit Session ID: 0a96cf6a202000005f1516c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: abhore | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.44 | Public IP: 106.209.137.240 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:30:04 IST Mon Jul 20 2020 | Duration: 1h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 62982584 | Bytes Rx: 27391754 | IP Addr: 10.150.238.44 | Public IP: 106.209.137.240 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:30:04 IST Mon Jul 20 2020 | Duration: 1h:00m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 62982584 | Bytes Rx: 27391754 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131585 | Audit Session ID: 0a96cf6a202010005f1516c4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131585 | Audit Session ID: 0a96cf6a202010005f1516c4 | Security Group Tag: none | EasyVPN: 0 ||
Username: ptripath | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.238.45 | Public IP: 183.87.28.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:20 IST Mon Jul 20 2020 | Duration: 0h:59m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 24765956 | Bytes Rx: 7195271 | IP Addr: 10.150.238.45 | Public IP: 183.87.28.135 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:20 IST Mon Jul 20 2020 | Duration: 0h:59m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 24765956 | Bytes Rx: 7195271 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131586 | Audit Session ID: 0a96cf6a202020005f1516d4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131586 | Audit Session ID: 0a96cf6a202020005f1516d4 | Security Group Tag: none | EasyVPN: 0 ||
Username: AGharge | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.238.46 | Public IP: 123.201.54.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:34 IST Mon Jul 20 2020 | Duration: 0h:59m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 38515123 | Bytes Rx: 10570689 | IP Addr: 10.150.238.46 | Public IP: 123.201.54.35 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:30:34 IST Mon Jul 20 2020 | Duration: 0h:59m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 38515123 | Bytes Rx: 10570689 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 131587 | Audit Session ID: 0a96cf6a202030005f1516e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 131587 | Audit Session ID: 0a96cf6a202030005f1516e2 | Security Group Tag: none | EasyVPN: 0 ||
