sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: mdarpall | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.171 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:22:37 IST Thu Jun 18 2020 | Duration: 1d 16h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 818616067 | Bytes Rx: 377160506 | IP Addr: 10.150.236.171 | Public IP: 14.192.3.195 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 14:22:37 IST Thu Jun 18 2020 | Duration: 1d 16h:37m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 818616067 | Bytes Rx: 377160506 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 35785 | Audit Session ID: 0a96cf6908bc90005eeb2b55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 35785 | Audit Session ID: 0a96cf6908bc90005eeb2b55 | Security Group Tag: none | EasyVPN: 0 ||
Username: PriyaDho | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.88 | Public IP: 103.48.101.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:27 IST Fri Jun 19 2020 | Duration: 8h:54m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 181774108 | Bytes Rx: 76253225 | IP Addr: 10.150.237.88 | Public IP: 103.48.101.149 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:27 IST Fri Jun 19 2020 | Duration: 8h:54m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 181774108 | Bytes Rx: 76253225 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41056 | Audit Session ID: 0a96cf690a0600005eece94f | Security Group Tag: none | EasyVPN: 0 |Session ID: 41056 | Audit Session ID: 0a96cf690a0600005eece94f | Security Group Tag: none | EasyVPN: 0 ||
Username: Usabalka | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.237.89 | Public IP: 157.33.192.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:34 IST Fri Jun 19 2020 | Duration: 8h:54m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 631944489 | Bytes Rx: 561797943 | IP Addr: 10.150.237.89 | Public IP: 157.33.192.41 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:05:34 IST Fri Jun 19 2020 | Duration: 8h:54m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 631944489 | Bytes Rx: 561797943 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41057 | Audit Session ID: 0a96cf690a0610005eece956 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41057 | Audit Session ID: 0a96cf690a0610005eece956 | Security Group Tag: none | EasyVPN: 0 ||
Username: akasar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.38 | Public IP: 182.48.244.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:08:50 IST Fri Jun 19 2020 | Duration: 8h:51m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 784514878 | Bytes Rx: 91468476 | IP Addr: 10.150.236.38 | Public IP: 182.48.244.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:08:50 IST Fri Jun 19 2020 | Duration: 8h:51m:25s | Inactivity:  0h:00m:00s | Bytes Tx: 784514878 | Bytes Rx: 91468476 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41062 | Audit Session ID: 0a96cf690a0660005eecea1a | Security Group Tag: none | EasyVPN: 0 |Session ID: 41062 | Audit Session ID: 0a96cf690a0660005eecea1a | Security Group Tag: none | EasyVPN: 0 ||
Username: MoJadhav | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.166 | Public IP: 49.36.54.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:09:52 IST Fri Jun 19 2020 | Duration: 8h:50m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 273451940 | Bytes Rx: 144437834 | IP Addr: 10.150.237.166 | Public IP: 49.36.54.195 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:09:52 IST Fri Jun 19 2020 | Duration: 8h:50m:23s | Inactivity:  0h:00m:00s | Bytes Tx: 273451940 | Bytes Rx: 144437834 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41066 | Audit Session ID: 0a96cf690a06a0005eecea58 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41066 | Audit Session ID: 0a96cf690a06a0005eecea58 | Security Group Tag: none | EasyVPN: 0 ||
Username: AWadmare | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.32 | Public IP: 59.88.12.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:12:51 IST Fri Jun 19 2020 | Duration: 8h:47m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 9410671764 | Bytes Rx: 477597317 | IP Addr: 10.150.237.32 | Public IP: 59.88.12.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:12:51 IST Fri Jun 19 2020 | Duration: 8h:47m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 9410671764 | Bytes Rx: 477597317 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41072 | Audit Session ID: 0a96cf690a0700005eeceb0b | Security Group Tag: none | EasyVPN: 0 |Session ID: 41072 | Audit Session ID: 0a96cf690a0700005eeceb0b | Security Group Tag: none | EasyVPN: 0 ||
Username: panaldas | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.222 | Public IP: 183.83.245.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:25:48 IST Fri Jun 19 2020 | Duration: 8h:34m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 404385904 | Bytes Rx: 42526970 | IP Addr: 10.150.236.222 | Public IP: 183.83.245.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:25:48 IST Fri Jun 19 2020 | Duration: 8h:34m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 404385904 | Bytes Rx: 42526970 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41098 | Audit Session ID: 0a96cf690a08a0005eecee14 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41098 | Audit Session ID: 0a96cf690a08a0005eecee14 | Security Group Tag: none | EasyVPN: 0 ||
Username: pusortee | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC17 | IP Addr: 10.150.245.26 | Public IP: 45.127.120.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:28 IST Fri Jun 19 2020 | Duration: 8h:30m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 390263811 | Bytes Rx: 330307853 | IP Addr: 10.150.245.26 | Public IP: 45.127.120.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:29:28 IST Fri Jun 19 2020 | Duration: 8h:30m:47s | Inactivity:  0h:00m:00s | Bytes Tx: 390263811 | Bytes Rx: 330307853 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41102 | Audit Session ID: 0a96cf690a08e0005eeceef0 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41102 | Audit Session ID: 0a96cf690a08e0005eeceef0 | Security Group Tag: none | EasyVPN: 0 ||
Username: SRanawar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.41 | Public IP: 103.84.83.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:34:48 IST Fri Jun 19 2020 | Duration: 8h:25m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 8892458981 | Bytes Rx: 336287646 | IP Addr: 10.150.236.41 | Public IP: 103.84.83.60 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:34:48 IST Fri Jun 19 2020 | Duration: 8h:25m:27s | Inactivity:  0h:00m:00s | Bytes Tx: 8892458981 | Bytes Rx: 336287646 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41106 | Audit Session ID: 0a96cf690a0920005eecf030 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41106 | Audit Session ID: 0a96cf690a0920005eecf030 | Security Group Tag: none | EasyVPN: 0 ||
Username: pranavsi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.167 | Public IP: 47.247.26.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:50:07 IST Fri Jun 19 2020 | Duration: 8h:10m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 153932778 | Bytes Rx: 139405837 | IP Addr: 10.150.237.167 | Public IP: 47.247.26.111 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:50:07 IST Fri Jun 19 2020 | Duration: 8h:10m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 153932778 | Bytes Rx: 139405837 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41140 | Audit Session ID: 0a96cf690a0b40005eecf3c7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41140 | Audit Session ID: 0a96cf690a0b40005eecf3c7 | Security Group Tag: none | EasyVPN: 0 ||
Username: bhusurya | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TSC70 | IP Addr: 10.150.245.48 | Public IP: 103.110.252.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:55:32 IST Fri Jun 19 2020 | Duration: 8h:04m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 341098412 | Bytes Rx: 381088001 | IP Addr: 10.150.245.48 | Public IP: 103.110.252.56 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 22:55:32 IST Fri Jun 19 2020 | Duration: 8h:04m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 341098412 | Bytes Rx: 381088001 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41159 | Audit Session ID: 0a96cf690a0c70005eecf50c | Security Group Tag: none | EasyVPN: 0 |Session ID: 41159 | Audit Session ID: 0a96cf690a0c70005eecf50c | Security Group Tag: none | EasyVPN: 0 ||
Username: cpeter | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.4 | Public IP: 103.252.26.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:22:29 IST Fri Jun 19 2020 | Duration: 7h:37m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 1708094256 | Bytes Rx: 201643665 | IP Addr: 10.150.236.4 | Public IP: 103.252.26.143 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:22:29 IST Fri Jun 19 2020 | Duration: 7h:37m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 1708094256 | Bytes Rx: 201643665 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41204 | Audit Session ID: 0a96cf690a0f40005eecfb5d | Security Group Tag: none | EasyVPN: 0 |Session ID: 41204 | Audit Session ID: 0a96cf690a0f40005eecfb5d | Security Group Tag: none | EasyVPN: 0 ||
Username: shubhsri | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.136 | Public IP: 122.163.185.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:39:19 IST Fri Jun 19 2020 | Duration: 7h:20m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 54285793 | Bytes Rx: 12885009 | IP Addr: 10.150.237.136 | Public IP: 122.163.185.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 23:39:19 IST Fri Jun 19 2020 | Duration: 7h:20m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 54285793 | Bytes Rx: 12885009 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41227 | Audit Session ID: 0a96cf690a10b0005eecff4f | Security Group Tag: none | EasyVPN: 0 |Session ID: 41227 | Audit Session ID: 0a96cf690a10b0005eecff4f | Security Group Tag: none | EasyVPN: 0 ||
Username: nikitbur | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.150.236.45 | Public IP: 103.110.253.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:27:03 IST Sat Jun 20 2020 | Duration: 6h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 146013612 | Bytes Rx: 23684507 | IP Addr: 10.150.236.45 | Public IP: 103.110.253.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:27:03 IST Sat Jun 20 2020 | Duration: 6h:33m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 146013612 | Bytes Rx: 23684507 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41269 | Audit Session ID: 0a96cf690a1350005eed0a7f | Security Group Tag: none | EasyVPN: 0 |Session ID: 41269 | Audit Session ID: 0a96cf690a1350005eed0a7f | Security Group Tag: none | EasyVPN: 0 ||
Username: SMundeka | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.115 | Public IP: 103.121.154.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:32:32 IST Sat Jun 20 2020 | Duration: 6h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 836510277 | Bytes Rx: 245423926 | IP Addr: 10.150.237.115 | Public IP: 103.121.154.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:32:32 IST Sat Jun 20 2020 | Duration: 6h:27m:43s | Inactivity:  0h:00m:00s | Bytes Tx: 836510277 | Bytes Rx: 245423926 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41275 | Audit Session ID: 0a96cf690a13b0005eed0bc8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41275 | Audit Session ID: 0a96cf690a13b0005eed0bc8 | Security Group Tag: none | EasyVPN: 0 ||
Username: PrYelmar | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.116 | Public IP: 106.220.171.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:33:26 IST Sat Jun 20 2020 | Duration: 6h:26m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 809619699 | Bytes Rx: 171726651 | IP Addr: 10.150.237.116 | Public IP: 106.220.171.136 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:33:26 IST Sat Jun 20 2020 | Duration: 6h:26m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 809619699 | Bytes Rx: 171726651 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41277 | Audit Session ID: 0a96cf690a13d0005eed0bfe | Security Group Tag: none | EasyVPN: 0 |Session ID: 41277 | Audit Session ID: 0a96cf690a13d0005eed0bfe | Security Group Tag: none | EasyVPN: 0 ||
Username: sbundele | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.251 | Public IP: 157.33.145.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:55:59 IST Sat Jun 20 2020 | Duration: 6h:04m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 316533962 | Bytes Rx: 44443427 | IP Addr: 10.150.236.251 | Public IP: 157.33.145.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:55:59 IST Sat Jun 20 2020 | Duration: 6h:04m:16s | Inactivity:  0h:00m:00s | Bytes Tx: 316533962 | Bytes Rx: 44443427 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41288 | Audit Session ID: 0a96cf690a1480005eed1147 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41288 | Audit Session ID: 0a96cf690a1480005eed1147 | Security Group Tag: none | EasyVPN: 0 ||
Username: sukawagh | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.253 | Public IP: 49.35.11.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:57:56 IST Sat Jun 20 2020 | Duration: 6h:02m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 2672884097 | Bytes Rx: 181069465 | IP Addr: 10.150.236.253 | Public IP: 49.35.11.158 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 00:57:56 IST Sat Jun 20 2020 | Duration: 6h:02m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 2672884097 | Bytes Rx: 181069465 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41290 | Audit Session ID: 0a96cf690a14a0005eed11bc | Security Group Tag: none | EasyVPN: 0 |Session ID: 41290 | Audit Session ID: 0a96cf690a14a0005eed11bc | Security Group Tag: none | EasyVPN: 0 ||
Username: prgadade | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.20 | Public IP: 49.35.195.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:42:34 IST Sat Jun 20 2020 | Duration: 3h:17m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 174833443 | Bytes Rx: 20889939 | IP Addr: 10.150.237.20 | Public IP: 49.35.195.153 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 03:42:34 IST Sat Jun 20 2020 | Duration: 3h:17m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 174833443 | Bytes Rx: 20889939 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41362 | Audit Session ID: 0a96cf690a1920005eed3852 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41362 | Audit Session ID: 0a96cf690a1920005eed3852 | Security Group Tag: none | EasyVPN: 0 ||
Username: JAWAGHCH | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.236.82 | Public IP: 49.35.212.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:35:49 IST Sat Jun 20 2020 | Duration: 2h:24m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 99467175 | Bytes Rx: 19202022 | IP Addr: 10.150.236.82 | Public IP: 49.35.212.198 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:35:49 IST Sat Jun 20 2020 | Duration: 2h:24m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 99467175 | Bytes Rx: 19202022 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41382 | Audit Session ID: 0a96cf690a1a60005eed44cd | Security Group Tag: none | EasyVPN: 0 |Session ID: 41382 | Audit Session ID: 0a96cf690a1a60005eed44cd | Security Group Tag: none | EasyVPN: 0 ||
Username: shivashi | Group: TCL_Pun_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth-OTP_Profile | IP Addr: 10.150.237.144 | Public IP: 157.47.57.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:42:33 IST Sat Jun 20 2020 | Duration: 2h:17m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 17908840 | Bytes Rx: 13376256 | IP Addr: 10.150.237.144 | Public IP: 157.47.57.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 04:42:33 IST Sat Jun 20 2020 | Duration: 2h:17m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 17908840 | Bytes Rx: 13376256 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 41386 | Audit Session ID: 0a96cf690a1aa0005eed4661 | Security Group Tag: none | EasyVPN: 0 |Session ID: 41386 | Audit Session ID: 0a96cf690a1aa0005eed4661 | Security Group Tag: none | EasyVPN: 0 ||
